year,en_ADP août_NOUN,en_ADP goutte_NOUN
1854,2.0725506004737326e-06,2.4419623656513068e-08
1855,2.072889685678092e-06,2.865746040470185e-08
1856,2.195645937064228e-06,4.555926480520611e-08
1857,3.4492743026248718e-06,2.9289054737091647e-08
1858,2.9264183609711836e-06,3.866004050223637e-08
1859,2.294533398838894e-06,2.189634606963864e-08
1860,2.0958925297520636e-06,1.693558021598207e-08
1861,2.199997020113642e-06,5.6119969671364345e-08
1862,2.305528397528178e-06,5.737842556641226e-08
1863,2.513293267725203e-06,2.8968800691586694e-08
1864,2.557987336615497e-06,3.212467802882202e-08
1865,2.573231697056144e-06,1.835669216632141e-08
1866,2.9140156314610977e-06,2.5301186923343266e-08
1867,2.9267306160818407e-06,9.7056229719783e-09
1868,2.54304710267661e-06,3.359114231216154e-08
1869,2.6898424252408404e-06,2.6371003158942585e-08
1870,3.3205875809017016e-06,3.096386436141074e-08
1871,3.312745256778271e-06,3.717412155879174e-08
1872,2.8144316388534207e-06,2.3584624031514068e-08
1873,3.301880042272387e-06,3.95076291681562e-08
1874,3.1862589793263396e-06,3.525019565131515e-08
1875,3.066738543111569e-06,1.2015207218052382e-08
1876,3.477063167167671e-06,1.874264654588842e-08
1877,3.0837492701607516e-06,4.576763856789512e-08
1878,3.4579821388547316e-06,1.4493812372506909e-08
1879,4.13906781204787e-06,2.504823370941267e-08
1880,3.513129129828485e-06,4.171600176405832e-08
1881,3.663355354177611e-06,3.486253774553916e-08
1882,3.697731926877168e-06,2.6621540527571597e-08
1883,3.993190361484267e-06,3.728409936343269e-08
1884,3.805218184993464e-06,4.423137056619453e-08
1885,4.0381908519293574e-06,3.3517306263775026e-08
1886,4.026961384795413e-06,3.097662726325723e-08
1887,4.155660612070733e-06,3.982643903555072e-08
1888,5.000208865624245e-06,3.233713385952797e-08
1889,4.2201961640842e-06,3.633779410705529e-08
1890,4.396682410146013e-06,4.653614382732485e-08
1891,4.512947668899869e-06,6.884157954800685e-08
1892,4.91263324420288e-06,9.02665771018718e-08
1893,5.387382948640607e-06,7.759604875312576e-08
1894,5.328581551111711e-06,1.2918156189201113e-07
1895,4.900957755182844e-06,1.1736297933495621e-07
1896,5.321479022768472e-06,1.468360146805736e-07
1897,5.709596692327068e-06,1.299357137440893e-07
1898,5.354501375620657e-06,1.748431630588243e-07
1899,5.948226984742178e-06,1.6582735895553924e-07
1900,5.2190847554811626e-06,1.8635881215978145e-07
1901,5.777079501001481e-06,9.947955370570583e-08
1902,5.086562829603736e-06,1.595842280543991e-07
1903,6.7281345863534625e-06,1.317653763877047e-07
1904,6.275949942846637e-06,1.0641758052543082e-07
1905,6.249679103120798e-06,1.248903735984186e-07
1906,6.293395145462455e-06,9.928276067938668e-08
1907,5.95541267500721e-06,1.1571397262599703e-07
1908,6.469772976913646e-06,1.0510372483452102e-07
1909,6.688645953545347e-06,1.2927310688581883e-07
1910,6.271360632581491e-06,1.795634583245942e-07
1911,6.644615424988842e-06,1.9898199532519811e-07
1912,6.410192909811485e-06,1.750365550279298e-07
1913,6.536464951523158e-06,1.4265041725636252e-07
1914,7.119308023106896e-06,1.5000706454770807e-07
1915,1.0643918088248938e-05,1.2723222653221455e-07
1916,1.0828143985008865e-05,1.2855330577821178e-07
1917,1.1000420158779889e-05,1.2721052833342128e-07
1918,1.0691518767202979e-05,2.3317343966766657e-07
1919,1.0293453982512801e-05,1.2154359652072344e-07
1920,9.165429133872749e-06,1.4614406795843138e-07
1921,9.330382269467918e-06,1.5978497236446287e-07
1922,9.12871962555073e-06,2.24289242289899e-07
1923,8.235852718030401e-06,1.3057615699807457e-07
1924,8.059843366936548e-06,2.449408702531741e-07
1925,8.39270944652526e-06,1.8366957021953567e-07
1926,8.03079284139585e-06,1.6161901239541976e-07
1927,7.597081676635753e-06,2.2298449797730768e-07
1928,8.303304383616705e-06,2.1480957013153557e-07
1929,8.249471079579962e-06,2.629135806841987e-07
1930,8.330408093115693e-06,2.6259007679385604e-07
1931,7.898209503309772e-06,2.1670178185217992e-07
1932,8.885992485829775e-06,2.0055951654995852e-07
1933,1.0073535207766326e-05,2.672664392022739e-07
1934,9.049687577089571e-06,2.1087581281165058e-07
1935,8.975016228873756e-06,1.8311474914156634e-07
1936,8.865591155426955e-06,4.3891468060053285e-07
1937,9.33757320353834e-06,2.8078192571001637e-07
1938,8.756705852874802e-06,3.5006078924482154e-07
1939,8.488197806855169e-06,3.2117506343354307e-07
1940,9.047673358963948e-06,3.2458021337333776e-07
1941,7.85690005500328e-06,3.984528404998855e-07
1942,8.608058720938061e-06,5.249186425526631e-07
1943,7.934541912391069e-06,3.280655820336875e-07
1944,8.190411676878284e-06,1.9279117502435383e-07
1945,1.0276003081344243e-05,3.6816717496890305e-07
1946,8.857998636813136e-06,2.6032464539582634e-07
1947,8.93230880194551e-06,1.8238932386616113e-07
1948,8.442021083965301e-06,2.4896622274894753e-07
1949,1.031178555876977e-05,2.522971218610337e-07
1950,9.343164890651678e-06,1.8930943790351762e-07
1951,9.548351400212596e-06,1.5565646394044563e-07
1952,8.855526345996623e-06,1.782071876732516e-07
1953,9.27195583244611e-06,1.2713115893348004e-07
1954,9.28293216873044e-06,1.6320135554082071e-07
1955,8.676994298184582e-06,1.952206414301827e-07
1956,8.814457657990715e-06,1.343055822111694e-07
1957,9.047961967212359e-06,1.5372965833648777e-07
1958,8.857090904257348e-06,1.670993150515443e-07
1959,9.012569591959618e-06,1.0773539571573565e-07
1960,8.702255854586838e-06,1.0312041454074716e-07
1961,8.615022807134665e-06,1.4035281947766265e-07
1962,9.422244644952116e-06,8.43480236767391e-08
1963,9.787018228735178e-06,9.117135291170086e-08
1964,1.0115205739680277e-05,1.0099387282025418e-07
1965,9.060609244215811e-06,1.2093215673303348e-07
1966,8.8830142885854e-06,7.090015363697688e-08
1967,9.13591190965235e-06,8.87460431808762e-08
1968,9.010229234718281e-06,7.365922272128955e-08
1969,9.076702724541974e-06,7.403065266364806e-08
1970,9.410370907403376e-06,9.335411449429287e-08
1971,9.42690438421323e-06,6.47438050949134e-08
1972,9.768825549372195e-06,7.951727942767661e-08
1973,1.0224787530432877e-05,5.5132038934146976e-08
1974,9.70523602461526e-06,8.382101956971866e-08
1975,1.0618783875315785e-05,4.740528547486633e-08
1976,1.0095230578599512e-05,4.627956839975411e-08
1977,1.0583496603544518e-05,6.81706687766237e-08
1978,1.1098213008153834e-05,1.3366330620101508e-07
1979,1.0123328834765744e-05,4.096381189810927e-08
1980,1.0450444449361385e-05,3.8659023593456965e-08
1981,1.0721173808292406e-05,4.111607254664307e-08
1982,1.1295791807697242e-05,5.152226967286566e-08
1983,1.1070117380995725e-05,5.683784465304598e-08
1984,1.100013918176046e-05,4.5232265488692747e-08
1985,1.1335717147176183e-05,4.271046349924035e-08
1986,1.141110271873913e-05,5.514926743055426e-08
1987,1.1556165986803535e-05,4.0942474299754394e-08
1988,1.198591138518168e-05,2.6384837426007834e-08
1989,1.2290100386280756e-05,3.951447880012893e-08
1990,1.2240939469165824e-05,3.596109721115681e-08
1991,1.1778028309095134e-05,3.927181629892473e-08
1992,1.2264584725585337e-05,3.4712649754631286e-08
1993,1.2058854835572674e-05,3.711268803385792e-08
1994,1.2270007047732179e-05,5.274926451193096e-08
1995,1.2234675381250781e-05,3.6872664643805564e-08
1996,1.232672232731602e-05,4.217092808289635e-08
1997,1.2071146684888845e-05,3.692068617500155e-08
1998,1.178729259265765e-05,3.671459547494038e-08
1999,1.2292013451542516e-05,3.656160885157078e-08
2000,1.2173885821198382e-05,3.534425041529232e-08
2001,1.2181521242382587e-05,3.329720854594598e-08
2002,1.225602902366063e-05,2.9354184860608257e-08
2003,1.1739471972305182e-05,4.833630740108674e-08
2004,1.2840847105621833e-05,4.0083598662477016e-08
2005,1.207140005732299e-05,3.422849759182611e-08
2006,1.2379612769564119e-05,4.323784352777693e-08
2007,1.208170271382869e-05,3.1955837448416347e-08
2008,1.2919625895335685e-05,3.9168445459258905e-08
2009,1.1748826217683472e-05,3.9099178561485814e-08
2010,1.0671521003757789e-05,4.629317001958455e-08
2011,9.728949493137407e-06,7.380266170420313e-08
2012,9.269439626535814e-06,9.361695132992232e-08
2013,8.279517736298203e-06,6.526552853713952e-08
2014,8.897164562426951e-06,6.409717523414571e-08
2015,7.331544814803692e-06,4.2558249035984375e-08
2016,6.5717406343424045e-06,4.3912408209667575e-08
2017,7.253010611663058e-06,4.0249780980383676e-08
2018,7.0283010131788615e-06,5.911558764726266e-08
2019,7.519546358025764e-06,3.851991353664985e-08
