year,son_DET amas_NOUN,son_DET gamma_NOUN
1883,5.687405213450347e-09,0.0
1884,1.9805090900604227e-08,0.0
1885,1.8692343672910283e-08,0.0
1886,1.2261581083805595e-08,0.0
1887,4.570247291724172e-09,0.0
1888,1.775372027168487e-08,0.0
1889,2.944614330147033e-08,0.0
1890,1.0487018364813139e-08,0.0
1891,1.2748440525456317e-08,0.0
1892,1.3790726782758611e-08,0.0
1893,1.539604177480669e-08,0.0
1894,2.3945849747519787e-08,0.0
1895,9.629783193076946e-09,0.0
1896,2.1229304536518612e-08,0.0
1897,2.855089675790623e-08,0.0
1898,9.05336783318944e-09,0.0
1899,1.713549302451156e-08,0.0
1900,6.22926377147337e-09,5.191053142894475e-10
1901,1.0618603774048552e-08,0.0
1902,5.892340837476695e-09,4.910283846193408e-10
1903,1.2960528428251905e-08,0.0
1904,1.6123875568041512e-09,0.0
1905,9.28936660926638e-09,0.0
1906,1.9547901075611662e-08,0.0
1907,6.685696440911215e-09,0.0
1908,1.5716444368152338e-08,0.0
1909,6.60118004702781e-09,0.0
1910,1.1757131934686527e-08,0.0
1911,9.576673676292558e-09,0.0
1912,1.82329742415277e-08,0.0
1913,8.484783542428431e-09,0.0
1914,8.036092680185902e-09,0.0
1915,3.534228465440492e-09,0.0
1916,8.789969641043172e-09,0.0
1917,7.676496771580332e-09,0.0
1918,1.033773866510046e-08,0.0
1919,2.6702760891339494e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.2873670629520717e-08,0.0
1922,1.3280283539529592e-08,0.0
1923,3.290943828559989e-08,0.0
1924,1.933743654092268e-08,0.0
1925,3.519416935660047e-08,0.0
1926,1.671920735191179e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,6.684243825105796e-09,0.0
1930,1.1553964007759987e-08,0.0
1931,2.2810713318222042e-08,3.4216069977333063e-09
1932,1.9727165900818022e-08,1.0959536611565568e-09
1933,3.2117854820157277e-08,1.1470662197865522e-09
1934,1.3179738189705859e-08,0.0
1935,5.0266791618014395e-08,0.0
1936,1.33371855781661e-08,0.0
1937,1.2591118148108649e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,1.7395020535104777e-08,1.0871887834440486e-09
1949,1.8652315247891238e-08,0.0
1950,1.0635361036293034e-08,0.0
1951,1.3859822622919182e-08,1.0661401761424827e-09
1952,2.1089608281954497e-08,0.0
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,5.863521668203475e-09,0.0
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,1.9186511934776718e-08,8.72114158667614e-10
1957,1.8553579672619946e-08,3.534015080575159e-09
1958,1.9026160036350603e-08,8.272243334772611e-09
1959,1.3176270963199954e-08,0.0
1960,1.038124963770315e-08,6.920833350854139e-10
1961,1.459113452284555e-08,0.0
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,1.5518526907953856e-08,2.5864212993553792e-09
1964,7.30076216148845e-09,6.083968329129164e-10
1965,7.1136563306595235e-09,0.0
1966,1.4401594028434772e-08,0.0
1967,5.275459002973548e-08,4.930335584241163e-10
1968,1.0779397818794223e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,0.0
1970,1.103694025061941e-08,9.197450023812337e-10
1971,7.707596338946132e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,0.0
1973,1.6539611902288698e-09,0.0
1974,8.438357568252286e-09,1.1251143350321513e-09
1975,1.028066431985053e-08,1.7134440533084216e-09
1976,7.998937512354587e-09,0.0
1977,4.11374712072643e-09,0.0
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,0.0
1980,1.762396628635088e-08,5.685150683554241e-10
1981,9.488324570483542e-09,6.325549417596221e-09
1982,8.690503427999374e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,5.799008662155103e-09,0.0
1985,1.3234227935754461e-08,1.8046674155058895e-09
1986,1.0790073723399018e-08,0.0
1987,4.277571630240118e-09,0.0
1988,5.99655392008458e-09,5.996553809062277e-10
1989,1.0427432473036902e-08,0.0
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,7.6199047072123e-09,5.861465202094962e-10
1992,1.98357992808873e-08,0.0
1993,1.994114740000441e-08,0.0
1994,5.274926717646622e-09,0.0
1995,4.880205572987961e-09,5.422450821690461e-10
1996,7.473328622609188e-09,0.0
1997,1.102825741838842e-08,4.79489448146353e-10
1998,8.582632382569955e-09,1.43043876743576e-09
1999,5.484241505371301e-09,0.0
2000,1.8555732950176207e-08,0.0
2001,9.20054432640427e-09,4.3812117822561447e-10
2002,7.448076377869484e-09,4.38122149670761e-10
2003,5.000307723435071e-09,4.1669229178253886e-10
2004,7.047666006343434e-09,0.0
2005,6.305249655724765e-09,0.0
2006,9.471146533712727e-09,1.2353669198716943e-09
2007,1.3181781888249589e-08,3.994479469415779e-10
2008,5.108927586539025e-09,4.257439678578834e-10
2009,7.1522885392028e-09,9.53638501499654e-10
2010,1.1337103367203838e-08,3.7790344187271785e-09
2011,7.647943611743813e-09,7.64794394481072e-10
2012,1.6680837933158443e-08,1.7021263287730903e-09
2013,1.8687137171014e-08,1.3945624655065103e-09
2014,1.4075393697798866e-08,0.0
2015,1.0861219479352258e-08,6.649726325136385e-10
2016,1.760639115055973e-08,0.0
2017,1.4338984222206363e-08,0.0
2018,2.1168026720363997e-08,0.0
2019,1.9387506156043344e-08,7.65296326310505e-10
