year,en_ADP arts_NOUN,en_ADP gares_NOUN
2000,3.892285849182997e-07,9.719669513685858e-09
2001,6.361519561681739e-07,2.0591695459870607e-08
2002,5.555388691291796e-07,1.3143664823189738e-08
2003,4.6169506306981134e-07,9.58392298855415e-09
2004,3.9731216042171447e-07,1.2333415178034102e-08
2005,5.17480829742567e-07,5.854874363109275e-09
2006,5.270899150477959e-07,7.000412693969338e-09
2007,4.841309169112407e-07,1.1184542181297275e-08
2008,4.849223698144556e-07,8.940623352771127e-09
2009,4.0481954499682615e-07,7.1522885392028e-09
2010,3.80265337884822e-07,9.447585824773341e-09
2011,5.74360592808798e-07,5.353560705856353e-09
2012,4.54808154914943e-07,7.489355802192676e-09
2013,3.7932100527271473e-07,6.136075203500013e-09
2014,3.6596023633705954e-07,7.362513709807672e-09
2015,3.6396168223706837e-07,5.984753581600444e-09
2016,3.5005647902597303e-07,6.421154274960372e-09
2017,4.857645619082973e-07,5.0312225496895735e-09
2018,4.0451583177558703e-07,5.421080029321956e-09
2019,3.499955180119585e-07,5.867272001580659e-09
