year,en_ADP an_NOUN,en_ADP gants_NOUN
1931,1.8704785009759917e-07,8.211856794559935e-08
1932,1.5233756045507363e-07,7.562080384104775e-08
1933,1.5944220788099983e-07,6.882397229901471e-08
1934,2.0009239420915037e-07,7.668211310374318e-08
1935,1.4242258306040867e-07,7.300653237507504e-08
1936,1.624711774006471e-07,9.82101866497942e-08
1937,2.5434058437134865e-07,7.80649358489427e-08
1938,1.8540257140653438e-07,1.0631475788613898e-07
1939,1.8199920415185034e-07,8.870549095263414e-08
1940,2.3329202702981888e-07,1.4707541140523972e-07
1941,2.6858673107810205e-07,1.269146139293298e-07
1942,5.006449512734434e-07,1.061974117533282e-07
1943,3.251623377220625e-07,9.870999662098257e-08
1944,1.670856821789357e-07,7.069009200222354e-08
1945,1.7645882843808636e-07,1.764588262176403e-07
1946,1.767980171152317e-07,1.0023195073927127e-07
1947,1.2874540833429649e-07,1.0371157799227149e-07
1948,1.7829895648802108e-07,1.174163912764925e-07
1949,1.7277934827308883e-07,8.14811684790584e-08
1950,2.0845308923433947e-07,1.2868787280240213e-07
1951,1.7697927001680824e-07,1.0448173526356186e-07
1952,1.7609822067221614e-07,1.212652449567031e-07
1953,1.8100030263479283e-07,1.023513576114965e-07
1954,1.3192924086524727e-07,1.0163437735855041e-07
1955,1.9052783706285936e-07,1.173200985249423e-07
1956,1.7965551646348388e-07,1.2558443529542274e-07
1957,2.31477991108342e-07,9.01173820011536e-08
1958,2.556123281927114e-07,6.948684472263267e-08
1959,2.1082034362684965e-07,8.138285068071127e-08
1960,1.986279155596904e-07,9.965999936412118e-08
1961,2.0913959231094736e-07,9.727423133654156e-08
1962,2.416285432849108e-07,1.0527647731350953e-07
1963,2.133797532000159e-07,8.923153416162677e-08
1964,2.293656092833274e-07,1.235045630210152e-07
1965,2.1450410364609596e-07,1.1053527515514361e-07
1966,2.0549968060556978e-07,1.3293779943523987e-07
1967,1.9770645359740158e-07,1.0550918005947096e-07
1968,1.8280062505371397e-07,1.176750927811554e-07
1969,1.630491064108508e-07,8.084328584345712e-08
1970,1.692330778291229e-07,8.50764152460215e-08
1971,1.6905328026339816e-07,1.0636482983272799e-07
1972,1.8468528922843674e-07,9.593374983296599e-08
1973,1.3783009528145485e-07,8.545465846054867e-08
1974,2.3852424302361896e-07,7.819544833864711e-08
1975,2.2560346923938823e-07,8.624335379181503e-08
1976,1.5255116581069927e-07,7.027637849432722e-08
1977,1.4280580318271063e-07,7.169673921225694e-08
1978,1.188118274875194e-07,8.851480970406556e-08
1979,1.281582141521298e-07,6.905328575612657e-08
1980,1.5804718556111652e-07,8.811983320811123e-08
1981,1.1449244580186146e-07,7.464148410463167e-08
1982,1.3904804907483026e-07,8.81465354041211e-08
1983,1.3388469954911386e-07,7.515225775023282e-08
1984,1.786094572242547e-07,7.59670086836195e-08
1985,1.0527226579348792e-07,8.963181841181722e-08
1986,1.0190625043815515e-07,9.471286688267355e-08
1987,1.1305011188289527e-07,8.127386763590039e-08
1988,2.4645836249614916e-07,9.414589641210114e-08
1989,1.053719477228654e-07,8.232183290601824e-08
1990,1.0897301572221352e-07,7.246705990837654e-08
1991,1.1781545167233176e-07,8.147436858507717e-08
1992,1.4160556649489564e-07,7.162927317949652e-08
1993,1.0801454858322401e-07,9.250476296074339e-08
1994,9.283870938681105e-08,8.703629106321387e-08
1995,1.1441371272624679e-07,8.4590233484505e-08
1996,1.2117468917161034e-07,7.526710277261373e-08
1997,7.719779804293836e-08,7.048495120898224e-08
1998,8.201181977973704e-08,6.913787586881881e-08
1999,8.27206416420534e-08,6.581089451174194e-08
2000,8.350079627739149e-08,6.803768570762259e-08
2001,1.0339659703428872e-07,7.667120627274926e-08
2002,1.0602556049787992e-07,6.703268695673614e-08
2003,8.500522735710447e-08,1.237576157109288e-07
2004,1.0263163519041996e-07,8.589343281073525e-08
2005,9.097574116267992e-08,7.65637437893929e-08
2006,7.782812000423078e-08,7.659275524929399e-08
2007,7.869124660220272e-08,7.38978727099493e-08
2008,7.705965823778804e-08,8.557453412549876e-08
2009,6.53242375747709e-08,8.201291024079183e-08
2010,8.077686158847186e-08,1.1053676018946135e-07
2011,3.7474924913238894e-08,9.368731213044157e-08
2012,3.6765930244708755e-08,1.3991478908792487e-07
2013,2.8727987766430374e-08,1.3415692023954762e-07
2014,3.3131311125145224e-08,1.682550845316655e-07
2015,2.1722439139115757e-08,1.518354082463702e-07
2016,2.7548822750800284e-08,1.3753697203355841e-07
2017,2.440142932158551e-08,9.936664469023526e-08
2018,2.0135440093049795e-08,1.1745673589302896e-07
2019,4.28565950505444e-08,1.1862093174386246e-07
