year,ton_DET an_NOUN,ton_DET gant_NOUN
1989,1.6464366536794728e-09,4.939309850016116e-09
1990,0.0,2.724325431913144e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,5.509944167592096e-10,2.2039776670368383e-09
1993,1.6617622278225497e-09,1.661762283333701e-09
1994,1.0549853213248639e-09,2.6374633033121597e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,0.0,1.067618438099771e-09
1997,1.438468344439059e-09,5.753873377756236e-09
1998,1.43043876743576e-09,1.9072516899143466e-09
1999,2.7421207526856506e-09,0.0
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,3.0668482198237257e-09,3.066848330846028e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,8.333845835650777e-10,2.5001538617175356e-09
2004,4.404791253964646e-10,3.9643119897903034e-09
2005,9.007499190971657e-10,9.007499190971657e-10
2006,0.0,4.117890028965121e-09
2007,0.0,3.994479413904628e-09
2008,8.514879357157668e-10,3.4059516873519158e-09
2009,9.53638501499654e-10,7.629108011997232e-09
2010,0.0,3.779034529749481e-09
2011,1.1471915639660324e-09,6.883149605840799e-09
2012,3.404252713057332e-10,9.19148204769904e-09
2013,0.0,2.0360612751346707e-08
2014,3.248167693148396e-09,1.710701691415295e-08
2015,2.2165753954528356e-10,1.2412821881468972e-08
2016,6.214020409345267e-10,1.8434926474242275e-08
2017,7.54683426862357e-10,1.1320250792312692e-08
2018,2.5814667070633845e-10,2.8137987329035496e-08
2019,0.0,1.6581419848282763e-08
