year,en_ADP are_NOUN,en_ADP gare_NOUN
1884,2.3105939384038265e-08,1.027884250603961e-06
1885,3.7384687345820566e-08,1.0429039059012268e-06
1886,2.8395241713496944e-08,1.0596588246869487e-06
1887,5.4842967500690065e-08,1.2039337238256564e-06
1888,2.980088953385973e-08,1.1134119528577457e-06
1889,3.5084767091575486e-08,1.0481573718967852e-06
1890,5.112421624930974e-08,1.1463621709673077e-06
1891,3.250852154135231e-08,1.4004161075220622e-06
1892,3.19694137829174e-08,1.4969207065007595e-06
1893,1.9091091374434654e-08,1.7668496656852994e-06
1894,4.6631390526741257e-08,1.4203669707057998e-06
1895,2.5278181325916194e-08,1.3475677613783432e-06
1896,2.7716035688740703e-08,1.2873213917075077e-06
1897,2.3306854779470143e-08,1.6542039449340962e-06
1898,3.112095303681173e-08,1.5441650162983933e-06
1899,2.984892333302014e-08,1.3846584305809984e-06
1900,1.8168686111152965e-08,1.3294287128928772e-06
1901,2.514932445629725e-08,1.3815363146818527e-06
1902,2.1114220150053598e-08,1.2079298734590793e-06
1903,2.8081145186931167e-08,1.412697574920685e-06
1904,3.6009990544982884e-08,1.4285753184850591e-06
1905,3.3028859480754846e-08,1.6117050209984995e-06
1906,2.777859631208912e-08,1.3374879337391121e-06
1907,1.851423608867364e-08,1.4425675107787583e-06
1908,2.2101251717643322e-08,1.4218471342530847e-06
1909,2.53045246978445e-08,1.6684483217233037e-06
1910,2.618633831996675e-08,1.347794763795207e-06
1911,1.54290848985994e-08,1.6067530417274156e-06
1912,1.8753916974922902e-08,1.7284859730182234e-06
1913,2.969674284258872e-08,1.5919575453438028e-06
1914,2.678697441638178e-08,1.7210631462205583e-06
1915,1.0602685840410686e-08,3.280942280525778e-06
1916,3.40611328031315e-08,3.1841663954423893e-06
1917,2.52227767560953e-08,2.7416062096108362e-06
1918,4.020231614276781e-08,2.7751084701321815e-06
1919,2.4861191438851904e-08,1.9778458337782467e-06
1920,3.028892692213958e-08,1.7143533028729507e-06
1921,1.5145495135815423e-08,1.5880051371652826e-06
1922,1.6231458566107193e-08,1.8112831234873283e-06
1923,1.8047112249064412e-08,1.5562979527317111e-06
1924,1.6759112098085893e-08,1.1666920229913558e-06
1925,1.0998178145982251e-08,9.876363584737646e-07
1926,1.560459372829115e-08,1.2260751844905826e-06
1927,1.5608915049369898e-08,9.65522877649505e-07
1928,2.8565102283550914e-08,1.3951196393691134e-06
1929,1.2254446790649354e-08,1.0393998977065166e-06
1930,2.2057568216382606e-08,1.0041444937769484e-06
1931,1.1405356659111021e-08,1.6138579610469606e-06
1932,2.4110979879310435e-08,1.4652900262035473e-06
1933,9.176529758292418e-09,1.239978544731457e-06
1934,1.4377896206951846e-08,1.1502316539235835e-06
1935,1.555876849579363e-08,8.545354575062447e-07
1936,8.487299751891442e-09,9.408778218755742e-07
1937,8.813782481631449e-09,8.901920374171368e-07
1938,2.593042824905467e-08,7.818024574390847e-07
1939,1.988226472349197e-08,7.601142950619533e-07
1940,7.607348528892999e-09,1.0117773641127314e-06
1941,1.4757512545315876e-08,9.680928503286168e-07
1942,6.068423541449874e-09,1.0953504343547138e-06
1943,8.709705845433291e-09,1.111939120335137e-06
1944,6.4263723231761105e-09,1.1085492417350906e-06
1945,4.357008087652048e-09,1.3724575609330714e-06
1946,1.8097434661967782e-08,1.3531313101111664e-06
1947,1.4305045148432782e-08,1.1467877989446151e-06
1948,6.523132700664291e-09,1.0317421974548324e-06
1949,4.908504269707237e-09,9.76792353668543e-07
1950,3.190608444114673e-09,8.954974290986684e-07
1951,1.2793681780642885e-08,1.3838499164364748e-06
1952,1.1599284199803606e-08,8.562380635623867e-07
1953,5.386913581872932e-09,1.1247876141595725e-06
1954,8.795282724349818e-09,6.703959645193436e-07
1955,1.0324168187025862e-08,1.0061371220615456e-06
1956,1.22095984433912e-08,7.221105029486807e-07
1957,7.951533653738352e-09,9.179604418818599e-07
1958,9.099467845885556e-09,6.022193357324568e-07
1959,5.425523585955716e-09,8.223543517260623e-07
1960,4.844583401109048e-09,6.29795822604251e-07
1961,6.25334317660986e-09,7.142707492135969e-07
1962,5.7077609305622445e-09,7.83231627110581e-07
1963,7.1126584622049904e-09,6.330265946985492e-07
1964,1.3384730601639916e-08,6.984395799491949e-07
1965,8.755269065297e-09,7.310649916547618e-07
1966,3.046491048319666e-08,6.552725189123976e-07
1967,1.2818872185960117e-08,6.907400393885155e-07
1968,8.982831700699023e-09,8.295644917666323e-07
1969,4.541757636644661e-09,7.78003091284063e-07
1970,1.241655755990223e-08,8.167335412423427e-07
1971,4.624557625731995e-09,8.195743994576787e-07
1972,1.0773308800615666e-08,6.033052866172284e-07
1973,8.269805840122046e-09,1.005608323723095e-06
1974,8.438357568252286e-09,6.970083035184871e-07
1975,3.998036124386317e-09,7.122215937016563e-07
1976,5.713526873840635e-09,5.679245660417109e-07
1977,5.876781727920388e-09,5.136307166253573e-07
1978,5.346532105932056e-09,6.974254205260877e-07
1979,3.511183899185255e-09,6.560062395521982e-07
1980,6.253665585376211e-09,7.220141462482843e-07
1981,5.060439622894819e-09,8.748235202915566e-07
1982,5.586751949948621e-09,7.175872784870307e-07
1983,3.78918940668882e-09,8.936172157802957e-07
1984,1.7397025486864948e-09,8.228793042519555e-07
1985,3.007779025843149e-09,8.012723142769573e-07
1986,5.3950369172106605e-09,7.385206099996822e-07
1987,4.277571852284723e-09,6.691344225373541e-07
1988,4.797243047249822e-09,7.687581806692378e-07
1989,3.292873196336643e-09,8.693185371555501e-07
1990,4.90378582185258e-09,8.10759239300296e-07
1991,2.9307326565586322e-09,7.45578356387e-07
1992,1.65298330578878e-09,8.876519927980553e-07
1993,2.2156829704300662e-09,9.699152450082238e-07
1994,8.439882570598911e-09,1.0697551680038941e-06
1995,3.795715741716776e-09,9.288658162631691e-07
1996,2.135236876199542e-09,7.975109568292282e-07
1997,3.835915585170824e-09,9.000017158200535e-07
1998,1.43043876743576e-09,1.0423130163417227e-06
1999,2.2851006253876704e-08,1.0237250052114177e-06
2000,4.859834423776022e-09,9.392734803270741e-07
2001,3.5049693702937645e-09,9.406461849437164e-07
2002,3.9430991805033955e-09,7.636468808414065e-07
2003,6.667076501987168e-09,9.888107896927067e-07
2004,1.761916529341434e-09,1.035125890780364e-06
2005,4.9541245550344115e-09,8.45353820722039e-07
2006,1.6471559671771274e-09,9.306431110189806e-07
2007,7.589511019645556e-09,8.212650044470138e-07
2008,2.5544638071473003e-09,9.660130722011218e-07
2009,1.430457752249481e-09,1.0423268648196427e-06
2010,7.085689812669216e-09,1.1403236808149586e-06
2011,5.735957819830162e-09,1.1016862941914951e-06
2012,3.063827413996023e-09,1.236764983758576e-06
2013,2.2313000336282585e-09,1.1825890062766575e-06
2014,2.3819897165822113e-09,1.3339142022061878e-06
2015,2.881548027966474e-09,1.1430878821272472e-06
2016,1.86420612280358e-09,1.0806180910094554e-06
2017,2.515611413622665e-09,1.2004497360607047e-06
2018,3.0977600484760615e-09,1.2958962578579758e-06
2019,3.826481576041374e-09,1.1635055034986408e-06
