year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP guerre_NOUN
1930,5.2518016602221e-09,4.201441416995522e-09,4.636290668713627e-06
1931,6.843213995466613e-09,1.1405356659111021e-09,4.787968919117702e-06
1932,3.616647248350091e-08,1.2055490161699822e-08,4.730135970021365e-06
1933,8.02946331646126e-09,1.261772819560747e-08,5.220298589847516e-06
1934,9.585264137967897e-09,2.3963160344919743e-09,4.536226242635166e-06
1935,2.2739740757060645e-08,2.393656828303392e-09,3.840622412099037e-06
1936,2.3036957230715416e-08,0.0,4.076328877999913e-06
1937,2.392312481447334e-08,8.813782592653752e-09,4.209210601402447e-06
1938,5.186085783037697e-09,3.889564337278273e-09,5.311848326527979e-06
1939,1.5294050470515685e-08,0.0,6.2720901041757315e-06
1940,1.0143131667916805e-08,1.7750480196809804e-08,7.985180673131254e-06
1941,5.9030051957620344e-09,0.0,6.80321363688563e-06
1942,1.2136847082899749e-08,1.8205270180260413e-08,7.41257917979965e-06
1943,6.967764676346633e-08,2.9032352077962287e-09,7.705186362727545e-06
1944,2.5705489292704442e-08,6.4263723231761105e-09,8.042605259106494e-06
1945,2.6142048525912287e-08,2.178504043826024e-09,1.2123375199735165e-05
1946,9.744772988540262e-09,6.960552134671616e-09,7.987930075614713e-06
1947,5.960435700558264e-09,7.152522796260996e-09,7.629357241967227e-06
1948,1.0871888278529696e-08,0.0,6.173057954583783e-06
1949,9.817008539414473e-09,2.945102384188658e-09,5.276641786622349e-06
1950,2.3397795700930146e-08,1.0635361480382244e-09,5.613344001176301e-06
1951,3.5182626589858046e-08,8.529121298117559e-09,5.352023890736746e-06
1952,2.8470971358274255e-08,2.1089607837865287e-09,4.622841970558511e-06
1953,1.8315507332999914e-08,5.386913692895234e-09,4.898859515378717e-06
1954,1.07497895029951e-08,1.9545072227344917e-09,4.541297585092252e-06
1955,2.0648336374051723e-08,9.385607846468247e-10,4.4168668864585925e-06
1956,1.0465369904011368e-08,0.0,3.940211627195822e-06
1957,2.738861759610245e-08,8.835037701437898e-10,4.453742349141976e-06
1958,1.5717262158432277e-08,1.6544486891589827e-09,4.234561401972314e-06
1959,9.300897829689347e-09,3.8753737996444215e-09,4.355145392764825e-06
1960,2.353083417006019e-08,4.8445834566201995e-09,4.36981417806237e-06
1961,5.350082687982649e-08,1.3896318540318475e-09,4.348158199718455e-06
1962,6.976152100435229e-09,2.536782617301725e-09,4.734904450742761e-06
1963,1.2932106940866106e-08,6.466053248388448e-10,4.941357929055812e-06
1964,1.9468698653213323e-08,3.041984220075733e-09,5.0472599468776025e-06
1965,9.849678406226303e-09,2.188817405102128e-09,4.465734491532203e-06
1966,2.6033651678858405e-08,2.8803187945847242e-08,5.01175463796244e-06
1967,1.5284040699725665e-08,4.930335639752315e-09,5.675309239450144e-06
1968,2.1558795637588446e-08,4.042274182047834e-09,5.3465814744413365e-06
1969,1.6804504454626112e-08,3.179230406713529e-09,5.6145208873203956e-06
1970,1.7015283404475667e-08,1.5175792539290356e-08,4.719671323982766e-06
1971,7.193756701440179e-09,8.22143619849669e-09,4.66309575131163e-06
1972,2.1546616935097518e-08,7.695220183290274e-09,4.781296865985496e-06
1973,1.1577728109557484e-08,5.513203782392395e-09,4.385202373669017e-06
1974,9.00091468025721e-09,1.0688586127294286e-08,4.275997071090387e-06
1975,1.0851811893530794e-08,1.7134440533084216e-09,4.3093118620163295e-06
1976,9.712995741040231e-09,2.285410749536254e-09,4.743370027426863e-06
1977,1.4104276857551667e-08,5.289103655048422e-09,4.219529273541411e-06
1978,1.128712323605896e-08,3.5643548113029055e-09,4.344948592915898e-06
1979,9.363157360553487e-09,2.9259866751729646e-09,4.821441052627051e-06
1980,1.0233271119375331e-08,6.253665918443119e-09,4.469096893444657e-06
1981,1.5813874654213578e-08,5.060439622894819e-09,4.183718374406453e-06
1982,1.1173503899897241e-08,5.586752060970923e-09,4.424707640282577e-06
1983,1.1999100379966876e-08,6.315316047889041e-10,4.588076990330592e-06
1984,6.958810416790584e-09,4.0593059469351545e-09,4.609051757142879e-06
1985,1.3234227935754461e-08,3.609334831011779e-09,4.574832018988673e-06
1986,1.1389522214244607e-08,2.9972427317837003e-09,4.774607532453956e-06
1987,1.3443797186596385e-08,2.4443267410134695e-09,4.331347099650884e-06
1988,1.679035044332977e-08,4.797243047249822e-09,4.815832198801218e-06
1989,6.036934507847036e-09,6.585746614717891e-09,4.961811100656632e-06
1990,2.397406362319998e-08,1.5256222840598355e-08,5.3925300562696066e-06
1991,2.989347080983862e-08,5.861465202094962e-10,5.659244834532728e-06
1992,8.815910668147353e-09,1.6529832502776287e-09,5.172735654923599e-06
1993,1.3294098266669607e-08,2.2156829704300662e-09,4.713865564553998e-06
1994,8.967375286772494e-09,6.329911872438032e-09,5.071841769677121e-06
1995,1.4098372247417501e-08,1.0844901643380922e-09,5.529273039428517e-06
1996,1.7081895009596337e-08,1.49466583554414e-08,5.382932158681797e-06
1997,8.151320507465698e-09,3.3564261370244708e-09,5.9240919654257596e-06
1998,1.3350762273489636e-08,4.291316191284977e-09,5.462368790176697e-06
1999,8.226361813967742e-09,3.199140841125825e-09,5.737887477152981e-06
2000,1.4579503826439577e-08,1.3254094488601709e-09,5.472615612234222e-06
2001,1.4896119893137438e-08,4.819333099259637e-09,5.6640305956534576e-06
2002,6.571832411594869e-09,0.0,6.206876605574507e-06
2003,8.750538071922165e-09,2.9168460979889232e-09,6.676660632365383e-06
2004,2.1583476339515073e-08,1.2333415178034102e-08,6.9736656769237015e-06
2005,8.557123898356167e-09,3.6029997874109654e-09,5.926483936491422e-06
2006,1.2765458912156191e-08,4.529678965248252e-09,6.633920747844968e-06
2007,1.078509459517818e-08,3.994479552682506e-09,6.487034625024535e-06
2008,6.811903485726134e-09,1.7029758436759579e-09,6.6339425757178105e-06
2009,4.76819250749827e-09,1.430457752249481e-09,6.301643225015141e-06
2010,8.97520635589899e-09,7.085689368580006e-09,6.111643415351864e-06
2011,6.500752380844688e-09,7.64794394481072e-10,5.345148110791342e-06
2012,1.05531832161887e-08,3.0638275250183256e-09,5.428080839919858e-06
2013,6.414987652192394e-09,2.2313000891394097e-09,6.024230970069766e-06
2014,1.0822894864759292e-06,1.5158116567492996e-09,6.573858627234586e-06
2015,4.654808538617772e-09,0.0,5.8103091760131065e-06
2016,6.421154274960372e-09,6.21402013178951e-10,5.5472555686719716e-06
2017,6.037467414898856e-09,2.7671724078803805e-09,5.830935606354615e-06
2018,6.711813327342497e-09,1.0325866828253538e-09,5.616755061055301e-06
2019,4.591778068885333e-09,0.0,5.522633273358224e-06
