year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP guerre_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,7.76608612795826e-06
1801,3.333655484993869e-08,7.1435474868764e-08,8.917529157770332e-06
1802,2.2378401354217203e-09,2.2378401354217203e-09,9.853210030996706e-06
1803,1.950339267864365e-08,5.0708818033484704e-08,7.809157978044823e-06
1804,4.943701892301533e-09,4.943701892301533e-09,6.651750936725875e-06
1805,5.685755422035754e-09,2.842877711017877e-09,7.743999049125705e-06
1806,0.0,3.1698359492793315e-08,6.970757567614783e-06
1807,2.8469551160981155e-09,0.0,7.342297067225445e-06
1808,1.1330369531492579e-08,6.118399653587403e-08,6.836745342297945e-06
1809,9.036122072814123e-09,9.036122072814123e-09,8.674676791997626e-06
1810,4.212228077449254e-08,7.020380277111826e-09,5.459515705297235e-06
1811,5.0141535368197765e-09,2.5070767684098882e-09,7.98253222455969e-06
1812,8.00162425207418e-09,1.8670457180292033e-08,5.134375896886922e-06
1813,0.0,0.0,5.714098733733408e-06
1814,1.2586708564299443e-08,3.1466771410748606e-09,9.008937013277318e-06
1815,2.697223555614414e-09,3.506390644503199e-08,7.09100095264148e-06
1816,0.0,1.4832664874120383e-07,4.8020751819422e-06
1817,1.556873407970727e-09,6.227493631882908e-09,8.229632840084378e-06
1818,7.152706427149269e-09,2.384235475716423e-09,8.520065421180334e-06
1819,1.7596784473994376e-08,3.933399084221634e-08,9.034396498464048e-06
1820,1.1866481131050932e-09,2.3732962262101864e-08,9.295014933741186e-06
1821,7.88919063410276e-09,1.7750678149575094e-08,7.988791367097292e-06
1822,5.012807946513931e-09,1.2030739071633434e-08,9.257653800887056e-06
1823,2.8659792761231984e-08,1.4824030780680175e-08,7.90417288953904e-06
1824,1.0105335235266466e-08,0.0,7.362578799074981e-06
1825,1.584979791857677e-08,0.0,6.334635600069305e-06
1826,2.642395191543301e-09,1.1450379977517855e-08,9.165588380710687e-06
1827,1.8434546111834038e-09,2.21214555007343e-08,7.257680863403948e-06
1828,8.255071293206129e-09,4.5861504760491556e-08,7.0782648435852025e-06
1829,1.0287811491593857e-08,2.8291481157793896e-08,7.421798727591522e-06
1830,4.174734336004349e-09,1.0436835840010872e-09,6.778725037293043e-06
1831,0.0,9.35472388441383e-09,7.773774996167049e-06
1832,5.411987746839486e-09,2.705993873419743e-09,6.863753242214443e-06
1833,8.108539617524002e-09,2.3167257001688313e-09,6.204191322467523e-06
1834,1.213489042584115e-08,9.334530703952737e-09,7.1045114964363165e-06
1835,1.2100940693926532e-08,6.050470346963266e-09,7.559306595794624e-06
1836,1.68018754465038e-08,1.3441500135158435e-09,7.727518095634878e-06
1837,2.7831563720326358e-09,0.0,8.524807526555378e-06
1838,3.787297142565649e-09,6.312161904276081e-10,9.357148883282207e-06
1839,1.4682098203877558e-08,5.593180252283503e-09,7.420751899189781e-06
1840,3.4396318682183846e-08,1.7198159563136528e-08,7.669742444704752e-06
1841,2.0545755319290038e-08,4.044945711711989e-08,5.987161330267554e-06
1842,8.049918065466954e-09,1.542900918138912e-08,7.807750080246478e-06
1843,1.1813821920725331e-08,2.3627644840651385e-09,5.605068054137519e-06
1844,6.586273748609983e-09,2.195424508855126e-09,6.43424027657602e-06
1845,2.17628883802945e-08,6.696273757711424e-09,6.837453383923275e-06
1846,1.2879903366069811e-08,1.7563503984519002e-09,6.975638370931847e-06
1847,4.0988499705463255e-08,6.47186837454683e-09,5.755108759331051e-06
1848,2.413566457803995e-09,8.045221711050488e-10,6.674315955024213e-06
1849,1.6758829879393033e-09,1.6758829879393033e-09,5.476785645441851e-06
1850,4.752297222410107e-09,1.5614690873633208e-08,5.374848115025088e-06
1851,4.514607354622058e-09,1.2898877521649865e-09,5.519429578271229e-06
1852,5.859490670445666e-09,1.9531636308300904e-09,4.608815288520418e-06
1853,3.58315901394235e-08,2.209614846648833e-08,5.799342943646479e-06
1854,1.2989160858012383e-08,0.0,5.788489943370223e-06
1855,4.776243400783642e-09,5.306937111981824e-10,5.863103979208972e-06
1856,4.141751386299575e-09,4.6594703095870216e-09,5.513706582860323e-06
1857,2.245494101771328e-08,4.881509085841174e-10,5.2481104830803815e-06
1858,1.3212924976357954e-08,3.4255732694887797e-09,7.422727776429383e-06
1859,5.601390462572908e-09,1.5276520048956854e-09,5.908448656555265e-06
1860,1.1900677776566226e-08,2.746310290291376e-09,5.49079004485975e-06
1861,1.4147890858851042e-08,3.018216815364738e-08,6.035018941474846e-06
1862,2.3041730301542884e-08,1.8071945329101169e-09,5.58423107577255e-06
1863,8.490855130105501e-09,2.0477944673302773e-08,5.751305707235588e-06
1864,9.589456340108882e-09,4.794728170054441e-09,6.1195114540169016e-06
1865,1.3179164426446732e-08,9.413688994985847e-09,5.40110386282322e-06
1866,1.3137154475373336e-08,2.919367858567057e-09,5.2363725444593e-06
1867,1.747012134956094e-08,1.0190904120577216e-08,4.950838501827093e-06
1868,7.903798859842937e-08,1.975949570631741e-08,5.446705017675413e-06
1869,3.271957993433716e-08,2.5882650689368347e-08,4.778034963237587e-06
1870,3.2110673231500186e-08,1.0321287824410774e-08,4.580931545206113e-06
1871,2.6552942955504477e-08,3.3987767267262825e-08,4.928226189804263e-06
1872,1.0280476914203973e-08,1.3304146229131675e-08,5.407530807133298e-06
1873,2.334541804316359e-08,1.855661402316855e-08,4.323092525737593e-06
1874,4.361464789326419e-08,3.823749850084823e-08,4.2616889004420955e-06
1875,1.94531928343622e-08,1.4303817408301e-08,4.007357802038314e-06
1876,3.506688628363008e-08,1.3905833817773328e-08,4.081060069438536e-06
1877,7.421779191219002e-09,4.329371083855449e-09,4.281129804439843e-06
1878,5.1332254003000344e-08,2.0532901601200138e-08,4.481607902562246e-06
1879,2.3215436684154156e-08,9.16398767980553e-09,4.548392553260783e-06
1880,1.9253539207397807e-08,2.6954953824542827e-08,4.954577434546081e-06
1881,2.370652651961791e-08,3.486253646878268e-08,4.740607892017579e-06
1882,3.5939081044489285e-08,2.2628309892525067e-08,4.502368028624915e-06
1883,1.8958017378167824e-08,1.200674426549142e-08,4.4216412788955495e-06
1884,1.7164412113856997e-08,4.621187876807653e-09,4.41983593191253e-06
1885,4.576401479994274e-08,1.8692343728421434e-08,4.4887406147609e-06
1886,2.774989482645651e-08,1.2906927693290271e-08,4.871719738730462e-06
1887,3.395040693021656e-08,2.7421483750345033e-08,4.107346285309177e-06
1888,1.9655905347804037e-08,2.53624587998047e-09,4.44286888523493e-06
1889,1.8168895721260014e-08,4.385595886446936e-09,4.534706022241153e-06
1890,3.0150179242127706e-08,9.831579994568074e-09,3.880196800309932e-06
1891,5.736798147637501e-09,0.0,3.8780754039180465e-06
1892,1.6298132621272998e-08,5.641661360300532e-09,3.9128053685999475e-06
1893,9.853466487186324e-09,4.926733243593162e-09,3.9838796510593966e-06
1894,1.827446460822557e-08,5.671385139294216e-09,3.971229943999788e-06
1895,1.5648398132839247e-08,4.213029924926559e-09,3.853718681057217e-06
1896,1.0024948871034667e-08,4.717623180994224e-09,4.4941257328900974e-06
1897,3.379494017963225e-08,5.2440420894583895e-09,3.6195544907968724e-06
1898,2.2067583316243145e-08,5.6583548957434e-10,4.12776989833219e-06
1899,2.266307141951529e-08,3.8693048765026106e-09,3.901917807525024e-06
1900,3.1665425836990835e-08,7.786579381274805e-09,3.7583224639092805e-06
1901,1.956058603980182e-08,6.147612641171918e-09,3.5600266983237816e-06
1902,7.365425602756659e-09,4.910283735171106e-09,2.989871745739947e-06
1903,9.1803746826713e-09,8.100330184390714e-09,3.2860341434570728e-06
1904,8.061937784020756e-09,4.837162670412454e-09,3.4832946766982786e-06
1905,4.231822359201942e-08,4.1286072338664326e-09,3.384941919648554e-06
1906,5.658602919567102e-09,1.0288369045596824e-09,3.4306567613384686e-06
1907,5.65712765521198e-09,1.028568674676933e-09,3.009077545357286e-06
1908,1.080505640516094e-08,2.9468334439286537e-09,3.0760029403609224e-06
1909,7.151278680339601e-09,1.1001967115120692e-09,2.945226697192993e-06
1910,1.1222716089775986e-08,4.275320542035388e-09,3.0440282898780424e-06
1911,1.755723388896513e-08,3.7242617878519013e-09,3.081028580709244e-06
1912,5.730363294986773e-09,5.209421227725386e-10,3.5179220958525548e-06
1913,5.302989602995467e-09,1.060597942803554e-09,3.363156110935961e-06
1914,6.027069510139427e-09,6.696743715117748e-10,4.611377789842663e-06
1915,1.1780761921542648e-09,0.0,1.2102376786060631e-05
1916,1.2086208478478966e-08,1.0987462051303964e-09,1.4549596926372033e-05
1917,4.934890895924582e-08,2.1932848870420685e-09,1.4469100278802216e-05
1918,5.743188147278033e-09,3.44591288836682e-09,1.4848438695480581e-05
1919,2.301962176431971e-08,1.8415696745321952e-09,1.0486818609933835e-05
1920,2.5745588771997063e-08,4.543339038320937e-09,7.250411727000028e-06
1921,1.060184651180407e-08,2.2718242842501013e-09,6.108178240538109e-06
1922,4.426761179843197e-09,1.4755870969551665e-09,6.2638673625770025e-06
1923,2.866305948145964e-08,4.246379248229459e-09,5.401394446380436e-06
1924,2.4494086758863887e-08,3.867487219366694e-09,5.143758244230412e-06
1925,1.0998178368026856e-08,6.598906754362588e-09,4.727016857941635e-06
1926,2.229227646921572e-08,7.802296586589819e-09,5.339000381354708e-06
1927,6.689535148041159e-09,7.804457524684949e-09,5.1197239372413605e-06
1928,9.14083297942625e-09,1.1426041224282812e-09,4.981754045729758e-06
1929,1.6710609784809094e-08,4.4561625500705304e-09,4.88284013044904e-06
