year,en_ADP âme_NOUN,en_ADP ame_NOUN,en_ADP gamme_NOUN
1800,6.288328968651058e-09,1.446315653907959e-07,3.144164484325529e-09
1801,1.904946067554647e-08,2.0478170359439218e-07,2.3811825844433088e-09
1802,2.0140561218795483e-08,7.832440473976021e-08,0.0
1803,4.290746247193056e-08,9.751695762005852e-08,0.0
1804,1.4831105232815389e-08,2.4471323856189997e-07,0.0
1805,2.842877711017877e-09,1.3645813323748257e-07,0.0
1806,1.2679343797117326e-07,2.0748018414451508e-07,8.645007376628655e-09
1807,8.540865792383556e-09,2.7046074890790806e-07,0.0
1808,9.064295980465431e-09,2.6286459053892486e-07,0.0
1809,1.3554183553310395e-08,1.6716825657070444e-07,0.0
1810,1.6380887757350138e-08,1.8487000863487424e-07,0.0
1811,7.270522672797597e-08,9.777599307980722e-08,2.5070767684098882e-09
1812,1.3336041604361526e-08,8.268345785822362e-08,0.0
1813,6.039057609541487e-08,7.189354045422647e-08,0.0
1814,4.405347908686963e-08,1.5733386149463513e-07,1.2586708564299443e-08
1815,4.045835311217161e-08,2.886029148996272e-07,2.697223555614414e-09
1816,3.9399267848239106e-08,1.3442102897442965e-07,0.0
1817,9.029865566390072e-08,8.25142891791586e-08,1.556873407970727e-09
1818,8.344824209416402e-08,9.775365494846255e-08,1.1921177378582115e-09
1819,1.625114833814223e-07,1.1800196819677922e-07,5.175524897538253e-09
1820,9.374520004712394e-08,2.0054353644383127e-07,0.0
1821,1.370746929296729e-07,1.4989461838421647e-07,0.0
1822,1.1529458276982041e-07,1.6141241587774857e-07,2.606660132187244e-08
1823,8.103803139647425e-08,1.7195875101627678e-07,9.882686891060644e-10
1824,5.726356633317664e-08,1.1200079974571509e-07,6.736890156844311e-09
1825,9.509878395874694e-08,1.673034146776331e-07,0.0
1826,1.0041102171953753e-07,1.444509369896707e-07,0.0
1827,4.7929820112813104e-08,1.281200947556016e-07,0.0
1828,1.1740545602378916e-07,1.1190207738209779e-07,0.0
1829,6.858540757548326e-08,1.0287811458287166e-07,6.001223074036943e-09
1830,1.2106730196137505e-07,1.1376150732544943e-07,0.0
1831,7.483778574624012e-08,1.683850194833525e-07,1.5591206103948707e-09
1832,7.035583848846727e-08,1.339466928484967e-07,4.058990921151917e-09
1833,6.950177322551099e-08,1.297366415409229e-07,2.3167257001688313e-09
1834,6.347480763224667e-08,9.987947935385932e-08,9.334530925997342e-10
1835,7.941242330389287e-08,1.096647750387092e-07,1.5126175867408165e-09
1836,1.424799052074377e-07,2.3522625891558846e-07,6.720750067579218e-10
1837,1.4541991610883542e-07,1.0228099567299864e-07,6.957890930081589e-10
1838,1.1993107307262107e-07,6.880256608887692e-08,1.5780404538645598e-08
1839,9.508406151326199e-08,1.531133128063189e-07,1.3982950353153e-09
1840,1.5733131419892743e-07,5.860113594380323e-08,4.458782232319436e-09
1841,1.2327453191574023e-07,4.558589505876398e-08,7.704657889462396e-08
1842,1.9923547256439633e-07,8.519496930148307e-08,4.024959032733477e-09
1843,1.7779802874429151e-07,6.143187414320295e-08,3.5441466650354414e-08
1844,2.2503100632897954e-07,2.5796237368425068e-08,1.097712254427563e-09
1845,2.0758447760726995e-07,3.9061595735745414e-08,1.3392547515422848e-08
1846,2.3066735366228386e-07,3.80542584110799e-08,1.4167893880312477e-07
1847,1.7042586364368617e-07,2.2651539310913904e-08,3.937053350000497e-08
1848,1.4803208414626567e-07,2.1722098675347468e-08,3.057184372323718e-08
1849,1.0977033326753372e-07,3.016589333881825e-08,1.4245005175439474e-08
1850,1.6904600386169477e-07,4.480737558765213e-08,2.7155984128057753e-09
1851,1.902584472190938e-07,3.1602249261908355e-08,5.159551008659946e-09
1852,1.75784729661288e-07,2.9948508561972176e-08,1.2370036550635177e-08
1853,1.6840847649746138e-07,8.360704351062509e-09,5.971931837933653e-09
1854,2.0574831749442524e-07,7.170016669277857e-08,4.1565315633818045e-09
1855,2.595092283286249e-07,4.4578271740647324e-08,2.1227748447927297e-09
1856,2.2054825654649335e-07,3.365172940306138e-08,2.0708756931497874e-09
1857,2.2552572620515576e-07,4.8326939339204955e-08,1.9526036343364694e-09
1858,2.0895996305503317e-07,4.306434808754034e-08,9.787352261980686e-09
1859,1.9197493306144509e-07,2.6988518087023294e-08,0.0
1860,1.5928600305414875e-07,2.0597326844118413e-08,3.661747127736703e-09
1861,2.273094588112201e-07,2.5937801240161207e-08,2.0278644541349422e-08
1862,2.5752521537469875e-07,5.6474828480368444e-08,1.2198563048571032e-08
1863,3.006761863932894e-07,6.493007131957995e-08,3.995696662428827e-09
1864,1.9370700521381679e-07,2.8768368576237435e-08,1.9178911792039344e-09
1865,1.6991708440272646e-07,2.541695881541628e-08,5.6482134525026595e-09
1866,1.834336065265063e-07,3.503241252644784e-08,1.3623716377253459e-08
1867,1.824657047677647e-07,3.008743121313273e-08,2.426405742994575e-09
1868,1.926550936559579e-07,4.396488062496928e-08,7.409810987013543e-09
1869,1.7141151809063615e-07,9.767038733343725e-09,3.4184632902167778e-09
1870,2.092927786634391e-07,4.128515040946468e-08,6.880858549607183e-09
1871,1.3382683228257974e-07,2.0180236148803488e-08,4.248470908407853e-09
1872,1.3666986453664265e-07,1.6932549806725206e-08,7.861540751719076e-09
1873,1.4725571251261727e-07,1.3767810336240416e-08,3.591602570907071e-09
1874,1.6788652201782384e-07,3.4055271991295655e-08,4.182226565063729e-09
1875,1.4361033140453117e-07,4.119499413812733e-08,2.8607636259891933e-09
1876,1.0520065529817657e-07,5.5623337269494755e-08,6.650616057868319e-09
1877,1.7008244090899183e-07,4.4530673815046384e-08,7.421779191219002e-09
1878,1.4795767588893227e-07,3.44228039406147e-08,1.3889904337816006e-08
1879,1.8022509429282962e-07,7.636656518261731e-08,1.832797580370027e-09
1880,1.302822723037167e-07,3.786529312321818e-08,2.5671385017744797e-09
1881,7.460582907015123e-08,1.812851935234505e-08,1.3945015142624584e-09
1882,1.1646923780972429e-07,3.0614772050796546e-08,7.986462158271479e-09
1883,9.163041170268116e-08,4.8658908569088055e-08,1.8958017378167824e-09
1884,7.723985362417807e-08,1.2543224237049344e-08,8.582206056928499e-09
1885,9.346171847557372e-08,3.158361422395117e-08,3.86738152613475e-09
1886,1.1293561541503294e-07,3.872078346844887e-08,2.5813855497602844e-09
1887,1.3841319912444305e-07,2.3504128421336645e-08,7.834709769838355e-09
1888,7.291706949352772e-08,2.726464365387926e-08,1.268122939990235e-08
1889,9.084448010510116e-08,1.1277246136920382e-08,3.132568426877924e-09
1890,6.88210590737981e-08,1.6385965917464773e-08,3.9326319978272295e-09
1891,8.860166056390284e-08,2.103492668936724e-08,8.286486163910922e-09
1892,7.146103753186139e-08,6.268512375839919e-09,5.641661360300532e-09
1893,8.621783131879113e-08,2.4017824507005514e-08,5.542574843531156e-09
1894,6.490585358065459e-08,2.9617233998635584e-08,1.827446460822557e-08
