year,en_ADP airs_NOUN,en_ADP guerre_NOUN
1877,7.421779191219002e-09,4.281129804439843e-06
1878,2.8383716710322915e-08,4.481607902562246e-06
1879,5.498392852132383e-09,4.548392553260783e-06
1880,1.2193908105473383e-08,4.954577434546081e-06
1881,2.022027217885025e-08,4.740607892017579e-06
1882,9.983077475794744e-09,4.502368028624915e-06
1883,7.583206784733676e-09,4.4216412788955495e-06
1884,1.9805090900604227e-08,4.41983593191253e-06
1885,1.6114089618213256e-08,4.4887406147609e-06
1886,1.5488312854472497e-08,4.871719738730462e-06
1887,1.8933882017790893e-08,4.107346285309177e-06
1888,6.974675947901687e-09,4.44286888523493e-06
1889,8.771191772893872e-09,4.534706022241153e-06
1890,1.1797895993481688e-08,3.880196800309932e-06
1891,1.1473596073230397e-08,3.8780754039180465e-06
1892,1.0656471260972467e-08,3.9128053685999475e-06
1893,2.3401982574000613e-08,3.9838796510593966e-06
1894,9.452309157609307e-09,3.971229943999788e-06
1895,9.027921299420427e-09,3.853718681057217e-06
1896,1.4152869098893461e-08,4.4941257328900974e-06
1897,1.6897470089816125e-08,3.6195544907968724e-06
1898,5.6583546736987955e-09,4.12776989833219e-06
1899,1.1055156790007459e-08,3.901917807525024e-06
1900,6.748368974740515e-09,3.7583224639092805e-06
1901,2.235495566438317e-09,3.5600266983237816e-06
1902,8.838511256215043e-09,2.989871745739947e-06
1903,1.1880484596105134e-08,3.2860341434570728e-06
1904,1.2361637935498493e-08,3.4832946766982786e-06
1905,4.644683138099737e-09,3.384941919648554e-06
1906,2.0576738091193647e-09,3.4306567613384686e-06
1907,8.742833790265081e-09,3.009077545357286e-06
1908,2.1118972570732808e-08,3.0760029403609224e-06
1909,9.351672325408344e-09,2.945226697192993e-06
1910,1.2825961404061559e-08,3.0440282898780424e-06
1911,1.702519769608557e-08,3.081028580709244e-06
1912,6.772247651554153e-09,3.5179220958525548e-06
1913,5.833288518886093e-09,3.363156110935961e-06
1914,7.36641797560722e-09,4.611377789842663e-06
1915,2.3561523843085297e-09,1.2102376786060631e-05
1916,1.0987462051303964e-09,1.4549596926372033e-05
1917,2.1932848870420685e-09,1.4469100278802216e-05
1918,1.4932289182922887e-08,1.4848438695480581e-05
1919,1.289098744416961e-08,1.0486818609933835e-05
1920,1.2872794385998532e-08,7.250411727000028e-06
1921,2.2718242898012164e-08,6.108178240538109e-06
1922,2.1396012073182646e-08,6.2638673625770025e-06
1923,1.9108707505210987e-08,5.401394446380436e-06
1924,2.9650736976805092e-08,5.143758244230412e-06
1925,2.3096173862313663e-08,4.727016857941635e-06
1926,1.8948435376309192e-08,5.339000381354708e-06
1927,2.0068604777989663e-08,5.1197239372413605e-06
1928,6.8556245125250825e-09,4.981754045729758e-06
1929,1.2254447234738564e-08,4.88284013044904e-06
1930,1.68057662230936e-08,4.636290668713627e-06
1931,7.983749661377715e-09,4.787968919117702e-06
1932,5.4797681947604815e-09,4.730135970021365e-06
1933,1.605892663292252e-08,5.220298589847516e-06
1934,2.3963160344919743e-09,4.536226242635166e-06
1935,4.787313656606784e-09,3.840622412099037e-06
1936,1.2124714565686645e-08,4.076328877999913e-06
1937,3.777335333410292e-09,4.209210601402447e-06
1938,1.0372171566075394e-08,5.311848326527979e-06
1939,0.0,6.2720901041757315e-06
1940,2.5357829169792012e-09,7.985180673131254e-06
1941,0.0,6.80321363688563e-06
1942,6.068423541449874e-09,7.41257917979965e-06
1943,2.0322646676618206e-08,7.705186362727545e-06
1944,6.4263723231761105e-09,8.042605259106494e-06
1945,1.5249527862692958e-08,1.2123375199735165e-05
1946,1.3921104269343232e-08,7.987930075614713e-06
1947,7.152522574216391e-09,7.629357241967227e-06
1948,1.6307831529616124e-08,6.173057954583783e-06
1949,8.835307596655184e-09,5.276641786622349e-06
1950,7.444753036267571e-09,5.613344001176301e-06
1951,1.3859821956785368e-08,5.352023890736746e-06
1952,1.0544803696888039e-08,4.622841970558511e-06
1953,5.386913581872932e-09,4.898859515378717e-06
1954,7.818028890937967e-09,4.541297585092252e-06
1955,1.2201290200408721e-08,4.4168668864585925e-06
1956,1.744228317335228e-09,3.940211627195822e-06
1957,8.835037590415595e-09,4.453742349141976e-06
1958,1.1581141212690937e-08,4.234561401972314e-06
1959,5.425523585955716e-09,4.355145392764825e-06
1960,2.2838749558218296e-08,4.36981417806237e-06
1961,4.863711378089164e-09,4.348158199718455e-06
1962,8.244543714397423e-09,4.734904450742761e-06
1963,1.6165133231993423e-08,4.941357929055812e-06
1964,6.083968384640315e-09,5.0472599468776025e-06
1965,1.2038495811328431e-08,4.465734491532203e-06
1966,6.092982229866095e-09,5.01175463796244e-06
1967,1.5284040255636455e-08,5.675309239450144e-06
1968,1.5719955531734442e-08,5.3465814744413365e-06
1969,8.629339798282842e-09,5.6145208873203956e-06
1970,1.6095537708205043e-08,4.719671323982766e-06
1971,9.762954888969944e-09,4.66309575131163e-06
1972,2.3598676068825597e-08,4.781296865985496e-06
1973,9.372446541089374e-09,4.385202373669017e-06
1974,9.563471792262135e-09,4.275997071090387e-06
1975,3.4268881066168433e-09,4.3093118620163295e-06
1976,6.8562320265641574e-09,4.743370027426863e-06
1977,7.639816335114347e-09,4.219529273541411e-06
1978,1.1287123569125868e-08,4.344948592915898e-06
1979,1.1118749476679568e-08,4.821441052627051e-06
1980,6.253665585376211e-09,4.469096893444657e-06
1981,1.2018544381930951e-08,4.183718374406453e-06
1982,7.449002747961231e-09,4.424707640282577e-06
1983,1.2630632317822688e-08,4.588076990330592e-06
1984,1.0438215292118969e-08,4.609051757142879e-06
1985,7.82022557821449e-09,4.574832018988673e-06
1986,8.392279760016663e-09,4.774607532453956e-06
1987,1.2221634038134255e-08,4.331347099650884e-06
1988,1.4991384134077634e-08,4.815832198801218e-06
1989,4.939309850016116e-09,4.961811100656632e-06
1990,8.717841171179685e-09,5.3925300562696066e-06
1991,1.1722930182145319e-08,5.659244834532728e-06
1992,7.713921945651236e-09,5.172735654923599e-06
1993,8.862731548653358e-09,4.713865564553998e-06
1994,7.912389743403025e-09,5.071841769677121e-06
1995,1.3556126887692699e-08,5.529273039428517e-06
1996,4.270473752399084e-09,5.382932158681797e-06
1997,1.054876808126437e-08,5.9240919654257596e-06
1998,7.629006981701991e-09,5.462368790176697e-06
1999,1.2339543165040823e-08,5.737887477152981e-06
2000,1.192868470667463e-08,5.472615612234222e-06
2001,7.0099388516098315e-09,5.6640305956534576e-06
2002,1.0076809608960957e-08,6.206876605574507e-06
2003,1.2500768864498468e-08,6.676660632365383e-06
2004,1.4535811221350059e-08,6.9736656769237015e-06
2005,1.1259373877692269e-08,5.926483936491422e-06
2006,1.070651389767363e-08,6.633920747844968e-06
2007,1.358123019601365e-08,6.487034625024535e-06
2008,1.021785517307805e-08,6.6339425757178105e-06
2009,3.337734755248789e-09,6.301643225015141e-06
2010,8.9752067999882e-09,6.111643415351864e-06
2011,2.2943831279320648e-09,5.345148110791342e-06
2012,4.425528637996834e-09,5.428080839919858e-06
2013,6.693900156395927e-09,6.024230970069766e-06
2014,4.547434789836657e-09,6.573858627234586e-06
2015,6.871383573248124e-09,5.8103091760131065e-06
2016,4.349813981230355e-09,5.5472555686719716e-06
2017,4.024978267347379e-09,5.830935606354615e-06
2018,1.8070267504555204e-09,5.616755061055301e-06
2019,7.652963041060445e-09,5.522633273358224e-06
