year,un_DET âge_NOUN,un_DET age_NOUN,un_DET gage_NOUN
1855,6.939881586731644e-06,1.4010313620360648e-07,2.9342054403969087e-06
1856,6.544485131598776e-06,1.2942972887897142e-07,3.368797024450032e-06
1857,6.5910135162994266e-06,1.2887184130949692e-07,2.5071431082324125e-06
1858,6.428332653740654e-06,1.174482252563891e-07,2.692011094040936e-06
1859,6.1294490478758235e-06,9.267755496367158e-08,2.8765687147824792e-06
1860,6.742649475199869e-06,1.0024032803812588e-07,2.95136828754039e-06
1861,6.425972060242202e-06,1.5562680655278882e-07,2.931443077613949e-06
1862,6.27232020633528e-06,1.1611225050889296e-07,2.9005470878473716e-06
1863,6.360649422276765e-06,1.3835099577086396e-07,2.8469339667935856e-06
1864,6.162663794384571e-06,1.2514239999816823e-07,2.966018655570224e-06
1865,6.529334314109292e-06,1.1955384326967078e-07,2.7822156880574767e-06
1866,6.521867362607736e-06,1.2504625185316698e-07,3.056577952520456e-06
1867,5.779698312835535e-06,1.1792331910953635e-07,2.9907876069046324e-06
1868,6.2810499912302475e-06,1.2991868625356062e-07,2.6571583475742955e-06
1869,6.03944818067248e-06,9.815873269758413e-08,2.7694436539604794e-06
1870,6.708837190672057e-06,9.747882501187632e-08,2.5946571895474335e-06
1871,5.0238168114447035e-06,8.815577268173058e-08,3.414708544369205e-06
1872,5.451071501738625e-06,9.978109716257677e-08,2.412283720332198e-06
1873,5.9985750340274535e-06,7.3627854924041e-08,2.179504235755303e-06
1874,5.583272468356881e-06,7.229277299014569e-08,2.1819273570145015e-06
1875,5.598514235316543e-06,6.808617314391086e-08,2.557522520874045e-06
1876,5.750364834966604e-06,8.343500601526443e-08,2.2134461232781177e-06
1877,5.697452706954209e-06,9.586464733146727e-08,2.173344228140195e-06
1878,5.484096618602052e-06,1.6124366664094225e-07,2.4446230781904887e-06
1879,5.54421285414719e-06,1.0019293361640536e-07,2.3007719391898718e-06
1880,5.896075435884995e-06,9.690947888607582e-08,2.357916628170642e-06
1881,4.797085239260923e-06,7.600033413712737e-08,2.2221381641429616e-06
1882,5.395520929596387e-06,9.384093102582369e-08,2.352013098061434e-06
1883,4.7148587327683344e-06,8.341527496513734e-08,2.1713249225285836e-06
1884,5.1156548579456285e-06,9.110341814277945e-08,2.255139634144143e-06
1885,4.596382950694533e-06,9.861823002665915e-08,2.06840445571288e-06
1886,4.632296167983441e-06,1.0583680676301555e-07,2.1883695353608346e-06
1887,4.481453743210295e-06,7.899998766269789e-08,2.3014458747638855e-06
1888,4.437796178535791e-06,1.0398608352168992e-07,2.29847273658379e-06
1889,4.781552433996694e-06,1.1778457364997053e-07,2.1946773358649807e-06
1890,4.35604533777223e-06,1.0093755220541567e-07,2.1491832740139216e-06
1891,4.149617325310828e-06,7.840290672245231e-08,2.3087425233825343e-06
1892,4.27261784352595e-06,8.901287440465921e-08,2.1877108338230755e-06
1893,4.347842150309589e-06,1.287109051562041e-07,2.119111059073475e-06
1894,4.252278813510202e-06,1.07756321643393e-07,2.1179473606025567e-06
1895,4.330995125201298e-06,9.689969293624756e-08,2.2593878838961245e-06
1896,4.140304099564673e-06,1.0673622286017093e-07,2.0651395971071906e-06
1897,4.0891877688409295e-06,1.211956388580404e-07,2.280575699842302e-06
1898,3.968770215578843e-06,1.414588713943843e-07,1.967410071301856e-06
1899,4.113623617740814e-06,1.0944605222107384e-07,2.119273631251417e-06
1900,4.175682988716289e-06,1.0589748211664585e-07,1.8770848555504926e-06
1901,3.970239959016908e-06,1.1904013430541482e-07,1.92364382201049e-06
1902,3.418048663661466e-06,1.3748794619461435e-07,1.7254737940675113e-06
1903,3.79149469154072e-06,1.296052862809205e-07,1.813393964766874e-06
1904,3.6950548292224994e-06,1.0104295444790523e-07,1.9515264284564182e-06
1905,4.0769996303424705e-06,1.243742954182281e-07,1.8960628267450375e-06
1906,3.986228421126725e-06,1.409506568128549e-07,1.7639408724789973e-06
1907,3.920903964171885e-06,1.234282406836762e-07,1.8457665191817796e-06
1908,3.857404863083502e-06,1.129619477957533e-07,1.752874709382013e-06
1909,3.995914539700607e-06,1.0121810206653592e-07,1.7119060657933005e-06
1910,3.952533916162793e-06,8.176550447824837e-08,1.9009144125448074e-06
1911,3.997728981630644e-06,1.250287932075267e-07,1.6365470401069615e-06
1912,4.011775217804825e-06,9.94999467818225e-08,1.8972712041431805e-06
1913,3.803304252869566e-06,7.689334996507924e-08,1.8518039723858237e-06
1914,3.580079237508471e-06,1.0179050563552394e-07,1.7719584093356389e-06
1915,3.0877376957505476e-06,6.361611304406267e-08,2.086372887788457e-06
1916,2.8743199891323457e-06,6.152978926365904e-08,2.1930973161943257e-06
1917,3.198905915269279e-06,7.347504304977548e-08,2.0605912141036242e-06
1918,3.219631253159605e-06,8.499918369153647e-08,2.1525468127947534e-06
1919,3.304696747363778e-06,5.7088660909698774e-08,2.0450631836865796e-06
1920,3.5332034258317435e-06,6.81500829102788e-08,1.883971208371804e-06
1921,3.536473059284617e-06,6.588290368814143e-08,1.8795559526552097e-06
1922,3.334089115014649e-06,8.18950839365229e-08,2.101973905155319e-06
1923,3.5574041703512194e-06,8.811236718031523e-08,1.7144756156994845e-06
1924,3.917764843208715e-06,8.379555893611723e-08,1.665597892497317e-06
1925,3.4182337458332768e-06,1.0558250651548917e-07,1.6629245465082931e-06
1926,3.8052917261666153e-06,9.028371916741662e-08,1.6741499848649255e-06
1927,3.6547160107147647e-06,1.0926240456843317e-07,1.4716977148054866e-06
1928,3.49179822478618e-06,9.597874472966339e-08,1.7276174730795901e-06
1929,3.54821941073169e-06,1.1474618477613774e-07,1.8459653574609547e-06
1930,3.6100884699408198e-06,1.3549648436583794e-07,1.6270081459879293e-06
1931,3.512849843900767e-06,9.694552982608684e-08,1.7039602653312613e-06
1932,3.5508899145497708e-06,1.2055489984064138e-07,1.5924206309136935e-06
1933,3.852995632769307e-06,8.717703181559955e-08,1.322567300121591e-06
1934,3.6807414289796725e-06,8.866369327620305e-08,1.334748048975598e-06
1935,3.6000599266117206e-06,1.0292724361704586e-07,1.4026828694113647e-06
1936,3.7974605220369995e-06,1.0427254570899436e-07,1.3276562640385237e-06
1937,3.725711849256186e-06,1.0702450103927674e-07,1.4391647482625558e-06
1938,3.6808244203712093e-06,1.5558257038250645e-07,1.2679979590757284e-06
1939,3.858689069602406e-06,1.4070526166420905e-07,1.4605818705604179e-06
1940,3.7377440094132908e-06,1.8004058843779092e-07,1.5493633327423595e-06
1941,3.872371507895878e-06,1.5347813375754527e-07,1.3872062254449702e-06
1942,3.956612090405542e-06,1.3350531946620947e-07,1.2804373454855522e-06
1943,4.041303327539936e-06,1.248391163777285e-07,1.4109723451838363e-06
1944,4.20927381128422e-06,8.354284020128944e-08,1.368817265756661e-06
1945,4.017161245428724e-06,1.1328220983486403e-07,1.2635323400900234e-06
1946,3.9967490010894835e-06,7.935029255889958e-08,1.3559155149778235e-06
1947,4.044751676701708e-06,9.65590558621443e-08,1.3601713817479322e-06
1948,4.441166311153211e-06,1.2285233608189117e-07,1.3513756584870862e-06
1949,3.760895879167947e-06,1.0700538921604164e-07,1.3900884141548886e-06
1950,4.467915459827054e-06,1.0741715028572685e-07,1.4145031173029565e-06
1951,4.0875816011975985e-06,1.4819348104211372e-07,1.4350247283800854e-06
1952,4.5511374082707334e-06,1.254831684116553e-07,1.1156402024425915e-06
1953,3.998167358076898e-06,1.3467284631918375e-07,1.3952106883152737e-06
1954,4.3898230615013745e-06,1.2215669809023666e-07,1.2293850204514456e-06
1955,4.473180524655618e-06,1.3327562875531385e-07,1.2060505696354085e-06
1956,4.418130174599355e-06,1.9360934055967505e-07,1.0718282510424615e-06
1957,4.5041024350211956e-06,1.4401111703143954e-07,1.1503219639052986e-06
1958,4.407451342558488e-06,1.3566479495352723e-07,1.0538838068896439e-06
1959,4.557439751806669e-06,1.3563808831662527e-07,1.3067760846752208e-06
1960,4.993381480744574e-06,1.5571874817377207e-07,1.1377850341887097e-06
1961,4.95890117235831e-06,1.4035281603597127e-07,1.2152330555181834e-06
1962,4.691779395216145e-06,1.4079143134670957e-07,1.200532324219239e-06
1963,4.86893804918509e-06,1.4354638167013434e-07,1.0778910564113175e-06
1964,4.48145101472619e-06,1.265465431887769e-07,1.20097536182584e-06
1965,4.467923190532019e-06,1.608780791917397e-07,1.2000191418337636e-06
1966,5.025602604291635e-06,1.6118707568679724e-07,1.2174886023785803e-06
1967,4.912586518912576e-06,1.7058961132576655e-07,1.2355420722087729e-06
1968,4.936515324516222e-06,1.289036299922941e-07,1.1358790743543068e-06
1969,4.745228579849936e-06,1.0854801041348949e-07,1.532843270979356e-06
1970,4.419374818098731e-06,1.356623904325005e-07,1.2931615174238686e-06
1971,5.009937467548298e-06,1.3102913376528136e-07,1.1432933888499974e-06
1972,5.317910108715296e-06,1.241495524162417e-07,1.1132418649140163e-06
1973,4.950857146468479e-06,1.3452217384468668e-07,1.0861011787710595e-06
1974,4.6647242015751544e-06,1.3501371987079125e-07,1.139178266384988e-06
1975,4.7930743676261045e-06,1.3136404186653294e-07,1.0669044741007383e-06
1976,4.931344847136643e-06,1.1827000578890079e-07,1.1415626204325235e-06
1977,4.85598502564244e-06,1.392797326360551e-07,1.0260861245114938e-06
1978,4.859997716266662e-06,1.6099002630998172e-07,9.748509910423309e-07
1979,4.796277153218398e-06,1.258174230356346e-07,1.3295683629621635e-06
1980,5.481053904077271e-06,1.4383430901876437e-07,1.1302079201414017e-06
1981,4.957333203492453e-06,1.2461332599134067e-07,1.055734173860401e-06
1982,5.075874469184782e-06,1.092520407475206e-07,1.0751393801911036e-06
1983,5.148877335159341e-06,1.073603725920691e-07,1.0546577868808527e-06
1984,4.9013219722837675e-06,1.0438215253261163e-07,1.1325463447064976e-06
1985,4.666870154323988e-06,1.3414694521873827e-07,1.1188938060513465e-06
1986,4.661311777454102e-06,1.3008033128425467e-07,1.1317588359816e-06
1987,4.708995675173355e-06,1.7354720216467e-07,1.1433338613642263e-06
1988,4.9651466724753845e-06,1.2113038616590188e-07,1.2508811551015242e-06
1989,4.7208827709255274e-06,1.3994711456355446e-07,1.2968432656634832e-06
1990,4.7784669732209295e-06,1.253189710337388e-07,1.1899853689101292e-06
1991,4.442990757524967e-06,1.3012452793059737e-07,1.2273908396309707e-06
1992,4.544601779343793e-06,1.1405584393608947e-07,1.2022698001601384e-06
1993,4.665674623538507e-06,1.622987838012513e-07,1.3083607655062224e-06
1994,4.637187885236926e-06,1.0338856115676975e-07,1.3524911537388107e-06
1995,4.378086941869697e-06,9.435064496354784e-08,1.477617843193002e-06
1996,4.48026094090892e-06,1.2971564267161284e-07,1.4290072840594803e-06
1997,4.160050593782216e-06,7.288239733949098e-08,1.5588201449645567e-06
1998,4.403844286571257e-06,1.0299159147741932e-07,1.5787276197443134e-06
1999,4.377338882477488e-06,8.957594027636517e-08,1.6498426020916668e-06
2000,4.282398094801465e-06,7.06885033840976e-08,1.6881298279258772e-06
2001,4.39435552834766e-06,7.710932756199718e-08,1.616229042156192e-06
2002,4.5490223783417605e-06,6.133710239719647e-08,1.6766935004852712e-06
2003,4.578615062200697e-06,7.333784457497217e-08,1.658435280660342e-06
2004,4.586709110299125e-06,6.651234912835591e-08,1.6451895135105588e-06
2005,4.7978446673369035e-06,8.422011676945118e-08,1.6731429468563874e-06
2006,4.80598919239128e-06,7.329844015080411e-08,1.8514033399696928e-06
2007,4.622012056643143e-06,5.1928234268139306e-08,1.8075019170282758e-06
2008,4.381331109470921e-06,6.471308239275331e-08,1.7740751445671776e-06
2009,4.5545775719801895e-06,4.339055048596663e-08,1.782350409484934e-06
2010,4.401630121719791e-06,3.401130915792194e-08,1.7950413848666358e-06
2011,4.485136742005125e-06,2.753259795151841e-08,1.8420073502056766e-06
2012,4.268592419975903e-06,1.804253912940368e-08,1.714722088763665e-06
2013,4.264293238520622e-06,1.5061275393524198e-08,1.8310605582883e-06
2014,4.220019491185667e-06,1.7756650289024734e-08,1.7421006077711354e-06
2015,4.099556008441141e-06,1.1526192000843594e-08,1.8945070223708171e-06
2016,4.231126240483718e-06,1.387797801677415e-08,1.8842980580302537e-06
2017,3.774674723899807e-06,8.301517251396717e-09,1.8597914959173067e-06
2018,3.931315859517781e-06,6.969959998048836e-09,1.6521387351531303e-06
2019,3.844083494186634e-06,4.846876677788714e-09,1.6981925909931306e-06
