year,en_ADP âges_NOUN,en_ADP ages_NOUN,en_ADP gages_NOUN
1800,1.2576657937302116e-08,3.144164484325529e-09,5.65949598296811e-08
1801,2.8574191901498125e-08,0.0,1.1905912700171939e-08
1802,1.1189200677108602e-08,0.0,9.622712582313397e-08
1803,3.900678446910888e-09,0.0,2.5354410126965377e-08
1804,7.4155526164076946e-09,0.0,3.213406074564773e-08
1805,0.0,2.842877711017877e-09,6.538618890772341e-08
1806,2.305335300434308e-08,0.0,3.458002950651462e-08
1807,5.693910232196231e-09,0.0,4.555128185756985e-08
1808,3.3991110370834576e-08,0.0,6.798221985349073e-09
1809,0.0,0.0,2.25903047379461e-08
1810,0.0,0.0,3.2761775514700275e-08
1811,5.0141535368197765e-09,0.0,5.515568801683912e-08
1812,5.067695596494559e-08,0.0,3.467370746079723e-08
1813,2.8757416448144113e-09,0.0,2.8757416448144113e-09
1814,0.0,0.0,1.321604372606089e-07
1815,0.0,0.0,1.8880564667256294e-08
1816,6.952811659743929e-09,0.0,2.3176038865813098e-09
1817,1.8682481339737933e-08,0.0,3.113746771532533e-08
1818,2.384235475716423e-09,0.0,8.344824209416402e-08
1819,1.035105001712111e-09,0.0,4.7614829412623294e-08
1820,1.779972080839798e-08,3.5599443393152796e-09,8.42520151422832e-08
1821,1.8736827200882544e-08,0.0,2.2681422962023134e-08
1822,1.2030739071633434e-08,0.0,4.6117833107928163e-08
1823,4.941343334508019e-09,0.0,4.249555374258307e-08
1824,1.0105335235266466e-08,8.421112696055388e-10,3.789500624407083e-08
1825,2.641632912414593e-09,8.805443041381977e-10,2.6416328680056722e-08
1826,1.6735169694470642e-08,0.0,7.839106075380187e-08
1827,1.6591091167583727e-08,0.0,7.742509211539073e-08
1828,5.503380862137419e-09,9.172301251858528e-10,6.145441489024961e-08
1829,1.457439946506156e-08,8.57317605795771e-10,6.258418494553553e-08
1830,1.2524203008013046e-08,0.0,2.7135772739939057e-08
1831,1.5591206548037917e-08,0.0,4.053713453799901e-08
1832,1.2176972319366541e-08,0.0,2.705993829010822e-08
1833,1.9692167896323554e-08,0.0,8.108539617524002e-09
1834,2.5203233278148218e-08,9.334530925997342e-10,3.9205030333278046e-08
1835,1.663879345414898e-08,0.0,3.327758690829796e-08
1836,1.8818100855355624e-08,0.0,3.8980351835249394e-08
1837,1.3219993100221927e-08,0.0,6.470838798122713e-08
1838,1.2624323808552163e-09,1.2624323808552163e-09,4.860364644088122e-08
1839,6.9914749545318955e-09,6.9914751765765e-10,9.64823572147111e-08
1840,1.2102408852854296e-08,0.0,8.471685930544481e-08
1841,2.8250413564023802e-08,6.420548537278137e-10,2.5040138851295524e-08
1842,2.683306021822318e-09,0.0,2.4619332661401927e-07
1843,2.3627644285539873e-09,0.0,9.746403195620701e-08
1844,8.232841963717874e-09,5.488561272137815e-10,3.787107161201675e-08
1845,1.1160455670733427e-08,0.0,4.4083801165051284e-08
1846,1.8148954339380907e-08,5.854501328173001e-10,6.322861167973315e-08
1847,2.1572894581822766e-09,0.0,9.222412700182758e-08
1848,6.43617736884039e-09,0.0,2.172209789819135e-08
1849,5.02764896381791e-09,0.0,3.351765798242923e-08
1850,6.788996032014438e-09,0.0,1.3917442220900966e-07
1851,1.6768540334055615e-08,0.0,6.642921590582773e-08
1852,6.510545436100301e-09,0.0,4.101643469311966e-08
1853,9.555090940693844e-09,0.0,3.4040010810088006e-08
