year,en_ADP air_NOUN,en_ADP guerres_NOUN
1844,1.5203314940315238e-07,1.0757580071185657e-07
1845,1.9419193170167048e-07,7.365900955846882e-08
1846,1.0362467706137579e-07,9.659927258098833e-08
1847,9.977463566457345e-08,7.442648808364538e-08
1848,7.562508130831702e-08,1.1182858372649207e-07
1849,4.776266493422554e-08,2.5976186535103807e-08
1850,1.0726613819400654e-07,1.2559642925680237e-07
1851,9.28719168236114e-08,8.384270699934859e-08
1852,1.295598495154593e-07,7.682443481371592e-08
1853,1.8632426690423642e-07,1.009256465067665e-07
1854,1.5327209934579145e-07,8.261106643203675e-08
1855,1.645150575768639e-07,6.209116065747367e-08
1856,1.0457922500206607e-07,7.196292983735475e-08
1857,1.649950125415245e-07,7.810414359710194e-08
1858,1.1793758891709416e-07,7.683071601150004e-08
1859,9.522363986214089e-08,1.0184346876940253e-07
1860,2.2016254042078742e-07,6.408057373619158e-08
1861,1.787350306092783e-07,7.592701933845092e-08
1862,2.466820419877447e-07,7.816116465164669e-08
1863,1.4883970733681195e-07,9.639618525625337e-08
1864,9.829192038068868e-08,9.205877660178885e-08
1865,8.425251213362017e-08,8.895936076669386e-08
1866,1.7954111974916032e-07,4.4277076227672296e-08
1867,1.465549051005155e-07,9.414453927547584e-08
1868,1.1262912769094413e-07,8.298988518617989e-08
1869,1.3771524309813543e-07,6.934597251984087e-08
1870,1.2614906896857292e-07,8.429051945313404e-08
1871,1.115223595693493e-07,6.160282595146782e-08
1872,1.5420715726577328e-07,9.917636134559871e-08
1873,7.302925214558442e-08,6.764184945495799e-08
1874,1.69081439682639e-07,5.735624597491551e-08
1875,1.0241533254795598e-07,6.179249112392426e-08
1876,1.6566080840441089e-07,7.678438862512849e-08
1877,1.0699732011509866e-07,5.257093604882357e-08
1878,1.6547102504871347e-07,7.971596716060958e-08
1879,6.659164597522249e-08,9.347267848625052e-08
1880,1.1167052460514526e-07,5.711883233061599e-08
1881,1.1713813058422673e-07,3.486253774553916e-08
1882,1.0715170062347568e-07,6.455723422504889e-08
1883,1.131161653233903e-07,5.561018312505439e-08
1884,1.7296446674919252e-07,4.5551708183211304e-08
1885,1.4180398011376383e-07,5.736615804607936e-08
1886,1.0906354014350583e-07,6.195325141788999e-08
1887,8.161155939934162e-08,5.092561039532484e-08
1888,1.0715638998348709e-07,7.101488108673948e-08
1889,8.645888804892365e-08,8.896493852716958e-08
1890,1.7238036653655087e-07,5.309053108248918e-08
1891,2.42220368873447e-07,4.461954006274027e-08
1892,1.1847488301519604e-07,4.387958796314706e-08
1893,1.422594238520425e-07,6.959010789842068e-08
1894,1.9282710761459043e-07,4.222031435574536e-08
1895,1.0352017021375559e-07,4.4537745935713247e-08
1896,7.194375445385148e-08,5.012474701970859e-08
1897,1.1070755412401212e-07,5.010973680441566e-08
1898,1.9181822974445595e-07,3.847681284696591e-08
1899,1.0060192678906787e-07,4.753717419703207e-08
1900,1.3496738171525635e-07,4.775768758236154e-08
1901,1.279821263411307e-07,7.488910114261671e-08
1902,2.533706344731712e-07,2.7497589982772297e-08
1903,1.3608554705335507e-07,5.130209146386733e-08
1904,1.4135264425618743e-07,4.08471514390385e-08
1905,1.475977098319703e-07,6.657379003627284e-08
1906,2.052529679552606e-07,4.0639058340730116e-08
1907,2.2062798410438234e-07,4.011417686911045e-08
1908,2.3329098763902323e-07,4.9605031193777904e-08
1909,3.15206349466024e-07,3.795678793494517e-08
1910,3.6340225884057276e-07,4.221879024157715e-08
1911,3.9902805815117404e-07,2.3409645777405785e-08
1912,4.625965921434272e-07,4.0112542620818203e-08
1913,5.09087001221431e-07,2.5454351515463713e-08
1914,3.0202313938687553e-07,3.080502253283157e-08
1915,1.8377989163820274e-07,3.062998032987707e-08
1916,1.50528225217883e-07,5.383856560570166e-08
1917,1.381769423325352e-07,4.0575770299255964e-08
1918,2.6303800471083605e-07,4.5945505178224266e-08
1919,2.642652502382603e-07,3.775218004875569e-08
1920,2.854731246948461e-07,6.057785384427916e-08
1921,2.6504616346123555e-07,3.862101038976107e-08
1922,2.751969887526684e-07,4.721878710256533e-08
1923,2.558443532585386e-07,4.352538596208433e-08
1924,2.2947091282699006e-07,6.445812061883771e-08
1925,3.277457034656095e-07,4.179307566687385e-08
1926,2.920288224572687e-07,4.56991671171636e-08
1927,2.129501930347999e-07,5.4631200896437804e-08
1928,2.31948637186008e-07,3.6563331917705e-08
1929,2.551153110985638e-07,3.230717737778832e-08
1930,2.468346705919444e-07,3.886333388436469e-08
1931,4.573547949249246e-07,5.1324104077821175e-08
1932,3.9563927378694075e-07,5.150982218538047e-08
1933,3.8082598163846626e-07,5.850037609889114e-08
1934,3.774197683270586e-07,4.4331848414458364e-08
1935,5.732808050495919e-07,3.949533677882755e-08
1936,4.692264652383926e-07,4.9711328387047615e-08
1937,4.293571240765459e-07,5.288269733227935e-08
1938,4.2914859399445504e-07,6.093650739558143e-08
1939,4.909389987872714e-07,6.72938256229827e-08
1940,6.187310546135194e-07,6.846613587185857e-08
1941,4.574829119974311e-07,5.312704587367989e-08
1942,4.247896423503761e-07,6.978687139280737e-08
1943,9.929064368474627e-07,8.129058670647282e-08
1944,4.6269882147953467e-07,3.534504600111177e-08
1945,9.389352637612092e-07,6.099811145077183e-08
1946,4.134568101221703e-07,4.872386583087973e-08
1947,5.161737379744125e-07,7.867775053682635e-08
1948,4.435730192042797e-07,6.84928949112873e-08
1949,4.7317980900185574e-07,6.282885323116716e-08
1950,5.221962715573625e-07,6.274863295629984e-08
1951,4.659032604159563e-07,6.716683031982029e-08
1952,5.388395063476992e-07,2.6362009464264702e-08
1953,5.289949411846351e-07,4.740483916521043e-08
1954,6.74304979852991e-07,5.570345606997762e-08
1955,5.406109884198429e-07,4.786659957289885e-08
1956,5.843164938568179e-07,3.401245152190313e-08
1957,5.009466179650701e-07,4.4175187952077977e-08
1958,6.444077458311881e-07,4.6324561964183886e-08
1959,4.7512084933032384e-07,6.355612924835441e-08
1960,5.294437523950535e-07,5.329041741219953e-08
1961,4.3703921681625957e-07,6.600751589758147e-08
1962,4.7564672556177356e-07,6.024858834052793e-08
1963,4.4615768057809646e-07,3.556329275511416e-08
1964,4.7637472228023725e-07,6.266487417860844e-08
1965,4.5801002546141945e-07,4.268193976031398e-08
1966,5.383980679063427e-07,5.81602854765606e-08
1967,5.166991521310393e-07,6.015009290649687e-08
1968,4.051256959902716e-07,6.018497344939533e-08
1969,4.514507359054676e-07,5.04135115875215e-08
1970,3.7893495408169997e-07,5.104584843707016e-08
1971,4.3933299265219716e-07,5.857773288653334e-08
1972,3.729616903092037e-07,4.771036543615992e-08
1973,4.1018235097389777e-07,3.3630541906859435e-08
1974,4.0672883683257055e-07,5.6818272753389465e-08
1975,4.1065541767082436e-07,3.4268879289811593e-08
1976,4.079458255645818e-07,4.627956684544188e-08
1977,4.01384201875743e-07,4.348818549715361e-08
1978,3.386137139571588e-07,5.8217796805593025e-08
1979,3.440960313350061e-07,5.676414005506558e-08
1980,3.2234804003827833e-07,4.60497204812782e-08
1981,2.859148393596911e-07,3.352541355639005e-08
1982,3.0478835211233957e-07,4.6556266397601576e-08
1983,2.7345319608684804e-07,5.1785590926556324e-08
1984,2.52836773739773e-07,4.9871474061546905e-08
1985,3.0739501566401373e-07,4.8726018775369084e-08
1986,2.673540528963514e-07,4.1961399688261736e-08
1987,3.611492629396196e-07,4.5831125561335284e-08
1988,2.5065594289053195e-07,4.3774843305754985e-08
1989,1.909866496063728e-07,4.774666351181622e-08
1990,2.2557414969259781e-07,4.7403261760337045e-08
1991,2.3035557727979494e-07,7.03375846455856e-08
1992,1.630943504693505e-07,6.611932690248068e-08
1993,2.2046045700108152e-07,4.819110444032049e-08
1994,1.524453796530878e-07,5.644171352514604e-08
1995,2.125600774283143e-07,6.127369545083639e-08
1996,2.0605035411236372e-07,5.17794944698835e-08
1997,1.0980308384755944e-07,5.849771156363204e-08
1998,1.316003657159115e-07,5.4833485307881347e-08
1999,1.6955446535682483e-07,8.272063922731832e-08
2000,1.9483518709506598e-07,7.245571964631381e-08
2001,1.296838689768265e-07,5.87082382708104e-08
2002,1.305603966050839e-07,6.352771464435136e-08
2003,1.5042591949843143e-07,6.917092321145901e-08
2004,1.700249482594618e-07,9.954828072977762e-08
2005,1.5763123639711552e-07,8.241861593205613e-08
2006,2.2442499875152677e-07,7.576917226970181e-08
2007,1.6417310089167358e-07,7.509621724466342e-08
2008,1.4092124867026712e-07,8.557453412549876e-08
2009,2.5891284249901503e-07,7.86751783721229e-08
2010,2.116259318896141e-07,8.124924022467894e-08
2011,2.2255517517777434e-07,5.965396354667973e-08
2012,2.291062098924712e-07,5.8893572685292384e-08
2013,1.5284404897286663e-07,5.6619239074962024e-08
2014,1.4768336260850834e-07,5.954974113819844e-08
2015,2.0569820136095984e-07,5.2976151465600196e-08
2016,1.6715714334925025e-07,5.9447458511385776e-08
2017,1.4439609019589739e-07,5.6601255238319936e-08
2018,1.3449441449431276e-07,5.524338675400031e-08
2019,1.9004859225235649e-07,5.1274852808091964e-08
