year,en_ADP art_NOUN,en_ADP gare_NOUN
1800,3.5529058095562505e-07,2.2009151834367913e-08
1801,2.3335590038087162e-07,7.143547975374531e-09
1802,2.528759353026544e-07,0.0
1803,2.96451567294298e-07,7.801356893821776e-09
1804,3.5347467886026607e-07,2.4718509905596875e-08
1805,4.3780317948716174e-07,0.0
1806,1.2679343619481642e-07,2.881669125542885e-09
1807,4.0711458382247656e-07,4.555128185756985e-08
1808,1.994145080175258e-07,6.798221985349073e-09
1809,3.478907117937524e-07,0.0
1810,3.1591712490453006e-07,4.680253518074551e-09
1811,3.133846036007526e-07,2.5070767684098882e-09
1812,2.347143261971496e-07,0.0
1813,3.163315744902917e-07,3.4508900625951355e-08
1814,2.1082736223476672e-07,3.1466771410748606e-09
1815,3.425474046636623e-07,1.0788894222457657e-08
1816,1.9931394135142e-07,2.3176038865813098e-09
1817,1.7125607354451233e-07,1.2454987263765815e-08
1818,2.0027577329884139e-07,3.5763532135746345e-09
1819,2.856889746993829e-07,1.449147024601416e-08
1820,2.9191542783024715e-07,8.306536791735653e-09
1821,3.4416593208685953e-07,2.9584463767662328e-09
1822,3.448811725093037e-07,2.0051231786055723e-09
1823,2.5793813007712885e-07,9.882686669016039e-09
1824,2.080014889216386e-07,2.5263338088166165e-09
1825,2.3246369362794894e-07,1.4969252504215547e-08
1826,1.98179641364149e-07,2.642395191543301e-09
1827,2.1199727545662128e-07,1.935627302884768e-08
1828,1.6601865127086057e-07,3.668920500743411e-09
1829,1.3974277424111392e-07,2.8291481157793896e-08
1830,1.6281463843803579e-07,0.0
1831,2.2451337100548585e-07,2.0268567268999504e-08
1832,2.0565553371376666e-07,1.488296597074168e-08
1833,2.3283092964732077e-07,1.1583628278799551e-08
1834,2.1936147609480372e-07,2.333632664885954e-08
1835,2.102538445569735e-07,2.2689263801112247e-09
1836,2.5337227693711384e-07,1.8818100855355624e-08
1837,2.5048406193661776e-07,4.174734336004349e-09
1838,1.956770185884693e-07,1.0730675015224733e-08
1839,1.8527408773838516e-07,7.690622361167243e-09
1840,2.465069468549075e-07,9.554533164646273e-09
1841,2.3499206980304166e-07,5.778493683550323e-09
1842,1.6837745286935046e-07,1.2074877098200432e-08
1843,2.72308605886451e-07,1.1223130869097986e-08
1844,1.816713766089606e-07,7.683985892015244e-09
1845,2.310214348710815e-07,7.812318791877715e-09
1846,2.3418005912212436e-07,9.952652035849496e-09
1847,2.448523579445805e-07,3.020205241455187e-08
1848,2.0273959022709676e-07,1.4642303369782894e-07
1849,1.458018203948086e-07,2.513824526317876e-08
1850,2.0570657888185906e-07,3.6660580349234806e-08
1851,2.2121575149469663e-07,2.257303499675345e-08
1852,2.500049509635005e-07,9.505396292297519e-08
1853,1.9587936606058065e-07,7.226037723739864e-08
1854,2.51989728639046e-07,5.455447649183043e-08
1855,3.5874894521725764e-07,1.204674724419874e-07
1856,2.4746964832900176e-07,1.5013848242428907e-07
1857,1.9965372066721443e-07,1.586490521732209e-07
1858,2.1630048152587733e-07,1.8595968309664812e-07
1859,2.3373075563881685e-07,3.661272649502223e-07
1860,2.0093836816670319e-07,2.0917730514380395e-07
1861,1.876953561463779e-07,3.810498609979618e-07
1862,2.218331287551223e-07,2.5300724371124517e-07
1863,2.497310411797571e-07,3.526202276837864e-07
1864,3.1213678575170434e-07,5.839978555188807e-07
1865,2.4051974989447444e-07,3.323032010671412e-07
1866,2.4182096414193666e-07,4.967790617205203e-07
1867,3.2174139263929646e-07,5.32353428894794e-07
1868,3.606107963349814e-07,5.690734834473687e-07
1869,2.6224497418070314e-07,5.537910598985007e-07
1870,3.314280263566616e-07,6.748975671655444e-07
1871,2.570324895145859e-07,1.2118763286217415e-06
1872,2.9087701491903317e-07,1.2161199220983576e-06
1873,2.9690581726526943e-07,9.661411031203215e-07
1874,2.8976854693496534e-07,1.5946231437524716e-06
1875,3.684663383296538e-07,1.098533189747286e-06
1876,4.867041951683859e-07,1.004847648866658e-06
1877,2.9996358463790784e-07,1.1194517048895847e-06
1878,3.9314468480711184e-07,1.2845141598716303e-06
1879,4.1726692145971356e-07,7.813827254121719e-07
1880,3.651754560962672e-07,9.241698606388127e-07
1881,4.288092299020718e-07,9.803345326631074e-07
1882,5.623800376497456e-07,8.765142034405926e-07
1883,5.579976374292528e-07,9.624352852455331e-07
1884,7.189247916983277e-07,1.027884250603961e-06
1885,5.343431936921661e-07,1.0429039059012268e-06
1886,5.97590766204803e-07,1.0596588246869487e-06
1887,5.490825607523675e-07,1.2039337238256564e-06
1888,6.73373254045373e-07,1.1134119528577457e-06
1889,6.641044763000536e-07,1.0481573718967852e-06
1890,6.757572421633995e-07,1.1463621709673077e-06
1891,7.272985200756921e-07,1.4004161075220622e-06
1892,8.07384399337252e-07,1.4969207065007595e-06
1893,8.917387077644889e-07,1.7668496656852994e-06
1894,8.86626551732661e-07,1.4203669707057998e-06
1895,8.925605605725195e-07,1.3475677613783432e-06
1896,1.0325697559210312e-06,1.2873213917075077e-06
1897,1.0447297391635857e-06,1.6542039449340962e-06
1898,1.0603756770422024e-06,1.5441650162983933e-06
1899,9.557183062725016e-07,1.3846584305809984e-06
1900,1.077143508609879e-06,1.3294287128928772e-06
1901,9.802648186507668e-07,1.3815363146818527e-06
1902,1.0051350756157262e-06,1.2079298734590793e-06
1903,1.1864283351314953e-06,1.412697574920685e-06
1904,1.1963915405033276e-06,1.4285753184850591e-06
1905,1.253032266390619e-06,1.6117050209984995e-06
1906,1.1188601689582356e-06,1.3374879337391121e-06
1907,1.1509683268684512e-06,1.4425675107787583e-06
1908,1.2754877047882474e-06,1.4218471342530847e-06
1909,1.3389394126761545e-06,1.6684483217233037e-06
1910,1.2344987538881469e-06,1.347794763795207e-06
1911,1.2891266258918677e-06,1.6067530417274156e-06
1912,1.4065436957366728e-06,1.7284859730182234e-06
1913,1.456200919847106e-06,1.5919575453438028e-06
1914,1.4284154019605921e-06,1.7210631462205583e-06
1915,8.281875860660648e-07,3.280942280525778e-06
1916,1.1295111193021512e-06,3.1841663954423893e-06
1917,1.1646342876758808e-06,2.7416062096108362e-06
1918,1.202623650442547e-06,2.7751084701321815e-06
1919,1.480621982352659e-06,1.9778458337782467e-06
1920,1.7787172410521634e-06,1.7143533028729507e-06
1921,1.535753170855969e-06,1.5880051371652826e-06
1922,1.690285010624848e-06,1.8112831234873283e-06
1923,1.5531132007140513e-06,1.5562979527317111e-06
1924,1.5805131141632955e-06,1.1666920229913558e-06
1925,1.452859351047664e-06,9.876363584737646e-07
1926,1.4512271810929178e-06,1.2260751844905826e-06
1927,1.5765004022227913e-06,9.65522877649505e-07
1928,1.5619398716637534e-06,1.3951196393691134e-06
1929,1.3279364559082296e-06,1.0393998977065166e-06
1930,1.3287059026367842e-06,1.0041444937769484e-06
1931,1.2374812570215e-06,1.6138579610469606e-06
1932,1.0203328280056212e-06,1.4652900262035473e-06
