year,en_ADP art_NOUN,en_ADP gare_NOUN
1933,1.2457138822696834e-06,1.239978544731457e-06
1934,1.0028582657639618e-06,1.1502316539235835e-06
1935,1.18845058949546e-06,8.545354575062447e-07
1936,1.0851619407503676e-06,9.408778218755742e-07
1937,1.1344597474760576e-06,8.901920374171368e-07
1938,1.1318632360257652e-06,7.818024574390847e-07
1939,9.925838426738665e-07,7.601142950619533e-07
1940,9.357038877055857e-07,1.0117773641127314e-06
1941,1.4167212469828883e-06,9.680928503286168e-07
1942,1.225821534944771e-06,1.0953504343547138e-06
1943,1.1903264542922898e-06,1.111939120335137e-06
1944,1.1374679331765947e-06,1.1085492417350906e-06
1945,1.4225631375097691e-06,1.3724575609330714e-06
1946,1.3238969991391514e-06,1.3531313101111664e-06
1947,1.391165618258583e-06,1.1467877989446151e-06
1948,1.3133240273077718e-06,1.0317421974548324e-06
1949,1.2585404540743639e-06,9.76792353668543e-07
1950,1.1039505167786956e-06,8.954974290986684e-07
1951,1.1610266525963198e-06,1.3838499164364748e-06
1952,1.1198581582050338e-06,8.562380635623867e-07
1953,1.0515255262077972e-06,1.1247876141595725e-06
1954,1.300724580488577e-06,6.703959645193436e-07
1955,1.2773812763100523e-06,1.0061371220615456e-06
1956,1.3317183018557444e-06,7.221105029486807e-07
1957,1.03369938386777e-06,9.179604418818599e-07
1958,1.0174859284006743e-06,6.022193357324568e-07
1959,1.1137824067475321e-06,8.223543517260623e-07
1960,1.0035208433123444e-06,6.29795822604251e-07
1961,1.0102623697605395e-06,7.142707492135969e-07
1962,1.0527647802405227e-06,7.83231627110581e-07
1963,1.2725192561902077e-06,6.330265946985492e-07
1964,1.0665196583659053e-06,6.984395799491949e-07
1965,1.329159285745618e-06,7.310649916547618e-07
1966,1.118893070639615e-06,6.552725189123976e-07
1967,1.0669246464090065e-06,6.907400393885155e-07
1968,1.8221673983020992e-06,8.295644917666323e-07
1969,1.1640525485745457e-06,7.78003091284063e-07
1970,1.3313308500073617e-06,8.167335412423427e-07
1971,1.4998982180713938e-06,8.195743994576787e-07
1972,1.1804468265097512e-06,6.033052866172284e-07
1973,1.2057376821417165e-06,1.005608323723095e-06
1974,9.659106261494799e-07,6.970083035184871e-07
1975,1.1057425517435604e-06,7.122215937016563e-07
1976,1.086712789089006e-06,5.679245660417109e-07
1977,1.1935744268498638e-06,5.136307166253573e-07
1978,1.2011875334394517e-06,6.974254205260877e-07
1979,1.1095341534428371e-06,6.560062395521982e-07
1980,1.4355005859556513e-06,7.220141462482843e-07
1981,1.0557342129402514e-06,8.748235202915566e-07
1982,1.0844506803664444e-06,7.175872784870307e-07
1983,1.2851667960944724e-06,8.936172157802957e-07
1984,1.1731394771175019e-06,8.228793042519555e-07
1985,1.1537839981201614e-06,8.012723142769573e-07
1986,1.330775774022186e-06,7.385206099996822e-07
1987,1.3517126618012298e-06,6.691344225373541e-07
1988,1.2676715250847792e-06,7.687581806692378e-07
1989,1.3648960042189628e-06,8.693185371555501e-07
1990,1.3212978799970188e-06,8.10759239300296e-07
1991,1.3698244174520369e-06,7.45578356387e-07
1992,1.3493852826229613e-06,8.876519927980553e-07
1993,1.5487623485910262e-06,9.699152450082238e-07
1994,1.4384725339766646e-06,1.0697551680038941e-06
1995,1.3306693880110743e-06,9.288658162631691e-07
1996,1.4834557653387037e-06,7.975109568292282e-07
1997,1.4499760467856504e-06,9.000017158200535e-07
1998,1.420425721931906e-06,1.0423130163417227e-06
1999,1.4492107993646641e-06,1.0237250052114177e-06
2000,1.4049340499866503e-06,9.392734803270741e-07
2001,1.5636544645758477e-06,9.406461849437164e-07
2002,1.7196294628263331e-06,7.636468808414065e-07
2003,1.5580125136693823e-06,9.888107896927067e-07
2004,1.553569848766756e-06,1.035125890780364e-06
2005,1.5398320449833136e-06,8.45353820722039e-07
2006,1.6945116705358032e-06,9.306431110189806e-07
2007,1.7495819939483681e-06,8.212650044470138e-07
2008,1.8762536164729227e-06,9.660130722011218e-07
2009,1.4280737055116788e-06,1.0423268648196427e-06
2010,1.3184106713026722e-06,1.1403236808149586e-06
2011,1.4022505183675094e-06,1.1016862941914951e-06
2012,1.1901267917835412e-06,1.236764983758576e-06
2013,1.1544188609491357e-06,1.1825890062766575e-06
2014,1.065832080371365e-06,1.3339142022061878e-06
2015,1.3982158009184786e-06,1.1430878821272472e-06
2016,1.0690185696660137e-06,1.0806180910094554e-06
2017,1.122214264626109e-06,1.2004497360607047e-06
2018,1.205803044967979e-06,1.2958962578579758e-06
2019,1.2114640455251902e-06,1.1635055034986408e-06
