year,bon_ADJ âge_NOUN,bon_ADJ age_NOUN,bon_ADJ gage_NOUN
1800,3.772997558826319e-08,0.0,9.432493897065797e-09
1801,2.8574191901498125e-08,0.0,2.3811825400343878e-08
1802,8.951360541686881e-08,0.0,1.7902721083373763e-08
1803,1.5602713565598947e-08,0.0,2.9255089017965474e-08
1804,2.9662211797898408e-08,0.0,0.0
1805,5.117179902036639e-08,0.0,8.528632911009026e-09
1806,4.610670600868616e-08,0.0,0.0
1807,1.4234775136401367e-08,0.0,0.0
1808,3.852325747288887e-08,0.0,2.2660739951163578e-09
1809,1.8072244145628247e-08,0.0,4.518061036407062e-09
1810,5.8503168531842675e-08,0.0,0.0
1811,4.262030373070047e-08,0.0,0.0
1812,5.3344164641089264e-09,0.0,0.0
1813,5.463909147351842e-08,0.0,2.8757416448144113e-09
1814,3.1466771854837816e-08,0.0,6.293354282149721e-09
1815,1.6183340889597275e-08,0.0,0.0
1816,9.270415546325239e-09,0.0,1.1588019432906549e-08
1817,2.8023721676539992e-08,0.0,2.0239355080775567e-08
1818,1.4305412854298538e-08,0.0,1.1921176934492905e-08
1819,8.280840124719191e-09,0.0,1.3456364911235141e-08
1820,1.5426425470366212e-08,0.0,4.746592452420373e-09
1821,9.86148829262845e-10,0.0,4.930744257336528e-09
1822,3.0076847679083585e-08,6.015369535816717e-09,6.015369535816717e-09
1823,3.063633013944411e-08,9.882686891060644e-10,2.9648060007048116e-08
1824,2.3579116437133507e-08,0.0,4.378978601948802e-08
1825,5.107157075023849e-08,0.0,2.0252519661312363e-08
1826,3.435113882233054e-08,2.1139161532346407e-08,4.4039921931471326e-08
1827,2.119972880576526e-08,0.0,9.217273166939322e-09
1828,2.6599672964255916e-08,0.0,1.1006761724274838e-08
1829,1.8003669499666586e-08,0.0,1.2859763920403111e-08
1830,2.5048406016026092e-08,0.0,8.349468672008697e-09
1831,1.7150327158432788e-08,0.0,1.5591206548037917e-08
1832,2.976593194148336e-08,1.3529969367098715e-09,1.0823975493678972e-08
1833,1.8649642186119308e-07,0.0,8.108539617524002e-09
1834,1.4001796166951408e-08,9.334530925997342e-10,1.4935249481595747e-08
1835,2.193295500774184e-08,2.2689263801112247e-09,1.5126175867408165e-08
1836,1.6801875779570707e-08,4.032449929525228e-09,1.5457725766054864e-08
1837,3.826840000442644e-08,0.0,1.3219993100221927e-08
1838,2.398621568033832e-08,1.009945904684173e-08,2.209256599883247e-08
1839,4.1249702320556025e-08,0.0,2.586845759822154e-08
1840,4.395085112518515e-08,6.369688665408546e-10,2.0383003729307347e-08
1841,5.5216718308770396e-08,1.0914932513372833e-08,5.778493683550323e-09
1842,1.8783142152756227e-08,6.708265054555795e-10,1.408735705865638e-08
1843,3.1306630177141415e-08,0.0,1.594865928211675e-08
1844,2.8540519281250454e-08,5.488561272137815e-10,1.756339607084101e-08
1845,9.48638767539478e-09,5.580227946389016e-10,2.4553003186156275e-08
1846,1.4050803187615202e-08,0.0,5.854501328173001e-09
1847,1.0247124926365814e-08,1.0786447290911383e-09,1.240441438454809e-08
1848,1.3676876908785829e-08,3.218088684420195e-09,2.011305433313737e-08
1849,1.256912263158938e-08,8.379414939696517e-10,2.513824481908955e-09
1850,1.2899092460827433e-08,6.788996032014438e-10,1.1541293254424545e-08
1851,3.5471913406581734e-08,6.449438760824933e-10,2.4507867735223954e-08
1852,2.6042181744401205e-08,1.9531636308300904e-09,1.1718981340891332e-08
1853,1.791579506971175e-08,1.1943863675867306e-09,4.18035241978032e-08
1854,2.4419623212423858e-08,0.0,1.9223959313308114e-08
1855,3.92713346286655e-08,0.0,2.9188154115900034e-08
1856,2.019103861883309e-08,7.248064815001953e-09,2.2261913201759853e-08
1857,6.8341128311999455e-09,4.393358177257056e-09,3.758761835115365e-08
1858,2.4957747646325856e-08,8.31924928945682e-09,2.0064071293290908e-08
1859,1.4767303158080836e-08,0.0,1.9859475841599306e-08
1860,2.38013565245776e-08,4.577183909670879e-10,7.323494255473406e-09
1861,1.5091083938045813e-08,4.715963730639317e-10,1.131831339762357e-08
1862,2.0782737364388737e-08,4.517986262886353e-10,1.626475132354699e-08
1863,2.896880096914245e-08,4.9946209945694875e-09,1.0988165932701577e-08
1864,2.1096802860220976e-08,1.4384183844029508e-09,2.7809422320501653e-08
1865,1.1767110841276462e-08,4.706844358715045e-10,2.3063536858103362e-08
1866,2.919367680931373e-08,9.731225825149181e-10,1.0217787504984699e-08
1867,2.0867089389753346e-08,0.0,1.164674756637396e-08
1868,2.3711395513714706e-08,9.87974813071446e-10,1.3831646938911035e-08
1869,1.0743741896135361e-08,1.4650557433881772e-09,2.1487483792270723e-08
1870,1.4335121534259088e-08,0.0,1.3761717099214366e-08
1871,1.0621177271019633e-09,2.1242354542039266e-09,2.0180236148803488e-08
1872,7.256807155187062e-09,4.8378714367913744e-09,2.53988243770209e-08
1873,7.78180558880237e-09,5.986004469882289e-10,1.616221290134945e-08
1874,1.493652240780463e-08,7.169531079931346e-09,1.4936523129449597e-08
1875,1.0298748520654044e-08,2.8607636259891933e-09,1.0870901512305409e-08
1876,9.673623235784135e-09,1.209202959984168e-09,9.069021977836655e-09
1877,3.958282412952485e-08,1.2369631985365004e-09,1.793596560162314e-08
1878,2.1740718503249212e-08,5.435179861734696e-09,1.8117265909722846e-08
1879,5.498392852132383e-09,6.10932526790009e-10,2.6881030734671185e-08
1880,7.701415727368044e-09,0.0,7.701415505323439e-09
1881,1.4642266066289267e-08,6.972507571312292e-10,6.9725074602899895e-09
1882,2.8618156511228676e-08,6.655385131892899e-10,1.5307385581309063e-08
1883,1.1374810426900694e-08,6.319338941018771e-10,2.0221884611260066e-08
1884,2.3105938495859846e-08,3.300848483434038e-09,2.3105940272216685e-08
1885,9.668453648803421e-09,1.933690763067375e-09,1.740321664556177e-08
1886,1.3552274358286098e-08,1.2906927748801422e-09,5.162771099520569e-09
1887,9.140494583448344e-09,6.528924623161458e-10,2.0892558794116667e-08
1888,1.394935211784798e-08,0.0,1.4583413587843097e-08
