year,en_ADP an_NOUN,en_ADP gant_NOUN
1858,3.0976968945495287e-07,1.468102750479261e-09
1859,3.5288760402707453e-07,1.018434669930457e-09
1860,3.748713676143822e-07,9.154367819341758e-10
1861,3.2870266553075567e-07,0.0
1862,3.6189069990699707e-07,5.873382225018986e-09
1863,3.995696622460798e-07,6.493007298491449e-09
1864,3.452204173637341e-07,9.589455896019672e-10
1865,3.8266645119300335e-07,0.0
1866,3.824371657135117e-07,9.731225825149181e-10
1867,3.663872796266787e-07,4.85281148598915e-09
1868,4.5249248004086695e-07,8.397785689062687e-09
1869,3.8775141508740063e-07,1.4650557433881772e-09
1870,4.157185449216172e-07,1.1468097582678638e-08
1871,3.887350770170883e-07,1.0621177271019633e-09
1872,5.049528292166983e-07,1.8142017887967654e-09
1873,5.453249966036466e-07,0.0
1874,4.451083851497728e-07,1.1949218281515073e-09
1875,3.804815484897972e-07,5.721527140956084e-10
1876,4.885179869518197e-07,1.209202959984168e-09
1877,3.525345166899285e-07,0.0
1878,5.398945350232331e-07,0.0
1879,4.1909971393305767e-07,0.0
1880,4.3577175246056754e-07,6.417846254436199e-10
1881,4.2741470163143447e-07,0.0
1882,4.199548004901743e-07,5.989846618703609e-09
1883,4.069654357952146e-07,6.319338941018771e-10
1884,3.366865382048445e-07,0.0
1885,4.202554444443507e-07,6.445635691854079e-10
1886,4.491610913204269e-07,1.2906927748801422e-09
1887,3.3166937818407405e-07,0.0
1888,4.7237579248182726e-07,6.340614699951175e-10
1889,3.2265454574798014e-07,3.7590820456401275e-09
1890,3.454161583427151e-07,6.554386478008212e-10
1891,3.5823116739663874e-07,6.374220040683554e-10
1892,3.2658949455921515e-07,1.2537024751679837e-09
1893,2.7528121826492224e-07,5.542574843531156e-09
1894,3.610781962315457e-07,1.8904617871129403e-09
1895,2.8167116128408054e-07,6.018614495673091e-10
1896,2.954411550959435e-07,4.1279202278587945e-09
1897,3.018237670904256e-07,1.1653427112179315e-09
1898,2.8744442459593955e-07,5.6583548957434e-10
1899,2.802482299557596e-07,1.326618814800895e-08
1900,2.678583330695261e-07,1.5573159428683425e-09
1901,2.732893396584224e-07,3.912117296778206e-09
1902,2.7595794294121845e-07,2.9461704187383475e-09
1903,2.9323195738228947e-07,7.020286574288548e-09
1904,2.7410588554488413e-07,4.299700151477737e-09
1905,2.342984628533884e-07,2.5803795766776716e-09
1906,2.453775985733486e-07,5.658602919567102e-09
1907,2.7617068942831224e-07,2.057137349353866e-09
1908,2.1462770916080842e-07,9.822778146428846e-10
1909,2.381925914285432e-07,2.200393367512987e-09
1910,1.9345826018923873e-07,5.34415089958884e-09
1911,2.745313101293334e-07,1.5961122423746588e-09
1912,2.3181924374560126e-07,2.083768435579003e-09
1913,2.2484676126532932e-07,1.590896969716482e-09
1914,2.276892898667171e-07,3.348371913070025e-09
1915,2.0969756231448144e-07,9.424609315189514e-09
1916,2.64797828997132e-07,1.4283700444650549e-08
1917,2.0836206238161736e-07,0.0
1918,2.2857889092620098e-07,2.2972752589112133e-09
1919,2.1822600482224175e-07,1.8415696745321952e-09
1920,2.4761197181533134e-07,2.2716695191604686e-09
1921,2.1203692424087706e-07,7.572747429129834e-10
1922,2.0363102271048206e-07,1.4755870969551665e-09
1923,2.2081171513477216e-07,0.0
1924,1.8950688063235077e-07,0.0
1925,2.2106337516092367e-07,1.0998177923937646e-09
1926,2.5859040508890985e-07,3.3438415369957397e-09
1927,1.4493992472885964e-07,3.3447675740205796e-09
1928,2.1252436988028478e-07,0.0
1929,2.5511530887811773e-07,0.0
1930,2.951512604321138e-07,0.0
1931,1.8704785009759917e-07,0.0
1932,1.5233756045507363e-07,0.0
1933,1.5944220788099983e-07,0.0
1934,2.0009239420915037e-07,0.0
1935,1.4242258306040867e-07,1.196828414151696e-09
1936,1.624711774006471e-07,9.699771208460106e-09
1937,2.5434058437134865e-07,2.5182236296217297e-09
1938,1.8540257140653438e-07,1.2965214457594243e-09
1939,1.8199920415185034e-07,1.5294050470515685e-09
1940,2.3329202702981888e-07,2.5357829169792012e-09
1941,2.6858673107810205e-07,0.0
1942,5.006449512734434e-07,3.034211770724937e-09
1943,3.251623377220625e-07,0.0
1944,1.670856821789357e-07,0.0
1945,1.7645882843808636e-07,0.0
1946,1.767980171152317e-07,1.3921104269343232e-09
1947,1.2874540833429649e-07,1.1920870957027319e-09
1948,1.7829895648802108e-07,2.174377566888097e-09
1949,1.7277934827308883e-07,2.945102384188658e-09
1950,2.0845308923433947e-07,3.190608444114673e-09
1951,1.7697927001680824e-07,0.0
1952,1.7609822067221614e-07,1.0544803918932644e-09
1953,1.8100030263479283e-07,3.232148326759443e-09
1954,1.3192924086524727e-07,2.9317608341017376e-09
1955,1.9052783706285936e-07,2.815682353940474e-09
1956,1.7965551646348388e-07,8.72114158667614e-10
1957,2.31477991108342e-07,1.7670075402875796e-09
1958,2.556123281927114e-07,4.1361216673863055e-09
1959,2.1082034362684965e-07,1.5501495642666896e-09
1960,1.986279155596904e-07,2.076250060767393e-09
1961,2.0913959231094736e-07,0.0
1962,2.416285432849108e-07,1.9025869768540815e-09
1963,2.133797532000159e-07,6.466053248388448e-10
1964,2.293656092833274e-07,3.041984220075733e-09
1965,2.1450410364609596e-07,5.472043373977442e-10
1966,2.0549968060556978e-07,4.985167390003653e-09
1967,1.9770645359740158e-07,6.902469928959931e-09
1968,1.8280062505371397e-07,2.245707841908029e-09
1969,1.630491064108508e-07,4.5417578031781147e-10
1970,1.692330778291229e-07,2.7592350626548523e-09
1971,1.6905328026339816e-07,1.0276794970565106e-09
1972,1.8468528922843674e-07,2.0520587451500205e-09
1973,1.3783009528145485e-07,1.102640756478479e-09
1974,2.3852424302361896e-07,2.2502286700643026e-09
1975,2.2560346923938823e-07,1.1422960355389478e-09
1976,1.5255116581069927e-07,2.856763492431469e-09
1977,1.4280580318271063e-07,2.938390863960194e-09
1978,1.188118274875194e-07,7.72276909088987e-09
1979,1.281582141521298e-07,1.1703946700691858e-09
1980,1.5804718556111652e-07,1.1370301367108482e-09
1981,1.1449244580186146e-07,3.1627747087981106e-09
1982,1.3904804907483026e-07,6.207502289967692e-10
1983,1.3388469954911386e-07,3.157658134966823e-09
1984,1.786094572242547e-07,2.8995041922996734e-09
1985,1.0527226579348792e-07,6.015558051686298e-10
1986,1.0190625043815515e-07,0.0
1987,1.1305011188289527e-07,1.8332451112712533e-09
1988,2.4645836249614916e-07,1.1993107618124554e-09
1989,1.053719477228654e-07,2.1952488715726304e-09
1990,1.0897301572221352e-07,0.0
1991,1.1781545167233176e-07,5.861465202094962e-10
1992,1.4160556649489564e-07,2.2039776670368383e-09
1993,1.0801454858322401e-07,1.1078414852150331e-09
1994,9.283870938681105e-08,2.1099705871385765e-09
1995,1.1441371272624679e-07,2.168980273165033e-09
1996,1.2117468917161034e-07,5.871901409548741e-09
1997,7.719779804293836e-08,1.438468344439059e-09
1998,8.201181977973704e-08,9.536258449571733e-10
1999,8.27206416420534e-08,2.285100553223174e-09
2000,8.350079627739149e-08,2.2090156370779823e-09
2001,1.0339659703428872e-07,2.190605918883648e-09
2002,1.0602556049787992e-07,3.066854992184176e-09
2003,8.500522735710447e-08,3.333538334260311e-09
2004,1.0263163519041996e-07,2.642874807889939e-09
2005,9.097574116267992e-08,3.1526248278623825e-09
2006,7.782812000423078e-08,4.529679020759403e-09
2007,7.869124660220272e-08,5.192823504529542e-09
2008,7.705965823778804e-08,7.2376473703172906e-09
2009,6.53242375747709e-08,6.198650481792356e-09
2010,8.077686158847186e-08,4.723792912386671e-09
2011,3.7474924913238894e-08,5.353560705856353e-09
2012,3.6765930244708755e-08,7.829781267787439e-09
2013,2.8727987766430374e-08,2.5102124823206395e-09
2014,3.3131311125145224e-08,2.815078836704288e-09
2015,2.1722439139115757e-08,1.5516027351836215e-09
2016,2.7548822750800284e-08,3.935546111222266e-09
2017,2.440142932158551e-08,6.289028520178874e-09
2018,2.0135440093049795e-08,4.130346731301415e-09
2019,4.28565950505444e-08,5.3570743396846865e-09
