year,en_ADP août_NOUN,en_ADP gouttes_NOUN
1884,3.805218184993464e-06,1.8286701219949464e-07
1885,4.0381908519293574e-06,1.7016478548459446e-07
1886,4.026961384795413e-06,1.8521441802477057e-07
1887,4.155660612070733e-06,1.7171072386190644e-07
1888,5.000208865624245e-06,1.6168567951169166e-07
1889,4.2201961640842e-06,1.5976098666214966e-07
1890,4.396682410146013e-06,1.5533896358110866e-07
1891,4.512947668899869e-06,2.2246027486794162e-07
1892,4.91263324420288e-06,1.6799613433704508e-07
1893,5.387382948640607e-06,1.9091091041367747e-07
1894,5.328581551111711e-06,1.6005910397076661e-07
1895,4.900957755182844e-06,1.685212036584005e-07
1896,5.321479022768472e-06,1.66885924191007e-07
1897,5.709596692327068e-06,1.9927360606075695e-07
1898,5.354501375620657e-06,2.127541420815504e-07
1899,5.948226984742178e-06,1.69696662055685e-07
1900,5.2190847554811626e-06,2.1127585780877922e-07
1901,5.777079501001481e-06,1.6039681233204206e-07
1902,5.086562829603736e-06,2.582809366380445e-07
1903,6.7281345863534625e-06,2.4733009262867256e-07
1904,6.275949942846637e-06,2.0316083038096622e-07
1905,6.249679103120798e-06,2.3791099446057729e-07
1906,6.293395145462455e-06,1.779887783825984e-07
1907,5.95541267500721e-06,2.627992907733301e-07
1908,6.469772976913646e-06,2.2788845788213052e-07
1909,6.688645953545347e-06,2.6734778835191264e-07
1910,6.271360632581491e-06,2.1804135030834004e-07
1911,6.644615424988842e-06,2.202634846737439e-07
1912,6.410192909811485e-06,2.214003996803271e-07
1913,6.536464951523158e-06,2.64088881540836e-07
1914,7.119308023106896e-06,2.451008072057448e-07
1915,1.0643918088248938e-05,2.226564066454273e-07
1916,1.0828143985008865e-05,1.8239186361235227e-07
1917,1.1000420158779889e-05,2.1494192525839395e-07
1918,1.0691518767202979e-05,1.7918746930689622e-07
1919,1.0293453982512801e-05,2.228299318951521e-07
1920,9.165429133872749e-06,2.1202248268181734e-07
1921,9.330382269467918e-06,2.1355148011048541e-07
1922,9.12871962555073e-06,2.0067984962679475e-07
1923,8.235852718030401e-06,2.600907165195565e-07
1924,8.059843366936548e-06,2.3462756626457804e-07
1925,8.39270944652526e-06,2.056659322846599e-07
1926,8.03079284139585e-06,1.6607746911034837e-07
1927,7.597081676635753e-06,2.6646648620953783e-07
1928,8.303304383616705e-06,2.365190567843456e-07
1929,8.249471079579962e-06,2.1946600670119665e-07
1930,8.330408093115693e-06,2.394821555506965e-07
1931,7.898209503309772e-06,2.417935727194731e-07
1932,8.885992485829775e-06,2.279583651842998e-07
1933,1.0073535207766326e-05,2.3170737506461592e-07
1934,9.049687577089571e-06,2.4921686048173797e-07
1935,8.975016228873756e-06,1.9867352296643048e-07
1936,8.865591155426955e-06,2.2915709907422865e-07
1937,9.33757320353834e-06,2.1278989192907716e-07
1938,8.756705852874802e-06,2.476355855929313e-07
1939,8.488197806855169e-06,3.04351606139619e-07
1940,9.047673358963948e-06,2.611856473322405e-07
1941,7.85690005500328e-06,2.1545969364211714e-07
1942,8.608058720938061e-06,2.973527415406352e-07
1943,7.934541912391069e-06,2.438717672248458e-07
1944,8.190411676878284e-06,3.630900380358071e-07
1945,1.0276003081344243e-05,2.8974104937518064e-07
1946,8.857998636813136e-06,3.7030137178817313e-07
1947,8.93230880194551e-06,4.017333550265789e-07
1948,8.442021083965301e-06,3.5007477561244116e-07
1949,1.031178555876977e-05,1.3645640861703612e-07
1950,9.343164890651678e-06,1.9462711553508427e-07
1951,9.548351400212596e-06,1.6738401376059642e-07
1952,8.855526345996623e-06,1.5922653717748148e-07
1953,9.27195583244611e-06,1.5837525779716088e-07
1954,9.28293216873044e-06,3.410615141419271e-07
1955,8.676994298184582e-06,1.4172268469891947e-07
1956,8.814457657990715e-06,1.648295744338668e-07
1957,9.047961967212359e-06,1.9525433292422179e-07
1958,8.857090904257348e-06,1.4476426057896674e-07
1959,9.012569591959618e-06,1.3641316454204855e-07
1960,8.702255854586838e-06,1.7025250742541687e-07
1961,8.615022807134665e-06,1.4799579622915005e-07
1962,9.422244644952116e-06,1.3508367757708584e-07
1963,9.787018228735178e-06,1.6747077635770324e-07
1964,1.0115205739680277e-05,1.8556103498212906e-07
1965,9.060609244215811e-06,1.4993398966822724e-07
1966,8.8830142885854e-06,1.3570733226053733e-07
1967,9.13591190965235e-06,1.4396579650632901e-07
1968,9.010229234718281e-06,1.4597101216651254e-07
1969,9.076702724541974e-06,1.2853173980698074e-07
1970,9.410370907403376e-06,1.1864710530717915e-07
1971,9.42690438421323e-06,1.4541665338541065e-07
1972,9.768825549372195e-06,1.3851395974651126e-07
1973,1.0224787530432877e-05,1.323168870026592e-07
1974,9.70523602461526e-06,1.1982467928994822e-07
1975,1.0618783875315785e-05,1.1936993304928478e-07
1976,1.0095230578599512e-05,1.3255382741439448e-07
1977,1.0583496603544518e-05,1.0989581761267075e-07
1978,1.1098213008153834e-05,1.9603951373348139e-07
1979,1.0123328834765744e-05,1.3752137140166099e-07
1980,1.0450444449361385e-05,1.0631231472935099e-07
1981,1.0721173808292406e-05,1.258784363411536e-07
1982,1.1295791807697242e-05,9.37332864658913e-08
1983,1.1070117380995725e-05,1.0104505565600164e-07
1984,1.100013918176046e-05,1.1134096222775725e-07
1985,1.1335717147176183e-05,8.963181385990282e-08
1986,1.141110271873913e-05,1.1209687589275319e-07
1987,1.1556165986803535e-05,1.0327280508537484e-07
1988,1.198591138518168e-05,8.155313180324697e-08
1989,1.2290100386280756e-05,7.024796710997094e-08
1990,1.2240939469165824e-05,8.935787421116004e-08
1991,1.1778028309095134e-05,7.092373116579509e-08
1992,1.2264584725585337e-05,8.7057117070799e-08
1993,1.2058854835572674e-05,7.533322232688988e-08
1994,1.2270007047732179e-05,9.758614516464093e-08
1995,1.2234675381250781e-05,7.428757697880428e-08
1996,1.232672232731602e-05,8.754471236827044e-08
1997,1.2071146684888845e-05,8.774656778953727e-08
1998,1.178729259265765e-05,7.724368988881736e-08
1999,1.2292013451542516e-05,8.546276086818239e-08
2000,1.2173885821198382e-05,8.129177953009048e-08
2001,1.2181521242382587e-05,8.674799101271446e-08
2002,1.225602902366063e-05,9.507250986473537e-08
2003,1.1739471972305182e-05,8.208838053747058e-08
2004,1.2840847105621833e-05,1.0835786667939828e-07
2005,1.207140005732299e-05,9.863211802851879e-08
2006,1.2379612769564119e-05,8.029884979166013e-08
2007,1.208170271382869e-05,1.2223107576092573e-07
2008,1.2919625895335685e-05,1.6689162896099674e-07
2009,1.1748826217683472e-05,9.72711264868309e-08
2010,1.0671521003757789e-05,1.3084907007909763e-07
2011,9.728949493137407e-06,1.8393305789565773e-07
2012,9.269439626535814e-06,1.9540410378660056e-07
2013,8.279517736298203e-06,1.6121142776270858e-07
2014,8.897164562426951e-06,1.7410178898558115e-07
2015,7.331544814803692e-06,1.8131586032588132e-07
2016,6.5717406343424045e-06,1.6715713746506822e-07
2017,7.253010611663058e-06,1.5596790214900125e-07
2018,7.0283010131788615e-06,1.8121896561140716e-07
2019,7.519546358025764e-06,1.4591650032702574e-07
