year,en_ADP are_NOUN,en_ADP gares_NOUN
1861,2.075024119196911e-08,8.017138064531082e-09
1862,2.25899317307654e-08,2.2589932147099034e-09
1863,1.498386242859695e-08,1.9978483312144135e-09
1864,2.1096803859421698e-08,2.3973640850272204e-09
1865,1.1767110841276462e-08,1.5061901947888146e-08
1866,2.578774882522339e-08,4.865612912574591e-10
1867,2.6690463172940326e-08,5.82337378318698e-09
1868,4.2482916740027576e-08,2.4699371437009177e-09
1869,2.0510780074367574e-08,0.0
1870,3.2110673231500186e-08,5.734048791339319e-10
1871,3.611200227737754e-08,0.0
1872,3.9912439575573444e-08,0.0
1873,3.890902905423488e-08,2.9930022904522957e-09
1874,6.870800672853505e-08,2.9873046258899194e-09
1875,2.0025345548457807e-08,5.149374260327022e-09
1876,4.897271921322499e-08,9.673623679873344e-09
1877,2.535774612510977e-08,2.4739263970730008e-09
1878,4.5293163830617544e-08,1.8117265465633636e-09
1879,3.42122213892182e-08,1.832797580370027e-09
1880,3.850707597230496e-08,3.2089231272180996e-09
1881,1.4642266066289267e-08,6.2752567586699115e-09
1882,3.0614771162618126e-08,1.3310770263785798e-09
1883,3.5388296737437486e-08,6.319338941018771e-10
1884,2.3105939384038265e-08,5.281357573494461e-09
1885,3.7384687345820566e-08,5.80107206715752e-09
1886,2.8395241713496944e-08,3.872078213618124e-09
1887,5.4842967500690065e-08,4.570247291724172e-09
1888,2.980088953385973e-08,1.4583413587843097e-08
1889,3.5084767091575486e-08,1.8795409673089125e-09
1890,5.112421624930974e-08,6.554386366985909e-09
1891,3.250852154135231e-08,8.732681777701146e-08
1892,3.19694137829174e-08,1.817868522380195e-08
1893,1.9091091374434654e-08,5.542574843531156e-09
1894,4.6631390526741257e-08,1.449354058991048e-08
1895,2.5278181325916194e-08,1.8055843487019274e-09
1896,2.7716035688740703e-08,1.0614652268259306e-08
1897,2.3306854779470143e-08,3.4960281336537946e-09
1898,3.112095303681173e-08,3.168678830434146e-08
1899,2.984892333302014e-08,2.7637891975018647e-08
1900,1.8168686111152965e-08,2.9589003247565415e-08
1901,2.514932445629725e-08,2.9620316865930363e-08
1902,2.1114220150053598e-08,4.6647695484125506e-08
1903,2.8081145186931167e-08,1.1664475607631175e-07
1904,3.6009990544982884e-08,3.7622376325430196e-09
1905,3.3028859480754846e-08,1.0837593933388234e-08
1906,2.777859631208912e-08,4.629765903985117e-09
1907,1.851423608867364e-08,8.228549397415463e-09
1908,2.2101251717643322e-08,1.0313916831705683e-08
1909,2.53045246978445e-08,3.025541062129378e-08
1910,2.618633831996675e-08,6.947395991829808e-09
1911,1.54290848985994e-08,5.3203743632934675e-09
1912,1.8753916974922902e-08,2.7609932118366487e-08
1913,2.969674284258872e-08,2.6514948014977335e-09
1914,2.678697441638178e-08,1.6741859454327823e-08
1915,1.0602685840410686e-08,4.123266705846618e-08
1916,3.40611328031315e-08,2.6369908923129515e-08
1917,2.52227767560953e-08,3.5092558192673096e-08
1918,4.020231614276781e-08,2.756730310693456e-08
1919,2.4861191438851904e-08,1.2890987832747669e-08
1920,3.028892692213958e-08,4.543339038320937e-09
1921,1.5145495135815423e-08,1.060184651180407e-08
1922,1.6231458566107193e-08,7.377935595798135e-09
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,1.6759112098085893e-08,2.578324886925998e-09
1925,1.0998178145982251e-08,6.598906754362588e-09
1926,1.560459372829115e-08,0.0
1927,1.5608915049369898e-08,5.574612327308159e-09
1928,2.8565102283550914e-08,9.14083297942625e-09
1929,1.2254446790649354e-08,8.912325100141061e-09
1930,2.2057568216382606e-08,1.05036033204442e-08
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,2.4110979879310435e-08,3.287861094491973e-09
1933,9.176529758292418e-09,8.02946331646126e-09
1934,1.4377896206951846e-08,1.3179738189705859e-08
1935,1.555876849579363e-08,2.393656828303392e-08
1936,8.487299751891442e-09,5.092380206406233e-08
1937,8.813782481631449e-09,2.0145789036973838e-08
1938,2.593042824905467e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,1.5214697057785997e-08
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.8097434661967782e-08,1.3921104269343232e-08
1947,1.4305045148432782e-08,8.344609447874518e-09
1948,6.523132700664291e-09,9.784699273041042e-09
1949,4.908504269707237e-09,8.835307596655184e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,1.2793681780642885e-08,1.0661401539380222e-08
1952,1.1599284199803606e-08,1.0544804140977249e-08
1953,5.386913581872932e-09,9.69644453618912e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.0324168187025862e-08,1.0324168187025862e-08
1956,1.22095984433912e-08,8.72114158667614e-10
1957,7.951533653738352e-09,1.3252556385623393e-08
1958,9.099467845885556e-09,2.4816730892496253e-09
1959,5.425523585955716e-09,9.300897829689347e-09
1960,4.844583401109048e-09,5.536666680683311e-09
1961,6.25334317660986e-09,5.55852741612739e-09
1962,5.7077609305622445e-09,3.805173953708163e-09
1963,7.1126584622049904e-09,6.466053470433053e-09
1964,1.3384730601639916e-08,5.475571551727398e-09
1965,8.755269065297e-09,4.924839203113152e-09
1966,3.046491048319666e-08,3.3234448526542337e-09
1967,1.2818872185960117e-08,3.944268467392931e-09
1968,8.982831700699023e-09,3.5931326802796093e-09
1969,4.541757636644661e-09,4.087581828571274e-09
1970,1.241655755990223e-08,3.219107425067591e-09
1971,4.624557625731995e-09,1.1818314327172175e-08
1972,1.0773308800615666e-08,7.69522046084603e-09
1973,8.269805840122046e-09,1.102640756478479e-09
1974,8.438357568252286e-09,3.3753431161187564e-09
1975,3.998036124386317e-09,3.4268881066168433e-09
1976,5.713526873840635e-09,6.2848797277581525e-09
1977,5.876781727920388e-09,5.876781727920388e-09
1978,5.346532105932056e-09,3.5643548113029055e-09
1979,3.511183899185255e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,3.411090521154847e-09
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,5.586751949948621e-09,4.345251713999687e-09
1983,3.78918940668882e-09,6.946847541655643e-09
1984,1.7397025486864948e-09,4.639206796497319e-09
1985,3.007779025843149e-09,6.617113967877231e-09
1986,5.3950369172106605e-09,5.994485352545098e-09
1987,4.277571852284723e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,2.398621523624911e-09
1989,3.292873196336643e-09,3.841685636274406e-09
1990,4.90378582185258e-09,3.814055737905164e-09
1991,2.9307326565586322e-09,4.68917216167597e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,1.661762283333701e-09
1994,8.439882570598911e-09,1.0549853435293244e-08
1995,3.795715741716776e-09,5.4224509327127635e-09
1996,2.135236876199542e-09,4.804283193493575e-09
1997,3.835915585170824e-09,1.1987236092636522e-08
1998,1.43043876743576e-09,4.291316191284977e-09
1999,2.2851006253876704e-08,1.0968483010742602e-08
2000,4.859834423776022e-09,9.719669513685858e-09
2001,3.5049693702937645e-09,2.0591695459870607e-08
2002,3.9430991805033955e-09,1.3143664823189738e-08
2003,6.667076501987168e-09,9.58392298855415e-09
2004,1.761916529341434e-09,1.2333415178034102e-08
2005,4.9541245550344115e-09,5.854874363109275e-09
2006,1.6471559671771274e-09,7.000412693969338e-09
2007,7.589511019645556e-09,1.1184542181297275e-08
2008,2.5544638071473003e-09,8.940623352771127e-09
2009,1.430457752249481e-09,7.1522885392028e-09
2010,7.085689812669216e-09,9.447585824773341e-09
2011,5.735957819830162e-09,5.353560705856353e-09
2012,3.063827413996023e-09,7.489355802192676e-09
2013,2.2313000336282585e-09,6.136075203500013e-09
2014,2.3819897165822113e-09,7.362513709807672e-09
2015,2.881548027966474e-09,5.984753581600444e-09
2016,1.86420612280358e-09,6.421154274960372e-09
2017,2.515611413622665e-09,5.0312225496895735e-09
2018,3.0977600484760615e-09,5.421080029321956e-09
2019,3.826481576041374e-09,5.867272001580659e-09
