year,en_ADP amas_NOUN,en_ADP gamma_NOUN
1800,4.7162465932615305e-08,0.0
1801,4.524246932646747e-08,0.0
1802,1.208433673127729e-07,0.0
1803,3.6861410990240984e-07,0.0
1804,8.651478111687538e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,6.051504897186533e-08,0.0
1807,7.031979407656763e-07,0.0
1808,1.2236799307174806e-07,1.8128591960930862e-08
1809,3.6144488291256494e-08,1.129515236897305e-08
1810,2.2699229873524018e-07,0.0
1811,2.1059445032278745e-07,0.0
1812,2.7738965968637785e-07,0.0
1813,4.4286420575190277e-07,0.0
1814,1.4160046646338742e-07,0.0
1815,1.1867783911156948e-07,0.0
1816,2.734772692747356e-07,0.0
1817,3.752064969830826e-07,0.0
1818,2.3007872584912548e-07,0.0
1819,3.5090059213871427e-07,5.175524897538253e-09
1820,1.9342364510066545e-07,0.0
1821,2.5935713665603544e-07,6.903041693817613e-09
1822,4.1606307377151097e-07,0.0
1823,2.648559984663734e-07,0.0
1824,4.707401899395336e-07,0.0
1825,2.8441581889637746e-07,0.0
1826,5.751613798565813e-07,7.0463874735082754e-09
1827,7.9176373901646e-07,0.0
1828,3.5129914977005683e-07,0.0
1829,7.612980539306591e-07,0.0
1830,4.2060449345626694e-07,0.0
1831,3.055876334201457e-07,0.0
1832,2.8548234354275337e-07,0.0
1833,4.6566185574192787e-07,0.0
1834,4.489909315452678e-07,0.0
1835,5.067269057690282e-07,0.0
1836,2.406028443147079e-07,0.0
1837,3.9103346693991625e-07,0.0
1838,3.238139072436752e-07,0.0
1839,4.656322403207014e-07,2.09744255297295e-09
1840,2.4204817350437224e-07,0.0
1841,4.841093641516636e-07,0.0
1842,1.878314179748486e-07,6.708265054555795e-10
1843,3.5559605748858303e-07,0.0
1844,2.6784178430716565e-07,0.0
1845,2.516682684472471e-07,0.0
1846,3.015068159584189e-07,0.0
1847,2.475489679909515e-07,0.0
1848,3.427264516631112e-07,0.0
1849,4.5584016561406315e-07,0.0
1850,1.615781002328731e-07,6.788996032014438e-10
1851,3.4053036301884276e-07,0.0
1852,3.209698888895218e-07,1.3021090872200602e-09
1853,4.2400716893098434e-07,0.0
1854,3.30444265728147e-07,0.0
1855,3.1098650765670754e-07,0.0
1856,2.816391031501553e-07,0.0
1857,3.041180036689184e-07,0.0
1858,3.807279824741272e-07,0.0
1859,2.2201875538030436e-07,0.0
1860,2.517451207495469e-07,0.0
1861,2.8861697387583263e-07,0.0
1862,3.0812665841040143e-07,0.0
1863,1.7531118601255002e-07,2.9967726078439227e-09
1864,3.3179517799908353e-07,0.0
1865,2.998259844844142e-07,0.0
1866,1.9559763586585177e-07,0.0
1867,4.2267987510058447e-07,4.85281148598915e-10
1868,5.285665451992827e-07,4.93987406535723e-10
1869,4.619809033101774e-07,9.767038289254515e-10
1870,4.3005366023862734e-07,0.0
1871,4.981332040188136e-07,0.0
1872,3.41069949172379e-07,0.0
1873,5.531068154596142e-07,0.0
1874,5.795370725536486e-07,0.0
1875,4.0508410847905907e-07,0.0
1876,5.284217081680254e-07,1.209202959984168e-09
1877,4.910743882646784e-07,0.0
1878,4.801075306204439e-07,1.8117265465633636e-09
1879,4.6736337822039786e-07,0.0
1880,3.7865294189032284e-07,0.0
1881,3.5978138157588546e-07,6.972507571312292e-10
1882,4.34596643117402e-07,6.655385131892899e-10
1883,4.783739768754458e-07,1.8958017378167824e-09
1884,6.066959485906409e-07,1.3203393933736152e-09
1885,6.29094017767784e-07,0.0
1886,4.7110285095186555e-07,0.0
1887,5.438594143925002e-07,0.0
1888,4.844229692935187e-07,1.9021844099853524e-09
1889,4.504633182023099e-07,6.265136742733546e-10
1890,6.397081051545683e-07,0.0
1891,5.13124689405231e-07,0.0
1892,5.108837513034814e-07,2.5074049503359674e-09
1893,7.05138688772422e-07,1.847525021858587e-09
1894,5.87933641327254e-07,3.780923574225881e-09
1895,5.284343274070125e-07,6.018614495673091e-10
1896,7.418462359964906e-07,0.0
1897,9.002272349789564e-07,1.7480140668268973e-09
1898,8.759133152125287e-07,1.13167097914868e-09
1899,7.246655400194868e-07,0.0
1900,8.627530405647121e-07,5.191053142894475e-10
1901,7.768347245473706e-07,0.0
1902,5.308016852723085e-07,0.0
1903,8.570149816478079e-07,0.0
1904,7.605094651808031e-07,0.0
1905,7.741138574601791e-07,0.0
1906,7.659690481887083e-07,0.0
1907,6.953124511710485e-07,1.028568674676933e-09
1908,7.489868494303664e-07,0.0
1909,7.288803089977591e-07,0.0
1910,7.631447260791901e-07,0.0
1911,7.347436508098326e-07,0.0
1912,7.709943474765169e-07,0.0
1913,7.222672024909116e-07,0.0
1914,6.937826242392475e-07,0.0
1915,5.101069859847485e-07,1.1780761921542648e-09
1916,5.076207685306144e-07,0.0
1917,5.987667464069091e-07,2.1932848870420685e-09
1918,5.065492132416693e-07,1.1486376294556067e-09
1919,5.754905032517854e-07,0.0
1920,7.155758794397116e-07,0.0
1921,8.405749554185604e-07,1.5145494858259667e-09
1922,7.754210287203023e-07,1.4755870969551665e-09
1923,6.804822874073579e-07,0.0
1924,5.504723503690911e-07,3.867487219366694e-09
1925,5.092156243335921e-07,0.0
1926,6.018914859851066e-07,1.1146138456652466e-09
1927,7.102055974428367e-07,1.1149224876660924e-09
1928,7.358370339716203e-07,1.1426041224282812e-09
1929,5.804151896882104e-07,0.0
1930,6.869356639072066e-07,5.2518016602221e-09
1931,7.048510610729863e-07,0.0
1932,5.698959171240858e-07,3.287861094491973e-09
1933,6.962691827538947e-07,1.1470662197865522e-09
1934,6.877427267681924e-07,1.4377896206951846e-08
1935,7.611828891640471e-07,1.0771455727365264e-08
1936,7.444574521286995e-07,6.0623572828433225e-09
1937,7.038435114736785e-07,2.5182236296217297e-09
1938,6.32702437997068e-07,1.2965214457594243e-09
1939,7.84584813118272e-07,7.647025235257843e-09
1940,6.491604267466755e-07,1.5214697057785997e-08
1941,7.496816465391021e-07,1.7709016475464523e-08
1942,7.828266461729072e-07,1.517105907566929e-08
1943,7.490347115890472e-07,1.1612940831184915e-08
1944,5.430284772955929e-07,2.2492303131116387e-08
1945,4.4005781774103525e-07,2.178504043826024e-09
1946,4.886307465312711e-07,9.744772988540262e-09
1947,3.969649924329133e-07,4.7683483828109274e-09
1948,7.04498347658955e-07,7.610321262063735e-09
1949,5.684048005605291e-07,2.748762362170254e-08
1950,6.742819209648587e-07,9.571825110299415e-09
1951,5.821125341753941e-07,8.529121520162164e-09
1952,6.137075843071216e-07,1.2653764258629963e-08
1953,7.401619654956448e-07,2.5857186614075545e-08
1954,6.791912596781913e-07,2.4431340284181147e-08
1955,5.640750373459014e-07,1.0324168187025862e-08
1956,5.145473664924793e-07,1.9186511268642903e-08
1957,6.06967091698607e-07,2.6505112771246786e-08
1958,6.518527584375988e-07,3.0607300915974633e-08
1959,5.611541382677387e-07,3.332821718604606e-08
1960,5.778895797448058e-07,2.353083372597098e-08
1961,7.358100901910802e-07,2.501337270643944e-08
1962,4.249110929777089e-07,1.7123282347597524e-08
1963,4.862471882915997e-07,1.61651322327927e-08
1964,4.0640907172928564e-07,1.3993127490063983e-08
1965,4.459715228222194e-07,7.660860612546116e-09
1966,4.636205517272174e-07,1.3293779521639237e-08
1967,4.3584165609900083e-07,2.3665610693335282e-08
1968,3.687452476697217e-07,8.084548558384697e-09
1969,3.9694964470982086e-07,9.991866889436096e-09
1970,3.4490437883505365e-07,3.081145649730388e-08
1971,3.7407534136946197e-07,1.1304474245577012e-08
1972,3.216601953681675e-07,3.078088173236182e-09
1973,2.966103522794583e-07,8.269805285010534e-09
1974,3.139068951441004e-07,1.237625746330906e-08
1975,2.861451662283798e-07,5.711480177694739e-09
1976,2.839622936789965e-07,6.2848797277581525e-09
1977,2.8854998390670517e-07,5.289103821581875e-09
1978,2.2871276428304554e-07,2.6732661528861e-08
1979,2.586572236396023e-07,1.0533551697555765e-08
1980,3.9796054807084147e-07,1.0233271341419936e-08
1981,2.9983104354869283e-07,8.223214109648325e-09
1982,2.222285786501743e-07,1.2415004579935385e-09
1983,2.6398021191198495e-07,5.68378455412244e-09
1984,2.1108391479174315e-07,5.799008384599347e-09
1985,1.7024029830281506e-07,6.617113745832626e-09
1986,2.235943128425788e-07,4.196139880008332e-09
1987,2.322110361774321e-07,1.3443796742507175e-08
1988,1.67303852549594e-07,2.2187248482907762e-08
1989,1.542162380019363e-07,3.841685414229801e-09
1990,1.7980548250307038e-07,1.6345953035568073e-08
1991,1.266076452566267e-07,1.3481369798284959e-08
1992,1.465645169673735e-07,1.7631821336294706e-08
1993,1.4678899162845482e-07,8.308810972579295e-09
1994,1.1393841248263925e-07,1.2659823855898367e-08
1995,9.54351335735737e-08,7.591431039344343e-09
1996,9.341661666439904e-08,3.2028553142993132e-09
1997,9.445942339425528e-08,7.671831170341648e-09
1998,9.202489081872045e-08,8.10581957111367e-09
1999,1.0191548938109918e-07,1.0968483010742602e-08
2000,7.952456826387788e-08,4.8598346458206265e-09
2001,9.594853622729715e-08,3.066848330846028e-09
2002,8.28050872314634e-08,3.504977141854937e-09
2003,1.0042284515066058e-07,1.4584230545455767e-08
2004,1.0219115864629202e-07,6.6071867144135155e-09
2005,9.998323946547316e-08,5.404499403560692e-09
2006,7.000412693969338e-08,1.070651389767363e-08
2007,9.027523617533006e-08,1.0785094373133575e-08
2008,8.557453412549876e-08,7.663391476953052e-09
2009,7.247652433761687e-08,4.76819250749827e-09
2010,7.888734643302087e-08,4.2514138876015295e-09
2011,1.296326530564329e-07,1.911985902935953e-09
2012,1.1710629621575208e-07,1.0212758416727752e-09
2013,8.116354166531892e-08,3.6258624991347688e-09
2014,7.882220387500638e-08,6.496335552830246e-10
2015,7.647184929737705e-08,1.3299452372717013e-09
2016,9.176036286362432e-08,6.006886321685556e-09
2017,8.578234655942651e-08,4.276539400382973e-09
2018,9.396539013550864e-08,3.0977600484760615e-09
2019,5.841761918645716e-08,2.806086529805185e-09
