year,long_ADJ acte_NOUN,long_ADJ pacte_NOUN
1800,3.144164395507687e-08,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,2.8320094713762956e-08,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.5568733857662664e-08,0.0
1818,4.768470951432846e-09,0.0
1819,1.035105001712111e-09,0.0
1820,4.746592452420373e-09,0.0
1821,1.97229765852569e-09,0.0
1822,1.0025615893027862e-08,0.0
1823,5.929612356680991e-09,0.0
1824,1.3473780313688621e-08,0.0
1825,4.490776106536032e-08,0.0
1826,2.642395191543301e-09,0.0
1827,1.3825909306319772e-08,0.0
1828,1.834460228167245e-08,0.0
1829,7.715858174606183e-09,0.0
1830,2.5048406016026092e-08,0.0
1831,0.0,0.0
1832,1.8941957335982806e-08,0.0
1833,1.2741991461950875e-08,0.0
1834,1.8669062740173104e-08,0.0
1835,3.781543966852041e-09,0.0
1836,9.409050427677812e-09,0.0
1837,1.3915782304252389e-08,6.957890930081589e-10
1838,3.787297142565649e-09,3.787297142565649e-09
1839,1.6080392128969834e-08,0.0
1840,8.917564464638872e-09,0.0
1841,9.630822361827995e-09,6.420548537278137e-10
1842,1.0062397137744483e-08,0.0
1843,2.126487963494128e-08,0.0
1844,6.586273748609983e-09,0.0
1845,1.1160455670733427e-08,0.0
1846,1.5807152919933287e-08,0.0
1847,1.1865092020002521e-08,5.393223645455691e-10
1848,1.689496542667257e-08,0.0
1849,2.8490010350878947e-08,0.0
1850,1.8330290174617403e-08,0.0
1851,2.644269869733762e-08,0.0
1852,2.7344290387532055e-08,0.0
1853,2.6873692604567623e-08,0.0
1854,1.610655964157104e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,1.2425253714809514e-08,1.0354378465748937e-09
1857,9.274867096564776e-09,0.0
1858,1.1744822003834088e-08,0.0
1859,4.226503946824778e-08,0.0
1860,2.746310379109218e-08,0.0
1861,2.452301117727984e-08,1.8863854922557266e-09
1862,1.8975542914745347e-08,0.0
1863,3.296449690992631e-08,0.0
1864,2.2535221688713136e-08,0.0
1865,1.8827376990770972e-08,0.0
1866,3.2113046444237625e-08,0.0
1867,2.523461972714358e-08,0.0
1868,1.3831646938911035e-08,4.93987406535723e-10
1869,1.70923168951731e-08,0.0
1870,1.2614907340946502e-08,0.0
1871,5.3105884134652115e-09,0.0
1872,1.814201766592305e-08,0.0
1873,4.190203295451056e-09,0.0
1874,6.572069999322139e-09,0.0
1875,1.0298748520654044e-08,0.0
1876,7.859819461941697e-09,0.0
1877,7.421779191219002e-09,0.0
1878,1.1474268646338714e-08,0.0
1879,1.710611030603104e-08,0.0
1880,1.9253539207397807e-08,0.0
1881,1.4642266066289267e-08,0.0
1882,1.1979693681496428e-08,0.0
1883,4.423537092179686e-09,0.0
1884,6.601696966868076e-09,0.0
1885,1.8692343672910283e-08,0.0
1886,3.1621972595985426e-08,0.0
1887,1.6322312390570914e-08,0.0
1888,7.60873763994141e-09,0.0
1889,1.566284169030041e-08,0.0
1890,7.865263995654459e-09,0.0
1891,1.1473596295275001e-08,0.0
1892,1.002961980134387e-08,0.0
1893,3.695050043717174e-09,0.0
