year,long_ADJ an_NOUN,long_ADJ pan_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,8.540865792383556e-09
1808,0.0,4.5321479902327155e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672083208723052e-08
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,2.070210003424222e-09
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,1.0025615893027862e-09,4.110502516141423e-08
1823,0.0,9.882686891060644e-10
1824,0.0,0.0
1825,0.0,7.924898959288385e-09
1826,8.807984341885344e-10,1.6735169694470642e-08
1827,1.8434546111834038e-09,0.0
1828,0.0,1.1465376559272045e-07
1829,8.57317605795771e-10,2.571952872898464e-09
1830,1.0436835840010872e-09,0.0
1831,0.0,6.236482441579483e-09
1832,1.3529969367098715e-09,3.5177919244233635e-08
1833,3.4750886612755494e-09,1.1583628500844156e-09
1834,9.334530925997342e-10,2.6136685704614138e-08
1835,1.5126175867408165e-09,1.739510224751939e-08
1836,6.720750067579218e-10,2.688300027031687e-09
1837,0.0,1.948209416013924e-07
1838,0.0,4.418513555037862e-09
1839,6.9914751765765e-10,5.5931801412612e-09
1840,0.0,7.0066574764382494e-09
1841,0.0,1.7849124844815378e-07
1842,0.0,4.024958855097793e-08
1843,5.906911071384968e-10,5.31621990873532e-09
1844,1.097712254427563e-09,1.6465683927435748e-08
1845,5.580227946389016e-10,7.254296274794569e-09
1846,5.854501328173001e-10,1.6392604607062822e-08
1847,0.0,5.177494699637464e-08
1848,0.0,9.65426583121598e-09
1849,0.0,1.9775418991230254e-07
1850,6.788996032014438e-10,1.8330290174617403e-08
1851,0.0,1.2898877521649865e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,1.1943863675867306e-09,3.5831591027601917e-09
1854,1.0391328908454511e-09,1.1586331538637751e-07
1855,5.306937111981824e-10,6.368324534378189e-09
1856,5.177189232874468e-10,1.5531567143511893e-09
1857,0.0,7.615154373752375e-08
1858,0.0,4.893676019968041e-10
1859,5.092173349652285e-10,2.5460866748261424e-09
1860,4.577183909670879e-10,3.661747127736703e-09
1861,4.715963730639317e-10,7.498382359472089e-08
1862,9.035972525772706e-10,1.9427341513278407e-08
1863,1.9978483312144135e-09,2.4973103585068657e-09
1864,1.4384183844029508e-09,7.671564716815737e-09
1865,4.706844358715045e-10,4.706844247692743e-09
1866,1.4596839292835284e-09,3.2113046444237625e-08
1867,4.85281148598915e-10,4.31900204489466e-08
1868,4.93987406535723e-10,1.0867722721741302e-08
1869,9.767038289254515e-10,8.30198221279943e-09
1870,5.734048791339319e-10,6.880858904878551e-08
1871,2.1242354542039266e-09,1.646282470346705e-07
1872,1.2094678591978436e-09,1.1489944995446422e-08
1873,5.986004469882289e-10,4.788803575905831e-09
1874,5.974609140757536e-10,3.2860349108432274e-08
1875,0.0,5.149374260327022e-08
1876,6.04601479992084e-10,1.4510435519810017e-08
1877,6.184815992682502e-10,3.958282235316801e-08
1878,0.0,1.268208649207736e-08
1879,6.10932526790009e-10,1.5273313280772527e-08
1880,2.5671385017744797e-09,5.776061406947974e-09
1881,0.0,8.367009307619355e-09
1882,0.0,3.3276925659464496e-09
1883,6.319338941018771e-10,1.3902545781263598e-08
1884,1.3203393933736152e-09,5.3473744543452995e-08
1885,1.2891271383708158e-09,9.66845359329227e-09
1886,6.453463874400711e-10,2.0651084398082276e-08
1887,6.528924623161458e-10,2.415702127223085e-08
1888,6.340614699951175e-10,7.60873763994141e-09
1889,0.0,1.0650732740202784e-08
1890,0.0,3.6704562944578356e-08
1891,0.0,1.1473596295275001e-08
1892,6.268512375839919e-10,1.5044429702015805e-08
1893,6.158416554491453e-10,4.310891643655168e-09
1894,0.0,1.1972924873759894e-08
1895,6.018614495673091e-10,1.3842813118003505e-08
1896,5.89702897624278e-10,1.2383760683576384e-08
1897,1.1653427112179315e-09,2.330685333618021e-08
1898,5.6583548957434e-10,4.7530182456512193e-08
1899,0.0,6.080336234504102e-09
1900,5.191053142894475e-10,9.34389543516545e-09
1901,5.588738916095792e-10,8.941982265753268e-09
1902,4.910283846193408e-10,4.6647695484125506e-08
1903,0.0,4.482182802689749e-08
1904,7.524475265086039e-09,1.8811189050893518e-08
1905,1.0321518084666081e-09,1.5998352864698973e-08
1906,5.144184522798412e-10,2.1091157265118454e-08
1907,1.5428529565042481e-09,1.542852956504248e-08
1908,4.911389073214423e-10,1.5225305460830896e-08
1909,0.0,1.265226234892225e-08
1910,1.068830135508847e-09,6.787071527014632e-08
1911,0.0,2.128149745317387e-08
1912,0.0,1.0939784189645252e-08
1913,1.060597942803554e-09,2.8105844762649212e-08
1914,6.696743715117748e-10,1.4732836284281348e-08
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,0.0,6.592477230782379e-09
1917,1.0966424435210342e-09,1.973956464951243e-08
1918,1.1486376294556067e-09,2.412139110674616e-08
1919,0.0,1.8415697411455767e-08
1920,0.0,4.0132828615924154e-08
1921,1.5145494858259667e-09,3.332008802203745e-08
1922,2.2133805899215986e-09,2.951174238319254e-08
1923,2.1231896241147297e-09,1.5923921736771263e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,0.0,6.687683296036084e-09
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,9.453243299262226e-09,1.8906487042613662e-08
1931,1.1405356659111021e-09,8.782124893969012e-08
1932,0.0,1.3151444377967891e-08
1933,3.4411986593596566e-09,1.1470662641954732e-08
1934,0.0,1.5576054224197833e-08
1935,2.393656828303392e-09,2.5133395809007197e-08
1936,0.0,3.6374142808881516e-08
1937,0.0,1.3850230295986421e-08
1938,0.0,1.5558256905023882e-08
1939,1.5294050470515685e-09,2.9058696782158222e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,5.568441707737293e-09
1947,0.0,2.8610090296865565e-08
1948,0.0,1.522064252412747e-08
1949,0.0,1.668891336237266e-08
1950,0.0,2.8715476219076663e-08
1951,0.0,4.904244832459881e-08
1952,2.1089607837865287e-09,5.799642011083961e-08
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,0.0,2.6385848173049453e-08
1955,1.8771215692936494e-09,3.472674947602172e-08
1956,8.72114158667614e-10,2.52913103793162e-08
1957,3.534015080575159e-09,2.9155623693100097e-08
1958,8.272243445794913e-10,1.9026160202884057e-08
1959,1.5501495642666896e-09,2.015194411342236e-08
1960,6.920833350854139e-10,3.3220000972278285e-08
1961,3.47407969059077e-09,2.014966149488373e-08
1962,1.2683912808952869e-09,1.8391673961559718e-08
1963,3.879632060055371e-09,5.4314845954195334e-08
1964,3.0419841090534305e-09,7.909158661334459e-09
1965,6.019247600352884e-09,3.8851506900527966e-08
1966,0.0,2.2710207048248776e-08
1967,2.9582014060558492e-09,1.7256175155466735e-08
1968,2.5151928956246294e-08,1.976222918642634e-08
1969,2.134626153615926e-08,1.3625273354023193e-08
1970,2.0234389830342536e-08,1.5175793066646293e-08
1971,2.0553589941130213e-09,1.490135304038631e-08
1972,4.104117490300041e-09,1.6416469961200164e-08
1973,1.1577727720979425e-08,1.543697081274331e-08
1974,3.037808582462276e-08,7.313243344242437e-08
1975,6.282628195464213e-09,1.3707552426467373e-08
1976,1.5426522226302808e-08,1.542652228181396e-08
1977,3.5260691033656144e-09,1.9981058585472056e-08
1978,5.346532216954358e-09,1.6633656230169436e-08
1979,1.7555920051037788e-09,3.101546042216796e-08
1980,1.1370301367108482e-09,2.5583178242527538e-08
1981,3.795329828193417e-09,1.8976647808699454e-08
1982,6.20750217894539e-09,7.449002747961231e-09
1983,1.8945948143667124e-09,1.9577479193344516e-08
1984,2.203623328256299e-08,1.9136727757995686e-08
1985,7.820225356169885e-09,1.8648229627160617e-08
1986,4.196139880008332e-09,1.498621315931814e-08
1987,3.055408481777988e-09,1.4054879038383206e-08
1988,2.3986214681137596e-09,4.197587610832443e-09
1989,5.488122178931576e-10,1.7013178421620978e-08
1990,1.634595292454577e-09,1.9070277801347402e-08
1991,2.344586080837985e-09,1.2895223555631219e-08
1992,6.0609386398624565e-09,1.8182815253453555e-08
1993,3.877445309274918e-09,1.1632335983335906e-08
1994,2.1099705871385765e-09,8.967375286772494e-09
1995,1.1387146947594573e-08,1.5182862966867106e-08
1996,8.540947726842774e-09,3.3096171137003694e-08
1997,6.233362714880286e-09,1.6302641014931396e-08
1998,7.629006759657386e-09,1.0489884516573511e-08
1999,9.14040199084809e-09,1.2339542720951613e-08
2000,1.2370488633450805e-08,1.8113929911578452e-08
2001,1.051490838843705e-08,1.4019877703219663e-08
2002,3.767850331737321e-08,8.762443215459825e-09
2003,2.0834615144238455e-09,1.0417307017007715e-08
2004,2.1583476561559678e-08,2.5988267537968568e-08
2005,3.1526246058177776e-09,3.512924706683407e-08
2006,2.470733950765691e-09,1.6883348052942893e-08
2007,4.793375307787784e-09,7.589511241690161e-09
2008,4.6831836186811415e-09,5.832692195895106e-08
2009,4.291373256748443e-09,2.098004614481397e-08
2010,2.3618964561933353e-09,1.1337103700270745e-08
2011,3.4415747474092484e-09,2.562061141020422e-08
2012,2.382976926895708e-09,1.9063815415165664e-08
2013,2.5102125378317908e-09,1.8687137171014e-08
2014,3.2481678735596375e-09,2.0571729208995748e-08
2015,1.7732603163622684e-09,1.0196246513771712e-08
2016,3.3141441813100414e-09,1.0978101983027955e-08
2017,5.0312225496895735e-09,7.2952728302766445e-09
2018,5.679226811050597e-09,7.744399788123246e-09
2019,3.826481520530223e-09,1.1734544003161318e-08
