year,dernier_ADJ empire_NOUN,dernier_ADJ vampire_NOUN
1934,1.677421224144382e-08,0.0
1935,1.795242621227544e-08,0.0
1936,2.42494295754625e-08,0.0
1937,3.273690740712709e-08,2.5182236296217297e-09
1938,1.6854778905894818e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.74280327946974e-08,0.0
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,1.3046265179283978e-08,0.0
1949,1.472551280912171e-08,0.0
1950,7.444753036267571e-09,0.0
1951,7.462981121975076e-09,0.0
1952,1.1599284199803606e-08,0.0
1953,8.619061908632375e-09,0.0
1954,6.840775057526116e-09,0.0
1955,1.0324168631115072e-08,0.0
1956,7.849027428008526e-09,0.0
1957,7.951533764760654e-09,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,8.525822714489095e-09,0.0
1960,1.4533749759237935e-08,0.0
1961,2.153929345993788e-08,0.0
1962,1.2683913030997473e-08,0.0
1963,1.4871922804360338e-08,0.0
1964,1.1559539991878864e-08,0.0
1965,1.6963334736885827e-08,0.0
1966,1.7725039214155913e-08,0.0
1967,1.8242241772714607e-08,0.0
1968,2.8295920495580162e-08,1.3474247273492779e-09
1969,2.0437910475124e-08,0.0
1970,1.747515479544326e-08,0.0
1971,2.1581269105119816e-08,0.0
1972,1.3338381954497436e-08,0.0
1973,2.1501494862352644e-08,0.0
1974,3.544110172004622e-08,0.0
1975,2.798625287070422e-08,0.0
1976,1.999734394741992e-08,0.0
1977,3.17346227629578e-08,0.0
1978,2.376236596379755e-08,0.0
1979,2.106710383920074e-08,0.0
1980,1.8192481965328966e-08,5.685150683554241e-10
1981,1.518131903521791e-08,6.325549528618524e-10
1982,2.669226040197259e-08,0.0
1983,2.1472074673845043e-08,0.0
1984,2.3775934887559913e-08,0.0
1985,1.4437339102002511e-08,0.0
1986,1.678455885389951e-08,0.0
1987,2.383218583590363e-08,0.0
1988,1.499138491123375e-08,0.0
1989,3.073348442406143e-08,5.488122178931576e-10
1990,4.576866707850513e-08,0.0
1991,6.037309258077883e-08,0.0
1992,5.950739634386082e-08,0.0
1993,3.37891670199042e-08,1.1078414852150331e-09
1994,2.5319648155885943e-08,0.0
1995,2.9281234770195397e-08,1.626735190995987e-09
1996,4.217092941516398e-08,0.0
1997,4.7948943371345365e-08,1.438468344439059e-09
1998,2.7655149503758025e-08,9.536258449571733e-10
1999,4.981519285962577e-08,9.140402323914998e-10
2000,3.534425252471607e-08,8.836062992401139e-10
2001,2.672539131665097e-08,1.3143635069212678e-09
2002,3.6364138367162013e-08,0.0
2003,3.04185377997257e-08,0.0
2004,2.907162294230048e-08,0.0
2005,2.9274372703724794e-08,0.0
2006,2.223660600098043e-08,4.1178899179428186e-10
2007,2.1969637137297937e-08,0.0
2008,3.1505054093328155e-08,0.0
2009,2.6701877819945707e-08,9.53638501499654e-10
2010,2.7397999258216288e-08,1.8895172093635892e-09
2011,1.8737462664786264e-08,5.353560705856353e-09
2012,1.4978712353785895e-08,5.446804340891731e-09
2013,1.58980131281794e-08,5.29933741333366e-09
2014,2.7934243529426084e-08,8.661780626084692e-09
2015,1.3964425352175347e-08,7.979671146074452e-09
2016,2.8998760115417355e-08,2.4856081637381067e-09
2017,1.635147350853572e-08,3.773417134311785e-09
2018,1.4456213559554953e-08,5.937373259712331e-09
2019,1.7346716396637873e-08,3.3162841361900064e-09
