year,dernier_ADJ empire_NOUN,dernier_ADJ vampire_NOUN
1800,0.0,0.0
1801,1.4287095950749062e-08,0.0
1802,2.6854081625060644e-08,0.0
1803,2.9255088129787055e-08,0.0
1804,6.179627187741232e-08,0.0
1805,2.5585899399160894e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.8469552049159574e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,2.106114038724627e-08,0.0
1811,3.259199754523934e-08,0.0
1812,8.801787032552966e-08,0.0
1813,1.7254449868886468e-08,0.0
1814,1.1957372869630944e-07,0.0
1815,3.776112933451259e-08,0.0
1816,6.952811304472561e-08,0.0
1817,1.71256075987003e-08,0.0
1818,2.6226590676969863e-08,0.0
1819,4.554461874306526e-08,0.0
1820,2.610625848831205e-08,0.0
1821,2.9584463767662328e-09,0.0
1822,4.912551787583652e-08,0.0
1823,3.9530747564242574e-09,0.0
1824,6.821101283804865e-08,0.0
1825,2.553578415387392e-08,0.0
1826,3.170874407487645e-08,8.807984341885344e-10
1827,1.0139000472531023e-08,0.0
1828,5.1364885678140126e-08,7.337841001486822e-09
1829,2.743416338546467e-08,0.0
1830,2.817945699007396e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,2.4325620628928846e-08,0.0
1834,3.547121707470069e-08,0.0
1835,2.4201881387853064e-08,0.0
1836,2.016225053580456e-08,0.0
1837,2.2265251753417203e-08,0.0
1838,2.7773513266993177e-08,0.0
1839,1.8177836125232716e-08,0.0
1840,2.7389660983700992e-08,0.0
1841,1.9903700021473014e-08,0.0
1842,1.7441488697755858e-08,0.0
1843,3.603215859016018e-08,0.0
1844,1.7014540221182983e-08,0.0
1845,1.1160456225844939e-08,0.0
1846,2.517435504501009e-08,0.0
1847,1.941560601181891e-08,0.0
1848,1.528592186161859e-08,0.0
1849,5.02764896381791e-09,0.0
1850,1.425689166723032e-08,0.0
1851,2.1283148132766883e-08,0.0
1852,2.6042181744401205e-08,0.0
1853,2.269334054005867e-08,0.0
1854,2.0782657372819813e-08,0.0
1855,2.0166361025530932e-08,0.0
1856,3.002769810578343e-08,0.0
1857,2.29430919262974e-08,0.0
1858,3.327699715782728e-08,0.0
1859,4.7866429486731477e-08,0.0
1860,4.3940966865108066e-08,0.0
1861,7.545541969022906e-09,0.0
1862,5.6926627078901504e-08,0.0
1863,4.145535337229944e-08,0.0
1864,1.4863656971897399e-08,0.0
1865,3.153585748094656e-08,0.0
1866,3.308616847164103e-08,0.0
1867,1.844068364675877e-08,0.0
1868,1.778354663528603e-08,0.0
1869,1.1720445947105418e-08,0.0
1870,2.6376623551982448e-08,0.0
1871,2.3791436554176926e-07,0.0
1872,1.6751129905401285e-07,0.0
1873,1.388753080311389e-07,0.0
1874,1.4817030552505273e-07,0.0
1875,1.7565087873094853e-07,0.0
1876,9.55270351710169e-08,4.232210137899983e-09
1877,9.524616295664146e-08,0.0
1878,1.0024887475701405e-07,1.2078177347163432e-09
1879,1.3196142667482036e-07,0.0
1880,8.920806315870777e-08,0.0
1881,9.133984946174678e-08,0.0
1882,8.851662158804174e-08,0.0
1883,1.1374810482411846e-07,0.0
1884,6.271612207342514e-08,0.0
1885,5.6721594532405106e-08,0.0
1886,6.259859830493042e-08,0.0
1887,4.439668721545331e-08,0.0
1888,9.257297151066268e-08,0.0
1889,4.698852684725807e-08,0.0
1890,5.1779652843197965e-08,0.0
1891,4.589438407087698e-08,0.0
1892,4.576014056567601e-08,0.0
1893,4.002970754868329e-08,0.0
1894,3.591877373310126e-08,0.0
1895,2.6481903780961602e-08,0.0
1896,3.833068884517843e-08,0.0
1897,4.136966591516966e-08,0.0
1898,1.4145887128336199e-08,0.0
1899,2.432134493801641e-08,0.0
1900,2.18024234222014e-08,0.0
1901,3.4650181390816215e-08,0.0
1902,3.0443759513332225e-08,0.0
1903,2.3220946943069976e-08,0.0
1904,2.364835083312755e-08,0.0
1905,1.857873277444355e-08,0.0
1906,1.0288368823552219e-08,0.0
1907,8.742833568220476e-09,0.0
1908,8.840500553830566e-09,0.0
1909,1.3202360760189435e-08,0.0
1910,1.60324518105881e-08,0.0
1911,1.1172785807644914e-08,0.0
1912,2.7609931674277277e-08,0.0
1913,2.0151360136111407e-08,0.0
1914,1.5402510378237366e-08,0.0
1915,7.0684572639478915e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,2.0836206759966558e-08,0.0
1918,2.6418665477478953e-08,0.0
1919,2.30196213202305e-08,0.0
1920,1.817335526510533e-08,0.0
1921,9.844571824402237e-09,0.0
1922,2.5822775029382683e-08,0.0
1923,1.3800733000834953e-08,0.0
1924,6.4458122173149945e-09,0.0
1925,5.499088961968823e-09,0.0
1926,8.916910765321973e-09,0.0
1927,2.7873062968808426e-08,0.0
1928,1.3711249469139375e-08,3.4278122562625413e-09
1929,1.6710609784809094e-08,0.0
1930,2.3107928015519974e-08,0.0
1931,2.167017765231094e-08,1.1405356659111021e-09
1932,1.9727166122862627e-08,1.0959536611565568e-09
1933,1.2617728417652074e-08,0.0
