year,dernier_ADJ air_NOUN,dernier_ADJ ver_NOUN
1800,3.144164484325529e-09,0.0
1801,0.0,2.3811825844433088e-09
1802,2.2378401354217203e-09,1.7902721083373763e-08
1803,3.900678446910888e-09,9.751696339321825e-09
1804,3.213406074564773e-08,0.0
1805,5.685755422035754e-09,2.842877711017877e-09
1806,2.5935023018064385e-08,2.881669125542885e-09
1807,3.4163463169534225e-08,2.8469551160981155e-09
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,2.259030518203531e-09
1810,9.360507036149102e-09,2.3401267590372754e-09
1811,2.0056614147279106e-08,1.2535384286138651e-08
1812,5.3344164641089264e-09,8.00162425207418e-09
1813,3.163315653864629e-08,2.8757416448144113e-09
1814,3.1466771410748606e-09,1.8880061958270744e-08
1815,8.091670444798638e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,3.113746815941454e-09,7.784366928831332e-09
1818,0.0,0.0
1819,1.8631890696951814e-08,2.070210003424222e-09
1820,2.3732962262101864e-09,0.0
1821,7.88919063410276e-09,2.9584464877885353e-09
1822,1.604098542884458e-08,0.0
1823,0.0,6.917880934764753e-09
1824,5.052667617633233e-09,1.6000115010683658e-08
1825,3.522177216552791e-09,8.805443041381977e-10
1826,9.688783109140786e-09,7.927186018719112e-09
1827,9.217273166939322e-09,4.608636583469661e-09
1828,6.420610709767516e-09,0.0
1829,2.2290258527846163e-08,4.286587973467704e-09
1830,2.6092090266160994e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,4.058990921151917e-09,4.058990921151917e-09
1833,9.266902800675325e-09,6.950177322551099e-09
1834,7.467624740797874e-09,0.0
1835,1.5126175867408165e-08,1.5126175867408165e-09
1836,8.064899859050456e-09,3.36037508930076e-09
1837,9.74104708006962e-09,2.7831563720326358e-09
1838,1.4517972601879592e-08,3.787297142565649e-09
1839,1.1885507689157748e-08,4.194885327990505e-09
1840,7.64362617644565e-09,1.9109065441114126e-09
1841,1.1556987367100646e-08,2.5682194149112547e-09
1842,4.024959032733477e-09,5.366612043644636e-09
1843,1.8311423488626133e-08,0.0
1844,1.3721403568922597e-08,7.135129875823765e-09
1845,8.928364714222425e-09,5.022205151750114e-09
1846,9.367202125076801e-09,3.5127007969038004e-09
1847,3.074137566727586e-08,2.1572894581822766e-09
1848,2.091757700384278e-08,8.045221711050488e-10
1849,2.76520690789539e-08,3.3517659758786067e-09
1850,4.752297222410107e-09,4.073397619208663e-09
1851,5.159551008659946e-09,6.449438760824933e-10
1852,1.3021090872200602e-09,2.6042181744401205e-09
1853,1.0749477752369785e-08,4.777545470346922e-09
1854,7.79349651480743e-09,3.117398783558656e-09
1855,1.2736649068756378e-08,3.714855978387277e-09
1856,6.212626857404757e-09,2.0708756931497874e-09
1857,8.78671624349181e-09,2.4407544874094356e-09
1858,1.565976326389773e-08,6.361778992491907e-09
1859,1.171199848215565e-08,1.0184346921349174e-08
1860,1.0069804545764782e-08,2.8836257826014844e-08
1861,9.903524222920623e-09,1.6977470096435354e-08
1862,2.0782737308877586e-08,9.035972525772706e-10
1863,1.548332484446746e-08,1.2486552514179294e-08
1864,1.726102105692462e-08,6.712619238236073e-09
1865,1.3179164426446732e-08,9.41368871743009e-10
1866,3.4059290943133647e-09,4.865612801552288e-09
1867,1.261730986357179e-08,4.85281148598915e-10
1868,7.903798504571569e-09,9.87974813071446e-10
1869,1.70923168951731e-08,6.8369268024781604e-09
1870,1.8922360567330543e-08,1.490852730157144e-08
1871,1.1683295220166201e-08,0.0
1872,1.3304146229131675e-08,8.4662747923403e-09
1873,7.781805422268917e-09,1.1373408881354408e-08
1874,7.169530746864439e-09,1.7923826867161097e-09
1875,1.1443054281912168e-09,1.6592428764283795e-08
1876,3.02300739996042e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,1.8554447533958296e-08
1878,1.4493812372506909e-08,2.4156354694326865e-09
1879,1.3440515367335593e-08,0.0
1880,1.7328185109022343e-08,1.0910338410496934e-08
1881,9.064259565150223e-09,6.972507571312292e-10
1882,9.317538740560849e-09,1.3310770263785798e-09
1883,1.2006744043446815e-08,6.319338941018771e-10
1884,3.300848483434038e-09,3.300848483434038e-09
1885,5.80107206715752e-09,4.511945039809007e-09
1886,2.5168509054651622e-08,2.5813855497602844e-09
1887,1.7628095927424425e-08,6.528924623161458e-10
1888,1.0779045211961602e-08,6.974676391990897e-09
1889,1.8168896165349224e-08,0.0
1890,1.1797895993481688e-08,6.554386478008212e-10
1891,4.461953917456185e-09,1.9122659011827636e-09
1892,1.3163876211308434e-08,3.1342561879199593e-09
1893,1.0469308087124318e-08,6.158416554491453e-10
1894,3.150769645188234e-09,1.8904617871129403e-09
1895,1.625025980445116e-08,1.2037228991346183e-09
1896,4.717623180994224e-09,1.769108692872834e-09
1897,1.3401440845939305e-08,4.661370733849424e-09
1898,7.355861253444118e-09,3.3950129374460403e-09
1899,7.185851913504848e-09,4.9748205555033564e-09
1900,3.633737311048435e-09,6.22926377147337e-09
1901,6.706486921359556e-09,0.0
1902,6.38336894454028e-09,4.910283846193408e-10
1903,9.1803746826713e-09,1.0800440541913758e-09
1904,7.524475265086039e-09,0.0
1905,0.0,3.096455536422127e-09
1906,1.0288369267641428e-08,1.0288369045596824e-09
1907,7.199980611716228e-09,1.028568674676933e-09
1908,4.4202499438483756e-09,1.4734167219643268e-09
1909,6.601180380094718e-09,9.351672325408344e-09
1910,8.016225794271747e-09,1.068830135508847e-09
1911,3.7242617878519013e-09,1.0640748282497725e-09
1912,6.251305251225858e-09,5.209421227725386e-10
1913,3.71209285532359e-09,1.5908969142053309e-09
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,0.0,0.0
1919,1.2890987832747669e-08,7.366278698128781e-09
1920,1.1358347151713133e-08,3.028892692213958e-09
1921,9.087297137000405e-09,7.572747429129834e-10
1922,1.1066902949607993e-08,5.164554894854234e-09
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,6.445812328337297e-09,7.734974660777993e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.229227691330493e-09,5.57306911730393e-09
1927,1.3379070296082318e-08,6.689534925996554e-09
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,0.0
1930,9.453243521306831e-09,4.201441416995522e-09
1931,1.2545892325022123e-08,4.5621426636444085e-09
1932,1.53433514782364e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,4.588264879146209e-09
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-09,2.393656828303392e-09
1936,5.941110003959693e-08,1.2124715009775855e-08
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,0.0
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,2.9234318077442367e-08,1.1136883415474585e-08
1947,5.960435700558264e-09,0.0
1948,2.5005342907391537e-08,1.0871887834440486e-09
1949,3.9268033269479474e-09,6.8719059331812105e-09
1950,4.2541445921528975e-09,5.317680740191122e-09
1951,5.330700769690111e-09,0.0
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,7.508486277174597e-09,9.385607846468247e-10
1956,1.2209598665435806e-08,1.744228317335228e-09
