year,premier_ADJ air_NOUN,premier_ADJ verre_NOUN
1800,8.174827570428533e-08,3.2699310281714133e-07
1801,7.619784270218588e-08,7.857902772911984e-08
1802,6.713520406265161e-09,5.818384352096473e-08
1803,5.070882025393075e-08,6.631153581793114e-08
1804,6.426812149129546e-08,3.707776485839531e-08
1805,2.842877711017877e-08,7.675770063997334e-08
1806,7.204172902675055e-08,2.1324350996110297e-07
1807,6.263301344233696e-08,7.686778502602465e-08
1808,2.2660739062985158e-08,9.744118045773575e-08
1809,2.484933525614963e-08,3.162642769893864e-08
1810,1.8721014516387413e-08,2.3401266702194334e-08
1811,4.763445815569867e-08,4.262030373070047e-08
1812,1.6536691305191198e-07,9.868670503010435e-08
1813,3.3358602458122277e-07,1.6104152678053651e-07
1814,1.0069366851439554e-07,5.97868634599763e-08
1815,4.5852800667489646e-08,1.1867783911156948e-07
1816,8.57513455798653e-08,1.5759707139295642e-07
1817,3.736496234640896e-08,1.1365175822675155e-07
1818,2.98029441125891e-08,1.0848271614349869e-07
1819,3.2088255608186955e-08,5.3825459644940565e-08
1820,1.0086508694939766e-07,3.322614716694261e-08
1821,1.972297603014539e-08,5.029358973729359e-08
1822,3.8097340393505874e-08,4.511527151862538e-08
1823,1.3835761869529506e-08,6.81905376609393e-08
1824,7.747423858006641e-08,1.0610602174665473e-07
1825,6.780191341704267e-08,5.723537910284904e-08
1826,1.8496766784892316e-08,8.719904798226707e-08
1827,2.5808365222701468e-08,9.217273344575005e-08
1828,1.4675682002973645e-08,7.704733206992387e-08
1829,9.859152783064928e-08,1.2259641835044022e-07
1830,9.810625845041443e-08,9.393152566872232e-08
1831,1.5591206548037917e-08,7.016042502527853e-08
1832,3.111892987739395e-08,7.576782934393123e-08
1833,3.70676112027013e-08,9.266902623039641e-08
1834,3.267085801894609e-08,1.0267984151823839e-07
1835,6.126101226300307e-08,8.848812882433776e-08
1836,5.309392392405243e-08,8.468145296092189e-08
1837,4.1051556820548285e-08,5.5663129217009555e-08
1838,2.7773513266993177e-08,5.302215910774066e-08
1839,3.146163785050504e-08,6.082583325905944e-08
1840,4.968357031343018e-08,7.707323135264232e-08
1841,4.237562123421412e-08,1.7720714140523341e-07
1842,2.884553929050071e-08,5.634942823462552e-08
1843,2.9534556134080958e-08,9.923610377882142e-08
1844,3.3480223038395707e-08,7.57421432240335e-08
1845,2.3436957263811564e-08,1.4173778595250042e-07
1846,5.093416177714971e-08,9.952652391120864e-08
1847,2.1033572217277197e-08,4.422443566909351e-08
1848,3.6203496367459564e-08,5.229394162142853e-08
1849,1.508294689145373e-08,2.3462362719328667e-08
1850,2.5798184033476446e-08,7.603675555856171e-08
1851,2.8377531435808123e-08,5.6755062871616246e-08
1852,3.6459056218518526e-08,5.468858077506411e-08
1853,2.6873692604567623e-08,9.375933274213821e-08
1854,6.182840506241405e-08,3.4810952342922974e-08
1855,4.7231740296638236e-08,7.429711956774554e-08
1856,7.972871429728912e-08,7.714012184578678e-08
1857,3.3194261561675376e-08,5.418474913199134e-08
1858,2.838332058274773e-08,1.0863961108498188e-07
1859,4.786642904264227e-08,7.892868580938739e-08
1860,5.767251759491998e-08,7.277722602339054e-08
1861,4.480165421982818e-08,6.460870594082735e-08
1862,3.9758280279134084e-08,5.0149647989883306e-08
1863,3.945750420841776e-08,4.145535115185339e-08
1864,3.4522040670559306e-08,4.746780746245349e-08
1865,1.97687466396701e-08,5.883555331820389e-08
1866,3.941146431429843e-08,9.050040006286508e-08
1867,3.979305596146787e-08,8.73506067478047e-08
1868,3.2109181424822e-08,5.977247496957716e-08
1869,8.839169585161955e-08,8.39965323962133e-08
1870,4.243196061182175e-08,4.243196016773254e-08
1871,1.274541272522356e-08,1.1364659968648994e-07
1872,3.5679303067581714e-08,5.019291648977742e-08
1873,2.8732820567256567e-08,5.088103804951061e-08
1874,3.4055272379873713e-08,5.616132625618775e-08
1875,4.0622842589765895e-08,7.83849216645649e-08
1876,4.353130833578689e-08,8.403960549685507e-08
1877,4.886004523196874e-08,9.833857461671869e-08
1878,7.669642321239678e-08,6.280652087298222e-08
1879,6.781351258311474e-08,6.475885072632082e-08
1880,6.096954163758994e-08,4.2357786611546544e-08
1881,5.9266313190420306e-08,8.367008774712303e-08
1882,6.92160078141768e-08,8.91821585469188e-08
1883,7.393626894058869e-08,1.9147597640767344e-07
1884,3.366865364284877e-08,8.978307874940583e-08
1885,3.674012205578947e-08,6.316722789279083e-08
1886,6.19532544710033e-08,7.873225627008651e-08
1887,3.1991731541669566e-08,1.0054544219428863e-07
1888,3.804368731152863e-08,6.657645457153194e-08
1889,6.390439410974835e-08,5.388017498830777e-08
1890,4.7847022621727575e-08,9.045053417366944e-08
1891,3.952016314201501e-08,7.840290550120699e-08
1892,1.7551835096440982e-08,6.83267842305213e-08
1893,3.0176241949675386e-08,6.220000869916475e-08
1894,1.071261657159539e-08,7.498831422481089e-08
1895,1.3842813118003505e-08,8.365874037963295e-08
1896,2.240870955461105e-08,6.958494225273171e-08
1897,1.3984112534615178e-08,4.952706689209663e-08
1898,1.810673611046809e-08,4.9793523970720344e-08
1899,2.7085134135518274e-08,8.125540063019798e-08
1900,1.3496738504592543e-08,6.02162160134867e-08
1901,1.5089595351014395e-08,5.4210769206974874e-08
1902,9.329539141234022e-09,3.780918689244572e-08
1903,2.700110068865058e-08,7.830319503909777e-08
1904,1.7198801494089366e-08,5.6433563599966874e-08
1905,2.0126959654476195e-08,6.760594573052003e-08
1906,2.36632491379396e-08,7.973486049195344e-08
1907,3.39427645434931e-08,1.0028544750184665e-07
1908,3.290630568031361e-08,7.6126532633225e-08
1909,5.005895076237721e-08,6.436150812305641e-08
1910,3.740905540894346e-08,5.02350161468712e-08
1911,1.8621309716415624e-08,9.204246964600316e-08
1912,2.2400510502063042e-08,8.022508524163641e-08
1913,4.295421618394357e-08,5.674198888527826e-08
1914,4.28591582779525e-08,9.241506404578104e-08
1915,1.5314990164938536e-08,1.1309531089409575e-07
1916,8.789969641043172e-09,4.724608615447323e-08
1917,2.1932848870420685e-09,1.0637431557825039e-07
1918,8.040463406189247e-09,4.020231614276781e-08
1919,2.1178051312631396e-08,5.893022958503025e-08
1920,3.104614876292544e-08,9.46528970757754e-08
1921,5.14946840723951e-08,1.4615402221807017e-07
1922,2.8773948279603445e-08,1.2026035278722702e-07
1923,3.3971035318103304e-08,4.352538596208433e-08
1924,2.836157442231979e-08,6.316896161706609e-08
1925,4.6192346836448905e-08,5.939016034517408e-08
1926,3.7896870752618383e-08,4.7928395474627905e-08
1927,4.7941668412931904e-08,7.358488574027433e-08
1928,2.8565102283550914e-08,8.226749770301467e-08
1929,4.2333544891803854e-08,8.243900850857244e-08
1930,3.5712252044461934e-08,4.411513643276521e-08
1931,1.8248571542756054e-08,3.763767608688795e-08
1932,3.06867029564728e-08,6.904507898752854e-08
1933,1.7205992852709073e-08,3.0970788600370724e-08
1934,2.2765002327673756e-08,5.990790441501304e-08
1935,2.0346082152400413e-08,5.744776387928141e-08
1936,1.1882220007919386e-07,4.7286388138445545e-08
1937,1.0072894518486919e-08,6.673292318737367e-08
1938,9.075650453382877e-09,5.315737894306949e-08
1939,1.2235240376412548e-08,4.8940961505650193e-08
1940,1.01431314458722e-08,5.832300686847702e-08
1941,3.8369532440185594e-08,5.017554371988808e-08
1942,9.102635312174812e-09,4.247896612241675e-08
1943,8.709705845433291e-09,4.064529335323641e-08
1944,1.6065930807940276e-08,6.105053529381621e-08
1945,1.089252066321933e-08,5.8819608739213436e-08
1946,6.542918740137793e-08,6.12528623378239e-08
1947,1.907339353124371e-08,5.006765846360395e-08
1948,2.8266908813634473e-08,4.348755311411878e-08
1949,1.47255123650325e-08,2.9451024730065e-08
1950,2.446133051670074e-08,4.679559140186029e-08
1951,3.518262581270193e-08,6.929911222641749e-08
1952,6.326882240337284e-09,3.9015773722894664e-08
1953,1.508335811806205e-08,5.2791754967529414e-08
1954,2.14995790059902e-08,4.593092128857279e-08
1955,2.5341142073642686e-08,3.2849627018549654e-08
1956,2.8779766569897447e-08,6.715278999536167e-08
1957,3.534015063921814e-08,6.096176008441034e-08
1958,2.316228225884842e-08,4.4670112941957996e-08
1959,3.875374032791257e-08,5.348016074435691e-08
1960,1.9378332827280076e-08,6.22874978262189e-08
1961,2.570818935510033e-08,7.156604198144123e-08
1962,5.5175021440589944e-08,1.3635205675655016e-07
1963,2.3277792138287623e-08,8.987814226202318e-08
1964,2.068549243006146e-08,2.1111370074322622e-07
1965,3.0096239556076654e-08,5.636204747361262e-08
1966,2.326411452369115e-08,6.480717473777986e-08
1967,2.5637745704187864e-08,5.078245735035125e-08
1968,7.904891569099348e-08,5.569355820966848e-08
1969,3.179230420591317e-08,1.0355207535894806e-07
1970,4.736686776141141e-08,4.598724956395017e-08
1971,4.162101996385559e-08,6.834068955186012e-08
1972,8.823852787331887e-08,7.490014297673042e-08
1973,2.811733906815661e-08,5.788864143596584e-08
1974,1.743927158237568e-08,6.244384564979555e-08
1975,1.6563292959403952e-08,5.140332248743107e-08
1976,2.171140239815017e-08,4.1137393935741784e-08
1977,2.762087475405295e-08,5.406639402849578e-08
1978,4.45544342531079e-08,4.990096869050831e-08
1979,3.160065631391262e-08,6.086052195541924e-08
1980,5.173487238607777e-08,4.832378053265529e-08
1981,3.415796712147312e-08,7.40089305395486e-08
1982,2.4830009937026887e-08,6.021276988121826e-08
1983,5.368018685114606e-08,6.189009837953563e-08
1984,9.046453453009917e-08,9.452384119867929e-08
1985,5.17338007988144e-08,6.135869057288801e-08
1986,4.495864214248968e-08,5.395036950517351e-08
1987,7.210763969256462e-08,4.766437200487417e-08
1988,1.9188972188999287e-08,5.4568641161267806e-08
1989,3.731922948446709e-08,6.3113404280557e-08
1990,4.03200163812123e-08,6.592867407562153e-08
1991,6.740684721506796e-08,5.6856212182765375e-08
1992,2.810071492165278e-08,7.548623415232214e-08
1993,2.326467135604915e-08,7.311754046668284e-08
1994,2.373717028492095e-08,7.490395859122145e-08
1995,4.880205639601343e-08,7.103410837316915e-08
1996,5.284711224184946e-08,6.245567618634595e-08
1997,2.7810387548399262e-08,5.130537061859286e-08
1998,3.814503424237614e-08,6.24624902911819e-08
1999,3.564756798080104e-08,6.44398383542466e-08
2000,4.5947528004575133e-08,6.406146013659964e-08
2001,3.8992785694746956e-08,5.9584479572549753e-08
2002,3.461165060114624e-08,9.68249977972846e-08
2003,4.625284466541757e-08,8.000492357496114e-08
2004,5.15360573938306e-08,7.091713882800832e-08
2005,4.8640496297380764e-08,8.647199223332791e-08
2006,4.941467945940303e-08,8.359316439054965e-08
2007,5.392547294813532e-08,9.786474919337707e-08
2008,1.345351007264739e-07,9.962408853425586e-08
2009,4.2436912872645394e-08,1.301716565649258e-07
2010,4.6293173294742473e-08,1.6533275015717663e-07
2011,1.5678285225639854e-08,2.271439285550514e-07
2012,3.165954887140998e-08,2.3965938567016565e-07
2013,2.0081699858565116e-08,2.772390246263967e-07
2014,3.8328378526575335e-08,2.6894829829871014e-07
2015,2.637724778875583e-08,2.6377247763775813e-07
2016,2.112766767092822e-08,2.698955938740255e-07
2017,3.3960754791673153e-08,2.7646569833450485e-07
2018,2.6330960967158035e-08,2.940290642072796e-07
2019,2.2193593407493495e-08,2.772923721749976e-07
