year,premier_ADJ air_NOUN,premier_ADJ ver_NOUN
1946,6.542918740137793e-08,1.1136883415474585e-08
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,2.8266908813634473e-08,6.523132922708896e-09
1949,1.47255123650325e-08,3.9268033269479474e-09
1950,2.446133051670074e-08,0.0
1951,3.518262581270193e-08,9.595261474260042e-09
1952,6.326882240337284e-09,4.2179215675730575e-09
1953,1.508335811806205e-08,4.3095309543161875e-09
1954,2.14995790059902e-08,3.9090144454689835e-09
1955,2.5341142073642686e-08,3.754243138587299e-09
1956,2.8779766569897447e-08,0.0
1957,3.534015063921814e-08,2.6505113659425206e-09
1958,2.316228225884842e-08,1.6544486891589827e-09
1959,3.875374032791257e-08,4.650448914844674e-09
1960,1.9378332827280076e-08,4.844583401109048e-09
1961,2.570818935510033e-08,4.16889545107324e-09
1962,5.5175021440589944e-08,7.610347907416326e-09
1963,2.3277792138287623e-08,1.939815863494232e-09
1964,2.068549243006146e-08,4.8671746077921796e-09
1965,3.0096239556076654e-08,4.3776345326485e-09
1966,2.326411452369115e-08,4.431259803538978e-09
1967,2.5637745704187864e-08,3.451234853457663e-09
1968,7.904891569099348e-08,3.1439910674890825e-09
1969,3.179230420591317e-08,4.087581828571274e-09
1970,4.736686776141141e-08,5.978342709767048e-09
1971,4.162101996385559e-08,4.1107179882260425e-09
1972,8.823852787331887e-08,4.6171320100540925e-09
1973,2.811733906815661e-08,2.205281512956958e-09
1974,1.743927158237568e-08,6.1881286761433785e-09
1975,1.6563292959403952e-08,1.7134440533084216e-09
1976,2.171140239815017e-08,3.4281160132820787e-09
1977,2.762087475405295e-08,4.11374712072643e-09
1978,4.45544342531079e-08,4.752473081737207e-09
1979,3.160065631391262e-08,2.3407893401383717e-09
1980,5.173487238607777e-08,3.97960553399912e-09
1981,3.415796712147312e-08,1.8976649140967083e-09
1982,2.4830009937026887e-08,6.207502289967692e-10
1983,5.368018685114606e-08,1.2630632095778083e-09
1984,9.046453453009917e-08,2.8995041922996734e-09
1985,5.17338007988144e-08,1.2031116103372597e-09
1986,4.495864214248968e-08,2.3977941854269602e-09
1987,7.210763969256462e-08,4.888653482026939e-09
1988,1.9188972188999287e-08,2.99827696004229e-09
1989,3.731922948446709e-08,1.6464366536794728e-09
1990,4.03200163812123e-08,3.2691906959314565e-09
1991,6.740684721506796e-08,3.5168792322792797e-09
1992,2.810071492165278e-08,2.2039776670368383e-09
1993,2.326467135604915e-08,4.4313659408601325e-09
1994,2.373717028492095e-08,2.637463358823311e-09
1995,4.880205639601343e-08,3.795715741716776e-09
1996,5.284711224184946e-08,5.338092190498855e-10
1997,2.7810387548399262e-08,2.3974471297094624e-09
1998,3.814503424237614e-08,3.814503379828693e-09
1999,3.564756798080104e-08,2.7421207526856506e-09
2000,4.5947528004575133e-08,3.5344251969604557e-09
2001,3.8992785694746956e-08,5.257454027685071e-09
2002,3.461165060114624e-08,8.76244299341522e-10
2003,4.625284466541757e-08,6.250384210204629e-09
2004,5.15360573938306e-08,3.523833003171717e-09
2005,4.8640496297380764e-08,4.5037495954858286e-10
2006,4.941467945940303e-08,2.4707338397433887e-09
2007,5.392547294813532e-08,2.3966877371606188e-09
2008,1.345351007264739e-07,2.554463751636149e-09
2009,4.2436912872645394e-08,7.152288761247405e-09
2010,4.6293173294742473e-08,7.085689646135762e-09
2011,1.5678285225639854e-08,3.4415748029203996e-09
2012,3.165954887140998e-08,3.063827413996023e-09
2013,2.0081699858565116e-08,7.80955033974351e-09
2014,3.8328378526575335e-08,4.980523993225461e-09
2015,2.637724778875583e-08,2.21657536769726e-09
2016,2.112766767092822e-08,3.1070099826280284e-09
2017,3.3960754791673153e-08,2.0124890642847504e-09
2018,2.6330960967158035e-08,4.3884935685412074e-09
2019,2.2193593407493495e-08,3.06118530524202e-09
