year,premier_ADJ an_NOUN,premier_ADJ vent_NOUN
1800,1.2576658381391326e-08,9.118077315406481e-08
1801,5.238601819002042e-08,1.4287095950749062e-07
1802,4.923248297927785e-08,1.4545960880241182e-07
1803,1.755305234496518e-08,8.971560561121805e-08
1804,5.6852570651244605e-08,1.8538882784469024e-07
1805,1.1371510844071508e-08,1.6204403152642044e-07
1806,8.645007376628655e-09,5.76333825108577e-08
1807,8.540865348294346e-09,1.0533734240425474e-07
1808,1.8128591960930862e-08,5.891792298484688e-08
1809,2.2590304959990704e-08,1.423189246452239e-07
1810,2.574139479349924e-08,2.3635280399503245e-07
1811,7.521229861140455e-09,6.016983888912364e-08
1812,2.1337665856435706e-08,6.934741492159446e-08
1813,4.026038169513413e-08,8.339650747757332e-08
1814,1.5733386149463513e-08,1.8565394555025705e-07
1815,4.315557688983063e-08,1.0249449644561537e-07
1816,1.3905623319487859e-08,8.57513455798653e-08
1817,7.784366928831332e-09,8.874178547557676e-08
1818,1.3113295338484932e-08,1.5974377731708955e-07
1819,1.3456364911235141e-08,1.625114833814223e-07
1820,7.238553223487543e-08,1.2459804565878585e-07
1821,1.577838115718322e-08,1.1439326641493608e-07
1822,2.8071724500478012e-08,1.2532019866284827e-07
1823,4.249555285440465e-08,1.4527549296872166e-07
1824,7.242157096243318e-08,1.0526390781251393e-07
1825,1.1447076175841175e-08,1.0830694918695372e-07
1826,1.1362299801032094e-07,8.984144272972117e-08
1827,4.7929820112813104e-08,1.2258972503786936e-07
1828,3.0268594741755805e-08,9.539193257523948e-08
1829,6.772809124644397e-08,1.1230860508248952e-07
1830,1.5655253982060913e-08,9.914994336668315e-08
1831,1.4032085493553836e-08,5.76874619184764e-08
1832,1.7588959622116818e-08,1.1500473817704915e-07
1833,2.7800709290204395e-08,1.436369956309136e-07
1834,1.4935249481595747e-08,1.278830694673161e-07
1835,4.9916380362446944e-08,1.2252202452600613e-07
1836,7.661655132551459e-08,1.0484369994401277e-07
1837,6.818733033764346e-08,1.1202204319715747e-07
1838,4.8603647551104245e-08,1.5843527023662318e-07
1839,2.4470162784950844e-08,1.6010477565941983e-07
1840,4.0766007458614695e-08,1.1656530318759906e-07
1841,9.630822361827995e-09,1.2520069958554814e-07
1842,3.8237111255057243e-08,1.1605298766426131e-07
1843,3.8394921131335025e-08,8.624090241937665e-08
1844,3.402907916560949e-08,1.410560201975386e-07
1845,2.566904894196753e-08,1.3169338330953906e-07
1846,2.1076203893244383e-08,8.196301592988675e-08
1847,2.6426795862732888e-08,1.224261723109521e-07
1848,4.666228597960398e-08,7.964769821455775e-08
1849,5.1952373070207614e-08,9.971503800443315e-08
1850,3.055048125588655e-08,1.3510101837255206e-07
1851,2.257303499675345e-08,1.0899551483589676e-07
1852,2.7344290387532055e-08,7.356916142953196e-08
1853,2.9859659633757474e-08,1.2959091577613435e-07
1854,1.1274591571464043e-07,1.278133510140833e-07
1855,3.502578493908004e-08,1.0507735481724012e-07
1856,2.1226476576430287e-08,1.1338044458852892e-07
1857,5.174399508867111e-08,1.1813251887815568e-07
1858,3.1808895073481835e-08,1.5219332283322728e-07
1859,2.8516170758052795e-08,1.0846328990510301e-07
1860,5.53839250017063e-08,1.1809134292661838e-07
1861,1.7920662287451705e-08,8.630213699234446e-08
1862,2.8463313594961903e-08,8.222735203844422e-08
1863,2.6471489888990618e-08,1.0588595955596247e-07
1864,2.3014694150447212e-08,9.973034309496143e-08
1865,2.9653119071326728e-08,1.1155221102399082e-07
1866,2.8220555337021835e-08,8.952727625910484e-08
1867,6.454239098729886e-08,1.0239432413072791e-07
1868,2.321740844024589e-08,6.174842326345242e-08
1869,6.641585770239544e-08,9.864708516715837e-08
1870,2.6376625328339287e-08,7.626285025708057e-08
1871,4.885741633486873e-08,1.5719342627562582e-07
1872,5.1402382683640724e-08,8.345327984216055e-08
1873,1.9155214303623325e-08,1.1852289105718228e-07
1874,5.0784177918483664e-08,9.260644162623066e-08
1875,2.345826111138649e-08,7.437985516389745e-08
1876,2.2974857127877613e-08,6.711076139254146e-08
1877,3.277952487223956e-08,8.596894218726447e-08
1878,7.005343150012777e-08,5.254007007238215e-08
1879,3.848874796652524e-08,4.826366861720999e-08
1880,2.9522093214495726e-08,8.214843205678335e-08
1881,3.834879080955034e-08,6.066081681410651e-08
1882,4.4591080827771634e-08,8.3857855770475e-08
1883,2.0853818505361943e-08,9.542201695467156e-08
1884,2.3766109080725073e-08,5.215340692643622e-08
1885,4.060750313783501e-08,6.574548194748786e-08
1886,3.549404986591398e-08,6.711602651421344e-08
1887,1.958677409152898e-08,1.0185122079064968e-07
1888,1.1413106459912115e-08,7.672143453874014e-08
1889,2.3181005281980305e-08,5.262714708464955e-08
1890,2.4906668727453507e-08,6.095579152542996e-08
1891,2.677172439291553e-08,7.202868346212199e-08
1892,3.384996816180319e-08,8.650547300703693e-08
1893,2.0938616174248637e-08,4.865148994781521e-08
1894,2.5836310868498913e-08,5.041231432301174e-08
1895,3.1898657715245804e-08,6.500103921780465e-08
1896,3.125425251937486e-08,5.7201180680976904e-08
1897,3.088158351260972e-08,3.729096675897381e-08
1898,1.0750873968845553e-08,4.9227686815811467e-08
1899,2.5979618456517528e-08,5.969784666604028e-08
1900,3.166542283938867e-08,6.384995288044593e-08
1901,1.117747761014698e-08,6.4829372092845e-08
1902,1.178468167495339e-08,6.972602761834423e-08
1903,1.3500550899436803e-08,5.886240117547459e-08
1904,2.8485513503540005e-08,5.2671325079245435e-08
1905,2.11591113519205e-08,4.954328858275403e-08
1906,2.0576738535282857e-08,4.989858837234351e-08
1907,1.6457098794830927e-08,7.662836765121028e-08
1908,1.6698723515062852e-08,7.072399910157401e-08
1909,1.1001967337165297e-08,6.931239227014885e-08
1910,1.2825961626106164e-08,3.740905540894346e-08
1911,1.276889793899727e-08,3.830669470517023e-08
1912,1.041884239993962e-08,5.157327009897017e-08
1913,1.590896836489719e-08,4.348451554392341e-08
1914,1.6072185360371805e-08,4.419850796466562e-08
1915,4.712304768617059e-09,3.534228554258334e-08
1916,1.3184954461564757e-08,5.6036057571873243e-08
1917,1.3159709433274713e-08,3.5092558192673096e-08
1918,5.743188147278033e-09,8.155327435588333e-08
1919,1.1970202606903513e-08,4.6960025201769895e-08
1920,1.2872794385998532e-08,6.209229752585088e-08
1921,1.6660043622440668e-08,3.937828552125211e-08
1922,1.1066902949607993e-08,7.599273743608137e-08
1923,2.5478275489376756e-08,5.4141334970836397e-08
1924,1.675911143195208e-08,6.187979550986711e-08
1925,3.1894715091240755e-08,4.8391981977147225e-08
1926,1.114613823460786e-08,4.2355324580967135e-08
1927,1.1149224654616319e-08,5.9090890403012963e-08
1928,9.140832868403947e-09,4.4561559775502246e-08
1929,1.4482528065684619e-08,7.464072382390441e-08
1930,9.453243188239924e-09,3.991369368350206e-08
1931,5.1324104077821175e-08,6.386999729102172e-08
1932,1.8631212128639163e-08,4.931791508511196e-08
1933,2.523545639121494e-08,5.391211388428019e-08
1934,2.3963160344919743e-08,6.709684896577528e-08
1935,2.752705352548901e-08,4.4282650435434334e-08
1936,6.0623572828433225e-09,3.8799086610197264e-08
1937,2.2664012888640173e-08,5.414180748175568e-08
1938,1.2965214679638848e-08,4.926781471681352e-08
1939,4.282334131744392e-08,2.4470480752825097e-08
1940,2.7893612752905028e-08,3.803674530900025e-08
1941,7.969057236323351e-08,3.836953510472085e-08
1942,9.102635090130207e-09,4.8547388331598995e-08
1943,5.806470415592457e-09,5.2258233296242906e-08
1944,9.639558484764166e-09,4.819779064746399e-08
1945,4.357008087652048e-09,5.664110602765504e-08
1946,1.6705325123211878e-08,8.07424029858339e-08
1947,1.9073394197377525e-08,5.4836007734593295e-08
1948,2.717971980814582e-08,4.348755311411878e-08
1949,2.0615717910565934e-08,2.846932467548413e-08
1950,9.571825110299415e-09,6.062155932795577e-08
1951,3.1984206394497505e-09,5.437314953837813e-08
1952,1.4762725264461096e-08,5.9050901057844385e-08
1953,8.619061908632375e-09,4.201792691560513e-08
1954,4.886268278880834e-09,5.570345606997762e-08
1955,4.6928039232341234e-09,3.378819002364253e-08
1956,7.849027428008526e-09,3.401245152190313e-08
1957,1.2369053004057662e-08,2.47381048978923e-08
1958,1.2408365002158916e-08,3.8052320405768114e-08
1959,6.975673150222406e-09,3.100299039715537e-08
1960,1.591791637389761e-08,4.0832915715327545e-08
1961,9.72742331128984e-09,4.7247482370949e-08
1962,1.6489087428794846e-08,5.390662849436012e-08
1963,1.2932106940866106e-08,3.7503109950876024e-08
1964,1.2776333768727e-08,5.658090529436777e-08
1965,2.637524995074969e-07,3.3926667697414814e-08
1966,2.1048483844765542e-08,3.9881339120029224e-08
1967,2.4651678420806178e-08,5.719189388742052e-08
1968,1.4372530721118437e-08,5.210042530734427e-08
1969,1.8893712194767431e-07,5.132186231548985e-08
1970,1.5175792539290356e-08,4.736686776141141e-08
1971,1.849823050292798e-08,3.288574390580834e-08
1972,1.5903454553267693e-08,2.7702792948502974e-08
1973,9.372446041489013e-09,4.5759591671412636e-08
1974,1.5751600079827455e-08,2.700274492895005e-08
1975,9.138368284311582e-09,2.6843956391076063e-08
1976,1.2569759400005154e-08,3.828062844490887e-08
1977,1.704266772151186e-08,3.996211717094411e-08
1978,1.9009891771837317e-08,4.277225684745645e-08
1979,1.6385525825057812e-08,3.979342011461995e-08
1980,1.3644362084619388e-08,3.581644847372445e-08
1981,1.0753433810073432e-08,3.352541355639005e-08
1982,1.6760255960868164e-08,3.1037512115972277e-08
1983,6.946847541655643e-09,2.841892232652299e-08
1984,1.3917620222958504e-08,2.7835241667162336e-08
1985,9.02333674446254e-09,3.428868211585723e-08
1986,7.1933827783254856e-09,3.2370220282018636e-08
1987,7.332980445085013e-09,2.4443266966045485e-08
1988,1.3792074093910145e-08,2.7584148298842592e-08
1989,7.134558721588746e-09,4.335616665684938e-08
1990,9.262707045820662e-09,3.160217687536715e-08
1991,7.033758464558559e-09,3.3996499837485317e-08
1992,1.8733810946969243e-08,3.305966345124034e-08
1993,9.416652346772025e-09,3.822053074031828e-08
1994,1.0549853435293244e-08,2.479215588380157e-08
1995,1.0302656505700725e-08,3.253470381991974e-08
1996,1.0676184380997711e-08,2.5622842514394506e-08
1997,2.4933450859521145e-08,2.8289877107567918e-08
1998,1.668845261981744e-08,2.9085589048349902e-08
1999,1.2339542720951613e-08,3.062034892309384e-08
2000,1.0161472663305915e-08,3.843687323978884e-08
2001,1.1829271784336015e-08,2.93541191354052e-08
2002,8.762442660348313e-09,2.6725450297249154e-08
2003,2.0417921575699438e-08,2.7918384049030465e-08
2004,7.047666006343434e-09,2.2023955992267474e-08
2005,9.007498746882447e-09,2.8373621674404603e-08
2006,1.1941880373456115e-08,2.182481573242967e-08
2007,1.2782334302130494e-08,3.1955835311237024e-08
2008,4.683183701947868e-09,2.5118893631770334e-08
2009,7.15228898329201e-09,1.8595951445377068e-08
2010,6.613310454817167e-09,1.4643758206034363e-08
2011,1.1471915639660324e-09,2.4855816960211996e-08
2012,5.1063788752969685e-09,3.608507981311959e-08
2013,4.741512571460049e-09,4.0442312609911824e-08
2014,6.279790909502481e-09,3.3780946040451454e-08
2015,3.103205609145121e-09,3.6130177960558285e-08
2016,3.5212781579474495e-09,4.76408210658974e-08
2017,1.509366853724714e-09,2.264050280587071e-08
2018,5.421079862788503e-09,2.9945013579890656e-08
2019,4.846876733299865e-09,3.622402644509748e-08
