year,premier_ADJ empire_NOUN,premier_ADJ vampire_NOUN
1800,1.2891074741006037e-07,0.0
1801,1.0239084824448241e-07,0.0
1802,1.2531904758361634e-07,0.0
1803,1.8333188478436568e-07,0.0
1804,3.9796800344049643e-07,0.0
1805,1.7341554592320563e-07,0.0
1806,1.181484350354367e-07,0.0
1807,2.163685941525273e-07,0.0
1808,1.8128592671473598e-07,0.0
1809,1.4909601198098699e-07,0.0
1810,1.0530570282440976e-07,0.0
1811,1.579458297484848e-07,0.0
1812,1.1468995353425271e-07,0.0
1813,8.339650747757332e-08,0.0
1814,2.548808435420824e-07,0.0
1815,1.29466726672689e-07,0.0
1816,8.806894946644661e-08,0.0
1817,1.1520863485436905e-07,0.0
1818,1.0013788731555451e-07,0.0
1819,7.245735089700389e-08,0.0
1820,1.1510486430665878e-07,0.0
1821,1.3411624155690305e-07,0.0
1822,1.1830226753772877e-07,2.0051231786055723e-09
1823,1.1167436242409678e-07,0.0
1824,5.052667439997549e-08,0.0
1825,1.488119825143741e-07,0.0
1826,9.160303748867449e-08,0.0
1827,6.544263803087702e-08,0.0
1828,8.530239853365984e-08,0.0
1829,6.94427257919017e-08,0.0
1830,8.036363841057437e-08,0.0
1831,6.548306408227234e-08,0.0
1832,8.794480088614165e-08,0.0
1833,8.803557582925947e-08,0.0
1834,6.90755272980681e-08,0.0
1835,1.0890846624533879e-07,0.0
1836,1.196293495930867e-07,0.0
1837,7.375364352579794e-08,0.0
1838,9.657607669133483e-08,0.0
1839,6.781730932381436e-08,0.0
1840,8.28059527613334e-08,0.0
1841,7.833069526341774e-08,0.0
1842,7.982835725783843e-08,0.0
1843,1.707097241343547e-07,0.0
1844,9.769639119916462e-08,0.0
1845,1.1383664721975606e-07,0.0
1846,1.2235908219970781e-07,0.0
1847,8.46736130100112e-08,0.0
1848,1.1343762501558885e-07,0.0
1849,1.0809445383230809e-07,0.0
1850,8.961475028712584e-08,0.0
1851,8.577753463079318e-08,0.0
1852,9.375185516802276e-08,0.0
1853,2.615706193864753e-07,0.0
1854,3.901943934625507e-07,0.0
1855,7.02107772809768e-07,0.0
1856,7.160052699073383e-07,0.0
1857,9.27974890041483e-07,0.0
1858,1.1064601505572647e-06,0.0
1859,1.6025069813352388e-06,0.0
1860,1.8922078091065941e-06,0.0
1861,2.1028482921625624e-06,0.0
1862,2.0059859291432502e-06,0.0
1863,2.2785460496166365e-06,0.0
1864,2.2784546840348696e-06,0.0
1865,2.101135347709615e-06,0.0
1866,2.0396649633713793e-06,0.0
1867,2.630709131423714e-06,0.0
1868,2.8058484731197098e-06,0.0
1869,3.5732709875446744e-06,0.0
1870,3.017256489101783e-06,0.0
1871,3.8002571676187813e-06,0.0
1872,2.888209352569504e-06,0.0
1873,2.6416237964843603e-06,0.0
1874,2.4029878097908686e-06,0.0
1875,2.454535117379919e-06,0.0
1876,1.915982090316959e-06,0.0
1877,1.572798664639663e-06,0.0
1878,1.9415669817446357e-06,0.0
1879,1.9604824830210532e-06,0.0
1880,2.1608888625124223e-06,0.0
1881,1.979494839821072e-06,0.0
1882,2.097111888588188e-06,0.0
1883,1.9703698486139842e-06,0.0
1884,1.9877709949156497e-06,0.0
1885,2.0058817843393584e-06,0.0
1886,2.10318385440722e-06,0.0
1887,2.191759960190609e-06,0.0
1888,1.9174018683898453e-06,0.0
1889,2.170869826123578e-06,0.0
1890,1.9892562568846195e-06,0.0
1891,2.1538489027861374e-06,0.0
1892,2.072370185901562e-06,0.0
1893,2.508323024952297e-06,0.0
1894,2.2420877225926006e-06,0.0
1895,2.486289584213708e-06,0.0
1896,2.5764120255011846e-06,0.0
1897,2.4868413298628766e-06,0.0
1898,2.307477104945832e-06,0.0
1899,2.31716086496192e-06,0.0
1900,2.4288937936489674e-06,0.0
1901,2.194697724000605e-06,0.0
1902,2.054953839092377e-06,0.0
1903,2.135247072043711e-06,0.0
1904,2.0869669361545107e-06,0.0
1905,2.1092022235436048e-06,0.0
1906,1.8832859178807837e-06,0.0
1907,1.9527376107220107e-06,0.0
1908,2.2558010428497255e-06,0.0
1909,2.0364640613834695e-06,0.0
1910,1.8843474904883806e-06,0.0
1911,1.954173393325931e-06,0.0
1912,1.938425633341012e-06,0.0
1913,2.054378184013217e-06,0.0
1914,2.151663710314722e-06,0.0
1915,2.0333595074362165e-06,0.0
1916,2.2271585420341466e-06,0.0
1917,1.901578031038298e-06,0.0
1918,1.9067385004234438e-06,0.0
1919,1.7964512561974288e-06,0.0
1920,1.6651337668704969e-06,0.0
1921,1.602393380650824e-06,0.0
1922,1.6275725434056199e-06,0.0
1923,1.731461119369726e-06,0.0
1924,1.7326343404455713e-06,0.0
1925,1.6497267227855161e-06,0.0
1926,1.7432560490693305e-06,0.0
1927,1.588764565241263e-06,0.0
1928,1.5985031280862927e-06,1.1426041224282812e-09
1929,1.8738162959053284e-06,0.0
1930,1.4736555851158073e-06,0.0
1931,1.5248962066394256e-06,0.0
1932,1.5814611860065497e-06,0.0
1933,1.503803813029947e-06,0.0
1934,1.4629509159647114e-06,0.0
1935,1.3452351783627137e-06,0.0
1936,1.211259000211129e-06,0.0
1937,1.2477797759480325e-06,0.0
1938,1.1435319002828237e-06,0.0
1939,1.1608184102840369e-06,0.0
1940,1.2019611403957242e-06,0.0
1941,1.0035109050399171e-06,0.0
1942,1.3016768185547534e-06,0.0
1943,1.2396814474957552e-06,0.0
1944,1.606593119873878e-06,0.0
1945,1.2373902835705053e-06,0.0
1946,1.0218090578106853e-06,0.0
1947,1.099104301571785e-06,0.0
1948,1.0621834274360253e-06,0.0
1949,9.895544210714036e-07,0.0
1950,8.455112419092359e-07,0.0
1951,1.0618756207669833e-06,0.0
1952,8.520201819628426e-07,0.0
1953,1.0041207181288314e-06,0.0
1954,9.528222868482317e-07,0.0
1955,8.644144893210637e-07,0.0
1956,1.0857821088894326e-06,0.0
1957,1.016029302913779e-06,0.0
1958,9.058106904547003e-07,0.0
1959,1.168037673693334e-06,0.0
1960,9.19086658113244e-07,0.0
1961,9.838593668654028e-07,0.0
1962,8.517247525041682e-07,1.9025869768540815e-09
1963,9.88659509815193e-07,0.0
1964,1.0482677543777186e-06,0.0
1965,1.1726588966531892e-06,5.472043373977442e-10
1966,7.931955074980124e-07,1.1078149508847446e-09
1967,7.74062669961495e-07,0.0
1968,1.067609528782043e-06,1.3474247273492779e-09
1969,1.0741257479018884e-06,0.0
1970,1.0002226868977004e-06,0.0
1971,7.866886475582646e-07,1.0276794970565106e-09
1972,9.331737089723902e-07,1.0260293725750103e-09
1973,8.352503582109705e-07,1.6539611902288698e-09
1974,7.459508186702379e-07,0.0
1975,8.778545250720526e-07,0.0
1976,1.5740766587946098e-06,5.713526873840635e-10
1977,9.367590494413491e-07,2.938390863960194e-09
1978,1.2944548863913496e-06,0.0
1979,9.567976153590507e-07,0.0
1980,9.69318181276435e-07,1.1370301367108482e-09
1981,8.805165023773043e-07,6.325549528618524e-10
1982,1.0130643905981174e-06,3.1037510339615437e-09
1983,1.0376064052408651e-06,1.89459470334441e-09
1984,9.000061189645692e-07,0.0
1985,9.727157417316334e-07,0.0
1986,9.099628912601077e-07,5.994485463567401e-10
1987,9.435101390176115e-07,1.2221633705067347e-09
1988,1.1243538624583493e-06,0.0
1989,1.0032287520722605e-06,2.1952488715726304e-09
1990,1.0619420587332229e-06,1.089730194969718e-09
1991,1.070303523142968e-06,5.861465202094962e-10
1992,1.2143917054174835e-06,1.1019888335184191e-09
1993,1.0081357739721852e-06,6.093128224193833e-09
1994,1.0048734937484483e-06,5.274926606624319e-10
1995,8.751835629539073e-07,0.0
1996,9.555185158660606e-07,3.2028553142993132e-09
1997,1.0491229214260045e-06,6.233362714880286e-09
1998,1.1529336436666426e-06,0.0
1999,1.1398081878333244e-06,3.1991407301035224e-09
2000,1.118645553077613e-06,3.092622158362701e-09
2001,1.023012965006842e-06,1.7524847129024579e-09
2002,1.2149127099903012e-06,4.381221607729913e-09
2003,1.0167292039398035e-06,4.1669229178253886e-10
2004,1.2610917359268115e-06,1.3214374039449694e-09
2005,9.611001763332183e-07,9.007499190971657e-10
2006,9.759399053343998e-07,5.353256948836815e-09
2007,1.0637298730742373e-06,1.5977917877663117e-09
2008,9.919834424998442e-07,0.0
2009,9.641284988148868e-07,4.291373478793048e-09
2010,7.926524494550335e-07,1.0864724231396394e-08
2011,6.844909834491375e-07,2.2561435386592166e-08
2012,6.076591054782199e-07,2.8255296768975313e-08
2013,5.645189169456444e-07,2.3149738126448938e-08
2014,7.511929251968752e-07,2.923350983508044e-08
2015,6.266258720799556e-07,1.573768493301486e-08
2016,8.718270145813278e-07,1.5949318310504168e-08
2017,4.570865860253903e-07,2.4149869659595424e-08
2018,4.749898772082872e-07,3.201018827780899e-08
2019,6.693791776424263e-07,2.0918099252753564e-08
