year,fut_VERB utile_ADJ,fut_VERB futile_ADJ
1862,2.362906883490723e-07,0.0
1863,1.413477690448417e-07,0.0
1864,1.7213073988386896e-07,0.0
1865,1.840376171458047e-07,0.0
1866,1.605652215630471e-07,0.0
1867,1.8100986665103846e-07,0.0
1868,1.363405175425214e-07,0.0
1869,1.3380842744936672e-07,0.0
1870,2.0527895117083972e-07,0.0
1871,9.346636176132961e-08,7.434824311758348e-09
1872,1.300177956409243e-07,0.0
1873,1.3947389732038573e-07,0.0
1874,1.750560443269933e-07,0.0
1875,1.0184318455230823e-07,0.0
1876,1.3422152278508293e-07,0.0
1877,1.0823428198136753e-07,0.0
1878,1.3346385685508722e-07,6.039088673581716e-10
1879,1.1546624989478005e-07,0.0
1880,1.6044616302224313e-07,0.0
1881,7.739483720570206e-08,0.0
1882,1.0049631526953817e-07,0.0
1883,1.0174135667284645e-07,0.0
1884,1.023263038746336e-07,0.0
1885,7.412481295432372e-08,0.0
1886,1.064821546492567e-07,0.0
1887,7.834709236931303e-08,0.0
1888,1.0525420179874345e-07,0.0
1889,1.0838686392844465e-07,3.132568426877924e-09
1890,7.668631951673888e-08,0.0
1891,8.413970675746896e-08,0.0
1892,1.1095266927441116e-07,0.0
1893,9.422377189594044e-08,0.0
1894,5.8604314290278126e-08,0.0
1895,1.1615925643582159e-07,0.0
1896,1.1145385059307955e-07,0.0
1897,6.933789364893528e-08,0.0
1898,1.1090375551248144e-07,0.0
1899,8.899401393591688e-08,0.0
1900,8.565237408220128e-08,0.0
1901,8.438995990900366e-08,0.0
1902,9.133128031635351e-08,0.0
1903,7.506306332061286e-08,0.0
1904,8.330668777034589e-08,0.0
1905,1.1972960578532366e-07,0.0
1906,1.04941364043043e-07,0.0
1907,9.925688004841504e-08,5.142843373384665e-10
1908,1.1394422472221777e-07,0.0
1909,9.186642557779123e-08,0.0
1910,8.069667245536039e-08,0.0
1911,1.1864434412700575e-07,0.0
1912,1.1564915070039206e-07,0.0
1913,1.0712039255622585e-07,0.0
1914,6.830678245250965e-08,0.0
1915,8.010918151057922e-08,0.0
1916,1.0767713121140332e-07,0.0
1917,6.908847183240141e-08,1.0966424435210342e-09
1918,7.121553124989077e-08,0.0
1919,1.1325653304083971e-07,0.0
1920,8.708066445706208e-08,0.0
1921,1.1813485656375633e-07,0.0
1922,9.22241909506738e-08,0.0
1923,9.235874642854469e-08,0.0
1924,9.539802192648494e-08,0.0
1925,8.35861513337477e-08,0.0
1926,7.356451448004009e-08,0.0
1927,1.0368778902147824e-07,1.1149224876660924e-09
1928,1.0511958237202634e-07,0.0
1929,9.692153213336496e-08,0.0
1930,8.928063266466779e-08,2.100720708497761e-09
1931,9.58049923838189e-08,0.0
1932,1.0301964437076094e-07,0.0
1933,7.455930273181366e-08,0.0
1934,8.02765853791243e-08,0.0
1935,6.941604624444153e-08,0.0
1936,4.849885826274658e-08,0.0
1937,5.666003133342201e-08,0.0
1938,6.223302762009553e-08,0.0
1939,9.788192301130039e-08,0.0
1940,7.60734906180005e-08,5.0715658339584024e-09
1941,5.9030050181263505e-08,0.0
1942,1.153000468434584e-07,0.0
1943,1.0161323160673419e-07,0.0
1944,7.390327994016843e-08,0.0
1945,8.06046500656521e-08,0.0
1946,5.707652661612883e-08,0.0
1947,7.152522840669917e-08,1.1920870957027319e-09
1948,5.435943961629164e-08,0.0
1949,5.104844191805569e-08,0.0
1950,7.657460088239532e-08,0.0
1951,7.143139413301469e-08,2.1322803522849654e-09
1952,7.90860283927941e-08,2.1089607837865287e-09
1953,5.8178667217134716e-08,0.0
1954,5.1794440736330216e-08,0.0
1955,6.476069103200643e-08,0.0
1956,5.232685040823526e-08,0.0
1957,6.272876618140799e-08,0.0
1958,8.024075981438727e-08,0.0
1959,6.975673016995643e-08,0.0
1960,7.128458179295194e-08,0.0
1961,6.531269747256374e-08,6.948159270159238e-10
1962,6.532214769094935e-08,0.0
1963,6.401392482757728e-08,0.0
1964,6.814044439806821e-08,0.0
1965,6.675892905150249e-08,0.0
1966,8.53017496638131e-08,0.0
1967,8.529480766128472e-08,0.0
1968,1.0420085061468853e-07,1.3474247273492779e-09
1969,7.448483074767864e-08,0.0
1970,7.403946966633157e-08,0.0
1971,7.090988418667621e-08,0.0
1972,7.490014297673042e-08,0.0
1973,5.733732066914854e-08,0.0
1974,4.219178606490459e-08,0.0
1975,3.7695770060963696e-08,0.0
1976,3.9994688449951354e-08,0.0
1977,5.406639402849578e-08,0.0
1978,3.683166482915112e-08,0.0
1979,5.383815349091492e-08,0.0
1980,5.059784058403238e-08,0.0
1981,3.1627749308427155e-08,0.0
1982,4.531476704983106e-08,0.0
1983,3.410270821291306e-08,0.0
1984,4.001315900836744e-08,0.0
1985,4.030423994549892e-08,6.015558051686298e-10
1986,7.073492724885e-08,0.0
1987,3.238733015109574e-08,0.0
1988,3.597932263232906e-08,0.0
1989,3.237991919036176e-08,0.0
1990,4.0320017546946474e-08,0.0
1991,4.5133283776976896e-08,5.861465202094962e-10
1992,4.518154383958972e-08,0.0
1993,5.262247171344825e-08,0.0
1994,3.956195016030506e-08,0.0
1995,4.22951167422525e-08,0.0
1996,3.4163790019192675e-08,5.338092190498855e-10
1997,4.363354122460805e-08,4.79489448146353e-10
1998,5.4833485307881347e-08,0.0
1999,5.210029385693815e-08,0.0
2000,7.024669912425452e-08,0.0
2001,5.432702465668626e-08,4.3812117822561447e-10
2002,4.819343502049378e-08,0.0
2003,6.333722524232144e-08,0.0
2004,6.12266006783102e-08,0.0
2005,4.819012033863146e-08,4.5037495954858286e-10
2006,3.664921877089e-08,0.0
2007,4.9531546864045595e-08,7.988958938831558e-10
2008,4.044567702976565e-08,0.0
2009,5.14964781928029e-08,4.76819250749827e-10
2010,3.590082542359596e-08,0.0
2011,3.9004515173246546e-08,0.0
2012,4.6978687606724634e-08,0.0
2013,5.271446212873343e-08,5.578250084070646e-10
2014,4.699015931919348e-08,0.0
2015,5.984753670418286e-08,0.0
2016,7.47753787777583e-08,4.1426800878596737e-10
2017,4.2765393004629004e-08,7.54683426862357e-10
2018,5.1113040910877316e-08,0.0
2019,5.510133505026715e-08,2.55098775436835e-10
