year,avaient_VERB été_VERB,avaient_VERB eté_VERB,avaient_VERB fêté_VERB
1834,5.963178409729153e-05,4.760610750054184e-08,1.8669061851994684e-09
1835,5.7586865295888856e-05,7.184933537018878e-08,1.5126175867408165e-09
1836,5.8006120525533333e-05,6.25029770162655e-08,1.3441500135158435e-09
1837,6.292368925642222e-05,6.54041727443655e-08,0.0
1838,6.294930062722415e-05,5.807189040751837e-08,1.8936485712828244e-09
1839,6.41348960925825e-05,4.4046291947097416e-08,3.4957374772659477e-09
1840,6.859008135506883e-05,5.414235459966221e-08,6.369688665408546e-10
1841,6.102924089645967e-05,6.099521243640993e-08,0.0
1842,6.88019790686667e-05,6.574099842282521e-08,1.341653010911159e-09
1843,6.007919364492409e-05,5.5524964182041003e-08,3.5441467538532834e-09
1844,6.898902211105451e-05,5.762989374602512e-08,5.488561272137815e-10
1845,6.385621964000165e-05,5.022205229465726e-08,5.022205318283568e-09
1846,6.189203122630715e-05,7.083946940156238e-08,5.854501328173001e-09
1847,6.607292016269639e-05,6.795461615638487e-08,5.393223645455691e-10
1848,6.364011642290279e-05,7.803865287314693e-08,3.218088684420195e-09
1849,6.624430534429848e-05,1.080944542763973e-07,6.703531951757213e-09
1850,6.278938963077962e-05,7.671565782629841e-08,1.5614691761811628e-08
1851,6.339669198496267e-05,6.06247212431299e-08,2.8377531435808123e-08
1852,5.8493995311437175e-05,5.208436348880241e-08,3.906327261660181e-09
1853,5.8110479585593566e-05,5.6733352238325097e-08,1.3735443005202796e-08
1854,5.5459560826420784e-05,4.46827144173767e-08,5.7152309551611324e-09
1855,5.878016600036062e-05,3.92713346286655e-08,4.2455496895854594e-09
1856,5.625792618957348e-05,4.814786080942213e-08,5.177189343896771e-09
1857,5.7617915445007384e-05,3.417056504417815e-08,5.857811125054013e-09
1858,5.761422653449699e-05,3.229826006645453e-08,1.663849857891364e-08
1859,5.807623529108241e-05,3.564521477983362e-08,4.582956236731661e-09
1860,5.7979188568424433e-05,4.439868561689764e-08,3.204028820036342e-09
1861,5.706646334147081e-05,3.065376574795664e-08,1.8863854922557266e-09
1862,5.885670907446183e-05,2.6656119089807362e-08,8.132375661773494e-09
1863,5.626989877782762e-05,3.296449690992631e-08,9.989241434027463e-09
1864,5.5285610869759694e-05,2.6371003158942585e-08,8.151037178549814e-09
1865,5.7451743487035856e-05,3.3418594114209554e-08,8.47231973466478e-09
1866,5.911622429266572e-05,2.6760870852626795e-08,7.784980660119345e-09
1867,5.7023447880055755e-05,4.173417877950669e-08,1.455843445796745e-09
1868,5.618267095996998e-05,3.556709415875048e-08,3.457911734727759e-09
1869,5.482189590111375e-05,3.7603097524652185e-08,4.883519366671862e-09
1870,5.951999992248602e-05,3.55511033944822e-08,1.6628741050794815e-08
1871,6.485078483819962e-05,3.717412155879174e-08,6.37270636261178e-09
1872,6.144096550997347e-05,3.38650991693612e-08,1.0280476914203973e-08
1873,5.689098543371074e-05,3.352162636360845e-08,2.3944017879529156e-09
1874,5.84788758715149e-05,2.2106053876314036e-08,2.3898436563030145e-09
1875,5.605093974736519e-05,2.1741803024610817e-08,8.010138330405425e-09
1876,5.264083665679209e-05,1.813804395567331e-08,7.859819461941697e-09
1877,5.356669134926051e-05,2.2265338017746217e-08,1.0514186854493346e-08
1878,5.443513873615302e-05,2.294853729267743e-08,1.2078177569208037e-08
1879,5.166839764569886e-05,1.7717043832021773e-08,6.720257683667796e-09
1880,5.165082620806061e-05,2.3104245627791897e-08,6.417846254436199e-09
1881,5.477044032886624e-05,2.091752193678076e-08,6.9725074602899895e-09
1882,5.258286546450108e-05,2.9283693692150337e-08,1.9966155395678697e-09
1883,5.164795584278181e-05,2.464542170343975e-08,3.791603475633565e-09
1884,5.141203655512072e-05,2.706695667598069e-08,3.300848483434038e-09
1885,5.101591887068935e-05,2.320428826863008e-08,4.511945039809007e-09
1886,5.0700993597274646e-05,2.5813855941692054e-08,6.4534639854230136e-09
1887,4.726223414763808e-05,2.6768590899450828e-08,6.528924512139156e-09
1888,5.0305170589126647e-05,2.599652049184442e-08,2.53624587998047e-09
1889,4.997386349714361e-05,2.1301465480405568e-08,7.51816386923565e-09
1890,4.8715475713834167e-05,2.2284913470116408e-08,4.5880703680722945e-09
1891,4.78914262203034e-05,2.6134301833735663e-08,1.0198752065093686e-08
1892,4.7063989768503234e-05,1.5044429702015805e-08,7.522214851007902e-09
1893,4.804981290362775e-05,2.894455697344256e-08,6.774258043407144e-09
1894,4.9406589823774993e-05,3.0877544077156927e-08,7.561847148451761e-09
1895,5.087173849460669e-05,2.8287487907618925e-08,1.2639090662958097e-08
1896,4.927262489218265e-05,2.5946928161602045e-08,4.717623180994224e-09
1897,4.7061199438758194e-05,2.7968225069230357e-08,1.7480140668268973e-09
1898,4.682741200667806e-05,1.9804241802034994e-08,1.1882545614128048e-08
1899,4.6847333578625694e-05,3.427098604902312e-08,6.080336234504102e-09
1900,4.565375638776459e-05,2.4397950326715545e-08,6.748368974740515e-09
1901,4.704935781774111e-05,1.620734302321125e-08,5.029864968975062e-09
1902,4.050640563946217e-05,2.1114219705964388e-08,3.437198747846537e-09
1903,4.5811688323738053e-05,2.7001101798873606e-08,9.1803746826713e-09
1904,4.60960109194275e-05,1.9886112312406112e-08,1.6123875568041512e-08
1905,4.587553485180251e-05,1.7546581076999246e-08,6.192911072844254e-09
1906,4.5384054828900844e-05,2.2634411678268407e-08,8.230695236477459e-09
1907,4.42968521383591e-05,2.1599941391059474e-08,7.199980611716228e-09
1908,4.382530823932029e-05,2.0627833663411366e-08,1.0313916831705683e-08
1909,4.352268297225237e-05,2.640472018811124e-08,6.0510818578052294e-09
1910,4.276336039765738e-05,2.5651923252212327e-08,8.01622590529405e-09
1911,4.357705620350316e-05,2.181353409014264e-08,4.788336838146279e-09
1912,4.3523152271518484e-05,2.031674206648404e-08,2.8651816919023076e-08
1913,4.099423313164152e-05,2.598464909908671e-08,6.363587878865928e-09
1914,4.3571024434641004e-05,1.9420557606508737e-08,1.6741859454327823e-08
1915,5.062311174697243e-05,4.2410743361642744e-08,7.068456930880984e-09
1916,5.012150722905062e-05,3.29623865980011e-08,2.197492410260793e-09
1917,4.8245688958559185e-05,1.7546279096336548e-08,1.6449636319748606e-08
1918,4.682536018663086e-05,1.9526840588923733e-08,0.0
1919,4.640479164663702e-05,3.498982437122322e-08,2.301962176431971e-08
1920,4.195016299490817e-05,2.1959472462640406e-08,1.0601124422748853e-08
1921,4.1756127757253125e-05,2.120369302360814e-08,1.1359120755116692e-08
1922,4.25765902036801e-05,1.475587119159627e-08,8.115729421831475e-09
1923,4.1506234992993996e-05,1.2739137744688378e-08,9.554353752605493e-09
1924,3.998079409939237e-05,1.5469948877466777e-08,1.1602462102189293e-08
1925,3.9290989661822096e-05,1.3197813508725176e-08,8.798542339150117e-09
1926,3.8663725717924535e-05,1.2260752413340015e-08,8.916910765321973e-09
1927,3.839458440779708e-05,1.4493992672726108e-08,8.919379901328739e-09
1928,3.918560832971707e-05,1.2568645679778001e-08,2.8565102283550914e-08
1929,4.014222577097826e-05,7.798284684668033e-09,6.684243825105796e-09
1930,4.0385304600931704e-05,1.575540586884472e-08,9.453243521306831e-09
1931,3.9657566958339885e-05,1.596749932275543e-08,1.4826963656844327e-08
1932,3.994093640358187e-05,5.4797681947604815e-09,9.863582839386709e-09
1933,4.0997292671818286e-05,1.7205993074753678e-08,9.176529758292418e-09
1934,3.8319489249261096e-05,1.1981580172459871e-08,1.1981580172459871e-08
1935,3.708971416926943e-05,1.0771455727365264e-08,8.377798899061872e-09
1936,3.778182144742459e-05,4.849885826274658e-09,8.487299751891442e-09
1937,3.987103627878241e-05,1.1332006444320086e-08,2.2664012888640173e-08
1938,3.6765457480214536e-05,9.075650453382877e-09,1.1668692678767911e-08
1939,3.6535955587169155e-05,9.176430282309411e-09,1.3764645423464117e-08
1940,3.75650888599921e-05,1.7750480196809804e-08,0.0
1941,3.534719508024864e-05,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.723888221429661e-05,1.2136847082899749e-08,1.2136847082899749e-08
1943,3.758238017326221e-05,5.806470415592457e-09,5.806470415592457e-09
1944,3.749788083950989e-05,9.639558484764166e-09,3.2131861615880553e-09
1945,4.38750721514225e-05,1.3071024262956144e-08,1.9606536838523425e-08
1946,4.1593473724788055e-05,9.744772988540262e-09,9.744772988540262e-09
1947,4.1353501728735864e-05,1.7881307101674793e-08,1.4305045148432782e-08
1948,3.676546475617215e-05,1.195907639583993e-08,1.0871888278529696e-08
1949,3.841002762783319e-05,2.0615717133409817e-08,4.908504269707237e-09
1950,3.547318556229584e-05,8.508289184305795e-09,1.1698897850465073e-08
1951,3.730850949068554e-05,8.529121409139861e-09,5.330700769690111e-09
1952,3.5414723242865875e-05,1.687168627029223e-08,1.2653764258629963e-08
1953,3.779135295189917e-05,1.6160740301529586e-08,5.386913581872932e-09
1954,3.616229150793515e-05,8.795282724349818e-09,5.863521668203475e-09
1955,3.438042040215805e-05,1.783265446420046e-08,4.6928039232341234e-09
1956,3.436129918554798e-05,1.2209598665435806e-08,1.0465369904011368e-08
1957,3.597450631787069e-05,8.835037590415595e-09,7.951533653738352e-09
1958,3.466731868684292e-05,1.0753916868111446e-08,9.099467845885556e-09
1959,3.5400764318183064e-05,1.2401196514133517e-08,4.650448914844674e-09
1960,3.424774331506342e-05,1.2457499920515147e-08,1.1073333361366622e-08
1961,3.3576285204617307e-05,1.598076693198891e-08,9.72742331128984e-09
1962,3.5613255022326484e-05,1.6489087428794846e-08,1.2683912586908264e-08
1963,3.5373192076804116e-05,7.759263453976928e-09,1.0345685197421517e-08
1964,3.401972571737133e-05,4.258777774879263e-09,9.734349326606662e-09
1965,3.4798365959431976e-05,1.7510538796727815e-08,4.924839203113152e-09
1966,3.416944309719838e-05,9.970334780007306e-09,5.539074976468328e-09
1967,3.2669882784830406e-05,8.874604162656397e-09,5.916402479044791e-09
1968,3.69800727639813e-05,1.122853987567396e-08,4.042274071025531e-09
1969,3.727375224116258e-05,3.860494146579185e-08,1.1808570121729645e-08
1970,3.3941349101951346e-05,9.657322941336588e-09,1.0117195081704722e-08
1971,3.207696136087179e-05,1.3359833239690033e-08,9.762954888969944e-09
1972,3.226349508622661e-05,1.1799337507056862e-08,6.669190977248718e-09
1973,3.238400677219033e-05,1.3783009400469837e-08,6.064523994098181e-09
1974,3.283533806097694e-05,1.518904291231138e-08,1.0688586016271984e-08
1975,3.106359872617759e-05,1.2565256390928425e-08,1.0851811893530794e-08
1976,3.192890289938077e-05,1.0284348483935446e-08,1.199840671262109e-08
1977,3.055280103581026e-05,1.645498848290572e-08,6.464460078348111e-09
1978,3.0702165531693026e-05,1.485147826940647e-08,1.0693064211864112e-08
1979,3.177679900545627e-05,1.580032815695631e-08,4.681578680276743e-09
1980,2.9224516765680164e-05,1.3075846183596695e-08,7.390696055153967e-09
1981,2.918039172072895e-05,1.3916208629893845e-08,8.855769451088236e-09
1982,2.9933817131677642e-05,1.738100685599875e-08,9.932003663948308e-09
1983,3.0237733881222084e-05,1.3893695083311286e-08,6.315316269933646e-09
1984,2.994955866597593e-05,6.958810416790584e-09,1.1018116197192285e-08
1985,3.087966251769103e-05,1.2632671797518924e-08,1.7445119127046382e-08
1986,3.0152861654642038e-05,1.3787316177626963e-08,1.1988970705090196e-08
1987,2.9568409445346333e-05,1.2221633483022742e-08,1.3443797186596385e-08
1988,2.998816671606619e-05,5.396898483667201e-09,1.5591039570495013e-08
1989,3.0455235901172273e-05,1.2073869015694072e-08,1.5366742545097622e-08
1990,2.8640288292081095e-05,1.689081763345257e-08,8.717841559757744e-09
1991,2.9719387384830043e-05,6.4476117778156095e-09,7.6199047072123e-09
1992,2.985397986776661e-05,6.61193322315512e-09,6.060938417817852e-09
1993,3.024573379661888e-05,8.308811416668505e-09,1.2740176913439427e-08
1994,3.0966457416070625e-05,5.802419433820205e-09,1.2659823411809157e-08
1995,2.979528289870359e-05,1.138714633697191e-08,1.1929391696696712e-08
1996,2.9357372113736346e-05,9.60856638698715e-09,1.7081895009596337e-08
1997,3.001651930389926e-05,5.274384040632185e-09,1.3425704992187093e-08
1998,2.9446535336319357e-05,6.198567881199324e-09,1.0013071261028017e-08
1999,2.9480996090569533e-05,5.484241505371301e-09,1.0511462811280126e-08
2000,2.8384527468006127e-05,5.3016377954406835e-09,1.2370488633450805e-08
2001,2.8988726626266725e-05,2.6287270138425356e-09,1.270551397425379e-08
2002,2.8521752028609626e-05,4.81934359086722e-09,1.0953053575235572e-08
2003,2.9823084332747385e-05,2.5001538617175356e-09,1.3334153337041244e-08
2004,2.9871973310946487e-05,7.488145215006625e-09,1.3214373595360485e-08
2005,2.9380211344687268e-05,3.1526248278623825e-09,1.3511249008502091e-08
2006,2.8200132874189876e-05,2.8825228870488218e-09,1.7706927479821388e-08
2007,2.895677971537225e-05,3.994479413904628e-09,2.3167981311189578e-08
2008,2.8726222808472812e-05,2.1287198670449925e-09,1.702975893635994e-08
2009,2.963193219329696e-05,5.245011536203492e-09,1.907277002999308e-08
2010,3.1248837331077084e-05,1.8895172093635892e-09,3.4011311100812236e-08
2011,3.052103056688793e-05,2.6767803529281764e-09,4.1298896746866376e-08
2012,3.4392825909890234e-05,6.808505426114664e-10,4.289358557230116e-08
2013,3.7764752050861716e-05,8.367375126105969e-10,4.3789263770577236e-08
2014,3.9284208469325677e-05,0.0,4.785633933579447e-08
2015,3.7403380702016875e-05,1.5516027351836215e-09,4.366653527654307e-08
2016,3.918478250852786e-05,8.285360175719347e-10,4.515521467851613e-08
2017,3.534987263265066e-05,0.0,4.930598151986487e-08
2018,3.779241524171084e-05,5.162933414126769e-10,4.698269506775432e-08
2019,3.579112308216281e-05,0.0,4.1070901346529354e-08
