year,fut_VERB aux_ADP,fut_VERB faux_ADJ
1926,3.076334280649462e-07,3.343841648018042e-09
1927,3.1329321359407913e-07,1.2264147031260109e-08
1928,3.0621791324847436e-07,0.0
1929,2.863084489490575e-07,1.1140406375176326e-09
1930,2.930505331733002e-07,0.0
1931,3.079446173614997e-07,0.0
1932,2.816600783717149e-07,1.0959536611565568e-09
1933,3.028254695891519e-07,0.0
1934,3.4866397413679806e-07,0.0
1935,2.96813453815048e-07,1.196828414151696e-09
1936,2.534065401960106e-07,0.0
1937,2.6063614200211305e-07,1.2591118148108649e-09
1938,2.696764624943171e-07,2.5930428915188486e-09
1939,2.3858717668190366e-07,3.058810094103137e-09
1940,2.5357829258609854e-07,0.0
1941,2.715382265705557e-07,0.0
1942,3.610711871715466e-07,0.0
1943,3.135494068828848e-07,0.0
1944,2.69907644678824e-07,3.2131861615880553e-09
1945,2.940980436960672e-07,2.178504043826024e-09
1946,2.7006942104890186e-07,6.960552134671616e-09
1947,3.349764767790475e-07,7.152522574216391e-09
1948,2.696228307286219e-07,5.435944139264848e-09
1949,2.5033369865923305e-07,2.945102384188658e-09
1950,2.509945318251994e-07,1.0635361480382244e-09
1951,2.7293188509247557e-07,3.1984206394497505e-09
1952,2.6362010885350173e-07,1.0544803918932644e-09
1953,2.499527909094468e-07,0.0
1954,2.1597304566967068e-07,0.0
1955,2.355787529495501e-07,0.0
1956,2.0058625693764043e-07,2.616342476002842e-09
1957,2.3501200985265314e-07,2.6505113659425206e-09
1958,2.3658616044031078e-07,5.790570245522986e-09
1959,2.0074436690720177e-07,5.425523585955716e-09
1960,2.3323208608871937e-07,6.920833350854139e-10
1961,2.2720480785665131e-07,4.16889545107324e-09
1962,2.06747785114203e-07,0.0
1963,2.256652607002252e-07,2.5864212993553792e-09
1964,2.4396712205998483e-07,4.258777774879263e-09
1965,2.7086613840765494e-07,4.377634699181954e-09
1966,2.9135532031432376e-07,4.431259803538978e-09
1967,2.558844300892815e-07,8.874604162656397e-09
1968,2.631969664435019e-07,1.3474247273492779e-09
1969,2.1664185112513223e-07,2.7250546263957176e-09
1970,2.52010124768276e-07,8.277704743875347e-09
1971,2.1118813720022445e-07,3.083038491169532e-09
1972,1.898154380342021e-07,1.0260293725750103e-09
1973,1.7752516612290492e-07,5.513203671370093e-09
1974,1.406392868830153e-07,1.6876715580593782e-09
1975,1.9019229569039453e-07,2.2845920710778955e-09
1976,1.7483392866779468e-07,1.7140580066410394e-09
1977,1.798295272692485e-07,1.1753563677885381e-09
1978,2.0198010020067159e-07,4.752473081737207e-09
1979,1.7263320728488907e-07,5.851973350345929e-10
1980,1.637323379100053e-07,2.2740602734216964e-09
1981,2.04315256269183e-07,0.0
1982,1.6325731166944024e-07,1.2415004579935385e-09
1983,1.7556578768562758e-07,1.2630632095778083e-09
1984,1.4729481279118772e-07,7.538710988796993e-09
1985,1.6302162464398862e-07,0.0
1986,1.7503897709048033e-07,1.1988970927134801e-09
1987,1.3504904927685857e-07,0.0
1988,1.5231246663915954e-07,1.798966087207532e-09
1989,1.542162380019363e-07,0.0
1990,1.6999790375393786e-07,3.814055737905164e-09
1991,1.6119028600769525e-07,1.7584396161396398e-09
1992,2.0276594625556754e-07,1.1019888335184191e-09
1993,1.606370148010683e-07,1.1078414852150331e-09
1994,1.5191788804713724e-07,5.274926606624319e-10
1995,1.615890283801491e-07,1.626735190995987e-09
1996,1.5960895893840643e-07,1.067618438099771e-09
1997,1.5103917405667744e-07,9.58978896292706e-10
1998,1.568714509403435e-07,4.768129224785866e-10
1999,1.4670345649392402e-07,2.285100553223174e-09
2000,1.5330569169691444e-07,4.4180314962005696e-10
2001,1.498374473385411e-07,8.762423564512289e-10
2002,1.6035271244163596e-07,1.3143663935011318e-09
2003,1.595931422571084e-07,2.9168460979889232e-09
2004,1.5152481580571475e-07,4.404791198453495e-09
2005,1.396162332412132e-07,4.5037495954858286e-10
2006,1.4412614746106556e-07,2.4707338397433887e-09
2007,1.4619794796999486e-07,7.988958938831558e-10
2008,1.3666381448729226e-07,1.7029758714315335e-09
2009,1.4638351331086596e-07,5.721831008997924e-09
2010,1.445480677375599e-07,2.8342759250676863e-09
2011,1.521940902193819e-07,0.0
2012,1.6748923314935382e-07,3.4042526575461807e-09
2013,1.6483728870753112e-07,2.7891249310130206e-09
2014,1.7908232052832318e-07,4.330890368553497e-10
2015,2.1301289621078467e-07,2.659890530054554e-09
2016,2.185263809906246e-07,1.86420612280358e-09
2017,1.388617505426737e-07,1.0062445321423752e-09
2018,1.6263240354419395e-07,1.8070267504555204e-09
2019,1.9693625574745965e-07,2.04079020349468e-09
