year,tant_ADV été_VERB,tant_ADV eté_VERB,tant_ADV fêté_VERB
1800,4.7162465932615305e-08,6.288328968651058e-09,0.0
1801,5.2386017301842e-08,0.0,0.0
1802,1.7902721083373763e-08,0.0,0.0
1803,2.5354410126965377e-08,0.0,0.0
1804,5.438072037122765e-08,0.0,0.0
1805,2.2743021688143017e-08,0.0,2.842877711017877e-09
1806,8.933174200365102e-08,0.0,0.0
1807,5.124519120158766e-08,0.0,0.0
1808,9.064295980465431e-09,0.0,1.5862518409903714e-08
1809,7.90660692473466e-08,0.0,4.518061036407062e-09
1810,3.510190182964834e-08,0.0,2.3401266702194334e-08
1811,5.264861258069686e-08,0.0,2.5070767684098882e-09
1812,4.267533171287141e-08,0.0,2.6672082320544632e-09
1813,2.300593315851529e-08,0.0,5.463909147351842e-08
1814,1.5733386149463513e-08,0.0,6.293354282149721e-09
1815,1.1598061178119679e-07,0.0,5.394447111228828e-09
1816,9.965696534663948e-08,0.0,4.6352077731626196e-09
1817,7.472992535895173e-08,0.0,1.5568733857662664e-08
1818,5.126106117359086e-08,0.0,0.0
1819,5.589566853814176e-08,0.0,4.140420006848444e-09
1820,1.542642635854463e-08,0.0,2.4919611263385377e-08
1821,7.59334568556369e-08,9.86148829262845e-10,4.930744257336528e-09
1822,2.105379337535851e-08,0.0,3.0076847679083585e-09
1823,4.5460360809101985e-08,0.0,3.9530747564242574e-09
1824,5.3053010873327366e-08,0.0,2.863178316658832e-08
1825,7.396572243578703e-08,0.0,1.4088708866211164e-08
1826,3.963592831723872e-08,0.0,6.1655889282974385e-09
1827,3.594736597278825e-08,0.0,9.217273055917019e-10
1828,2.935136400594729e-08,0.0,8.255071293206129e-09
1829,4.543783305166471e-08,0.0,1.1145129263923081e-08
1830,6.157733167810875e-08,0.0,9.39315203396518e-09
1831,2.6505050598757407e-08,0.0,1.4032085715598441e-08
1832,7.306183391619925e-08,0.0,0.0
1833,4.2859426230279496e-08,0.0,2.3167256557599103e-08
1834,6.067445212920575e-08,0.0,7.467624740797874e-09
1835,6.42862474364847e-08,0.0,1.0588323107185715e-08
1836,6.25029770162655e-08,0.0,3.36037508930076e-09
1837,5.5663129217009555e-08,0.0,9.74104708006962e-09
1838,5.23909449157145e-08,0.0,3.787297142565649e-09
1839,4.544459031308179e-08,0.0,1.3982950353153e-09
1840,4.8409635411417185e-08,0.0,3.821813088222825e-09
1841,5.3290552415319326e-08,0.0,2.118781061710706e-08
1842,3.152884531232303e-08,0.0,8.720745015011744e-09
1843,2.658109998776581e-08,0.0,4.7255288571079745e-09
1844,2.8540519281250454e-08,0.0,6.037417232818143e-09
1845,6.640470928687137e-08,0.0,1.0044410636567136e-08
1846,5.034871009002018e-08,0.0,1.1709002656346001e-08
1847,2.0494249852731627e-08,0.0,2.1572894581822766e-09
1848,2.735375304041554e-08,0.0,3.218088684420195e-09
1849,7.206296714912241e-08,0.0,8.379414495607307e-09
1850,3.869727649430388e-08,0.0,3.394498016007219e-09
1851,1.9993260380601896e-08,0.0,1.0319102017319892e-08
1852,4.948014620254071e-08,0.0,6.510545436100301e-10
1853,4.538668108011734e-08,0.0,4.180352064508952e-09
1854,3.273268589509826e-08,0.0,1.558699391779328e-09
1855,1.963566731433275e-08,0.0,8.491099379170919e-09
1856,4.34883880018333e-08,0.0,2.9509978460851016e-08
1857,7.615154373752375e-08,0.0,6.8341128311999455e-09
1858,6.361779014696367e-08,0.0,1.2234189661342043e-08
1859,3.258990943777462e-08,0.0,1.7313389832906978e-08
1860,3.753290656050012e-08,0.0,7.781213007262977e-09
1861,2.9238975685075275e-08,0.0,4.715963619617014e-09
1862,4.292087041335435e-08,0.0,8.132375661773494e-09
1863,4.694943456229339e-08,0.0,1.9978483312144135e-09
1864,4.794727814783073e-08,0.0,3.3563094525845827e-09
1865,3.95374932793402e-08,0.0,1.6473954644879996e-08
1866,4.379051787850585e-08,0.0,1.2650593461671633e-08
1867,4.270474107670452e-08,0.0,9.7056229719783e-09
