year,aient_VERB été_VERB,aient_VERB eté_VERB,aient_VERB fêté_VERB
1800,7.989321602508426e-06,2.2009151834367913e-08,0.0
1801,7.253082003444433e-06,9.524730337773235e-09,0.0
1802,8.219586561608594e-06,1.1189200677108602e-08,0.0
1803,8.140716090565547e-06,3.705644502360883e-08,0.0
1804,1.0221103366347961e-05,2.4718509461507665e-09,0.0
1805,8.906736184144393e-06,2.842877755426798e-08,0.0
1806,9.927350220095832e-06,2.305335300434308e-08,0.0
1807,1.2518061339505948e-05,3.131650672116848e-08,0.0
1808,1.037408674164908e-05,3.3991110370834576e-08,0.0
1809,1.0850123544514645e-05,7.454800510231507e-08,0.0
1810,1.0427605047880206e-05,1.1700633351097167e-08,0.0
1811,9.810191841097549e-06,2.5070768572277302e-08,0.0
1812,1.2394516488711815e-05,2.1337665856435706e-08,0.0
1813,1.0154243682336528e-05,3.163315653864629e-08,0.0
1814,8.61560238263337e-06,3.776012391654149e-08,0.0
1815,1.0527263839321677e-05,2.4275012222574333e-08,0.0
1816,9.54157530941302e-06,2.5493642752394408e-08,0.0
1817,9.134176252700854e-06,1.8682481339737933e-08,0.0
1818,9.782517736312002e-06,2.2650237241350624e-08,0.0
1819,1.0534263310546521e-05,2.4842520929269085e-08,0.0
1820,9.563196726958267e-06,4.6279275522920216e-08,0.0
1821,9.849654816207476e-06,2.7612166775270452e-08,0.0
1822,9.792019227461424e-06,1.7043547018147365e-08,0.0
1823,8.31232773634838e-06,1.2847492847356534e-08,0.0
1824,8.581113434047438e-06,1.3473780313688621e-08,0.0
1825,9.004445928439964e-06,4.226612659863349e-08,0.0
1826,9.962711374100763e-06,3.6112734136395375e-08,0.0
1827,1.176584919448942e-05,5.069500019772022e-08,0.0
1828,1.1481886758701876e-05,8.346793833879929e-08,0.0
1829,1.1798404557339381e-05,3.086343269842473e-08,0.0
1830,1.2102555047022179e-05,2.400472176589119e-08,0.0
1831,1.1989637641818263e-05,1.4032085715598441e-08,0.0
1832,1.0825328899954911e-05,1.7588959622116818e-08,0.0
1833,1.0206334991380572e-05,1.7375443306377747e-08,0.0
1834,1.1899660421477165e-05,3.360431222176885e-08,0.0
1835,1.043176689563552e-05,1.5126175867408165e-08,0.0
1836,1.0271994142385665e-05,1.9490174807401672e-08,0.0
1837,1.0046498573501594e-05,1.2524203896191466e-08,0.0
1838,1.0445996849739458e-05,1.3886756633496589e-08,0.0
1839,1.0689266673580278e-05,1.1885507689157748e-08,0.0
1840,1.0397880032542162e-05,1.0191501864653674e-08,0.0
1841,1.1106264537374955e-05,2.632424944692957e-08,0.0
1842,1.0303224371455144e-05,2.3478927246856074e-08,0.0
1843,1.0932511031569447e-05,8.860366662588604e-09,0.0
1844,1.0642868801369332e-05,1.701453911095996e-08,0.0
1845,1.0680556442821398e-05,2.0088821273134272e-08,0.0
1846,1.0709639354899991e-05,2.3418005312692003e-08,0.0
1847,1.11645122160553e-05,2.480882876909618e-08,0.0
1848,1.1200557310075965e-05,1.609044275596716e-08,2.413566457803995e-09
1849,1.1246012945775874e-05,2.6814127807028854e-08,0.0
1850,1.0448943612573203e-05,2.5798184921654865e-08,0.0
1851,1.1949519830523059e-05,1.5478653025979838e-08,0.0
1852,1.1923412785108667e-05,1.5625309046640723e-08,0.0
1853,1.0262764590152074e-05,1.970737528722566e-08,0.0
1854,9.742910151544493e-06,1.506742641765868e-08,0.0
1855,1.0139964615518693e-05,1.2736649068756378e-08,0.0
1856,1.014366716844961e-05,1.7602443946884705e-08,0.0
1857,9.48428441915894e-06,7.810414537345878e-09,0.0
1858,9.560774742567446e-06,9.297984604472731e-09,0.0
1859,9.644067176850513e-06,1.2221216039165483e-08,0.0
1860,9.559448699292261e-06,1.1442959468865865e-08,0.0
1861,9.373920875077602e-06,9.431927239234028e-09,0.0
1862,9.883095117402263e-06,6.776979422085105e-09,0.0
1863,9.961271643987857e-06,1.0988165932701577e-08,0.0
1864,1.042182066157693e-05,1.102787461348953e-08,4.794727948009836e-10
1865,1.009288644127082e-05,5.6482134525026595e-09,0.0
1866,9.772583325684536e-06,7.298419202328432e-09,0.0
1867,9.726004464027938e-06,1.1161466417775046e-08,0.0
1868,1.018750208459096e-05,9.87974857480367e-09,4.93987406535723e-10
1869,9.96823928289814e-06,1.2697149998075474e-08,0.0
1870,9.92965215118602e-06,8.027668307875047e-09,0.0
1871,1.0278113222739194e-05,1.4869648623516696e-08,0.0
1872,1.045403587340843e-05,7.256807155187062e-09,6.047339295989218e-10
1873,1.0519804163777735e-05,1.3169209722718733e-08,0.0
1874,1.0218971510767005e-05,8.961913877669758e-09,0.0
1875,1.0727290828072e-05,6.293679799540541e-09,0.0
1876,1.0463233593327459e-05,1.0278225381910033e-08,0.0
1877,1.051356866810238e-05,4.329371083855449e-09,0.0
1878,1.0695829587348271e-05,4.22736201599605e-09,0.0
1879,1.035591685649706e-05,7.94212251520321e-09,0.0
1880,9.832781870500185e-06,9.626769603698904e-09,0.0
1881,1.0024374205386266e-05,5.5780060570498335e-09,3.4862537301449947e-09
1882,1.0249293154629413e-05,7.320923423037584e-09,0.0
1883,1.0139378900930751e-05,8.21514056781325e-09,0.0
1884,1.0084751920658164e-05,1.1883054540362536e-08,0.0
1885,1.0598559128993656e-05,7.090199094506033e-09,0.0
1886,9.76409046415938e-06,7.744156427236248e-09,0.0
1887,1.1180783076270018e-05,1.3710741875172516e-08,0.0
1888,1.0380220373917837e-05,1.1413106904001324e-08,0.0
1889,1.0709624802984763e-05,8.771191772893872e-09,0.0
1890,1.060172053257702e-05,3.9326319978272295e-09,0.0
1891,1.0754583854577504e-05,7.649063604731055e-09,0.0
1892,9.94562196865445e-06,8.149066310636499e-09,0.0
1893,1.051857543643564e-05,5.542574843531156e-09,0.0
1894,1.0759878023236524e-05,1.1342770278588432e-08,0.0
1895,1.0113680218637455e-05,1.0833506536300774e-08,0.0
1896,1.0152324648515787e-05,4.717623180994224e-09,0.0
1897,9.970672181225382e-06,6.992056267307589e-09,0.0
1898,1.0594703780952841e-05,3.3950129374460403e-09,0.0
1899,9.883309758151881e-06,8.844125432005967e-09,0.0
1900,9.71349891187856e-06,1.661137005726232e-08,2.595526460424935e-09
1901,1.0252541869704146e-05,6.706486921359556e-09,5.588738916095792e-10
1902,9.517602848063689e-06,4.910283735171106e-09,0.0
1903,1.0417024896014482e-05,7.560307935250421e-09,0.0
1904,1.0373026270826813e-05,1.1824175416563776e-08,2.1498500757388683e-09
1905,1.0390156603534706e-05,9.28936660926638e-09,0.0
1906,1.0415430551802274e-05,7.716276506641861e-09,0.0
1907,1.095271363737993e-05,1.0285686968813934e-08,0.0
1908,1.0557030691416003e-05,9.331639461152008e-09,2.4556945366072114e-09
1909,9.954579581972212e-06,1.3752458727367411e-08,5.500983557560346e-10
1910,1.0064639354823157e-05,8.01622590529405e-09,3.206490406526541e-09
1911,9.987405974243302e-06,1.0108711201439746e-08,0.0
1912,1.077152046491392e-05,1.3544495303108306e-08,1.0418842455450772e-09
1913,9.750076969794463e-06,6.363587878865928e-09,0.0
1914,1.0276822649757378e-05,1.0714789944188396e-08,6.696743715117748e-10
1915,1.2607771168404724e-05,3.534228465440492e-09,0.0
1916,1.1964247278228868e-05,6.592477230782379e-09,0.0
1917,1.101796624425333e-05,4.386569774084137e-09,0.0
1918,1.0452602509758435e-05,8.040463406189247e-09,0.0
1919,1.0170068890147377e-05,7.366278698128781e-09,0.0
