year,aient_VERB été_VERB,aient_VERB eté_VERB,aient_VERB fêté_VERB
1920,1.0442864549986552e-05,6.815008557481406e-09,0.0
1921,9.671913176134694e-06,1.1359120755116692e-08,0.0
1922,1.019852061290294e-05,2.2133805899215986e-09,7.377935484775833e-10
1923,1.0064980415336322e-05,6.369568872344189e-09,3.1847844361720945e-09
1924,9.884008250082843e-06,2.578324886925998e-09,1.289162443462999e-09
1925,9.866465006780345e-06,7.698724324711748e-09,0.0
1926,9.567845154379029e-06,1.1146138456652466e-09,3.343841648018042e-09
1927,9.25943095353432e-06,6.689535148041159e-09,0.0
1928,9.37278127821628e-06,5.713020723163709e-09,0.0
1929,9.496082384430338e-06,4.4561625500705304e-09,0.0
1930,9.403875992575195e-06,3.1510811737689437e-09,0.0
1931,9.069539373740554e-06,1.1405356659111021e-09,0.0
1932,9.535892786516342e-06,4.383814644626227e-09,0.0
1933,9.208647497871425e-06,4.588264879146209e-09,0.0
1934,9.780564141692594e-06,3.5944740517379614e-09,0.0
1935,9.705081538413651e-06,5.98414207075848e-09,0.0
1936,9.241457519237883e-06,2.424942913137329e-09,0.0
1937,9.648573723097797e-06,3.777335333410292e-09,0.0
1938,9.582589882484172e-06,2.5930428915188486e-09,0.0
1939,1.0069602467410732e-05,6.117620188206274e-09,0.0
1940,9.42043334362097e-06,2.5357829169792012e-09,0.0
1941,9.890484761854168e-06,5.9030051957620344e-09,0.0
1942,8.956993042374961e-06,3.034211770724937e-09,6.068423541449874e-09
1943,9.194545782520436e-06,0.0,5.806470415592457e-09
1944,9.234697245119605e-06,3.2131861615880553e-09,3.2131861615880553e-09
1945,9.611560017219745e-06,0.0,0.0
1946,9.588856300979387e-06,2.7842208538686464e-09,0.0
1947,9.286358363169711e-06,3.5762612871081956e-09,0.0
1948,9.229145689459983e-06,0.0,0.0
1949,1.0187109182879794e-05,2.945102384188658e-09,3.9268033269479474e-09
1950,9.722847607918084e-06,4.2541445921528975e-09,0.0
1951,9.842606232268736e-06,3.1984206394497505e-09,0.0
1952,1.019577121041948e-05,8.435843135146115e-09,0.0
1953,1.0500171811145265e-05,5.386913581872932e-09,0.0
1954,9.7246511359117e-06,5.863521668203475e-09,9.772536113672459e-10
1955,1.010079085972393e-05,6.569925492527773e-09,0.0
1956,9.452845006308053e-06,7.849027205963921e-09,3.488456634670456e-09
1957,1.0040136658062693e-05,3.534015080575159e-09,0.0
1958,9.845623935689218e-06,5.790570245522986e-09,0.0
1959,9.832599062065128e-06,3.100299128533379e-09,0.0
1960,9.819278602662962e-06,3.460416619915918e-09,0.0
1961,9.562057130096946e-06,7.64297514166401e-09,1.3896318540318475e-09
1962,9.726024472911377e-06,3.805173953708163e-09,0.0
1963,9.399054761161096e-06,3.2330267352165265e-09,0.0
1964,9.379045877722092e-06,5.475571551727398e-09,0.0
1965,9.955288078344893e-06,1.0396882466068291e-08,1.0944086747954884e-09
1966,9.32614057091996e-06,2.769537488234164e-09,5.539074754423723e-10
1967,9.56780968408566e-06,2.9582012395223956e-09,0.0
1968,9.156649866781663e-06,2.245707841908029e-09,1.7965663401398047e-09
1969,9.867877452052198e-06,8.629339909305145e-09,0.0
1970,9.333112757303752e-06,5.058597540852361e-09,4.5987250119061684e-10
1971,8.769702617428266e-06,3.5968783507200897e-09,0.0
1972,8.983913176052738e-06,3.5911027485013847e-09,5.130146862875051e-10
1973,8.729606634005904e-06,5.513203671370093e-09,5.513203782392395e-10
1974,9.145492185780313e-06,5.625571564138454e-09,5.625571564138454e-09
1975,8.655748388264328e-06,4.569184142155791e-09,1.1422960355389478e-09
1976,9.135357686318457e-06,5.142174241967723e-09,0.0
1977,8.760518539929762e-06,3.526069214387917e-09,0.0
1978,8.681579856784083e-06,4.158414057542359e-09,0.0
1979,8.754552254686132e-06,7.022368020415115e-09,5.851973350345929e-10
1980,8.53966503200354e-06,3.97960553399912e-09,0.0
1981,8.320627784996759e-06,1.2651099057237047e-09,6.325549528618524e-10
1982,8.570698810217436e-06,4.966001831974154e-09,0.0
1983,8.17328236735193e-06,5.052252838311233e-09,1.89459470334441e-09
1984,8.203277502616402e-06,7.538710988796993e-09,5.799008495621649e-10
1985,8.34598540677689e-06,2.4062232206745193e-09,0.0
1986,8.031411198317073e-06,1.019062523255343e-08,0.0
1987,8.523367796442471e-06,2.4443267410134695e-09,6.110816852533674e-10
1988,8.085753506748006e-06,1.798966087207532e-09,1.798966087207532e-09
1989,8.016500032681506e-06,2.1952488715726304e-09,2.7440609784434855e-09
1990,7.894005648267921e-06,3.814055737905164e-09,2.724325431913144e-09
1991,7.638661372766364e-06,6.4476117778156095e-09,1.1722930404189924e-09
1992,7.896301212895196e-06,0.0,0.0
1993,7.9011251727934e-06,1.1078414852150331e-09,1.1078414852150331e-09
1994,7.707195436523762e-06,3.164955852952289e-09,0.0
1995,7.554016065114411e-06,5.4224509327127635e-09,1.626735190995987e-09
1996,7.70820497564273e-06,2.135236876199542e-09,0.0
1997,7.5040097726741806e-06,4.79489448146353e-10,4.79489448146353e-10
1998,7.491684755223105e-06,1.9072516899143466e-09,0.0
1999,7.636806003574748e-06,9.140402323914998e-10,9.140402323914998e-10
2000,7.20139132681652e-06,2.2090156370779823e-09,3.97622823555821e-09
2001,7.291650945262518e-06,1.7524847129024579e-09,8.762423564512289e-10
2002,7.048070983728394e-06,1.3143663935011318e-09,0.0
2003,7.147106316551799e-06,2.083461403401543e-09,4.1669229178253886e-10
2004,7.028284926491324e-06,1.7619165015858584e-09,0.0
2005,6.930820291017881e-06,9.007499190971657e-10,0.0
2006,6.595624199690064e-06,1.6471559671771274e-09,4.1178899179428186e-10
2007,6.336043497867649e-06,3.994479469415779e-10,1.5977917877663117e-09
2008,6.0906932048965245e-06,2.1287198670449925e-09,4.257439678578834e-10
2009,5.649831109622028e-06,4.76819250749827e-10,4.76819250749827e-10
2010,5.258998953650007e-06,9.447586046817946e-10,4.723793023408973e-10
2011,4.410569090396166e-06,0.0,1.529588788962144e-09
2012,4.189954324829159e-06,0.0,1.0212758416727752e-09
2013,4.662859282689169e-06,0.0,1.6734750252211938e-09
2014,4.4504231482278556e-06,0.0,0.0
2015,4.432707555679372e-06,0.0,6.649726325136385e-10
2016,4.416303909238195e-06,2.0713400439298368e-10,8.285360175719347e-10
2017,4.213397460262058e-06,0.0,5.031222660711876e-10
2018,3.958421075367369e-06,0.0,7.744400121190154e-10
2019,4.2746901272039395e-06,2.55098775436835e-10,2.55098775436835e-10
