year,serait_VERB in_ADJ,serait_VERB fine_ADJ
1929,7.798284684668033e-09,0.0
1930,1.1553964007759987e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,5.735331320977366e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,6.381216888229346e-09,0.0
1951,8.529121409139861e-09,0.0
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,8.447047505910632e-09,0.0
1956,7.849027205963921e-09,0.0
1957,1.3252556385623393e-08,0.0
1958,4.1361216673863055e-09,0.0
1959,6.200598257066758e-09,0.0
1960,3.460416619915918e-09,0.0
1961,4.16889545107324e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,5.819448034571906e-09,0.0
1964,3.6503808864551957e-09,6.083968329129164e-10
1965,3.2832261354087677e-09,0.0
1966,4.985167390003653e-09,0.0
1967,4.437302081328198e-09,9.860671168482327e-10
1968,6.287982134978165e-09,0.0
1969,4.541757636644661e-09,0.0
1970,5.978342709767048e-09,4.5987250119061684e-10
1971,4.624557625731995e-09,1.0276794970565106e-09
1972,5.130146973897354e-09,0.0
1973,2.7566018356850464e-09,5.513203782392395e-10
1974,3.937900228123681e-09,5.625571675160757e-10
1975,7.996072248772634e-09,0.0
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,8.815172591880582e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,0.0
1979,4.681578680276743e-09,5.851973350345929e-10
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,0.0
1982,9.932003663948308e-09,6.207502289967692e-10
1983,8.209910973278056e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,2.4062232206745193e-09,3.0077789148208467e-09
1986,5.395036861699509e-09,0.0
1987,4.888653482026939e-09,0.0
1988,1.798966087207532e-09,0.0
1989,0.0,5.488122178931576e-10
1990,2.179460389939436e-09,0.0
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,3.253470381991974e-09,0.0
1996,2.6690460952494277e-09,0.0
1997,4.315404922294874e-09,0.0
1998,4.7681290027412615e-09,4.768129224785866e-10
1999,3.656160929565999e-09,0.0
2000,4.4180314962005696e-10,0.0
2001,4.381211837767296e-09,0.0
2002,8.76244299341522e-10,0.0
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,6.166707589017051e-09,4.404791253964646e-10
2005,3.602999676388663e-09,0.0
2006,2.0589450144825605e-09,0.0
2007,4.393927444112933e-09,0.0
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,3.814554005998616e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,4.971163480860241e-09,0.0
2012,3.063827413996023e-09,3.404252713057332e-10
2013,5.020424964641279e-09,2.789125042035323e-10
2014,1.0827225782605865e-09,1.5158115873603606e-09
2015,3.546520632724537e-09,2.2165753954528356e-10
2016,2.899876117012923e-09,4.1426800878596737e-10
2017,2.7671724911471074e-09,5.031222660711876e-10
2018,1.5488800242380307e-09,2.5814667070633845e-10
2019,1.7856913725466939e-09,0.0
