year,grand_ADJ are_NOUN,grand_ADJ phare_NOUN
1876,6.04601479992084e-09,1.2092029377797076e-08
1877,2.4739263970730008e-09,1.1132669008873108e-08
1878,3.0195443923020093e-09,2.717589886458427e-08
1879,6.720257683667796e-09,2.3215436684154156e-08
1880,3.2089231272180996e-09,2.1178893305773272e-08
1881,2.091752326904839e-09,5.7174562084760794e-08
1882,2.6621540527571597e-09,2.2628309892525067e-08
1883,3.159669414998234e-09,3.5388296293348276e-08
1884,4.621187876807653e-09,2.6406786979293884e-08
1885,5.156508553483263e-09,2.707167023885404e-08
1886,5.162771099520569e-09,3.678474397306175e-08
1887,3.9173548849191775e-09,2.8727268286399266e-08
1888,2.53624587998047e-09,2.726464365387926e-08
1889,5.012109394186837e-09,2.0048437021635834e-08
1890,2.4251230357208442e-08,2.4906667839275087e-08
1891,3.1871101313640793e-09,3.505821000171494e-08
1892,7.522214851007902e-09,2.5074049503359674e-08
1893,3.079208221734575e-09,4.187723323667569e-08
1894,6.301539290376468e-10,4.663139030469665e-08
1895,2.4074457982692365e-09,2.8287487463529715e-08
1896,6.486732040400511e-09,4.186890562030143e-08
1897,3.4960281336537946e-09,1.5149454912766203e-08
1898,5.6583546736987955e-09,1.4145887128336199e-08
1899,3.8693048765026106e-09,1.879376654301268e-08
1900,6.748368974740515e-09,3.270363646556973e-08
1901,3.353243460679778e-09,2.7943693858833996e-08
1902,6.38336894454028e-09,2.209627647520307e-08
1903,2.1600881083827517e-09,3.672149917477441e-08
1904,6.449550227216605e-09,2.5260737501753283e-08
1905,4.1286072338664326e-09,2.8900250914620784e-08
1906,8.745113966313056e-09,3.137952597764837e-08
1907,5.142843484406967e-09,2.2628511231470583e-08
1908,3.929111258571538e-09,3.487086108755477e-08
1909,7.701377313651392e-09,2.5304525086422558e-08
1910,4.809735720812114e-09,2.0842187087311004e-08
1911,5.852411444351446e-09,5.107559120087757e-08
1912,6.772247651554153e-09,2.604710652720499e-08
1913,2.121195885607108e-09,3.287853750366665e-08
1914,7.366418142140674e-09,3.549274235625788e-08
1915,8.246533234057551e-09,2.1205371680821372e-08
1916,2.197492410260793e-09,2.746865512825991e-08
1917,1.0966424435210342e-09,7.6764971268517e-08
1918,1.033773866510046e-08,4.479686666059024e-08
1919,4.603924352863942e-09,2.025726608678724e-08
1920,3.028892692213958e-09,5.149117532354808e-08
1921,6.058197943303867e-09,3.1805539368878755e-08
1922,2.951174193910333e-09,3.688967858961334e-08
1923,8.492758496458919e-09,2.866306081372727e-08
1924,2.578324886925998e-09,1.1602462102189293e-08
1925,5.499089184013428e-09,3.079489729884699e-08
1926,4.458455382660986e-09,1.5604594283402662e-08
1927,2.2298449753321847e-09,3.0102908055162914e-08
1928,4.570416489713125e-09,3.313552021655397e-08
1929,2.2280812750352652e-09,2.0052731253272782e-08
1930,8.402882833991043e-09,2.941009080714707e-08
1931,3.4216069977333063e-09,2.3951248095954725e-08
1932,0.0,2.3015026995309995e-08
1933,3.4411986593596566e-09,1.9500125958415992e-08
1934,1.1981580172459871e-09,2.156684431042777e-08
1935,1.196828414151696e-09,2.8723881939640705e-08
1936,0.0,1.6974600391961303e-08
1937,3.777335333410292e-09,2.14049007407624e-08
1938,2.5930428915188486e-09,1.0372171566075394e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,2.3612021227137348e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,5.806470415592457e-09,8.709705845433291e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,6.535512131478072e-09,3.7034569633220826e-08
1946,0.0,2.227376683094917e-08
1947,1.1920870957027319e-09,1.311295805273005e-08
1948,0.0,8.697510045507784e-09
1949,0.0,8.835307485632882e-09
1950,2.1270722960764488e-09,1.2762433776458693e-08
1951,2.1322803522849654e-09,1.812438221726609e-08
1952,4.2179215675730575e-09,1.4762725264461096e-08
1953,3.232148326759443e-09,1.2928592529881655e-08
1954,9.772536113672459e-10,8.795282280260608e-09
1955,1.8771215692936494e-09,2.9095383879962355e-08
1956,2.616342476002842e-09,1.6570169014684666e-08
1957,0.0,1.855357933955304e-08
1958,2.4816730892496253e-09,1.4890038368964298e-08
1959,4.650448914844674e-09,4.34041874664004e-08
1960,6.920833350854139e-10,1.7302083321624195e-08
1961,1.3896318540318475e-09,1.111705483225478e-08
1962,6.341956404476434e-10,1.0781325887609938e-08
1963,3.2330267352165265e-09,3.039045126662643e-08
1964,2.4335873316516654e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,2.3529786674636455e-08
1966,5.539074754423723e-10,1.7171132404847356e-08
1967,0.0,1.627010742799584e-08
1968,4.042274071025531e-09,1.9313088434058656e-08
1969,4.5417578031781147e-10,1.4533625192214572e-08
1970,4.5987250119061684e-10,1.0117194748637814e-08
1971,0.0,1.695671147938782e-08
1972,1.0260293725750103e-09,1.3338381954497436e-08
1973,4.410563025913916e-09,1.2129048265752118e-08
1974,1.1251143350321513e-09,2.4189957814613194e-08
1975,0.0,1.8847884586392638e-08
1976,2.285410749536254e-09,1.2569759011427095e-08
1977,0.0,1.1165885105413054e-08
1978,5.940591352171509e-10,1.1287123347081263e-08
1979,1.1703946700691858e-09,7.02236779837051e-09
1980,5.685150683554241e-10,1.30758464056413e-08
1981,1.2651099057237047e-09,1.7711538125020354e-08
1982,6.207502289967692e-10,1.5518755391852324e-08
1983,1.2630632095778083e-09,2.5261265079734585e-08
1984,0.0,9.278413537483488e-09
1985,1.2031116103372597e-09,2.165600876402607e-08
1986,0.0,1.4986213436873896e-08
1987,0.0,9.777306797520424e-09
1988,0.0,9.594485983477341e-09
1989,5.488122178931576e-10,1.5366742545097622e-08
1990,0.0,1.4166492867673242e-08
1991,0.0,1.4067516873605967e-08
1992,1.1019888335184191e-09,1.7080826808513194e-08
1993,0.0,1.0524494165053966e-08
1994,0.0,1.1077345873911071e-08
1995,0.0,1.5182862411755593e-08
1996,5.338092190498855e-10,2.1886177536956097e-08
1997,0.0,2.0138557599302942e-08
1998,0.0,1.0966697439052098e-08
1999,4.570201161957499e-10,1.5081663473637263e-08
2000,4.4180314962005696e-10,1.0161472108194403e-08
2001,0.0,2.102981588869568e-08
2002,0.0,3.6802261460522345e-08
2003,4.1669229178253886e-10,2.500153695184082e-08
2004,8.809582507929292e-10,1.189293641346012e-08
2005,0.0,2.2068373795036678e-08
2006,0.0,2.511912833291774e-08
2007,0.0,1.1983438602536367e-08
2008,8.514879357157668e-10,2.6821870224846833e-08
2009,4.76819250749827e-10,3.194689024432762e-08
2010,4.723793023408973e-10,2.8815137276261282e-08
2011,3.82397197240536e-10,2.6385407303486375e-08
2012,6.808505426114664e-10,4.459571117942929e-08
2013,0.0,4.2394702137737994e-08
2014,0.0,4.200963779621425e-08
2015,4.433150790905671e-10,3.723846800363084e-08
2016,4.1426800878596737e-10,4.598374744868572e-08
2017,0.0,3.4212314675707844e-08
2018,0.0,2.7621693821089366e-08
2019,0.0,3.316284041821049e-08
