year,grand_ADJ acteur_NOUN,grand_ADJ facteur_NOUN
1887,1.462479133351735e-07,7.508263166755569e-08
1888,2.1304465747107315e-07,8.052580824369215e-08
1889,1.2217016376325773e-07,7.580815264418561e-08
1890,1.1339088956674459e-07,1.173235162355013e-07
1891,1.0708689757166212e-07,9.306361192784607e-08
1892,1.3351930761018593e-07,1.0405730677121028e-07
1893,1.3240595819752343e-07,1.3055843339770945e-07
1894,1.2603078403117252e-07,7.498831422481089e-08
1895,1.3842813473274873e-07,9.68996900496677e-08
1896,9.730097616511557e-08,1.161714706654493e-07
1897,9.672344702948976e-08,1.4333714659642283e-07
1898,1.3410300425675814e-07,1.6182895024030586e-07
1899,1.1055156790007459e-07,1.321091218642323e-07
1900,1.6092265298084385e-07,1.536551792469254e-07
1901,1.0842153841394975e-07,1.6263230406821094e-07
1902,1.1882887207548265e-07,1.2570326646255126e-07
1903,1.301453096402838e-07,1.45805941542676e-07
1904,1.41352643368009e-07,1.3920279684498382e-07
1905,1.7030504295689752e-07,1.7288542153437447e-07
1906,9.259532163241602e-08,1.5895530225407128e-07
1907,9.925688004841504e-08,1.2548537142720306e-07
1908,1.6404040081852145e-07,1.2671384297391342e-07
1909,1.4137528125957033e-07,2.0023580304950883e-07
1910,1.4749855381523957e-07,2.014744779899047e-07
1911,1.814247525544488e-07,2.0430236702395632e-07
1912,1.1564915070039206e-07,1.713899564492749e-07
1913,1.320444482644234e-07,2.0787719279269368e-07
1914,1.225504036028724e-07,1.982236170761098e-07
1915,4.5944972271172446e-08,2.544644530644291e-07
1916,8.24059682713596e-08,1.911818401367782e-07
1917,1.6339971864454128e-07,2.3906804358375666e-07
1918,1.1601240146319469e-07,2.0560614188980253e-07
1919,1.3719693470193306e-07,2.384832669122261e-07
1920,1.6053131446369662e-07,2.4231141537711665e-07
1921,2.1203692313065403e-07,1.4918312274403434e-07
1922,2.7667257995744876e-07,1.7485706393927103e-07
1923,2.282428823718874e-07,1.4225371103293583e-07
1924,1.418078738879558e-07,1.2375959101973422e-07
1925,1.9906701709260233e-07,1.3967685674742825e-07
1926,2.6304886091566004e-07,1.248367453854371e-07
1927,2.8319030320744787e-07,1.3602054593775392e-07
1928,1.6682020032021683e-07,1.3368467932650674e-07
1929,1.7490438608547265e-07,1.4371124734680052e-07
1930,1.6490658083512244e-07,1.680576531271072e-07
1931,1.6879927500212943e-07,1.3458320324843953e-07
1932,2.016554674355575e-07,1.3370635087994742e-07
1933,1.9614832069692056e-07,1.4911860546362732e-07
1934,2.2645185993042105e-07,1.3778817731235904e-07
1935,1.9987034249879798e-07,9.574627313213568e-08
1936,1.9520790317528736e-07,1.4428410111122503e-07
1937,1.901258883663104e-07,1.23392950968082e-07
1938,1.763269210641738e-07,1.309486634681889e-07
1939,1.5905811778793577e-07,1.3764645245828433e-07
1940,1.4453962648985907e-07,1.1918179865233469e-07
1941,1.5642963546724786e-07,8.854507882460894e-08
1942,1.6688164805600536e-07,1.061974117533282e-07
1943,1.7419411335595214e-07,1.219358836124229e-07
1944,1.8957798886276578e-07,1.6708568750800623e-07
1945,1.568522947081874e-07,1.5031677946808486e-07
1946,1.9907179193978664e-07,9.883984120051537e-08
1947,2.884850687223661e-07,1.2278496797080152e-07
1948,2.5005343218253984e-07,1.7068863655822497e-07
1949,2.2677289734929218e-07,1.148589987565174e-07
1950,2.8821830255765235e-07,1.1805251176610909e-07
1951,3.16643621545154e-07,9.595261474260042e-08
1952,2.2354984707817493e-07,8.014050933979888e-08
1953,2.381015917762852e-07,1.1635733443426943e-07
1954,3.342207435252931e-07,9.38163466912556e-08
1955,2.7593688400884275e-07,1.0042600706583471e-07
1956,2.96518805953383e-07,9.15719837735196e-08
1957,2.4208003424064373e-07,1.0867096023048362e-07
1958,2.08460534167898e-07,1.1746585926175612e-07
1959,2.5267436853937397e-07,7.130687862400009e-08
1960,3.204345944141096e-07,6.22874978262189e-08
1961,2.633352380598808e-07,6.322824930293791e-08
1962,3.215371862097527e-07,7.610347552144958e-08
1963,2.631683742038149e-07,9.052474325699222e-08
1964,3.0115643312456086e-07,9.856028526655791e-08
1965,2.1997614396696008e-07,1.0013839357725374e-07
1966,2.1214655987478181e-07,7.422359971087644e-08
1967,2.2827454415619286e-07,6.951773201535616e-08
1968,3.1350083418146824e-07,7.096436860365429e-08
1969,2.3571722351789504e-07,7.312230110301243e-08
1970,2.046432570068646e-07,8.093756065363777e-08
1971,2.3585243980051018e-07,7.296524273670002e-08
1972,2.3649977265449706e-07,9.336867634601731e-08
1973,2.387217250543472e-07,8.765994152781786e-08
1974,1.648292453637623e-07,6.806941854620163e-08
1975,1.6506177757946716e-07,9.252597976683319e-08
1976,2.3711136520887521e-07,7.88466678613986e-08
1977,2.0333665418093005e-07,1.0401903693946224e-07
1978,2.3762365231050353e-07,7.722768913254185e-08
1979,2.44612493816021e-07,5.851973483572692e-08
1980,2.0750799478719273e-07,6.537923269434032e-08
1981,2.5238941248062474e-07,5.2502059588732664e-08
1982,2.7250933953837375e-07,7.076552321905183e-08
1983,2.21667590949437e-07,7.578379523920376e-08
1984,2.5457646302129433e-07,7.886651332000838e-08
1985,2.785203321309382e-07,7.579603078511354e-08
1986,2.577628777089558e-07,6.29420995323926e-08
1987,2.529878315726819e-07,5.1941942302846655e-08
1988,1.8949110369703703e-07,6.65617463369017e-08
1989,2.3983093910828757e-07,5.597884467078984e-08
1990,2.2393955134702992e-07,5.4486509526441296e-08
1991,2.3504475166191696e-07,7.444060656780493e-08
1992,2.1488781953848957e-07,6.556833653803551e-08
1993,2.4538690013287123e-07,6.14852027069901e-08
1994,2.24711868668237e-07,5.591422080897246e-08
1995,2.4455252400912286e-07,7.266083912327304e-08
1996,2.4715367885619344e-07,7.09966272438578e-08
1997,1.9946760687616916e-07,8.72670824492161e-08
1998,2.741674336448341e-07,6.389293361053205e-08
1999,2.1160030883038417e-07,6.672493668702373e-08
2000,2.3636468426957435e-07,8.12917804182689e-08
2001,2.2125119869542687e-07,6.396569318667389e-08
2002,2.1117487847277516e-07,6.571832500412711e-08
2003,2.0334583439307607e-07,7.125438372668214e-08
2004,2.1935861127531098e-07,6.651234940591166e-08
2005,2.355461106162693e-07,6.080061609736731e-08
2006,2.6395673557999544e-07,6.835697519136374e-08
2007,2.5245111601179815e-07,5.9517745398807165e-08
2008,2.626840398534114e-07,4.6831836186811415e-08
2009,2.0264818090254266e-07,6.150968090423703e-08
2010,1.828107940582413e-07,6.188168555354423e-08
2011,1.7743229818734108e-07,5.850677098351298e-08
2012,2.0221261820552172e-07,5.344676878848986e-08
2013,2.0332721817339916e-07,5.1319901217539154e-08
2014,2.4209677462749823e-07,3.724565544871439e-08
2015,2.1256957438708923e-07,4.4996479431347325e-08
2016,1.9864151568071975e-07,4.163393541034566e-08
2017,1.8816773206253856e-07,4.226227190429199e-08
2018,1.9593332467593427e-07,4.4917520369835984e-08
2019,2.34690872957799e-07,3.57138283391123e-08
