year,ait_VERB été_VERB,ait_VERB eté_VERB,ait_VERB fêté_VERB
1840,2.6897921998170204e-05,3.3759349093998026e-08,0.0
1841,2.913709067797754e-05,4.1091510638580075e-08,0.0
1842,2.6578145480016246e-05,3.7566284305512454e-08,0.0
1843,2.7422243874752894e-05,3.18973185642335e-08,0.0
1844,2.775291068246588e-05,2.4698525891153622e-08,0.0
1845,2.774991480691824e-05,2.9575208060350633e-08,0.0
1846,2.7397309168009087e-05,4.742146231251354e-08,0.0
1847,2.94211131404154e-05,4.476375536910382e-08,0.0
1848,2.7797850634669885e-05,6.275273278788518e-08,0.0
1849,3.0480121495202184e-05,1.0641856817983353e-07,0.0
1850,2.808471799653489e-05,7.19633561629962e-08,0.0
1851,3.039427065232303e-05,6.384944128967618e-08,0.0
1852,3.1702449632575735e-05,6.054807499822346e-08,0.0
1853,2.6657509806682356e-05,3.4040009921909586e-08,0.0
1854,2.6046385755762458e-05,5.6632742939655145e-08,0.0
1855,2.623006730573252e-05,3.502578493908004e-08,0.0
1856,2.741269963735249e-05,4.7630141608578924e-08,1.0354378465748937e-09
1857,2.58671170740854e-05,4.1980978693345605e-08,0.0
1858,2.645961649250239e-05,3.425573069648635e-08,4.893676130990343e-09
1859,2.5128347260761075e-05,2.6988518087023294e-08,7.638259802433822e-09
1860,2.3935010176501237e-05,2.746310379109218e-08,0.0
1861,2.534123086661566e-05,2.169343282787395e-08,4.715963730639317e-10
1862,2.586547088867519e-05,1.9427341513278407e-08,0.0
1863,2.687655432964675e-05,2.0477944673302773e-08,0.0
1864,2.6067977159982547e-05,2.589153069720851e-08,0.0
1865,2.6170055207330734e-05,2.3063536858103362e-08,0.0
1866,2.576585393399e-05,2.092213513549268e-08,1.4596839292835284e-09
1867,2.603436223580502e-05,2.7661025470138156e-08,0.0
1868,2.586913251434453e-05,1.7289560005906424e-08,9.87974813071446e-10
1869,2.6103387426701374e-05,2.0999133099053324e-08,1.4650557433881772e-09
1870,2.5873749109450728e-05,1.77755516972411e-08,3.4404292748035914e-09
1871,2.5947536414605565e-05,2.1242353653860846e-08,0.0
1872,2.7245077944826335e-05,1.9351485747165498e-08,0.0
1873,2.7147727450937964e-05,2.334541804316359e-08,0.0
1874,2.623092404974159e-05,8.961913877669758e-09,5.974609140757536e-10
1875,2.6422012524562888e-05,1.3159512590732447e-08,1.1443054281912168e-09
1876,2.6444664399605244e-05,1.3301232115736639e-08,0.0
1877,2.6854471798287705e-05,1.0514186854493346e-08,0.0
1878,2.7335934646544047e-05,1.3285995414946683e-08,0.0
1879,2.6504696506890468e-05,2.443730195977878e-08,6.10932526790009e-10
1880,2.6768837415147573e-05,3.144744553651435e-08,5.134277003548959e-09
1881,2.6482281100470573e-05,1.673401861523871e-08,4.183504653809678e-09
1882,2.692768794076983e-05,5.324308105514319e-09,6.655385131892899e-10
1883,2.698420939850621e-05,1.3270612164717477e-08,3.159669414998234e-09
1884,2.6251647796016186e-05,2.970763546272792e-08,0.0
1885,2.7532532840268686e-05,2.0626034213933053e-08,0.0
1886,2.6341103875893168e-05,2.3232470169887165e-08,0.0
1887,2.849222619261127e-05,1.3710741875172516e-08,0.0
1888,2.7832127670990303e-05,1.8387781963724592e-08,1.268122939990235e-09
1889,2.7069148927694187e-05,1.7542383545787743e-08,2.5060546970934183e-09
1890,2.7978054276900366e-05,4.391439034634459e-08,0.0
1891,2.8240345272934064e-05,1.7210394887001712e-08,0.0
1892,2.6662490199669264e-05,2.0686091062316336e-08,3.1342561879199593e-09
1893,2.784220123430714e-05,2.3401982574000613e-08,0.0
1894,2.742366814345587e-05,1.9534772022211655e-08,0.0
1895,2.6015461116912775e-05,1.2639090662958097e-08,6.018614495673091e-10
1896,2.651952854648698e-05,2.5357223876198987e-08,5.307326134129653e-09
1897,2.723172838159371e-05,2.505486840220783e-08,1.1653427112179315e-09
1898,2.7724807296181098e-05,2.1501747937691107e-08,7.355861253444118e-09
1899,2.678609234862961e-05,2.984892333302014e-08,2.2110313580014918e-09
1900,2.4988690711325034e-05,2.0245106924221545e-08,0.0
1901,2.651297654665541e-05,1.676621685930968e-08,2.235495566438317e-09
1902,2.6079989766003564e-05,1.6203935970793282e-08,0.0
1903,2.795154068735428e-05,2.6461078661554893e-08,1.0800440541913758e-09
1904,2.683012826310005e-05,2.042357571951925e-08,0.0
1905,2.6515979698160663e-05,3.251278357652154e-08,0.0
1906,2.661806865944527e-05,1.388929860013377e-08,2.572092316910357e-09
1907,2.8183296308270656e-05,2.4171363577352167e-08,1.028568674676933e-09
1908,2.6498417355469428e-05,2.0627833663411366e-08,2.4556945366072114e-09
1909,2.5480556359980255e-05,2.0353638774395222e-08,5.500983557560346e-10
1910,2.5769493731786497e-05,1.8170112525695004e-08,2.67207544979442e-09
1911,2.591926750028506e-05,2.500575924102577e-08,1.0640748282497725e-09
1912,2.7482823497848585e-05,2.344239469209697e-08,0.0
1913,2.641684295667801e-05,1.96210621083992e-08,0.0
1914,2.7113106625620276e-05,2.1429579888376793e-08,0.0
1915,2.7162903279531747e-05,2.238344798399794e-08,0.0
1916,2.646000575623475e-05,1.9777431248257926e-08,0.0
1917,2.621085150167346e-05,2.4126133979507358e-08,0.0
1918,2.5096584067796357e-05,1.8378202071289707e-08,0.0
1919,2.4700053472770378e-05,1.012863304339362e-08,0.0
1920,2.5423767510801554e-05,2.6502810612782923e-08,3.786115865267448e-09
1921,2.5179384465445764e-05,2.4232791773215467e-08,0.0
1922,2.552396836108528e-05,1.0329110011753073e-08,0.0
1923,2.5941129933926277e-05,9.554353752605493e-09,1.0615948120573648e-09
1924,2.543130722187925e-05,1.675911143195208e-08,1.289162443462999e-09
1925,2.4501739972038195e-05,1.0998178368026856e-08,1.0998177923937646e-09
1926,2.4209412003983743e-05,8.916910765321973e-09,0.0
1927,2.447923725412693e-05,1.7838759802657478e-08,3.3447675740205796e-09
1928,2.4394597858190536e-05,1.7139061725401916e-08,2.2852082448565625e-09
1929,2.4201419364544563e-05,5.570202965543558e-09,3.342121912552898e-09
1930,2.487358324287925e-05,6.302162347537887e-09,0.0
1931,2.3098127712728456e-05,1.0264820993199919e-08,0.0
1932,2.3803017029422335e-05,1.53433514782364e-08,7.6716757391182e-09
1933,2.4018419935600832e-05,1.4911860191091364e-08,3.4411986593596566e-09
1934,2.3940396204125136e-05,1.1981580172459871e-08,0.0
1935,2.3874332327977754e-05,9.574627313213568e-09,1.196828414151696e-09
1936,2.3387361579807475e-05,8.487299751891442e-09,0.0
1937,2.400622543063946e-05,1.510934133364117e-08,2.5182236296217297e-09
1938,2.3555201551062055e-05,7.779128452511941e-09,0.0
1939,2.439248055452481e-05,1.988226472349197e-08,0.0
1940,2.3547279852209613e-05,7.607348528892999e-09,0.0
1941,2.4169854441424832e-05,2.9515025978810172e-09,0.0
1942,2.3272405087482184e-05,1.8205270180260413e-08,0.0
1943,2.3870399672887288e-05,2.0322646676618206e-08,8.709705845433291e-09
1944,2.325061541341711e-05,2.2492303131116387e-08,0.0
1945,2.306382157257758e-05,2.178504043826024e-09,2.178504043826024e-09
1946,2.3349868570221588e-05,1.9489545977080525e-08,2.7842208538686464e-09
1947,2.4189830583054572e-05,2.26496545963073e-08,1.1920870957027319e-09
1948,2.233738086943049e-05,1.7395020535104777e-08,0.0
1949,2.344988752156496e-05,1.3743811422273211e-08,9.817008317369869e-10
1950,2.3626455003977753e-05,1.1698897850465073e-08,2.1270722960764488e-09
1951,2.4056387701421045e-05,2.4521224162299404e-08,0.0
1952,2.372159178776201e-05,1.5817205323287453e-08,5.272402070488624e-09
1953,2.4848755856510252e-05,1.723812381726475e-08,5.386913581872932e-09
1954,2.356744880671613e-05,1.2704297169818801e-08,0.0
1955,2.386572305113077e-05,1.5016972554349195e-08,0.0
1956,2.358458368689753e-05,2.1802854632824165e-08,0.0
1957,2.3145148588810116e-05,8.835037590415595e-09,8.835037701437898e-10
1958,2.2779277060180902e-05,1.4062814024384807e-08,8.272243445794913e-10
1959,2.3246817363542505e-05,1.5501495198577686e-08,1.5501495642666896e-09
1960,2.2892732886248268e-05,1.1765417085030094e-08,0.0
1961,2.262737507408019e-05,2.223410966450956e-08,6.948159270159238e-10
1962,2.2616050046053715e-05,1.331810839388936e-08,2.5367825617905737e-09
1963,2.2026610167813487e-05,1.3578711488548834e-08,3.2330267352165265e-09
1964,2.2736398022971116e-05,9.734349326606662e-09,0.0
1965,2.3470141968573444e-05,4.870118530675427e-08,0.0
1966,2.2267633539740928e-05,1.606331601067268e-08,3.3234448526542337e-09
1967,2.283829962834716e-05,1.035370456037299e-08,1.9721342336964653e-09
1968,2.1223737348918803e-05,1.257596426995633e-08,4.042274071025531e-09
1969,2.2507589164888486e-05,2.815889921237158e-08,1.8167031212712459e-09
1970,2.20265137613751e-05,1.4256047897731605e-08,1.3796175313274261e-09
1971,2.0400979337864555e-05,1.5415192677892264e-08,5.138397485282553e-10
1972,2.0514944480964914e-05,6.156176013405457e-09,2.565073486948677e-09
1973,2.009507625189144e-05,9.37244681864513e-09,1.6539611902288698e-09
1974,2.00444737856742e-05,1.912694358452427e-08,1.1251143350321513e-09
1975,1.9670338588184677e-05,1.3707552426467373e-08,2.2845920710778955e-09
1976,2.0087618395336904e-05,1.0284348483935446e-08,1.7140580066410394e-09
1977,1.95779102796223e-05,2.11564152863275e-08,3.526069214387917e-09
1978,1.971444726223126e-05,1.0693064211864112e-08,5.940591352171509e-10
1979,1.991777571674902e-05,2.0481905949054635e-08,0.0
1980,1.909528327814769e-05,1.5349906234973787e-08,5.685150683554241e-10
1981,1.885140227386728e-05,8.223214109648325e-09,0.0
1982,1.9389754015719518e-05,3.1037512115972277e-08,1.2415004579935385e-09
1983,1.8731227100943215e-05,1.6419821946556112e-08,2.5261264191556165e-09
1984,1.848085958044976e-05,2.4935737030773453e-08,2.8995041922996734e-09
1985,1.893336775538046e-05,4.271046094572739e-08,1.8046674155058895e-09
1986,1.8525357518228702e-05,1.3787316177626963e-08,1.7983456945813714e-09
1987,1.8774262571241707e-05,7.944062296871834e-09,0.0
1988,1.854434231063351e-05,5.99655392008458e-09,3.597932174415064e-09
1989,1.8111351892002858e-05,9.878619700032232e-09,0.0
1990,1.7977279640035704e-05,1.689081763345257e-08,3.2691906959314565e-09
1991,1.74284814420389e-05,1.1722930182145319e-08,5.861465202094962e-10
1992,1.7645596017246135e-05,9.366905473484621e-09,1.65298330578878e-09
1993,1.7116704839281738e-05,9.970573700002205e-09,2.2156829704300662e-09
1994,1.6975242033367977e-05,4.747434001473039e-09,1.0549853213248639e-09
1995,1.7161513824248686e-05,1.3556126887692699e-08,5.422450821690461e-10
1996,1.72820728039369e-05,1.868332333287981e-08,2.135236876199542e-09
1997,1.7017080608638935e-05,1.102825741838842e-08,9.58978896292706e-10
1998,1.7012207536026835e-05,7.152193948201102e-09,4.291316191284977e-09
1999,1.6799145669210702e-05,6.8553016596695215e-09,4.570201106446348e-09
2000,1.6299001799779944e-05,8.83606254831193e-09,0.0
2001,1.64277917065192e-05,1.9715452381774412e-08,3.943090742808408e-09
2002,1.582497134222649e-05,9.63868718173444e-09,8.76244299341522e-10
2003,1.6033069186960347e-05,7.500461585152607e-09,3.333538334260311e-09
2004,1.5278017599484883e-05,1.1011977996133737e-08,3.0833537945085254e-09
2005,1.4980822015786543e-05,9.908249332113428e-09,9.007499190971657e-10
2006,1.5012591575214174e-05,8.64756888319107e-09,3.706100981659688e-09
2007,1.4143653061182704e-05,1.677681460421354e-08,1.997239706952314e-09
2008,1.3918422155256849e-05,1.1495087548496485e-08,2.1287198670449925e-09
2009,1.3286091416375712e-05,4.291373478793048e-09,4.291373478793048e-09
2010,1.2075904123776127e-05,7.085689368580006e-09,1.4171379625338432e-09
2011,1.074077226803638e-05,3.82397197240536e-10,1.1471915639660324e-09
2012,1.0620246939652134e-05,1.7021263287730903e-09,3.4042526575461807e-09
2013,1.2023918316117488e-05,1.1156500168141292e-09,1.6734750252211938e-09
2014,1.2451309885364026e-05,2.1654451842767486e-10,1.7323561474213989e-09
2015,1.2074572623532731e-05,6.649726325136385e-10,1.329945265027277e-09
2016,1.2159387551946566e-05,1.0356699942093428e-09,1.86420612280358e-09
2017,1.1587912013055757e-05,1.4842107098900215e-08,4.779661555431858e-09
2018,1.1118118891317863e-05,1.290733298020541e-09,3.0977600484760615e-09
2019,1.1903163795068394e-05,7.65296326310505e-10,5.612172948588068e-09
