year,quand_ADV eut_VERB,quand_ADV fut_VERB
1905,2.0643036169332163e-09,1.5482277682110634e-08
1906,6.687439824126784e-09,2.983626856689625e-08
1907,2.5714217422034835e-09,2.108565766434367e-08
1908,3.437972351250096e-09,1.817214023702718e-08
1909,4.950885035270858e-09,3.685659066832159e-08
1910,1.122271631182059e-08,2.3514263425283843e-08
1911,4.2562994240213925e-09,2.553779587799454e-08
1912,3.125652625612929e-09,2.3963337092425263e-08
1913,5.302989658506618e-09,2.969674284258872e-08
1914,2.678697486047099e-09,2.678697441638178e-08
1915,5.890381071793627e-09,4.2410742473464325e-08
1916,2.197492410260793e-09,5.7134801778602196e-08
1917,1.0966424213165737e-08,2.6319417756326402e-08
1918,2.2972752589112133e-09,2.412139021856774e-08
1919,4.603924352863942e-09,4.327688607475011e-08
1920,2.2716695191604686e-09,1.514446346106979e-08
1921,3.786373714564917e-09,2.2718241954322593e-08
1922,2.951174138399182e-09,2.1396012961361066e-08
1923,7.431163684401554e-09,1.4862327368803108e-08
1924,5.156649773851996e-09,1.0313299325659386e-08
1925,4.399271169575059e-09,1.3197813508725176e-08
1926,3.3438415369957397e-09,2.3406890647947876e-08
1927,0.0,2.7873062080630007e-08
1928,2.2852082448565625e-09,2.170947865920425e-08
1929,0.0,1.6710609784809094e-08
1930,3.1510810627466412e-09,2.7309369876604705e-08
1931,2.2810713318222042e-09,2.167017765231094e-08
1932,0.0,2.6302888755935783e-08
1933,2.2941324395731044e-09,3.4411986593596566e-08
1934,3.5944740517379614e-09,2.036868629318178e-08
1935,3.590485242455088e-09,2.39365673948555e-08
1936,0.0,2.424942913137329e-08
1937,2.5182236296217297e-09,2.5182235852128088e-08
1938,5.186085672015395e-09,2.074434268806158e-08
1939,3.058810094103137e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,2.9515025978810172e-09,2.066051774107791e-08
1942,6.068423541449874e-09,2.730790660265825e-08
1943,0.0,2.0322646232528996e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,2.3963544037997053e-08
1946,5.568441707737293e-09,2.9234318077442367e-08
1947,2.3841741914054637e-09,1.907339353124371e-08
1948,1.0871887834440486e-09,2.8266909257723682e-08
1949,7.85360643185129e-09,3.239612667016445e-08
1950,1.0635361480382244e-09,9.57182533234402e-09
1951,1.0661401761424827e-09,1.5992102753159543e-08
1952,0.0,2.1089607393776078e-08
1953,6.464296653518886e-09,1.8315506444821494e-08
1954,9.772536113672459e-10,1.9545071783255707e-08
1955,1.8771215692936494e-09,2.9095384324051565e-08
1956,4.360570571293465e-09,1.744228317335228e-08
1957,6.184526224473075e-09,2.8272120644601273e-08
1958,2.481673033738474e-09,1.9026159758794847e-08
1959,7.750747821333448e-10,1.3176271629333769e-08
1960,1.3841666701708277e-09,2.2838749558218296e-08
1961,4.168895617606694e-09,2.223410966450956e-08
1962,4.43936931660005e-09,2.029426049432459e-08
1963,3.2330265131719216e-09,1.5518527796132275e-08
1964,6.083968329129164e-10,2.494427064902993e-08
1965,3.2832261354087677e-09,2.407699106754535e-08
1966,6.092982118843793e-09,2.437192936355359e-08
1967,4.930335584241163e-10,2.070740912074598e-08
1968,2.245707841908029e-09,1.8414805236233178e-08
1969,4.9959335557403506e-09,2.0437910475124e-08
1970,1.3796175313274261e-09,2.115413533232413e-08
1971,2.0553589941130213e-09,2.5178147566862208e-08
1972,2.5650733759263744e-09,2.1546616935097518e-08
1973,3.3079223804577396e-09,1.6539611902288698e-08
1974,5.625571675160757e-10,1.518904335640059e-08
1975,1.7134440533084216e-09,1.1994108373158952e-08
1976,2.856763492431469e-09,2.285410705127333e-08
1977,2.3507127355770763e-09,2.11564152863275e-08
1978,2.9702956760857546e-09,1.544553773769053e-08
1979,1.7555920051037788e-09,2.633387996553438e-08
1980,0.0,2.615169414355023e-08
1981,0.0,2.3404532534243572e-08
1982,1.8622506869903077e-09,1.8001756529884005e-08
1983,6.315316047889041e-10,1.3893695083311286e-08
1984,1.739702604197646e-09,1.8556827630078487e-08
1985,2.4062232206745193e-09,1.3234227491665251e-08
1986,2.3977941854269602e-09,1.558566209425294e-08
1987,3.6664902225425067e-09,2.0776777631681398e-08
1988,0.0,1.798966131616453e-08
1989,5.488122178931576e-10,2.140367660885545e-08
1990,2.724325487424295e-09,2.2884334871520196e-08
1991,5.861465202094962e-10,1.2895223555631219e-08
1992,1.1019888335184191e-09,1.2121877279724913e-08
1993,2.2156830259412175e-09,1.1632335539246696e-08
1994,2.1099705871385765e-09,1.47697947205927e-08
1995,1.626735190995987e-09,1.3013881972057106e-08
1996,1.067618438099771e-09,1.3879039695297024e-08
1997,1.917957792585412e-09,6.233362714880286e-09
1998,4.768129224785866e-10,1.0013071261028017e-08
1999,9.140402323914998e-10,1.965186502417282e-08
2000,0.0,1.281229078387014e-08
2001,0.0,1.5772362527144423e-08
2002,1.314366449012283e-09,1.4019908789464353e-08
2003,8.333845835650777e-10,1.291746132281446e-08
2004,2.202395626982323e-09,1.5857248403250424e-08
2005,2.702249757291497e-09,1.30608737158866e-08
2006,4.941467846020231e-09,1.3589036562677848e-08
2007,3.994479469415779e-10,1.5578470069499417e-08
2008,4.257439678578834e-09,1.1920831433087642e-08
2009,0.0,9.059565986291318e-09
2010,1.4171379625338432e-09,1.2754241218715379e-08
2011,1.91198598620268e-09,1.0324724186716594e-08
2012,3.404252713057332e-10,9.531907485538227e-09
2013,1.1156500168141292e-09,1.2272150629044631e-08
2014,2.165445156521173e-09,1.6024294335892364e-08
2015,1.773260274728905e-09,9.087958829923082e-09
2016,8.285360453275104e-10,9.942432210863217e-09
2017,1.2578056929335446e-09,1.33327402451755e-08
2018,1.8070266949443692e-09,1.1358453733123497e-08
2019,2.8060865853163364e-09,6.887666881283394e-09
