year,tout_ADV aux_ADP,tout_ADV faux_ADJ
1800,2.829747991484055e-08,1.8864986461863964e-08
1801,5.476719877606229e-08,5.000483582762172e-08
1802,1.5664880947952042e-08,3.5805442166747525e-08
1803,1.1702034896643454e-08,1.2677205063482688e-07
1804,5.438072037122765e-08,8.651478378141064e-08
1805,1.7057265822018053e-08,1.0518647619583987e-07
1806,1.4408345627714425e-08,9.797675204481493e-08
1807,1.7081731584767113e-08,1.1387820553210304e-07
1808,5.6651849877908944e-08,1.5182695278781466e-07
1809,1.129515236897305e-08,5.1957701252547395e-08
1810,1.4040760554223652e-08,1.567884990727464e-07
1811,1.2535384286138651e-08,1.6295999216708879e-07
1812,2.9339290108509886e-08,9.068507722531649e-08
1813,8.627225156487839e-09,7.476928232108548e-08
1814,1.5733386149463513e-08,6.608021863030444e-08
1815,2.1577788444915313e-08,1.0788894222457657e-08
1816,1.3905623319487859e-08,5.3304887615013286e-08
1817,2.3353100786493997e-08,7.940054302935096e-08
1818,1.668964877410417e-08,3.5763530803478716e-08
1819,1.9666995143552413e-08,6.728182633253255e-08
1820,4.034603762193001e-08,5.458581142647745e-08
1821,2.070912508145284e-08,4.2404400435458456e-08
1822,1.7043547018147365e-08,7.920236555492011e-08
1823,1.581229902569703e-08,7.214361197327435e-08
1824,1.6842225392110777e-08,6.231623217445303e-08
1825,2.993850500843109e-08,6.251864581585664e-08
1826,1.5854372037438225e-08,5.196710839427965e-08
1827,1.2904182611350734e-08,8.111200511251582e-08
1828,1.4675682002973645e-08,5.503380623439469e-08
1829,3.086343269842473e-08,8.315980437600956e-08
1830,9.39315203396518e-09,5.635891486832634e-08
1831,2.182768810143898e-08,6.392394702459114e-08
1832,2.1647950987357945e-08,7.712082528144037e-08
1833,2.20088942626262e-08,1.9692169006546578e-08
1834,2.5203233278148218e-08,5.1339920759119195e-08
1835,2.4201881387853064e-08,5.974839467626225e-08
1836,4.9061473994527205e-08,5.040562456315456e-08
1837,3.6876823372722356e-08,7.653679867658525e-08
1838,1.8305270410579055e-08,6.690891685146028e-08
1839,9.788065469251706e-09,4.894032556990169e-08
1840,2.356784811752277e-08,5.223144716737238e-08
1841,1.4125206782011901e-08,6.998397683588564e-08
1842,1.9453969102301016e-08,4.62870293205242e-08
1843,2.0674189471492355e-08,4.607390668986966e-08
1844,1.0977122377742177e-08,5.927646196113301e-08
1845,2.2320911341466854e-08,5.915041578763436e-08
1846,1.4050803187615202e-08,5.795956248277889e-08
1847,1.6718992412734224e-08,5.015698167909477e-08
1848,1.287235473768078e-08,5.30984625157771e-08
1849,1.6758829879393033e-08,4.9438549254432473e-08
1850,1.0183494048021657e-08,4.412847331991543e-08
1851,1.0319102461409102e-08,9.609663464971163e-08
1852,1.6276363368206148e-08,6.380334527378295e-08
1853,1.791579506971175e-08,7.64407253051047e-08
1854,1.92239586471743e-08,8.78067263343496e-08
1855,1.1675261646360013e-08,4.404757802944914e-08
1856,2.174419400091665e-08,5.953767556743372e-08
1857,1.8549734193129552e-08,6.492406745550738e-08
1858,1.565976326389773e-08,4.795802421853068e-08
1859,1.323965070909594e-08,4.9903297716369366e-08
1860,1.785101666484934e-08,6.17919835299574e-08
1861,3.1125360067107977e-08,7.309743621508602e-08
1862,2.2589931703009825e-08,6.776979710743092e-08
1863,2.946826249683454e-08,4.7948361725502764e-08
1864,1.4384183621984903e-08,5.9454626111232756e-08
1865,1.6003271208209213e-08,5.3658024690150796e-08
1866,1.3137154475373336e-08,5.40083029409999e-08
1867,2.2808213984149006e-08,5.580733386523207e-08
1868,2.2723421366777075e-08,4.5940829807022965e-08
1869,2.0022428159904848e-08,5.030024752272766e-08
1870,1.2614907340946502e-08,8.027668307875047e-08
1871,2.1242354542039266e-08,7.859670847487621e-08
1872,1.2094679036067646e-08,6.71254651862796e-08
1873,1.0774807712721213e-08,3.531742809315119e-08
1874,1.4936522685360387e-08,3.644511747946666e-08
1875,1.602027621672164e-08,5.89317288302027e-08
1876,2.116105135563373e-08,1.8138044621807126e-08
1877,1.1132668786828503e-08,3.216104316194901e-08
1878,1.6305539918270995e-08,4.2877529971008244e-08
1879,1.1607718120032473e-08,6.598071289332097e-08
1880,2.2462462112571302e-08,4.10742171386147e-08
1881,1.5339516323820135e-08,5.159655686037823e-08
1882,9.317538740560849e-09,2.9283694580328756e-08
1883,1.7694148368718743e-08,3.159669503816076e-08
1884,1.5183903023796574e-08,3.300848661069722e-08
1885,1.9336907297606842e-08,5.092052135502456e-08
1886,2.9685934488377086e-08,2.774989527054572e-08
1887,1.9586773314372863e-08,6.071899805171199e-08
1888,2.282621380800265e-08,3.1069011585671547e-08
1889,2.3181006780781388e-08,4.636201111907212e-08
1890,2.7528422652522977e-08,3.342736931699619e-08
1891,4.015758514608336e-08,2.677172439291553e-08
1892,1.0029619579299265e-08,4.576013878931917e-08
1893,4.495644057023185e-08,3.325545006038766e-08
1894,2.7726772211522643e-08,3.654892832827272e-08
1895,1.504653623918273e-08,3.370424117576931e-08
1896,2.0639601361338578e-08,2.3588115349859606e-08
1897,2.447219638046505e-08,2.855089675790623e-08
1898,3.3384293551819155e-08,2.8291774922806212e-08
1899,2.9296165493519766e-08,4.0351322283527224e-08
1900,2.4917055641004993e-08,1.661137005726232e-08
1901,2.3472702948001967e-08,2.4590450786732276e-08
1902,2.7497589982772297e-08,3.535404369259254e-08
1903,2.2680925582108102e-08,2.8081145408975772e-08
1904,1.289910045443321e-08,2.9022976022474722e-08
1905,1.9610884915977067e-08,2.580379465655369e-08
1906,3.961021910470208e-08,2.211999294843281e-08
1907,1.8514236144184792e-08,2.571421714447908e-08
1908,2.504808493952737e-08,2.897719530992049e-08
1909,3.685658933605396e-08,3.465619557996291e-08
1910,3.580580942852407e-08,2.93928290595602e-08
1911,1.4897048039586025e-08,2.4473720827700163e-08
1912,2.5005222337171062e-08,3.5945005194548685e-08
1913,2.91664441487427e-08,3.44694331411155e-08
1914,3.080502031238552e-08,2.611730059998152e-08
1915,2.238344798399794e-08,3.534228554258334e-08
1916,3.076489463182952e-08,2.5271162051865304e-08
1917,2.19328495365545e-08,2.7416061643137368e-08
1918,1.8378202071289707e-08,8.040463406189247e-09
1919,1.2890987832747669e-08,2.2098835761319435e-08
1920,2.1959472462640406e-08,3.7103935479620986e-08
1921,1.5145495135815423e-08,2.8019164766135418e-08
1922,1.8444839211539943e-08,4.2054233595489876e-08
1923,1.0615948120573648e-08,2.9724655625784635e-08
1924,1.4180787211159895e-08,2.707241186783449e-08
1925,1.5397448649423495e-08,3.8493624288094e-08
1926,1.7833821530643945e-08,2.5636118672345276e-08
1927,1.5608915049369898e-08,2.6758140592164636e-08
1928,3.0850310528407476e-08,2.742249938236796e-08
1929,1.4482528065684619e-08,3.787738322991174e-08
1930,1.470504518152893e-08,1.785612657734248e-08
1931,1.1405356659111021e-08,3.079446297959976e-08
1932,8.767629289252454e-09,3.507051804518824e-08
1933,1.720599263066447e-08,3.4411986149507356e-08
1934,2.2765002327673756e-08,1.0783422155213884e-08
1935,1.3165112555668657e-08,2.5133396697185617e-08
1936,1.2124714565686645e-08,1.9399543305098632e-08
1937,1.2591118370153254e-08,3.651424385076041e-08
1938,1.1668693011834819e-08,3.241303525580719e-08
1939,7.647025235257843e-09,3.6705722017416065e-08
1940,2.0286263113789005e-08,3.2965177032551196e-08
1941,1.4757512545315876e-08,2.066051862925633e-08
1942,3.034211704111556e-08,1.8205270846394228e-08
1943,1.1612940831184915e-08,3.483882360377777e-08
1944,9.639558484764166e-09,7.390328349288211e-08
1945,0.0,2.6142048081823077e-08
1946,1.8097434661967782e-08,1.9489545977080525e-08
1947,1.90733930871545e-08,3.814678706248742e-08
1948,1.7395020535104777e-08,3.37028520647209e-08
1949,9.817008539414473e-09,3.2396127447320566e-08
1950,1.9143649998554224e-08,2.5524867108828175e-08
1951,2.0256663124662566e-08,2.7719644468682247e-08
1952,2.1089607837865287e-09,3.9015774611073084e-08
1953,3.232148326759443e-09,3.447624719044029e-08
1954,8.795282724349818e-09,3.322662234239715e-08
1955,1.595553378308523e-08,3.191106578981362e-08
1956,8.72114114258693e-09,3.226822453683553e-08
1957,1.7670075402875796e-09,3.0039127851821945e-08
1958,4.136121722897457e-09,2.0680609058576493e-08
1959,1.7826720766223048e-08,3.952881511004591e-08
1960,8.997083578154985e-09,3.737250109381307e-08
1961,4.168895617606694e-09,3.8214875486275446e-08
1962,8.244543381330516e-09,4.502789030524923e-08
1963,5.819448034571906e-09,4.7202188824257973e-08
1964,1.0342746104008427e-08,2.676946109225753e-08
1965,9.302474013317408e-09,4.7059574459495934e-08
1966,1.1078149952936656e-08,3.489616995366873e-08
1967,1.0846737952263652e-08,4.437302014714817e-08
1968,2.200793763895703e-08,3.952446081534333e-08
1969,1.362527324300089e-08,3.1338128758662265e-08
1970,1.1036939723263473e-08,3.7709544820074825e-08
1971,1.2332153964678128e-08,2.98027049705496e-08
1972,1.846852804021637e-08,2.667676435308408e-08
1973,1.1026407453762488e-08,3.0322621302758535e-08
1974,6.750685843659454e-09,2.869041648700943e-08
1975,5.140332159925265e-09,2.9699697368101852e-08
1976,6.2848797277581525e-09,2.5710871542905522e-08
1977,1.2928920378740827e-08,3.937443704415955e-08
1978,1.1287123458103565e-08,2.3168306606535793e-08
1979,7.022368020415115e-09,3.5697038214266286e-08
1980,6.253665585376211e-09,4.150160037852402e-08
1981,2.5302198669585607e-09,4.491140037643504e-08
1982,9.9320033308814e-09,3.662426317774248e-08
1983,1.0736036948344463e-08,3.5997299807633e-08
1984,1.159801704675445e-08,4.059305891424003e-08
1985,6.015558162708601e-09,5.173379902245756e-08
1986,1.019062523255343e-08,5.395036817290588e-08
1987,8.555143982125202e-09,5.92749240801993e-08
1988,4.797243047249822e-09,6.836071220206463e-08
1989,8.780995486290522e-09,6.640627692178214e-08
1990,1.3621627825699534e-08,1.2041518537841966e-07
1991,5.275318626374315e-09,1.0023105367906737e-07
1992,8.26491608485469e-09,1.057909262414114e-07
1993,1.0524493831987058e-08,9.084300334194495e-08
1994,4.2199412852994556e-09,1.1077346240284669e-07
1995,4.337960657352369e-09,1.2200514554194797e-07
1996,9.074756723848054e-09,1.1957326595535278e-07
1997,5.753873377756236e-09,1.23228787174412e-07
1998,9.536258005482523e-09,1.3255399533562695e-07
1999,6.398281821029528e-09,1.3527796127732472e-07
2000,4.859834756842929e-09,1.325409453301063e-07
2001,6.571817756650944e-09,1.2486453293547584e-07
2002,1.0076809331405201e-08,1.331891272826624e-07
2003,5.000307390368164e-09,1.3209146310089181e-07
2004,5.285749615779878e-09,1.4756051136544102e-07
2005,3.15262471684008e-09,1.5763124139311913e-07
2006,5.353256837814513e-09,1.8571683746415601e-07
2007,7.988958827809256e-09,2.3407649507589667e-07
2008,6.811903568992861e-09,2.4735724757363187e-07
2009,4.76819250749827e-09,2.5223738120416783e-07
2010,7.085689812669216e-09,3.164941286826206e-07
2011,2.6767803251726008e-09,3.2465522181723827e-07
2012,8.170206733382201e-09,3.574465399225346e-07
2013,4.7415126269712005e-09,3.388786922187137e-07
2014,4.3308902714089825e-09,3.6314515483582e-07
2015,9.309616411101729e-09,3.650699618162889e-07
2016,1.3877977989018575e-08,3.517135329644816e-07
2017,5.0312225496895735e-09,4.384710603488884e-07
2018,5.6792268665617485e-09,4.5511258583985637e-07
2019,6.632568272380013e-09,4.3315771236507317e-07
