year,grand_ADJ air_NOUN,grand_ADJ fer_NOUN
1800,1.748155455061351e-06,2.2009151834367913e-08
1801,1.6525407318113139e-06,1.1905912700171939e-08
1802,1.5262069155141944e-06,6.713520406265161e-09
1803,1.7104474636653322e-06,1.950339223455444e-09
1804,1.7945637864613673e-06,2.7190360185613827e-08
1805,1.7028837646648753e-06,0.0
1806,1.5013496295068762e-06,2.0171682990621775e-08
1807,1.2213437230457203e-06,7.686778502602465e-08
1808,1.0129350584975327e-06,1.5862518409903714e-08
1809,1.6106887414935045e-06,3.1626427920983247e-08
1810,1.1934646408917615e-06,9.360507036149102e-09
1811,1.3889205092709744e-06,0.0
1812,1.2909288216178538e-06,0.0
1813,1.9555043309082976e-06,2.30059336026045e-08
1814,1.3845379953636439e-06,0.0
1815,1.372886799799744e-06,1.6183340889597275e-08
1816,1.4114207260718103e-06,4.6352077731626196e-09
1817,1.1022664239135338e-06,7.784366928831332e-09
1818,1.2314576451899484e-06,5.006894476800028e-08
1819,1.064087996383023e-06,5.589567120267702e-08
1820,1.31599279029615e-06,3.9159388620646496e-08
1821,9.250076118405559e-07,7.88919063410276e-09
1822,1.2371609727779287e-06,1.0025615893027862e-08
1823,1.1305793350402382e-06,1.087095569118901e-08
1824,1.2210613249408198e-06,9.263223965660927e-09
1825,1.195779191220936e-06,2.641632912414593e-09
1826,9.812094958761008e-07,2.9947146540365566e-08
1827,7.88998590905976e-07,6.175573002975554e-08
1828,1.0346356020818348e-06,3.026859413113314e-08
1829,1.3254129953566007e-06,3.1720750914843165e-08
1830,1.2920802419102984e-06,3.1310507520032616e-09
1831,1.3299298871061183e-06,1.5591206103948707e-09
1832,2.473278300385573e-06,2.4353944638733083e-08
1833,2.002809424084262e-06,2.0850531967653296e-08
1834,3.9755768739269115e-06,4.5739201981476185e-08
1835,1.7364850464218762e-06,3.2521278114927554e-08
1836,1.2218323490742478e-06,1.9490174363312462e-08
1837,1.4778560171180288e-06,1.3915781860163179e-09
1838,1.3223979067333858e-06,9.468243300503332e-09
1839,1.334672560915351e-06,1.3283802946517653e-08
1840,1.6898784451768734e-06,1.3376346419402552e-08
1841,1.3534515801438829e-06,2.8892468417751616e-08
1842,1.5039930758575792e-06,3.7566283417334034e-08
1843,1.4548721765095252e-06,5.906911015873817e-09
1844,1.3381112466959166e-06,1.6465684093969202e-08
1845,1.4932689964552992e-06,1.1718478853950387e-08
1846,2.7849862362927524e-06,1.4636253098387897e-08
1847,1.1881271575475694e-06,1.833696039454935e-08
1848,1.3475746527547017e-06,2.333114274000181e-08
1849,1.418634951733111e-06,1.4245005841573288e-08
1850,1.9341848656040384e-06,1.0183494048021657e-08
1851,1.4001731187818223e-06,1.4833709149897345e-08
1852,1.8795944924931973e-06,1.3672145193766028e-08
1853,1.9110182165604783e-06,4.240071493910591e-08
1854,1.602342877049523e-06,1.7665259366417274e-08
1855,2.5844783522188663e-06,1.8043586180738203e-08
1856,1.7788821651265607e-06,3.6240323519898254e-09
1857,2.039982746282476e-06,1.0251169024755313e-08
1858,1.9873218661814462e-06,7.82988140990426e-09
1859,2.1840330646227812e-06,3.5645213447565993e-09
1860,2.2112376427685376e-06,8.69664942837467e-09
1861,1.970801349671092e-06,1.6977469097234632e-08
1862,2.6764550966618117e-06,7.2287781316404676e-09
1863,2.1327030026441207e-06,1.1987090320353389e-08
1864,2.1624223336402792e-06,2.0137857048574404e-08
1865,2.1402022412075894e-06,8.47231973466478e-09
1866,2.2177464416017756e-06,7.298419202328432e-09
1867,2.2774245280743344e-06,1.3102591012170706e-08
1868,2.2318351966532646e-06,6.421836395986702e-09
1869,2.2708363758283667e-06,2.2464188065285384e-08
1870,2.1886864942644024e-06,1.6055336615750093e-08
1871,1.7726745227264473e-06,2.9739297024988787e-08
1872,2.4600576580269262e-06,1.9956219010630605e-08
1873,2.3638731363462284e-06,2.334541671089596e-08
1874,2.7841679184348322e-06,2.987304509316502e-08
1875,2.2611475287703797e-06,2.0597497041308088e-08
1876,2.2551635083800647e-06,4.2926703747170336e-08
1877,2.3087918634701055e-06,1.4225076450102847e-08
1878,2.2549957066075876e-06,2.9591534000950048e-08
1879,2.267170657432871e-06,2.0160773273047994e-08
1880,2.3316035822062986e-06,6.546203223933844e-08
1881,2.3399734345730394e-06,2.0220272456406008e-08
1882,2.5583301521692192e-06,3.593908126653389e-08
1883,2.6623374651535414e-06,4.044376833434171e-08
1884,2.8123229185439413e-06,1.386356363042296e-08
1885,2.8128754365752684e-06,1.4180398466567823e-08
1886,2.479420800227672e-06,3.097662681916802e-08
1887,2.568478976172628e-06,2.0892558683094364e-08
1888,2.699199740163749e-06,1.4583413809887702e-08
1889,2.5160788936773315e-06,3.5711279600114665e-08
1890,2.784958724078024e-06,1.1797895993481688e-08
1891,2.6147049538849387e-06,2.1672347694234873e-08
1892,2.5262104372814065e-06,9.402768341715273e-09
1893,2.502780489521683e-06,1.1700991342511458e-08
1894,2.728566414589295e-06,2.8987079847553332e-08
1895,2.5266142529289937e-06,2.5278180437737774e-08
1896,2.5817191726673627e-06,2.0639602249516997e-08
1897,2.6243517368129687e-06,7.225124765142255e-08
1898,2.5406013719475595e-06,1.0750874079867856e-08
1899,2.6162028916587587e-06,1.9899282222013426e-08
1900,2.611099716887111e-06,1.6092264076839058e-08
1901,2.468545972078573e-06,2.794369458047896e-08
1902,2.0824513740080874e-06,2.7497589538683087e-08
1903,2.4862613372533815e-06,1.0800440763958363e-08
1904,2.7383714495954337e-06,1.7198800605910947e-08
1905,2.9627917683683336e-06,1.599835275367667e-08
1906,2.9707666726608295e-06,2.5206503273533798e-08
1907,2.4850219233485404e-06,6.685696163355459e-09
1908,2.5730766992637655e-06,8.349361424464519e-09
1909,2.787348421406932e-06,1.4302557360679202e-08
1910,2.8286590350035112e-06,2.1376602377110032e-08
1911,2.5771892069315072e-06,7.4485240197930125e-09
1912,2.3744541977066547e-06,1.0418842677495377e-08
1913,2.8418721740308683e-06,2.227255757603075e-08
1914,2.618426833578269e-06,2.67869753045602e-08
1915,2.2242079467105214e-06,1.0602685396321476e-08
1916,2.494153932275367e-06,2.5271162940043723e-08
1917,2.706513441808056e-06,1.864292187292449e-08
1918,2.5086246751016006e-06,2.2972751700933713e-08
1919,2.5966132852772716e-06,2.0257266308831845e-08
1920,2.498079311408219e-06,2.95317041931753e-08
1921,2.41267730416439e-06,1.3630945761011759e-08
1922,2.5535034637869103e-06,1.1066903005119144e-08
1923,2.2739361611456843e-06,2.0170301873179142e-08
1924,2.4880835098883836e-06,7.734974771800296e-09
1925,2.2557262582267867e-06,4.399271102961677e-08
1926,2.331772066099802e-06,3.12091874565823e-08
1927,2.8073748126189457e-06,3.9022286291157116e-08
1928,2.362905433983542e-06,1.4853853702589959e-08
1929,2.366222361160908e-06,1.3368487650211591e-08
1930,2.028245944529772e-06,1.575540553577781e-08
1931,1.9719861938938266e-06,2.623232031595535e-08
1932,1.8105154140357627e-06,8.767629289252454e-09
1933,1.8593943877931451e-06,1.2617728861741284e-08
1934,1.9350252387084765e-06,1.1981580172459871e-08
1935,1.8538871700002346e-06,1.795242621227544e-08
1936,1.8963053207698977e-06,1.091224355320719e-08
1937,1.8206757204097812e-06,3.777335444432595e-09
1938,1.886438667497714e-06,3.8895642262559704e-09
1939,1.6379927956222673e-06,1.6823455517567254e-08
1940,1.2780345741703059e-06,1.5214697057785997e-08
1941,1.7649985011303215e-06,4.7224043786542325e-08
1942,1.5929612118270597e-06,3.034211770724937e-09
1943,1.7971026409213664e-06,3.193558750780312e-08
1944,1.976109388124314e-06,2.2492303131116387e-08
1945,1.9192621039110236e-06,1.5249527862692958e-08
1946,1.6357297454305808e-06,1.2528993842408909e-08
1947,1.7499838804724277e-06,1.4305045592521992e-08
1948,1.6492654140165541e-06,3.152847538601122e-08
1949,1.392051785842341e-06,9.817008539414473e-09
1950,1.4921412230251008e-06,2.1270722960764488e-08
1951,1.4648766182290274e-06,1.3859822622919182e-08
1952,1.327590780419996e-06,8.43584291310151e-09
1953,1.4458476016443456e-06,1.7238124372376262e-08
1954,1.3984499673824757e-06,9.772536557761669e-09
1955,1.3092923154545133e-06,1.5016972554349195e-08
1956,1.286368387809489e-06,7.849027205963921e-09
1957,1.251041339855874e-06,1.4136060322300636e-08
1958,1.1399151844670996e-06,2.647117930409948e-08
1959,1.2664721680266666e-06,2.0927019672711822e-08
1960,1.314958353759721e-06,4.152499955001332e-08
1961,1.3826836493535666e-06,2.9182268046490378e-08
1962,1.2404866538417991e-06,2.0294260882902648e-08
1963,1.2026858939861995e-06,1.099229041123806e-08
1964,1.222269247591612e-06,5.0496936132571335e-08
1965,1.1978303291471093e-06,6.566452104284082e-09
1966,1.5149369119171752e-06,1.9940668449791588e-08
1967,1.1645452104858123e-06,1.3311905910917687e-08
1968,1.3397893781075254e-06,4.0422742653145605e-09
1969,1.1022846138075693e-06,1.5896152782968187e-08
1970,1.0255156439598068e-06,8.277704743875347e-09
1971,1.165902403954533e-06,9.2491156955532e-09
1972,1.3533327773984638e-06,1.179933789563492e-08
1973,9.581948461345746e-07,6.6158445943820254e-09
1974,8.48898764616024e-07,3.937900283634832e-09
1975,7.978937901498284e-07,9.709515857991846e-09
1976,8.815972023512586e-07,1.085570122683066e-08
1977,7.980669920470973e-07,1.4104276357951306e-08
1978,9.582173561284435e-07,9.504946274496717e-09
1979,1.0047838259197306e-06,1.0533552252667278e-08
1980,9.636330560169881e-07,1.0801786243241907e-08
1981,9.640137932365178e-07,1.4548763971333756e-08
1982,8.907765618459962e-07,8.069753087980303e-09
1983,9.826632094700471e-07,1.0104505121510954e-08
1984,9.24361927445716e-07,1.0438215014563212e-08
1985,8.331547860507271e-07,1.3234227269620646e-08
1986,9.46529269185703e-07,5.3950369172106605e-09
1987,8.500146009282616e-07,9.77730663098697e-09
1988,8.311223496093589e-07,4.797242936227519e-09
1989,8.374874482797168e-07,7.134558832611049e-09
1990,8.336435826095112e-07,7.628111475810329e-09
1991,8.628076670902374e-07,2.344586080837985e-09
1992,8.90957949195581e-07,8.264916473432748e-09
1993,8.956898227552301e-07,6.647049133334804e-09
1994,8.397682904615067e-07,9.494867725390321e-09
1995,9.706186574476305e-07,9.218166396873784e-09
1996,9.314970839113812e-07,4.270473752399084e-09
1997,8.645194498058117e-07,5.274384040632185e-09
1998,8.84487974417425e-07,6.6753808036779105e-09
1999,9.222666221830877e-07,8.683382152208097e-09
2000,1.0068694109577336e-06,1.0161472663305915e-08
2001,8.963959317043191e-07,4.3812118655228716e-09
2002,9.980423101296765e-07,5.6955880012310445e-09
2003,1.03339687029802e-06,5.000307390368164e-09
2004,8.518866252416046e-07,6.166707589017051e-09
2005,9.773136753210565e-07,4.503749373441224e-09
2006,9.99000121737481e-07,5.353256948836815e-09
2007,1.031374608828628e-06,9.986198590272721e-09
2008,1.3602519857158768e-06,5.960415438988065e-09
2009,1.1777435702242656e-06,5.721830786953319e-09
2010,1.3538390248868382e-06,6.14093115247627e-09
2011,1.7295825500696083e-06,4.206369030868018e-09
2012,1.950636715264409e-06,6.468080293586809e-09
2013,1.9389997305552242e-06,7.530637557984221e-09
2014,2.27696568799729e-06,5.846701789380404e-09
2015,2.3278473690879764e-06,6.649726019825053e-09
2016,2.615895255075884e-06,8.28536009245262e-09
2017,1.7408029862053809e-06,4.024978128569501e-09
2018,2.192697820646572e-06,6.195519930418669e-09
2019,2.161707016057335e-06,5.3570743396846865e-09
