year,tout_DET art_NOUN,tout_DET fard_NOUN
1800,3.7729974611266925e-07,3.144164484325529e-09
1801,1.5239568051939045e-07,0.0
1802,1.9245425164626795e-07,0.0
1803,1.384740837551135e-07,9.751696339321825e-09
1804,1.359517991517123e-07,0.0
1805,1.1087223206196484e-07,5.685755422035754e-09
1806,2.420602083219592e-07,0.0
1807,1.93592946118315e-07,0.0
1808,3.104521333341381e-07,6.798221985349073e-09
1809,1.3102376783535874e-07,9.036122072814123e-09
1810,1.3338723059419522e-07,4.680253518074551e-09
1811,1.3538214815866922e-07,7.521229861140455e-09
1812,1.3336041604361526e-07,0.0
1813,2.473137783454149e-07,2.8757416448144113e-09
1814,2.391474680507599e-07,1.5733386149463513e-08
1815,8.900837911163251e-08,0.0
1816,1.5991466995046721e-07,2.3176038865813098e-09
1817,1.8371106236259038e-07,0.0
1818,1.728570637737903e-07,4.768470951432846e-09
1819,2.5256562175002273e-07,1.035105001712111e-09
1820,1.5426425292730528e-07,0.0
1821,2.7414937164849107e-07,1.577838126820552e-08
1822,1.223125138949399e-07,0.0
1823,2.2631352880608802e-07,0.0
1824,1.397904734190547e-07,0.0
1825,1.4088708866211164e-07,0.0
1826,1.197885833859047e-07,0.0
1827,1.474763683395608e-07,0.0
1828,1.2382606701111243e-07,0.0
1829,2.6576845479908684e-07,8.57317605795771e-10
1830,1.3776623575267877e-07,0.0
1831,1.6214854170470971e-07,0.0
1832,2.88188350960894e-07,0.0
1833,1.6912097555721317e-07,0.0
1834,2.2869600968533632e-07,9.334530925997342e-10
1835,1.3613558280667348e-07,7.563087933704082e-10
1836,1.6533045010813652e-07,0.0
1837,2.3448092889566396e-07,0.0
1838,1.6285377046898475e-07,6.312161904276081e-10
1839,1.195542226328783e-07,0.0
1840,1.6561190568920026e-07,3.1848443882154243e-09
1841,1.4959878269493743e-07,3.2102742686390684e-09
1842,1.1471133554152857e-07,0.0
1843,2.0142567258574218e-07,3.5441467538532834e-09
1844,1.3501860607334493e-07,5.488561272137815e-10
1845,1.9363391584592549e-07,1.674068439427856e-09
1846,1.3465353276842507e-07,1.1709002656346001e-09
1847,1.655719641391329e-07,4.853901280910122e-09
1848,1.7940844232455788e-07,0.0
1849,2.161889085527946e-07,0.0
1850,1.7040379773902714e-07,6.788996032014438e-10
1851,1.1931461818548428e-07,6.449438760824933e-10
1852,1.9141004048428556e-07,1.9531636308300904e-09
1853,1.3197969361833373e-07,0.0
1854,1.6885909026598256e-07,5.195664454227256e-10
1855,2.1758441803854112e-07,1.5920811335945473e-09
1856,2.0812301104733422e-07,6.212626857404757e-09
1857,1.6450685369484574e-07,5.369659827891837e-09
1858,1.722573967355423e-07,8.31924928945682e-09
1859,1.935025908395005e-07,5.092173349652285e-10
1860,2.1146589301856977e-07,1.8308735638683515e-09
1861,2.2778104968868007e-07,3.3011746669586728e-09
1862,1.9833960079873592e-07,9.035972525772706e-10
1863,2.4223910299880913e-07,0.0
1864,2.138448671473725e-07,1.9178911792039344e-09
1865,2.2075099570528778e-07,6.118897832863013e-09
1866,2.19925699429524e-07,1.4596839292835284e-09
1867,1.6111333600576927e-07,4.85281148598915e-09
1868,2.6675320974334227e-07,4.93987406535723e-10
1869,2.3245551505901574e-07,4.883519144627257e-10
1870,1.6628742249835682e-07,5.734048791339319e-10
1871,9.559059721553353e-08,1.0621177271019633e-09
1872,1.5723082169571967e-07,1.0280476914203973e-08
1873,2.1609476563710928e-07,1.1972008939764578e-09
1874,1.4398807568483107e-07,0.0
1875,2.5861302377361284e-07,6.293679799540541e-09
1876,2.769074645136982e-07,0.0
1877,1.74411812992048e-07,6.184816214727107e-09
1878,1.968742926461431e-07,0.0
1879,1.6739550590116892e-07,2.443730107160036e-09
1880,1.9253539162988886e-07,0.0
1881,1.833769476267122e-07,6.972507571312292e-10
1882,1.916750924646493e-07,8.652000893505374e-09
1883,1.5735154568208287e-07,6.319338941018771e-10
1884,1.8616785979475026e-07,7.922036360241691e-09
1885,1.4502680412142865e-07,0.0
1886,1.652086745185244e-07,1.2906927748801422e-09
1887,1.9978509790963273e-07,6.528924623161458e-10
1888,1.610516111583138e-07,6.340614699951175e-10
1889,2.38701707289124e-07,8.771191772893872e-09
1890,1.6451509576853596e-07,3.2771931834929546e-09
1891,2.071621465482565e-07,3.1871101313640793e-09
1892,2.394571678721036e-07,0.0
1893,2.235505172087926e-07,3.079208221734575e-09
1894,2.066904827291438e-07,0.0
1895,3.1657912824556433e-07,6.018614495673091e-10
1896,2.187797802921665e-07,0.0
1897,2.0568298997325485e-07,0.0
1898,2.6650852413823145e-07,1.6975064687230201e-09
1899,2.106007368496421e-07,3.3165470370022376e-09
1900,2.647437084002391e-07,0.0
1901,2.3416815869703456e-07,0.0
1902,2.1801660887721397e-07,0.0
1903,2.0250826526790888e-07,1.0800440541913758e-09
1904,2.3594603959509186e-07,3.2247751136083025e-09
1905,2.286216234104188e-07,0.0
1906,2.6904085403955946e-07,5.144184522798412e-10
1907,2.79770673738966e-07,0.0
1908,2.7307323957614926e-07,1.4734167219643268e-09
1909,2.948527212387475e-07,0.0
1910,2.709484334673107e-07,2.137660271017694e-09
1911,2.8038372645866616e-07,5.320374141248863e-10
1912,2.8912288696503197e-07,5.209421227725386e-10
1913,3.457549360152967e-07,3.181793939432964e-09
1914,2.491188690889601e-07,1.3393487430235496e-09
1915,1.460814509357533e-07,0.0
1916,1.5052823032490892e-07,0.0
1917,2.2371506536167374e-07,1.0966424435210342e-09
1918,2.6533529684513724e-07,0.0
1919,2.522950512950928e-07,7.366278698128781e-09
1920,4.0057106343027726e-07,0.0
1921,4.0287016789264385e-07,2.2718242842501013e-09
1922,4.035730798435111e-07,2.951174193910333e-09
1923,3.842973086420898e-07,1.0615948120573648e-09
1924,3.33893080295411e-07,3.867487219366694e-09
1925,3.794371341570013e-07,1.0998177923937646e-09
1926,4.636793620171886e-07,1.1146138456652466e-09
1927,4.359347052229623e-07,0.0
1928,3.793445642052973e-07,4.570416489713125e-09
1929,3.6651938017939756e-07,4.4561625500705304e-09
1930,3.455685728681601e-07,2.100720708497761e-09
1931,3.6953356818969496e-07,3.4216069977333063e-09
1932,3.2769015634315224e-07,6.575722188983946e-09
1933,4.267086453069169e-07,0.0
1934,2.863597643454341e-07,2.3963160344919743e-09
1935,3.482770836171767e-07,7.180970484910176e-09
1936,2.594688877088913e-07,0.0
1937,3.449966248236791e-07,5.0364472592434595e-09
1938,3.44874714897081e-07,2.5930428915188486e-09
1939,3.257632785746978e-07,1.5294050470515685e-09
1940,3.575453959570041e-07,0.0
1941,4.515798863735654e-07,2.9515025978810172e-09
1942,4.520975476207667e-07,0.0
1943,4.267755786546701e-07,0.0
1944,3.1167906122675504e-07,3.2131861615880553e-09
1945,4.0084474317581e-07,1.3071024262956144e-08
1946,4.955913102122622e-07,9.744772988540262e-09
1947,4.959082249289537e-07,5.960435700558264e-09
1948,4.272651930037341e-07,6.523132700664291e-09
1949,4.083875349003563e-07,2.945102384188658e-09
1950,4.466851764028945e-07,5.317680518146517e-09
1951,4.904244816916759e-07,3.1984206394497505e-09
1952,4.038659962013469e-07,3.1634410646574906e-09
1953,4.568102958124598e-07,2.1547654771580937e-09
1954,4.671272160194917e-07,6.840775057526116e-09
1955,4.777274429379474e-07,6.569925492527773e-09
1956,4.988492934288047e-07,2.616342476002842e-09
1957,4.7620851972851597e-07,1.7670075402875796e-09
1958,3.6397870539772725e-07,8.272243445794913e-10
1959,4.0536411205494005e-07,2.325224457422337e-09
1960,4.270154132512971e-07,0.0
1961,4.564940656592853e-07,1.3896318540318475e-09
1962,3.881277246264858e-07,3.170978146727066e-09
1963,5.237503235555607e-07,4.526237162849611e-09
1964,4.53255626697846e-07,3.041984220075733e-09
1965,4.96861531473769e-07,1.6416130677043839e-09
1966,3.345601068405202e-07,3.8773522170743036e-09
1967,3.766776313085529e-07,2.465167847631733e-09
1968,5.56037308863111e-07,6.737123747768692e-09
1969,3.5380291929509866e-07,0.0
1970,4.0376806076380944e-07,7.817832603507213e-09
1971,4.984245709493962e-07,3.5968783507200897e-09
1972,3.919432159937841e-07,2.0520587451500205e-09
1973,4.019125521281808e-07,5.513203782392395e-10
1974,3.600365723332999e-07,5.625571675160757e-10
1975,3.626789948363296e-07,2.8557400888473694e-09
1976,3.5252461727530715e-07,2.856763492431469e-09
1977,3.5378225754501e-07,1.7630346071939584e-09
1978,3.62970135947549e-07,2.970295565063452e-09
1979,3.7160029653371396e-07,4.681578680276743e-09
1980,4.5196948983416974e-07,1.7055452605774235e-09
1981,3.6371909284405035e-07,2.5302198114474095e-09
1982,4.053499034206709e-07,3.1037510339615437e-09
1983,3.4418472960595636e-07,3.78918940668882e-09
1984,3.9027326259599704e-07,1.739702604197646e-09
1985,4.132688475877444e-07,1.8046674155058895e-09
1986,3.716580920798407e-07,5.994485352545098e-09
1987,3.953698588521348e-07,3.0554083707556856e-09
1988,3.9817117403195823e-07,1.798966087207532e-09
1989,4.390497752027045e-07,2.7440609784434855e-09
1990,3.182012189295591e-07,1.089730194969718e-09
1991,3.622385431611974e-07,1.7584396161396398e-09
1992,4.4685646116704447e-07,3.30596661157756e-09
1993,4.298425033688602e-07,2.2156829704300662e-09
1994,4.1144426865535877e-07,1.5824779264761446e-09
1995,3.936699179973857e-07,3.795715741716776e-09
1996,3.923497675639709e-07,1.6014276571496566e-09
1997,3.5482220317462065e-07,2.3974471297094624e-09
1998,3.919402131735694e-07,9.536258449571733e-10
1999,4.1908743719787367e-07,2.7421207526856506e-09
2000,3.883449797292826e-07,1.7672125984802278e-09
2001,3.6013560344994033e-07,8.762423564512289e-10
2002,3.7503254368687067e-07,2.6287327870022636e-09
2003,3.6918937756924564e-07,4.166922806803086e-09
2004,3.5634762429737066e-07,8.809582507929292e-10
2005,3.5669696829554454e-07,6.305249655724765e-09
2006,3.5290315869573874e-07,2.4707338397433887e-09
2007,3.762799671847006e-07,6.7906151812735516e-09
2008,3.359119780110831e-07,1.2772318758180745e-09
2009,3.4140259264070494e-07,3.337734755248789e-09
2010,2.791761695153383e-07,3.7790344187271785e-09
2011,2.6270687825125094e-07,7.64794394481072e-10
2012,2.2910621022553812e-07,2.382976926895708e-09
2013,2.2842933511402208e-07,3.904775169871755e-09
2014,2.42746410750172e-07,4.330890313042346e-09
2015,2.584526863635972e-07,2.438232948875907e-09
2016,2.45868066461874e-07,2.0713399884186856e-09
2017,1.9345051005537073e-07,3.2702947017071438e-09
2018,2.2329686233391044e-07,1.290733298020541e-09
2019,1.9999744765852867e-07,3.3162841361900064e-09
