year,tout_ADV utile_ADJ,tout_ADV futile_ADJ
1800,2.200915076855381e-07,0.0
1801,1.2382149350287364e-07,0.0
1802,1.432217686669901e-07,0.0
1803,1.3067273130218382e-07,0.0
1804,7.662737999680758e-08,9.887403784603066e-09
1805,1.3077237781544682e-07,0.0
1806,9.509508203109363e-08,0.0
1807,5.97860605466849e-08,0.0
1808,1.1783584596969376e-07,0.0
1809,1.355418248749629e-07,0.0
1810,3.978215445954447e-08,0.0
1811,1.1281845502253418e-07,0.0
1812,1.1468995353425271e-07,0.0
1813,1.121539270343419e-07,0.0
1814,3.4613449884091096e-08,9.440030979135372e-09
1815,7.282503844407984e-08,0.0
1816,6.721051448721482e-08,0.0
1817,3.42512151974006e-08,0.0
1818,2.5034472272977837e-08,1.1921176934492905e-08
1819,4.140419918030602e-08,8.280840013696888e-09
1820,3.441279616822612e-08,0.0
1821,4.3390548487565184e-08,0.0
1822,4.712039469723095e-08,0.0
1823,2.4706716672540097e-08,9.882686891060644e-10
1824,3.621078548121659e-08,0.0
1825,2.7296874094417944e-08,5.283265824829186e-09
1826,2.906634755106552e-08,0.0
1827,3.7790819362726324e-08,0.0
1828,1.3758452155343548e-08,0.0
1829,1.800366966620004e-08,0.0
1830,8.349468672008697e-09,1.0436835840010872e-09
1831,1.5591206548037917e-08,7.795603274018958e-09
1832,1.7588959622116818e-08,2.705993873419743e-09
1833,9.266902467608418e-09,0.0
1834,1.120143711119681e-08,0.0
1835,1.5126175867408165e-08,1.0588323107185715e-08
1836,1.4113575197427508e-08,4.704525213838906e-09
1837,1.948209504831766e-08,3.478945576063097e-09
1838,7.574594285131298e-09,3.1560809521380406e-09
1839,9.088918062616358e-09,0.0
1840,2.8026629905752998e-08,6.369688665408546e-10
1841,1.9903699577383804e-08,1.926164561183441e-09
1842,1.9453969102301016e-08,9.391571076378114e-09
1843,4.3120451209688326e-08,2.3627644285539873e-09
1844,1.2074834465636286e-08,0.0
1845,1.1160455670733427e-08,3.348136878855712e-09
1846,1.5807152919933287e-08,5.854501328173001e-10
1847,2.3730184040005042e-08,5.393223645455691e-10
1848,2.091757700384278e-08,0.0
1849,4.1059134758825167e-08,0.0
1850,4.073397619208663e-08,2.0366988096043315e-09
1851,2.7732586005413395e-08,6.449438760824933e-10
1852,2.539112742283578e-08,3.2552727180501506e-09
1853,2.6276499198729653e-08,1.1943863675867306e-09
1854,2.8576154775805662e-08,5.195664454227256e-10
1855,1.4328730202350926e-08,0.0
1856,1.5531567143511893e-08,0.0
1857,1.757343248698362e-08,0.0
1858,2.202154147923352e-08,0.0
1859,1.0693564256314403e-08,5.092173349652285e-10
1860,1.1442959468865865e-08,4.119465657481669e-09
1861,1.6977470096435354e-08,3.772770984511453e-09
1862,1.8071945745434803e-08,0.0
1863,1.2986014041871385e-08,0.0
1864,1.8699438442126848e-08,0.0
1865,1.3649848362717876e-08,4.706844358715045e-10
1866,8.271541673821048e-09,0.0
1867,1.7955402498159856e-08,0.0
1868,9.879748019692158e-09,9.87974813071446e-10
1869,2.1487483792270723e-08,0.0
1870,1.3761717099214366e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,8.466274681317998e-09,1.8142017887967654e-09
1873,1.616221290134945e-08,5.986004469882289e-10
1874,8.961913877669758e-09,0.0
1875,1.7736734747586524e-08,0.0
1876,1.0882827083946722e-08,2.418405919968336e-09
1877,2.72131899237138e-08,0.0
1878,1.5097721961510047e-08,0.0
1879,2.1993570520351113e-08,0.0
1880,7.059631101924424e-09,6.417846254436199e-10
1881,1.6036766581351003e-08,0.0
1882,1.5307385359264458e-08,6.655385131892899e-10
1883,4.423537369735442e-09,2.5277355764075082e-09
1884,1.4523733327109767e-08,0.0
1885,8.379326565943757e-09,6.445635691854079e-10
1886,9.034849313138693e-09,6.453463874400711e-10
1887,1.1752064710268684e-08,0.0
1888,1.141310668195672e-08,0.0
1889,9.39770516961147e-09,0.0
1890,5.243509182406569e-09,0.0
1891,1.2748440081367107e-09,1.2748440081367107e-09
1892,1.4417578242387208e-08,6.268512375839919e-10
1893,7.390100087434348e-09,6.158416554491453e-10
1894,1.5753848003896564e-08,0.0
1895,1.2639090662958097e-08,0.0
1896,1.1794058174530164e-08,5.89702897624278e-10
1897,6.409385022720926e-09,0.0
1898,5.6583546736987955e-09,0.0
1899,2.04520400615138e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,7.265360812969135e-09,0.0
1902,5.89234061543209e-09,0.0
1903,1.296052865029651e-08,0.0
1904,9.674325340824907e-09,0.0
1905,1.9094809122766065e-08,0.0
1906,8.230695236477459e-09,0.0
1907,3.08570607954195e-09,0.0
1908,3.437972351250096e-09,0.0
1909,9.901770681164379e-09,0.0
1910,7.481810726517324e-09,0.0
1911,1.1172786140711821e-08,0.0
1912,1.0418842677495377e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,6.6967438816512015e-09,4.68772043404897e-09
1915,9.424609537234119e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,4.594550517822427e-09,0.0
1919,8.287063535394878e-09,0.0
1920,1.514446346106979e-08,0.0
1921,9.087297137000405e-09,0.0
1922,6.640141769764796e-09,0.0
1923,6.369568872344189e-09,0.0
1924,9.02413699321869e-09,0.0
1925,9.898360353588487e-09,0.0
1926,1.5604593617268847e-08,0.0
1927,1.1149224876660924e-09,0.0
1928,1.4853853258500749e-08,0.0
1929,1.893869061575515e-08,0.0
1930,9.453243521306831e-09,0.0
1931,7.983749661377715e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.261772863969668e-08,0.0
1934,5.990790086229936e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,1.091224310911798e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,7.779128452511941e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252021913012e-08,0.0
1946,8.352662561605939e-09,0.0
1947,2.3841742802233057e-08,2.3841741914054637e-09
1948,9.784699050996437e-09,0.0
1949,9.817008428392171e-09,0.0
1950,7.444753036267571e-09,0.0
1951,7.462981344019681e-09,0.0
1952,8.435843135146115e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.07497895029951e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.1337483840634377e-08,0.0
1957,4.417518795207798e-09,0.0
1958,7.445019267748876e-09,0.0
1959,4.650448914844674e-09,7.750747821333448e-10
1960,1.3149583255600561e-08,2.7683333403416555e-09
1961,8.337791068679934e-09,6.948159270159238e-10
1962,1.4586499674784648e-08,0.0
1963,4.526237162849611e-09,0.0
1964,9.125952327160292e-09,0.0
1965,1.641613067704384e-08,2.188817349590977e-09
1966,9.970334557962701e-09,0.0
1967,6.902469651404175e-09,0.0
1968,1.2575964214445179e-08,0.0
1969,9.537691053607134e-09,0.0
1970,8.737577245065964e-09,4.5987250119061684e-10
1971,1.0276794526475896e-08,5.138397485282553e-10
1972,1.0773308467548759e-08,0.0
1973,8.269805285010534e-09,5.513203782392395e-10
1974,8.438357568252286e-09,0.0
1975,1.2565255946839216e-08,0.0
1976,1.1998406601598788e-08,1.142705374768127e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,8.910887028257264e-09,0.0
1979,8.777959692451986e-09,5.851973350345929e-10
1980,6.2536656408873625e-09,5.685150683554241e-10
1981,8.85576922904363e-09,1.2651099057237047e-09
1982,1.4898005717967067e-08,1.8622506869903077e-09
1983,6.946847541655643e-09,0.0
1984,9.278413592994639e-09,0.0
1985,7.820225356169885e-09,0.0
1986,1.4386765556650971e-08,0.0
1987,1.2832715334809564e-08,1.2221633705067347e-09
1988,8.994830547059962e-09,0.0
1989,9.329808037250586e-09,0.0
1990,1.0352437129768077e-08,0.0
1991,1.1136783939491579e-08,5.861465202094962e-10
1992,1.5427843891302473e-08,0.0
1993,1.0524494165053966e-08,5.539207426075166e-10
1994,1.2132331472791691e-08,5.274926606624319e-10
1995,1.3556126610136943e-08,0.0
1996,6.939519847648512e-09,1.067618438099771e-09
1997,4.794894259418925e-09,0.0
1998,1.3350762273489636e-08,0.0
1999,1.1882522965578346e-08,0.0
2000,8.394259509714175e-09,0.0
2001,1.270551397425379e-08,1.7524847129024579e-09
2002,1.3143664545633982e-08,4.38122149670761e-10
2003,5.416999737661854e-09,4.1669229178253886e-10
2004,8.369103632333008e-09,8.809582507929292e-10
2005,1.6663873059208356e-08,4.5037495954858286e-10
2006,1.2353670086895363e-08,0.0
2007,5.592271090648637e-09,3.994479469415779e-10
2008,6.811903485726134e-09,8.514879357157668e-10
2009,8.582746957586096e-09,0.0
2010,7.085689368580006e-09,4.723793023408973e-10
2011,6.500752380844688e-09,0.0
2012,1.0212757750593937e-08,0.0
2013,7.809550006676602e-09,0.0
2014,7.57905826986871e-09,0.0
2015,8.86630147078904e-09,2.2165753954528356e-10
2016,6.214019965256057e-09,1.0356699942093428e-09
2017,8.553078828521521e-09,7.54683426862357e-10
2018,1.1874746519424662e-08,2.5814667070633845e-10
2019,9.693753078021672e-09,0.0
