year,petit_ADJ acteur_NOUN,petit_ADJ facteur_NOUN
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,0.0,2.0708756931497874e-09
1857,7.810414537345878e-09,1.4644527812635033e-09
1858,4.404308473482388e-09,2.6425849952715907e-08
1859,7.638260024478427e-09,3.5645213447565993e-09
1860,2.746310290291376e-09,4.119465657481669e-09
1861,1.8863854922557266e-09,1.8863854922557266e-09
1862,7.228778020618165e-09,1.8071945051545413e-09
1863,4.994620828036034e-10,1.9978483312144135e-09
1864,4.315255264231155e-09,2.3973640850272204e-09
1865,4.706844247692743e-09,1.882737743486018e-09
1866,1.0704348185619494e-08,4.865612801552288e-09
1867,4.85281148598915e-10,1.455843445796745e-09
1868,0.0,9.87974813071446e-10
1869,5.860222973552709e-09,1.953407657850903e-09
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,4.248470908407853e-09,3.18635318130589e-09
1872,7.861540973763681e-09,3.628403577593531e-09
1873,9.57760748487857e-09,6.584604861359367e-09
1874,1.1949218281515073e-09,5.974609140757536e-10
1875,1.1443054281912168e-09,2.8607636259891933e-09
1876,2.418405919968336e-09,6.04601479992084e-10
1877,3.5253449937044934e-08,2.535774612510977e-08
1878,2.4156354694326865e-09,1.0870359723469392e-08
1879,7.94212251520321e-09,4.887460214320072e-09
1880,1.4761046829292468e-08,4.492492600149944e-09
1881,4.183504653809678e-09,2.091752326904839e-09
1882,1.1979693681496428e-08,1.9966155395678697e-09
1883,1.3902545781263598e-08,1.1374810426900694e-08
1884,5.941527270181268e-09,5.281357573494461e-09
1885,1.0957580620640783e-08,5.156508553483263e-09
1886,9.680196200179125e-09,5.162771099520569e-09
1887,9.793386546164129e-09,1.76280969821363e-08
1888,1.9021844099853524e-09,1.141310668195672e-08
1889,6.265136742733546e-10,5.012109394186837e-09
1890,0.0,1.3764211992395303e-08
1891,0.0,5.099376032546843e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,3.695050043717174e-09,8.621783287310336e-09
1894,8.192000855444803e-09,6.301539290376468e-09
1895,3.611168697403855e-09,2.5880042997528108e-08
1896,1.179405795248556e-09,1.47425724961181e-08
1897,4.661370844871726e-09,2.2724183423861177e-08
1898,9.619203211741478e-09,8.487532454637403e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,7.786579381274805e-09,5.191053142894475e-10
1901,2.794369402536745e-09,5.588738916095792e-10
1902,5.892340837476695e-09,9.820567470342212e-09
1903,1.6200660812870638e-09,1.3500550899436803e-08
1904,6.449550227216605e-09,1.5048950530172078e-08
1905,5.676835002077496e-09,1.3934049469810361e-08
1906,6.173021205313489e-09,7.201858220895474e-09
1907,7.199980611716228e-09,8.742834012309686e-09
1908,3.929111258571538e-09,1.3751889405000384e-08
1909,4.950885035270858e-09,6.60118004702781e-09
1910,1.0688301244066167e-08,2.137660359835536e-08
1911,1.0640748615564632e-08,3.7242617878519013e-09
1912,8.335073964360618e-09,8.856016364688912e-09
1913,2.6514948014977335e-09,6.36358749028787e-09
1914,4.68772043404897e-09,1.5402510822326576e-08
1915,3.534228465440492e-09,1.0602685840410686e-08
1916,1.0987461607214755e-08,1.9777431248257926e-08
1917,1.315970976634162e-08,5.483212106582869e-09
1918,2.412139021856774e-08,8.040463406189247e-09
1919,5.524709134618888e-09,6.4454939163738345e-09
1920,1.2872794385998532e-08,1.741613253614105e-08
1921,1.438822039290244e-08,6.815472630705699e-09
1922,1.9920426197472807e-08,5.90234855435412e-09
1923,8.492758496458919e-09,6.369568872344189e-09
1924,2.578324886925998e-09,9.02413699321869e-09
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,1.0034302277972529e-08,6.689535148041159e-09
1928,1.3711249025050165e-08,6.8556245125250825e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,4.201441416995522e-09,1.7856125467119455e-08
1931,1.1405356659111021e-08,6.843213995466613e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,8.02946331646126e-09,6.882397318719313e-09
1934,1.4377896206951846e-08,8.38710612072191e-09
1935,9.574627313213568e-09,7.180970484910176e-09
1936,3.6374143697059935e-09,1.9399543305098632e-08
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,1.1806010391524069e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.6129116648121453e-08,3.774205836748479e-08
1944,0.0,1.927911696952833e-08
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,1.5313215584455975e-08,2.227376683094917e-08
1947,8.344609447874518e-09,5.960435700558264e-09
1948,8.697510267552389e-09,8.697510267552389e-09
1949,1.0798709482173763e-08,1.3743811422273211e-08
1950,1.0635361036293034e-08,1.595304155443955e-08
1951,1.2793682557799002e-08,2.5587365115598004e-08
1952,2.1089608281954497e-08,9.490323193972472e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,1.6613311615287785e-08,1.3681550115052232e-08
1955,1.0324169075204281e-08,2.815682353940474e-09
1956,1.4825940475304833e-08,8.721141364631535e-09
1957,5.301022731885041e-09,1.5903067307476704e-08
1958,9.926692356998501e-09,6.617794756635931e-09
1959,8.525822381422188e-09,6.200598257066758e-09
1960,1.2457499920515147e-08,1.4533750203327145e-08
1961,8.33779090214648e-09,9.03260666262895e-09
1962,1.1415521861124489e-08,3.805173953708163e-09
1963,6.466053470433053e-09,1.0992290633282664e-08
1964,1.8251904654320583e-08,6.692365106530929e-09
1965,9.302473458205895e-09,8.20806533852192e-09
1966,1.3293779410616935e-08,8.308612464702492e-09
1967,7.3955032653394426e-09,8.381570104631919e-09
1968,6.737123692257541e-09,4.491415683816058e-09
1969,5.450109252791435e-09,4.541757636644661e-09
1970,5.518470042042978e-09,1.3796174869185052e-08
1971,1.5929032315398217e-08,8.221435976452085e-09
1972,6.669190699692962e-09,5.130146973897354e-09
1973,1.598829157956061e-08,9.37244681864513e-09
1974,1.7439271360331077e-08,4.500457340128605e-09
1975,1.1994108817248161e-08,6.282628195464213e-09
1976,9.712995741040231e-09,1.5997875024709174e-08
1977,1.4104276691018214e-08,1.057820764316375e-08
1978,1.2475242172627077e-08,6.53465048738866e-09
1979,9.948354917632685e-09,8.777959692451986e-09
1980,1.0801786132219604e-08,3.411090521154847e-09
1981,1.5813874654213578e-08,8.223214109648325e-09
1982,1.6760256515979677e-08,3.7245013739806154e-09
1983,1.4525227243211702e-08,8.841442245000053e-09
1984,1.275781880138993e-08,1.2177918229383522e-08
1985,9.624892882698077e-09,8.421781494405423e-09
1986,8.392279815527814e-09,1.1389522214244607e-08
1987,7.332980445085013e-09,9.777306964053878e-09
1988,1.4991384078566483e-08,7.795519785247507e-09
1989,1.2073869015694072e-08,3.2928733073589456e-09
1990,1.3076762783725826e-08,1.2531897297662908e-08
1991,7.6199047072123e-09,9.37834432335194e-09
1992,1.3774860363469088e-08,1.0468894195980738e-08
1993,4.985286683467649e-09,3.877445031719162e-09
1994,8.439882570598911e-09,1.318731612798274e-08
1995,1.2471636778865758e-08,1.7351842629409475e-08
1996,7.473329288743003e-09,3.3629980578098184e-08
1997,8.630809844589749e-09,1.726162068838022e-08
1998,6.6753810257225155e-09,1.2873948684877234e-08
1999,7.769341614505265e-09,9.597422245821718e-09
2000,1.2370488633450805e-08,4.859834756842929e-09
2001,1.270551397425379e-08,7.0099388516098315e-09
2002,1.4458030661579357e-08,1.0514931758631718e-08
2003,1.0417307017007715e-08,7.500461585152607e-09
2004,6.6071867144135155e-09,8.80958239690699e-09
2005,8.106749160852189e-09,1.0358624180639708e-08
2006,9.471147199846541e-09,1.0294725072412803e-08
2007,1.1983438241713884e-08,1.3181781888249589e-08
2008,1.0643598891135753e-08,1.4049551189110332e-08
2009,1.0966842323156811e-08,9.536384792951935e-09
2010,6.613310343794865e-09,7.55806894847666e-09
2011,1.5678285336662157e-08,2.4091023370642617e-08
2012,9.872332978888565e-09,1.7702114940565394e-08
2013,1.5340187786705428e-08,1.589801357226861e-08
2014,9.527958380606272e-09,1.5374660572442522e-08
2015,1.5737685113426103e-08,1.4629397249166232e-08
2016,1.4499380501797887e-08,7.871092222444531e-09
2017,1.0314006537726073e-08,1.408742333897095e-08
2018,1.368177360294709e-08,2.4007640320178325e-08
2019,1.3520235042641104e-08,1.76018148390078e-08
