year,étaient_VERB au_ADP,étaient_VERB faux_ADJ,etaient_VERB au_ADP
1884,3.974881565227406e-06,9.506443632290029e-08,1.3203393933736152e-09
1885,3.7474926557479193e-06,1.0248560755599101e-07,3.86738152613475e-09
1886,3.839811142825056e-06,8.131364381824824e-08,7.744156427236248e-09
1887,3.6026606267114403e-06,9.66280850889234e-08,1.9586774424595887e-09
1888,3.5957625641458435e-06,8.68664216113757e-08,1.9021844099853524e-09
1889,3.7960462577757426e-06,9.523007804546069e-08,1.8795409673089125e-09
1890,3.5537882467906456e-06,9.37277278012516e-08,1.3108772956016423e-09
1891,3.5026339446631027e-06,6.756673087693343e-08,6.3742202627281586e-09
1892,3.6576768707163865e-06,1.1659432885835486e-07,1.8805537127519756e-09
1893,3.6032895422977163e-06,6.651089989873071e-08,3.695050043717174e-09
1894,3.5465063774609007e-06,8.444062871149072e-08,5.671385139294216e-09
1895,3.866960014420329e-06,1.1676112166014718e-07,0.0
1896,3.521116013871506e-06,8.78657289149487e-08,3.5382172747233653e-09
1897,3.4936974770971574e-06,1.1245557374195414e-07,8.157399200570126e-09
1898,3.3757744404283585e-06,9.279702339881624e-08,3.3950129374460403e-09
1899,3.62166929335217e-06,8.788849470420246e-08,4.9748205555033564e-09
1900,3.5968807878816733e-06,1.0174463938028566e-07,4.15284251431558e-09
1901,3.4996683098142967e-06,8.327221223680681e-08,5.58873880507349e-09
1902,2.8484555514296517e-06,7.021706238674597e-08,1.4730852093691738e-09
1903,3.230411721233395e-06,9.720396576540224e-08,7.020286574288548e-09
1904,3.3897761113621527e-06,7.470728746739042e-08,3.7622376325430196e-09
1905,3.271921286795987e-06,9.753834717685095e-08,3.096455536422127e-09
1906,3.265528448537225e-06,5.401393821102829e-08,1.0288369045596824e-09
1907,3.146905783069087e-06,9.102832621010748e-08,2.5714217422034835e-09
1908,3.2405343972641276e-06,7.710880822742183e-08,4.4202499438483756e-09
1909,3.084401441810769e-06,5.831042670934039e-08,1.6502950117569526e-09
1910,3.1557210604660213e-06,9.40570501484217e-08,3.740905363258662e-09
1911,3.1523215966444695e-06,9.523469657324313e-08,4.25629931299909e-09
1912,3.172016477037687e-06,6.563870869058519e-08,5.2094213387476884e-09
1913,3.0428554964601062e-06,8.909022852776616e-08,2.121195885607108e-09
1914,3.036303496628534e-06,9.777245679742919e-08,2.678697486047099e-09
1915,3.3021476610883838e-06,1.1191723814363286e-07,2.3561523843085297e-09
1916,3.0347371193784056e-06,7.361599330124591e-08,4.394984820521586e-09
1917,3.315150024718605e-06,6.031533672512523e-08,2.1932848870420685e-09
1918,3.2460500278830295e-06,7.925599732061528e-08,4.594550517822427e-09
1919,3.025699015779537e-06,6.813807829075813e-08,3.6831393490643904e-09
1920,2.9478699161700206e-06,8.935233353213334e-08,3.786115865267448e-09
1921,2.620170562295243e-06,9.011569090944249e-08,7.572747762196741e-09
1922,2.785170636343537e-06,5.82856891639949e-08,2.2133805899215986e-09
1923,2.840827619365882e-06,9.554353397334125e-08,1.0615948120573648e-08
1924,2.858073230527225e-06,6.703644572780831e-08,9.02413699321869e-09
1925,2.730847654675017e-06,7.478760721824074e-08,0.0
1926,2.749752411546069e-06,8.136681373116517e-08,0.0
1927,2.836362909874879e-06,8.027441822378023e-08,2.2298449753321847e-09
1928,2.548007159930421e-06,8.569531217972326e-08,3.4278122562625413e-09
1929,2.779531314445194e-06,4.9017788938954254e-08,0.0
1930,2.826519676091266e-06,9.663315125862937e-08,0.0
1931,2.7384262466512155e-06,5.816731984964463e-08,4.5621426636444085e-09
1932,2.7102933017886244e-06,1.0521155502374313e-07,4.383814644626227e-09
1933,2.677252496141591e-06,9.635355979753513e-08,4.588264879146209e-09
1934,2.5844267383945407e-06,5.990790441501304e-08,2.3963160344919743e-09
1935,2.4295616185554536e-06,5.6250936353308134e-08,4.787313656606784e-09
1936,2.4976911845442373e-06,7.63857030960935e-08,2.424942913137329e-09
1937,2.6453940336068626e-06,6.799204044227736e-08,1.0072894518486919e-08
1938,2.414122945992858e-06,9.464606876008475e-08,2.5930428915188486e-09
1939,2.3048135062708752e-06,7.952905889396789e-08,0.0
1940,2.6093205178767676e-06,4.057252667166722e-08,2.5357829169792012e-09
1941,2.390717099842732e-06,5.60785480274717e-08,8.854508237732261e-09
1942,2.3666852939641103e-06,4.5513175450651033e-08,6.068423541449874e-09
1943,2.4358143946301425e-06,6.387117679196308e-08,2.9032352077962287e-09
1944,2.6026807518064743e-06,5.462416652335378e-08,3.2131861615880553e-09
1945,2.749272198343533e-06,6.317661416233022e-08,0.0
1946,2.760554934866377e-06,9.187928640130849e-08,1.3921104269343232e-09
1947,2.8490881049947347e-06,7.390939771312333e-08,7.152522574216391e-09
1948,2.5244523840228794e-06,7.827759418432834e-08,5.435944139264848e-09
1949,2.668262823135592e-06,6.381055328574803e-08,2.945102384188658e-09
1950,2.322762838957715e-06,7.019338710279044e-08,1.0635361480382244e-09
1951,2.3295162918657297e-06,7.782823274737893e-08,5.330700769690111e-09
1952,2.113178652507486e-06,8.224947123380844e-08,4.2179215675730575e-09
1953,2.3433074147760635e-06,6.572035005092403e-08,2.1547654771580937e-09
1954,2.220320311607793e-06,9.283909463420059e-08,9.772536113672459e-10
1955,2.185907987950486e-06,5.255940394022218e-08,2.815682353940474e-09
1956,2.1096441287227208e-06,6.802490304380626e-08,2.616342476002842e-09
1957,2.281206661791657e-06,4.240818185508033e-08,1.7670075402875796e-09
1958,2.2219246602617204e-06,6.700517474200751e-08,8.272243445794913e-10
1959,2.1454070520121604e-06,7.828255377262394e-08,3.8753737996444215e-09
1960,2.1046253095846623e-06,6.297958066170395e-08,2.7683333403416555e-09
1961,2.2164629172038985e-06,6.80919640672073e-08,4.16889545107324e-09
1962,2.3332056571234716e-06,9.576353932061465e-08,3.805173953708163e-09
1963,2.4008454602153506e-06,6.466053292797369e-08,2.5864212993553792e-09
1964,2.3617965325684054e-06,7.726639950078606e-08,2.4335873316516654e-09
1965,2.4044159090408357e-06,5.4720434405908236e-08,3.830430195250756e-09
1966,2.443839775878587e-06,7.699313897546745e-08,3.3234448526542337e-09
1967,2.279787167935865e-06,7.050380190776195e-08,2.9582012395223956e-09
1968,2.482405534465215e-06,6.512552630510982e-08,8.084548142051062e-09
1969,2.5901645130943507e-06,6.540130925714038e-08,7.2668124850849836e-09
1970,2.279128011650755e-06,8.369679704856026e-08,2.7592350626548523e-09
1971,2.2295507733360864e-06,7.039604810188393e-08,4.1107179882260425e-09
1972,2.208528258051956e-06,6.258779450263319e-08,6.669190977248718e-09
1973,2.3194047571450938e-06,6.174788325097325e-08,3.859242703185828e-09
1974,2.305359203091939e-06,4.331690206527128e-08,5.625571675160757e-10
1975,2.178929662477458e-06,5.483020970586949e-08,5.140332159925265e-09
1976,2.1465721147251315e-06,6.056338719417909e-08,2.856763492431469e-09
1977,2.2143713067634962e-06,5.465406971438824e-08,5.289103821581875e-09
1978,2.2378208086593077e-06,4.7524729041015235e-08,6.534650598410963e-09
1979,2.374145651629078e-06,6.437170441131457e-08,5.266775904289034e-09
1980,2.1785497210657923e-06,5.400893243745486e-08,4.548120546843393e-09
1981,2.317681264685234e-06,5.9460166568214845e-08,6.958104314946922e-09
1982,2.4085109089355683e-06,5.152226734139731e-08,4.966001831974154e-09
1983,2.2072028968977975e-06,6.820541642582612e-08,4.4207211225000265e-09
1984,2.421665840302012e-06,5.3930779841948606e-08,8.69851302098823e-09
1985,2.2486156012746505e-06,4.932757491360462e-08,1.8046674155058895e-09
1986,2.4355595087399706e-06,6.474044056403727e-08,5.395036861699509e-09
1987,2.338609647267731e-06,6.905222704745029e-08,5.49973533381376e-09
1988,2.1605583242489956e-06,5.936588109989316e-08,4.797243047249822e-09
1989,2.2254334908211604e-06,5.4332410570623324e-08,3.2928733073589456e-09
1990,2.2290430479188217e-06,6.592867407562153e-08,9.80757164370516e-09
1991,2.28479916586366e-06,5.8028504668072856e-08,2.344586080837985e-09
1992,2.3207885533338413e-06,5.234446831536843e-08,4.4079553340736766e-09
1993,2.226207470812369e-06,5.151462900698789e-08,4.985286850001103e-09
1994,2.370552010688698e-06,5.485923537662529e-08,7.384897138251745e-09
1995,2.38479378822376e-06,5.856247042856921e-08,8.675921314704738e-09
1996,2.4181558728741948e-06,5.925282309249269e-08,1.5480466686312866e-08
1997,2.3164134290709626e-06,5.4661796866639634e-08,1.2946214766884623e-08
1998,2.3778659397066804e-06,4.958854304959459e-08,2.527108478034279e-08
1999,2.3454272195522208e-06,6.901003501980085e-08,1.7366764026860437e-08
2000,2.3119559955375735e-06,6.450326139884055e-08,7.068850393920911e-09
2001,2.3662923922529444e-06,4.556460098115167e-08,3.066848330846028e-09
2002,2.4355210825888207e-06,5.6955880012310445e-08,3.9430991805033955e-09
2003,2.558490677984082e-06,5.708684369665207e-08,4.166922806803086e-09
2004,2.5058857318072114e-06,6.166708033106261e-08,6.166707589017051e-09
2005,2.4230173494288465e-06,4.68389949048742e-08,1.3511248786457486e-09
2006,2.45055639425118e-06,6.465086954676735e-08,2.0589450144825605e-09
2007,2.5616595848987345e-06,6.471056934742592e-08,2.3966877371606188e-09
2008,2.4671862774994224e-06,6.045564049372842e-08,5.108927503272298e-09
2009,2.5786384867387824e-06,5.8171949035568105e-08,4.76819250749827e-10
2010,2.7128742203785805e-06,6.991214007712188e-08,4.723793023408973e-10
2011,2.648100689839339e-06,8.106820814646198e-08,3.059177577924288e-09
2012,3.1172742183116497e-06,8.646802029943501e-08,3.404252713057332e-10
2013,3.2529565032746177e-06,9.734046102494176e-08,0.0
2014,3.324824547235039e-06,1.1498514140839688e-07,2.1654451842767486e-10
2015,3.190538564012968e-06,1.0041086540013566e-07,6.649726325136385e-10
2016,3.377319899300346e-06,1.0605261024920765e-07,2.0713400439298368e-10
2017,3.6665035167970927e-06,8.729170986043755e-08,2.515611330355938e-10
2018,3.3977264592977008e-06,1.0997047894534262e-07,3.3559066636712487e-09
2019,3.1491942991124233e-06,1.0305990372216911e-07,0.0
