year,était_VERB au_ADP,était_VERB faux_ADJ,etait_VERB au_ADP,etait_VERB faux_ADJ
1837,8.809385690256022e-06,3.778134782805864e-07,1.0436836284100082e-08,0.0
1838,9.038384632731322e-06,4.222836196277058e-07,1.7674053109928423e-08,6.312161904276081e-10
1839,8.533095751772635e-06,3.754422266410984e-07,1.1885507689157748e-08,6.9914751765765e-10
1840,9.750082426762674e-06,5.089381147627137e-07,2.4841785517537573e-08,6.369688665408546e-10
1841,9.039490578288678e-06,4.905298851554107e-07,2.1829864582656455e-08,1.2841097074556274e-09
1842,9.401633178640623e-06,3.9310432953243435e-07,2.4820581145945653e-08,6.708265054555795e-10
1843,9.16161934583215e-06,3.508705219701369e-07,1.7720733325177207e-08,2.3627644285539873e-09
1844,9.573148417985067e-06,3.913344244210748e-07,1.0977122322231025e-08,5.488561272137815e-10
1845,9.847428373177536e-06,4.519984599937743e-07,8.928364714222425e-09,5.580227946389016e-10
1846,9.300460988015402e-06,5.14025202846824e-07,1.5221703009160592e-08,0.0
1847,8.939267900132108e-06,4.028738089800754e-07,1.941560512364049e-08,1.0786447290911383e-09
1848,8.465986866212916e-06,3.3950834676943487e-07,1.367687652020777e-08,0.0
1849,9.397514077136293e-06,4.5081253574608127e-07,1.256912263158938e-08,0.0
1850,8.770025488047395e-06,4.283856469555758e-07,8.146795238417326e-09,0.0
1851,9.332982699561398e-06,4.90157333388197e-07,1.3543821175687754e-08,1.9348316282474798e-09
1852,8.892103323887568e-06,3.092509075486305e-07,1.8229526776991634e-08,6.510545436100301e-10
1853,9.129292266152333e-06,3.4816363836398523e-07,8.957897534855874e-09,5.971931837933653e-10
1854,8.465815881208982e-06,2.6290061327927106e-07,1.9223959313308114e-08,0.0
1855,9.105642675422132e-06,3.205390157745569e-07,1.3798036491152743e-08,5.306937111981824e-10
1856,8.661955689603928e-06,3.2098571978167456e-07,6.730345780692204e-09,0.0
1857,9.225564099324401e-06,3.3096631568696466e-07,6.345961645060072e-09,0.0
1858,9.205494279740378e-06,3.322805923744454e-07,1.2723557762939208e-08,0.0
1859,9.632354704081081e-06,3.4474012977625534e-07,7.638260024478427e-09,0.0
1860,9.672046871855855e-06,3.6663243463408435e-07,1.0985241494232412e-08,1.8308735638683515e-09
1861,8.904211426852271e-06,3.9661256323597627e-07,1.2261505866195677e-08,2.357981809808507e-09
1862,9.412320650881156e-06,3.0451226962213696e-07,1.490935552794781e-08,0.0
1863,9.279506230086554e-06,3.59612698730416e-07,1.6981711148389422e-08,0.0
1864,8.924426765588578e-06,3.658377352167008e-07,1.2945765348604255e-08,9.589455896019672e-10
1865,8.976422577688936e-06,3.7513549955292547e-07,5.648213063924601e-09,0.0
1866,9.757500265550334e-06,4.004399443147122e-07,5.352174259343201e-09,0.0
1867,9.03447926248191e-06,3.527993897023407e-07,5.338092634588065e-09,0.0
1868,8.477318260702305e-06,3.1763389074512816e-07,1.0373735981339394e-08,0.0
1869,9.139505891653243e-06,3.5893864946956455e-07,2.5882651355502162e-08,1.4650557433881772e-09
1870,8.927340786613058e-06,4.1113131032943784e-07,8.027668307875047e-09,5.734048791339319e-10
1871,8.707241249794606e-06,4.089153264885681e-07,1.5931766128574054e-08,0.0
1872,9.233077435055748e-06,3.797728993504279e-07,1.2699412965666568e-08,0.0
1873,8.127796718326863e-06,3.064834288579732e-07,1.2570609775330865e-08,0.0
1874,9.236147889168933e-06,3.0231521463974786e-07,6.572069888299836e-09,1.1949218281515073e-09
1875,8.740204975765664e-06,2.975194206555898e-07,5.721527251978387e-09,5.721527140956084e-10
1876,8.483768397127278e-06,2.90208703290773e-07,7.255217537860403e-09,6.04601479992084e-10
1877,8.591946425440256e-06,3.395464034383622e-07,6.184816214727107e-09,0.0
1878,8.56161568663083e-06,3.267146837515611e-07,1.0870359723469392e-08,1.2078177347163432e-09
1879,8.568939847464208e-06,2.9324760930649063e-07,8.55305515301552e-09,0.0
1880,7.938234375615139e-06,2.27833538701816e-07,1.0268554007097919e-08,0.0
1881,8.101356797851622e-06,2.775057907911105e-07,9.761510710859511e-09,6.972507571312292e-10
1882,8.253343366959598e-06,2.7087418175142375e-07,7.986461936226874e-09,0.0
1883,8.058421371970326e-06,2.609886848858878e-07,5.0554711528150165e-09,0.0
1884,8.287770469905809e-06,2.7066957386523427e-07,3.300848483434038e-09,6.601696966868076e-10
1885,8.139548299368471e-06,2.842525361756998e-07,7.7347630522695e-09,1.2891271383708158e-09
1886,7.729313438176177e-06,2.8201637292113446e-07,8.389503092232076e-09,0.0
1887,7.4116351242992096e-06,2.3895864842415904e-07,1.3710741431083306e-08,0.0
1888,7.849681423977017e-06,3.0308137866086327e-07,1.0144983297877275e-08,1.268122939990235e-09
1889,7.586454103147844e-06,3.0260611083576805e-07,8.14467782106476e-09,6.265136742733546e-10
1890,7.314695267268689e-06,2.942919650195108e-07,9.83157938394541e-09,0.0
1891,7.239201750053326e-06,2.3648355806926702e-07,8.92390783491237e-09,0.0
1892,7.515319339290727e-06,2.5638215106482676e-07,1.567128071755519e-08,1.2537024751679837e-09
1893,7.736818588455208e-06,2.51263401196411e-07,1.046930819814662e-08,0.0
1894,7.505763278459199e-06,2.5773294964892557e-07,1.07126170156846e-08,0.0
1895,7.680353519390337e-06,3.0454188504336344e-07,9.027921521465032e-09,0.0
1896,7.210297553683631e-06,2.6654569751372037e-07,9.435246584033052e-09,0.0
1897,7.077709142322419e-06,2.6453278678673087e-07,9.322741911788057e-09,0.0
1898,6.979580575716682e-06,2.829177390140103e-07,6.7900258748920805e-09,1.6975064687230201e-09
1899,7.390372502413811e-06,2.9848922622477403e-07,1.2713430308508578e-08,1.1055156790007459e-09
1900,7.004287908785045e-06,2.258108082742183e-07,6.7483690857628176e-09,0.0
1901,6.6584234446054325e-06,2.358447801498187e-07,1.676621691482083e-08,0.0
1902,5.914436769671738e-06,2.558257961027266e-07,1.2275709337927765e-08,0.0
1903,6.845859388704412e-06,3.1159271429714863e-07,6.48026410310365e-09,5.400220270956879e-10
1904,6.594127626158297e-06,2.300339616567726e-07,1.0211787859759625e-08,5.374625189347171e-10
1905,6.734790531481849e-06,2.7506845867719676e-07,5.1607592088664944e-09,0.0
1906,6.540830781887053e-06,2.402334189355315e-07,8.745113522223846e-09,0.0
1907,6.473811026808107e-06,2.2422797485432966e-07,9.771402076363955e-09,5.142843373384665e-10
1908,6.722218131471891e-06,2.637415832396073e-07,1.080505551698252e-08,0.0
1909,7.04235935700126e-06,2.656975084391888e-07,1.1001967337165297e-08,0.0
1910,6.762488283129642e-06,2.5117509494521073e-07,1.1222716089775986e-08,0.0
1911,6.63450646243291e-06,2.2984016823102138e-07,5.852411666396051e-09,0.0
1912,6.497711183328647e-06,2.5005221004903433e-07,9.897900277167082e-09,5.209421227725386e-10
1913,6.532222869282123e-06,2.3174065688635892e-07,1.0605979317013237e-08,0.0
1914,6.329762072709855e-06,2.3237700474965095e-07,1.1384464482233625e-08,0.0
1915,6.67380163577036e-06,2.9569713433375e-07,8.246533234057551e-09,0.0
1916,6.469417712651193e-06,2.5710662043820776e-07,1.538244731591476e-08,0.0
1917,6.971356015128549e-06,2.8074046554138476e-07,2.522277586791688e-08,1.0966424435210342e-09
1918,6.658652182522928e-06,2.9519986810555565e-07,1.4932289182922887e-08,0.0
1919,6.471275810326915e-06,2.1638443570282107e-07,1.7494911408455494e-08,0.0
1920,6.426553227356635e-06,2.726003458519699e-07,9.086678076641874e-09,0.0
1921,6.256604137888644e-06,2.423279283902957e-07,1.4388219726768625e-08,0.0
1922,6.5552958403714e-06,2.9069065021758433e-07,3.6889677978990676e-09,7.377935484775833e-10
1923,6.506514637294458e-06,2.431052052997984e-07,1.1677542488541803e-08,0.0
1924,6.5283184085274115e-06,2.3204924559649953e-07,6.445812328337297e-09,2.578324886925998e-09
1925,6.545015821757261e-06,2.969508159367251e-07,1.5397448649423495e-08,0.0
1926,6.522720013890648e-06,2.3406890647947876e-07,4.458455382660986e-09,0.0
1927,7.399740752589423e-06,2.876500104775914e-07,1.2264147031260109e-08,0.0
1928,6.331169515760848e-06,2.5365812916788855e-07,9.140832757381645e-09,0.0
1929,6.744402071490185e-06,2.8185229439259274e-07,8.912325100141061e-09,2.2280812750352652e-09
1930,6.378838406817522e-06,2.5523755198264553e-07,8.402883056035648e-09,1.0503603542488804e-09
1931,5.80418600293342e-06,2.5662052394181956e-07,9.124285327288817e-09,2.2810713318222042e-09
1932,6.434343958972022e-06,2.849479585620429e-07,1.2055489939655217e-08,1.0959536611565568e-09
1933,6.3318057073047385e-06,2.2711911640271865e-07,8.02946376055047e-09,0.0
1934,6.121389105828712e-06,2.0488502627813432e-07,8.38710612072191e-09,0.0
1935,6.011669029248878e-06,2.2979105551712564e-07,2.5133395809007197e-08,0.0
1936,5.7058905440499075e-06,2.1945733408301749e-07,9.699771208460106e-09,0.0
1937,5.833464911120245e-06,1.8760765385650302e-07,1.8886676889096066e-08,0.0
1938,5.831753242091509e-06,2.42449516463239e-07,1.6854778905894818e-08,1.2965214457594243e-09
1939,5.845386112923734e-06,2.5846944140539563e-07,4.588215141154706e-09,0.0
1940,5.715654879168142e-06,2.0539842182643042e-07,1.5214697057785997e-08,2.5357829169792012e-09
1941,5.89119918004144e-06,3.0990776167527656e-07,1.1806010391524069e-08,2.9515025978810172e-09
1942,5.816583779960638e-06,2.6701064825829235e-07,3.034211770724937e-09,0.0
1943,6.439375738409581e-06,2.903235269968718e-07,1.1612940831184915e-08,0.0
1944,6.378174475685228e-06,2.538417049890995e-07,6.4263723231761105e-09,3.2131861615880553e-09
1945,6.947249403310707e-06,3.180615806286369e-07,1.5249527862692958e-08,0.0
1946,6.4287660279660486e-06,3.118327356332884e-07,1.6705325123211878e-08,0.0
1947,6.447999112424441e-06,2.6464334723641514e-07,1.5497132688224724e-08,1.1920870957027319e-09
1948,6.043682333256584e-06,2.7832032856167643e-07,6.523132700664291e-09,0.0
1949,5.714480721508153e-06,2.493520128155069e-07,1.178041031391075e-08,1.9634016634739737e-09
1950,5.570802386500873e-06,2.478039107245422e-07,7.444752814222966e-09,0.0
1951,6.181480785016902e-06,2.9638695764333534e-07,1.1727541826545007e-08,0.0
1952,5.971522568870569e-06,2.836552255303104e-07,1.7926167217297007e-08,0.0
1953,5.659491307596909e-06,2.671909271612094e-07,1.1851209791302608e-08,0.0
1954,5.821499598823721e-06,3.723336305938574e-07,1.9545072227344917e-09,0.0
1955,5.620102001557825e-06,3.097250669270579e-07,1.595553333899602e-08,0.0
1956,5.547517957893433e-06,2.598900152861461e-07,1.2209597777257386e-08,8.72114158667614e-10
1957,5.730405518988846e-06,2.6063361246997374e-07,5.301022731885041e-09,0.0
1958,5.782298103440553e-06,2.2583225245398353e-07,9.099467679352102e-09,8.272243445794913e-10
1959,5.360417162592057e-06,2.627503477015125e-07,6.200598368089061e-09,0.0
1960,5.657089332089527e-06,2.5122625402218546e-07,7.612916630428401e-09,6.920833350854139e-10
1961,5.694016635970911e-06,2.772315497168165e-07,2.153929390402709e-08,1.3896318540318475e-09
1962,6.0546658460225444e-06,3.056823061342584e-07,1.4586500007851555e-08,0.0
1963,5.657796464220155e-06,3.1101717468118295e-07,1.0345685197421517e-08,0.0
1964,5.756042355642421e-06,3.145411540117493e-07,7.30076216148845e-09,0.0
1965,5.773552857135655e-06,2.823574334342993e-07,1.4227312661319047e-08,1.6416130677043839e-09
1966,5.870311269973172e-06,2.4981227397802286e-07,5.539074754423723e-09,0.0
1967,5.805470209452324e-06,2.583495870567276e-07,1.627010748350699e-08,4.930335584241163e-10
1968,6.161324108688859e-06,2.959843072858348e-07,1.392338955241712e-08,4.4914158503495116e-10
1969,5.56819486519089e-06,2.3571722351789504e-07,9.083515689622956e-09,9.083515606356229e-10
1970,5.26278108736733e-06,2.4741140691730834e-07,1.057706744411746e-08,1.8394900047624674e-09
1971,5.28073087480152e-06,2.3585243980051018e-07,1.3873673321285196e-08,5.138397485282553e-10
1972,5.181448159419233e-06,2.1751822032456403e-07,1.179933784012377e-08,0.0
1973,5.236440756561933e-06,2.205281504075174e-07,1.3783009178425232e-08,5.513203782392395e-10
1974,4.93868947160081e-06,2.2839820701392455e-07,1.2938814686336286e-08,0.0
1975,4.755949703394435e-06,2.5016282734213746e-07,1.5420996479775795e-08,0.0
1976,5.02333296026336e-06,2.1425725549306662e-07,1.0284348428424295e-08,0.0
1977,5.040515588916605e-06,1.8982005656198453e-07,8.22749424145286e-09,5.876781838942691e-10
1978,5.319799583958229e-06,2.1267317151796306e-07,1.5445537515645924e-08,0.0
1979,5.09121673530899e-06,2.3349373634573567e-07,1.4629933375864823e-08,1.7555920051037788e-09
1980,5.104128376842709e-06,2.0068581818577513e-07,1.1938816268930452e-08,5.685150683554241e-10
1981,5.16860654897755e-06,1.9356181724106136e-07,1.1385989540091401e-08,6.325549528618524e-10
1982,5.434668310044799e-06,2.414718380805425e-07,1.738100596782033e-08,0.0
1983,5.249922196526313e-06,2.2040453018234984e-07,8.209910973278056e-09,1.2630632095778083e-09
1984,5.306092589307809e-06,2.3022063544431148e-07,9.278413815039244e-09,5.799008495621649e-10
1985,5.443478585220873e-06,1.9009164020644675e-07,9.624893104742682e-09,0.0
1986,5.475363195728278e-06,2.2119651532648277e-07,2.997242765090391e-08,5.994485463567401e-10
1987,5.401961971074343e-06,2.4809915544210526e-07,8.555143260480236e-09,1.2221633705067347e-09
1988,5.44906833965797e-06,2.2247215269999288e-07,1.3792073927376691e-08,0.0
1989,5.399763267632807e-06,2.2611062888699962e-07,1.2073868349560257e-08,0.0
1990,5.213813892623875e-06,2.1413198680875212e-07,1.5801088049105516e-08,0.0
1991,5.677415174432099e-06,2.0925430987972504e-07,9.378344600907695e-09,0.0
1992,5.654304914060049e-06,2.4409052912233165e-07,8.264916417921597e-09,5.509944167592096e-10
1993,5.524251719180029e-06,2.248918207214956e-07,6.64704896680135e-09,0.0
1994,5.510715709533542e-06,2.2418437595206342e-07,1.6352272202979634e-08,1.5824779264761446e-09
1995,5.680559297616128e-06,2.103910929918129e-07,8.675921092660133e-09,5.422450821690461e-10
1996,5.557487838814268e-06,1.911036946466993e-07,8.007138063703678e-09,1.067618438099771e-09
1997,5.609546860796399e-06,1.836444596392539e-07,1.5343662340683295e-08,0.0
1998,5.7866018323693424e-06,2.0502955067058792e-07,3.0516027038629545e-08,0.0
1999,5.614035217149649e-06,1.9057738143146707e-07,1.690974427148717e-08,0.0
2000,5.472615612234222e-06,2.222269870344462e-07,1.0603275923948274e-08,0.0
2001,5.626790425594663e-06,2.2563240520412364e-07,9.638665865452367e-09,4.3812117822561447e-10
2002,5.887047336727846e-06,1.997836989175994e-07,7.448076710936391e-09,4.38122149670761e-10
2003,6.123710136307636e-06,2.4584844027231156e-07,7.91715359937939e-09,4.1669229178253886e-10
2004,6.100635800976306e-06,2.1671573335879657e-07,7.92862434040309e-09,4.404791253964646e-10
2005,6.102580755396048e-06,1.9591310262967454e-07,1.216012357474483e-08,0.0
2006,6.370787559717428e-06,2.5036771944542124e-07,1.029472451730129e-08,1.2353669198716943e-09
2007,6.924829449417302e-06,2.504538656467048e-07,6.790614959228947e-09,0.0
2008,7.200607797130942e-06,2.5331766551062174e-07,7.2376473703172906e-09,0.0
2009,7.638167517143302e-06,2.7035650873585837e-07,4.76819250749827e-09,4.76819250749827e-10
2010,8.917576451494824e-06,3.013780087712803e-07,7.558068837454357e-09,0.0
2011,9.417295586899854e-06,3.3115597375399375e-07,3.82397197240536e-09,3.82397197240536e-10
2012,1.1385863217583392e-05,3.9897841475067253e-07,6.127654827992046e-09,3.404252713057332e-10
2013,1.1943870049435645e-05,4.197633245439647e-07,5.299337524355963e-09,0.0
2014,1.2907785276183859e-05,5.199233896746591e-07,3.4647122532094343e-09,0.0
2015,1.2684352441283409e-05,3.961020240694779e-07,2.881548111233201e-09,0.0
2016,1.2870063983427826e-05,4.2793885768332984e-07,2.485607997204653e-09,0.0
2017,1.2344607966952026e-05,4.077805897395592e-07,1.5093667982135628e-09,0.0
2018,1.3175547792343423e-05,4.6827807409499655e-07,1.0842160336199669e-08,0.0
2019,1.2619480912690051e-05,4.91830462578946e-07,1.53059265262101e-09,0.0
