year,soit_VERB in_ADJ,soit_VERB fine_ADJ
1842,8.049918065466954e-09,1.1404051036834062e-08
1843,9.451057714215949e-09,1.2404512972352677e-08
1844,1.6465683927435748e-08,2.140538946093784e-08
1845,1.0602432709561072e-08,1.8414752389617206e-08
1846,1.1709002656346001e-08,1.2879903366069811e-08
1847,9.707802561820245e-09,9.707802561820245e-09
1848,7.24069959545659e-09,4.82713291560799e-09
1849,1.3407063903514427e-08,1.256912263158938e-08
1850,1.3577992064028876e-08,7.467895635215882e-09
1851,1.2898877521649865e-08,1.096404567135778e-08
1852,5.859490670445666e-09,5.859490670445666e-09
1853,5.3747388761848924e-09,3.5831591027601917e-09
1854,1.1950028522278444e-08,1.1430461910322265e-08
1855,8.491099379170919e-09,1.0083180512765466e-08
1856,3.6240324075009767e-09,9.836659486950339e-09
1857,5.857811125054013e-09,3.4170564155999728e-09
1858,1.2723557318849998e-08,1.9574704079872163e-09
1859,1.018434669930457e-08,2.5460866748261424e-09
1860,6.408057640072684e-09,9.15436793036406e-09
1861,7.545541969022906e-09,5.659156698811785e-09
1862,1.1294965851504912e-08,2.710791813242963e-09
1863,9.989241434027463e-09,3.496234635136375e-09
1864,8.63051052846231e-09,9.589455896019672e-10
1865,1.2237795665726026e-08,3.765475486972036e-09
1866,1.5083399418358567e-08,2.432806400776144e-09
1867,2.91168689159349e-09,1.1161466417775046e-08
1868,9.87974857480367e-09,1.7289560005906424e-08
1869,9.767038733343725e-09,3.906815315701806e-09
1870,1.3188312664169644e-08,3.4404292748035914e-09
1871,3.18635318130589e-09,8.496941816815706e-09
1872,1.3908880269752899e-08,3.0236697590169115e-09
1873,1.0176207432266438e-08,5.387403856360606e-09
1874,2.3898436563030145e-09,6.572069999322139e-09
1875,1.0870901512305409e-08,6.865832347102696e-09
1876,7.255217759905008e-09,4.232210137899983e-09
1877,8.040260901509555e-09,9.27722432209066e-09
1878,7.850815109122777e-09,9.058632954861423e-09
1879,6.109325489944695e-09,3.665595160740054e-09
1880,1.8611753915820373e-08,1.2835692508872398e-09
1881,6.2752567586699115e-09,1.324776466304911e-08
1882,3.9932310791357395e-09,3.9932310791357395e-09
1883,8.21514056781325e-09,2.401348808689363e-08
1884,9.242375753615306e-09,9.902545450302114e-09
1885,6.445635580831777e-09,9.66845359329227e-09
1886,6.4534639854230136e-09,3.2267319927115068e-09
1887,9.793386546164129e-09,7.1818169189441505e-09
1888,7.60873763994141e-09,2.53624587998047e-09
1889,6.265136853755848e-09,8.771191772893872e-09
1890,3.9326319978272295e-09,3.2771931834929546e-09
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,5.014809900671935e-09,1.8805537127519756e-09
1893,7.390100087434348e-09,1.7859408174558666e-08
1894,5.041231432301174e-09,1.0082462864602348e-08
1895,9.629783193076946e-09,4.213029924926559e-09
1896,5.897029087265082e-09,1.0614652268259306e-08
1897,8.157399200570126e-09,8.157399200570126e-09
1898,5.6583546736987955e-09,9.05336783318944e-09
1899,5.527578395003729e-09,6.633094074004475e-09
1900,1.5573159428683425e-09,1.453494924419374e-08
1901,1.1177477832191585e-09,5.029864968975062e-09
1902,4.910283735171106e-09,1.4730851205513318e-08
1903,3.7801539676252105e-09,6.480264325148255e-09
1904,9.13686282189019e-09,5.912087708281888e-09
1905,7.2250627702885595e-09,7.2250627702885595e-09
1906,7.201858220895474e-09,8.230695236477459e-09
1907,4.6285588695127444e-09,4.114274698707732e-09
1908,4.4202499438483756e-09,9.822778146428846e-09
1909,3.300590023513905e-09,3.300590023513905e-09
1910,7.481810726517324e-09,9.085056262847502e-09
1911,6.916486494645824e-09,3.7242617878519013e-09
1912,7.293189607793238e-09,6.772247651554153e-09
1913,6.893886794756554e-09,3.181793939432964e-09
1914,2.678697486047099e-09,6.696743715117748e-10
1915,3.534228465440492e-09,4.712304768617059e-09
1916,5.493730803607377e-09,7.69122365795738e-09
1917,6.57985488317081e-09,0.0
1918,8.040463406189247e-09,0.0
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,7.572231730534895e-09,1.1358347151713133e-08
1921,7.572747762196741e-09,6.058197943303867e-09
1922,7.377935595798135e-09,2.2133805899215986e-09
1923,6.369568872344189e-09,6.369568872344189e-09
1924,3.867487219366694e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,4.201441416995522e-09
1931,2.2810713318222042e-09,1.4826963656844327e-08
1932,7.6716757391182e-09,4.383814644626227e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,7.180970484910176e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,0.0
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,9.744772988540262e-09,5.568441707737293e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,4.348755133776194e-09,6.523132700664291e-09
1949,5.890204768377316e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,7.444753258312176e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,7.54167928107563e-09,7.54167928107563e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,6.184526224473075e-09,9.718541527092839e-09
1958,1.6544486891589827e-09,3.3088973783179654e-09
1959,1.0851047171911432e-08,6.200598257066758e-09
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,4.86371165564492e-09,7.64297514166401e-09
1962,1.2683912808952869e-09,8.8787386332001e-09
1963,9.052474325699222e-09,2.5864212993553792e-09
1964,5.475571551727398e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,4.377634699181954e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,1.9721342336964653e-09,3.944268467392931e-09
1968,3.1439910674890825e-09,3.5931326802796093e-09
1969,4.087581828571274e-09,9.991866889436096e-09
1970,1.3796175313274261e-09,4.5987250119061684e-10
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,4.104117490300041e-09,8.208234980600082e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,1.6876715580593782e-09,8.438357568252286e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,4.681578680276743e-09,1.7555920051037788e-09
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,3.1037510339615437e-09
1983,2.5261264191556165e-09,3.157658134966823e-09
1984,2.8995041922996734e-09,2.3196033982486597e-09
1985,4.812446441349039e-09,2.4062232206745193e-09
1986,1.7983456945813714e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,3.0554083707556856e-09
1988,2.398621523624911e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,5.274926606624319e-10,2.637463358823311e-09
1995,2.1689803286761844e-09,4.337960657352369e-09
1996,1.6014276571496566e-09,4.804283193493575e-09
1997,1.438468344439059e-09,3.835915585170824e-09
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,2.285100553223174e-09,5.0272213059088244e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,2.6287327870022636e-09,3.066854992184176e-09
2003,0.0,6.667076668520622e-09
2004,8.809582507929292e-10,8.809582507929292e-10
2005,3.602999676388663e-09,1.8014998381943315e-09
2006,2.4707338397433887e-09,5.353256948836815e-09
2007,3.1955835755326234e-09,2.7961355453243186e-09
2008,0.0,3.8316958494988285e-09
2009,1.907277002999308e-09,5.245011536203492e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,1.529588788962144e-09,7.265546830836911e-09
2012,2.0425516833455504e-09,3.063827413996023e-09
2013,2.2313000336282585e-09,3.904775169871755e-09
2014,2.165445156521173e-09,6.712880029624557e-09
2015,6.649726325136385e-10,8.422986752520956e-09
2016,6.214020409345267e-10,7.2496901815100045e-09
2017,3.2702947017071438e-09,4.779661555431858e-09
2018,1.0325866828253538e-09,4.3884935685412074e-09
2019,2.55098775436835e-10,5.867272001580659e-09
