year,était_VERB aux_ADP,était_VERB faux_ADJ,etait_VERB aux_ADP,etait_VERB faux_ADJ
1823,1.5150159242693917e-06,5.040170094616769e-07,1.087095569118901e-08,0.0
1824,1.1368501873221248e-06,4.1179239929078904e-07,1.6842225392110777e-09,0.0
1825,1.0654586048985948e-06,4.1913909853974474e-07,2.641632912414593e-09,0.0
1826,9.398119118486647e-07,4.1749845536287467e-07,8.807984341885344e-10,1.7615968683770689e-09
1827,1.26000122691039e-06,5.253845642982924e-07,3.6869092223668076e-09,1.8434546111834038e-09
1828,1.1777234476539888e-06,4.4485662442639295e-07,1.1006761724274838e-08,9.172301140836225e-09
1829,1.4325777328849654e-06,4.6809540776848735e-07,2.571952872898464e-09,1.714635211591542e-09
1830,1.3421771427601925e-06,4.080802682437934e-07,3.1310507520032616e-09,2.0873671680021744e-09
1831,1.3907356333220378e-06,4.381128917430033e-07,0.0,0.0
1832,1.1243404287597514e-06,3.098363094977685e-07,4.058990921151917e-09,0.0
1833,1.4259446743380977e-06,4.934625508212775e-07,1.1583628500844156e-09,0.0
1834,1.3787101806883584e-06,4.7512762080259563e-07,0.0,0.0
1835,1.5330379028455354e-06,4.091630501079635e-07,5.294161553592858e-09,7.563087933704082e-10
1836,1.2540920124592958e-06,4.281117753635044e-07,6.720750067579218e-10,6.720750067579218e-10
1837,1.39018663958268e-06,3.778134782805864e-07,2.7831563720326358e-09,0.0
1838,1.4499036069537397e-06,4.222836196277058e-07,3.1560809521380406e-09,6.312161904276081e-10
1839,1.3451598306346568e-06,3.754422266410984e-07,2.7965900706306e-09,6.9914751765765e-10
1840,1.5803198039066046e-06,5.089381147627137e-07,2.5478754661634184e-09,6.369688665408546e-10
1841,1.27062651245069e-06,4.905298851554107e-07,6.420548537278137e-10,1.2841097074556274e-09
1842,1.7535404595037107e-06,3.9310432953243435e-07,3.3541325272778977e-09,6.708265054555795e-10
1843,1.5399317589981365e-06,3.508705219701369e-07,2.953455480181333e-09,2.3627644285539873e-09
1844,1.5280154457286699e-06,3.913344244210748e-07,2.7442805805577564e-09,5.488561272137815e-10
1845,1.5697181652285508e-06,4.519984599937743e-07,5.580227946389016e-10,5.580227946389016e-10
1846,1.3459498404699843e-06,5.14025202846824e-07,5.854501328173001e-10,0.0
1847,1.4545523754350143e-06,4.028738089800754e-07,6.47186837454683e-09,1.0786447290911383e-09
1848,1.4248087154555833e-06,3.3950834676943487e-07,8.045221711050488e-10,0.0
1849,1.3918207741880906e-06,4.5081253574608127e-07,8.379414939696517e-10,0.0
1850,1.5064782701301738e-06,4.283856469555758e-07,2.7155984128057753e-09,0.0
1851,1.4917551425241982e-06,4.90157333388197e-07,0.0,1.9348316282474798e-09
1852,1.2259357617949718e-06,3.092509075486305e-07,1.9531636308300904e-09,6.510545436100301e-10
1853,1.3592116374638863e-06,3.4816363836398523e-07,5.971931837933653e-10,5.971931837933653e-10
1854,1.285407392970228e-06,2.6290061327927106e-07,5.195664454227256e-10,0.0
1855,1.3729046486332663e-06,3.205390157745569e-07,5.306937111981824e-10,5.306937111981824e-10
1856,1.4066423545955331e-06,3.2098571978167456e-07,3.1063134287023786e-09,0.0
1857,1.5611066146448138e-06,3.3096631568696466e-07,9.763018171682347e-10,0.0
1858,1.5400398751808098e-06,3.322805923744454e-07,1.4681028059904122e-09,0.0
1859,1.6025069271563552e-06,3.4474012977625534e-07,2.5460866748261424e-09,0.0
1860,1.6766224462116952e-06,3.6663243463408435e-07,4.577183909670879e-10,1.8308735638683515e-09
1861,1.5774899111420382e-06,3.9661256323597627e-07,1.8863854922557266e-09,2.357981809808507e-09
1862,1.7385210639986326e-06,3.0451226962213696e-07,9.035972525772706e-10,0.0
1863,1.5743045196359162e-06,3.59612698730416e-07,1.4983863039219614e-09,0.0
1864,1.4326647033158224e-06,3.658377352167008e-07,2.8768367688059016e-09,9.589455896019672e-10
1865,1.4096998484092182e-06,3.7513549955292547e-07,4.706844358715045e-10,0.0
1866,1.6158700191226671e-06,4.004399443147122e-07,2.432806400776144e-09,0.0
1867,1.4985481584517402e-06,3.527993897023407e-07,1.455843445796745e-09,0.0
1868,1.4552869060935336e-06,3.1763389074512816e-07,1.4819622196071691e-09,0.0
1869,1.6213283515753574e-06,3.5893864946956455e-07,1.4650557433881772e-09,1.4650557433881772e-09
1870,1.6577134829276474e-06,4.1113131032943784e-07,0.0,5.734048791339319e-10
1871,1.7365624671583646e-06,4.089153264885681e-07,2.1242354542039266e-09,0.0
1872,1.702326017039013e-06,3.797728993504279e-07,1.8142017887967654e-09,0.0
1873,1.57910801590333e-06,3.064834288579732e-07,5.986004469882289e-10,0.0
1874,1.5247202327373088e-06,3.0231521463974786e-07,0.0,1.1949218281515073e-09
1875,1.5425237052113516e-06,2.975194206555898e-07,1.716458086775674e-09,5.721527140956084e-10
1876,1.5381061757580028e-06,2.90208703290773e-07,0.0,6.04601479992084e-10
1877,1.3798324971503462e-06,3.395464034383622e-07,6.184815992682502e-10,0.0
1878,1.5309090031223604e-06,3.267146837515611e-07,1.8117265465633636e-09,1.2078177347163432e-09
1879,1.6690676147845807e-06,2.9324760930649063e-07,6.10932526790009e-10,0.0
1880,1.4562093610948068e-06,2.27833538701816e-07,0.0,0.0
1881,1.4175108162817196e-06,2.775057907911105e-07,2.091752326904839e-09,6.972507571312292e-10
1882,1.345718828815734e-06,2.7087418175142375e-07,5.989846840748214e-09,0.0
1883,1.4724059838044923e-06,2.609886848858878e-07,1.2638677882037541e-09,0.0
1884,1.470197958042263e-06,2.7066957386523427e-07,6.601696966868076e-10,6.601696966868076e-10
1885,1.5179472256932058e-06,2.842525361756998e-07,1.933690763067375e-09,1.2891271383708158e-09
1886,1.7734118955559097e-06,2.8201637292113446e-07,3.872078380151578e-09,0.0
1887,1.3612807379104197e-06,2.3895864842415904e-07,7.181816974455302e-09,0.0
1888,1.3962034017822589e-06,3.0308137866086327e-07,1.9021844099853524e-09,1.268122939990235e-09
1889,1.323823425991577e-06,3.0260611083576805e-07,6.265136742733546e-10,6.265136742733546e-10
1890,1.2964576399099315e-06,2.942919650195108e-07,1.9663159989136147e-09,0.0
1891,1.3717321962758433e-06,2.3648355806926702e-07,5.099376032546843e-09,0.0
1892,1.3138801477907691e-06,2.5638215106482676e-07,1.8805537127519756e-09,1.2537024751679837e-09
1893,1.412124902344658e-06,2.51263401196411e-07,1.847525021858587e-09,0.0
1894,1.369324536426575e-06,2.5773294964892557e-07,3.150769645188234e-09,0.0
1895,1.4131707075648592e-06,3.0454188504336344e-07,1.8055843487019274e-09,0.0
1896,1.4341574114951072e-06,2.6654569751372037e-07,1.179405795248556e-09,0.0
1897,1.3319867093741777e-06,2.6453278678673087e-07,5.826713556089658e-10,0.0
1898,1.2114537639718037e-06,2.829177390140103e-07,1.13167097914868e-09,1.6975064687230201e-09
1899,1.3332519301911816e-06,2.9848922622477403e-07,3.8693048765026106e-09,1.1055156790007459e-09
1900,1.3013969919484225e-06,2.258108082742183e-07,0.0,0.0
1901,1.2200216588098556e-06,2.358447801498187e-07,1.676621730339889e-09,0.0
1902,1.1784680964410654e-06,2.558257961027266e-07,3.437198747846537e-09,0.0
1903,1.2523111081463867e-06,3.1159271429714863e-07,3.2401321625741275e-09,5.400220270956879e-10
1904,1.1630688732111594e-06,2.300339616567726e-07,1.6123875568041512e-09,5.374625189347171e-10
1905,1.251484036401962e-06,2.7506845867719676e-07,5.160759042333041e-10,0.0
1906,1.196022935801011e-06,2.402334189355315e-07,2.0576738091193647e-09,0.0
1907,1.136568357651413e-06,2.2422797485432966e-07,2.5714217422034835e-09,5.142843373384665e-10
1908,1.2808902738470351e-06,2.637415832396073e-07,4.911389073214423e-10,0.0
1909,1.227269422088284e-06,2.656975084391888e-07,1.1001967115120692e-09,0.0
1910,1.2799240494132391e-06,2.5117509494521073e-07,2.67207544979442e-09,0.0
1911,1.2231539585627615e-06,2.2984016823102138e-07,1.5961122423746588e-09,0.0
1912,1.2971459000254981e-06,2.5005221004903433e-07,2.6047105583515417e-09,5.209421227725386e-10
1913,1.158172949544678e-06,2.3174065688635892e-07,1.590896969716482e-09,0.0
1914,1.1558579444681527e-06,2.3237700474965095e-07,6.696743715117748e-10,0.0
1915,1.339472646577633e-06,2.9569713433375e-07,1.1780761921542648e-09,0.0
1916,1.4668262338091154e-06,2.5710662043820776e-07,0.0,0.0
1917,1.4431814179260982e-06,2.8074046554138476e-07,1.0966424435210342e-09,1.0966424435210342e-09
1918,1.3485006320479442e-06,2.9519986810555565e-07,6.89182577673364e-09,0.0
1919,1.5312651839849423e-06,2.1638443570282107e-07,0.0,0.0
1920,1.3417994750852813e-06,2.726003458519699e-07,1.2115570324766622e-08,0.0
1921,1.2858524769399082e-06,2.423279283902957e-07,1.5145494858259667e-09,0.0
1922,1.2999922773815342e-06,2.9069065021758433e-07,1.4755870969551665e-09,7.377935484775833e-10
1923,1.2696674502876704e-06,2.431052052997984e-07,2.1231896241147297e-09,0.0
1924,1.196342736875522e-06,2.3204924559649953e-07,0.0,2.578324886925998e-09
1925,1.1878032637469005e-06,2.969508159367251e-07,3.299453377181294e-09,0.0
1926,1.1469376204331638e-06,2.3406890647947876e-07,0.0,0.0
1927,1.3501711464414257e-06,2.876500104775914e-07,1.1149224876660924e-09,0.0
1928,1.1551727538972045e-06,2.5365812916788855e-07,0.0,0.0
1929,1.332392571384844e-06,2.8185229439259274e-07,0.0,2.2280812750352652e-09
1930,1.2383748071442824e-06,2.5523755198264553e-07,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.183876065624645e-06,2.5662052394181956e-07,0.0,2.2810713318222042e-09
1932,1.1792461691584322e-06,2.849479585620429e-07,0.0,1.0959536611565568e-09
1933,1.2778317568518105e-06,2.2711911640271865e-07,2.2941324395731044e-09,0.0
1934,1.1909691011169343e-06,2.0488502627813432e-07,2.3963160344919743e-09,0.0
1935,1.1022789294656832e-06,2.2979105551712564e-07,0.0,0.0
1936,1.183372091873025e-06,2.1945733408301749e-07,0.0,0.0
1937,1.1609010925894836e-06,1.8760765385650302e-07,0.0,0.0
1938,1.0320310366296326e-06,2.42449516463239e-07,1.2965214457594243e-09,1.2965214457594243e-09
1939,1.0767012099677231e-06,2.5846944140539563e-07,0.0,0.0
1940,1.0320636647520587e-06,2.0539842182643042e-07,0.0,2.5357829169792012e-09
1941,1.0300743724656058e-06,3.0990776167527656e-07,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.0892820228036726e-06,2.6701064825829235e-07,3.034211770724937e-09,0.0
1943,1.3238752671895782e-06,2.903235269968718e-07,0.0,0.0
1944,1.2884876241514576e-06,2.538417049890995e-07,3.2131861615880553e-09,3.2131861615880553e-09
1945,1.3877071296519716e-06,3.180615806286369e-07,0.0,0.0
1946,1.3197206953918794e-06,3.118327356332884e-07,4.1763312808029696e-09,0.0
1947,1.2683806289714994e-06,2.6464334723641514e-07,1.1920870957027319e-09,1.1920870957027319e-09
1948,1.2198257763884612e-06,2.7832032856167643e-07,1.0871887834440486e-09,0.0
1949,1.010170194604143e-06,2.493520128155069e-07,0.0,1.9634016634739737e-09
1950,1.0124864502358832e-06,2.478039107245422e-07,1.0635361480382244e-09,0.0
1951,1.1524974752319395e-06,2.9638695764333534e-07,0.0,0.0
1952,1.151492597273318e-06,2.836552255303104e-07,2.1089607837865287e-09,0.0
1953,1.1581864782783668e-06,2.671909271612094e-07,0.0,0.0
1954,1.052502170750813e-06,3.723336305938574e-07,3.9090144454689835e-09,0.0
1955,9.6296332685597e-07,3.097250669270579e-07,9.385607846468247e-10,0.0
1956,1.0360715805290965e-06,2.598900152861461e-07,0.0,8.72114158667614e-10
1957,9.842232202572632e-07,2.6063361246997374e-07,0.0,0.0
1958,9.033290098159341e-07,2.2583225245398353e-07,8.272243445794913e-10,8.272243445794913e-10
1959,1.0634025784383994e-06,2.627503477015125e-07,0.0,0.0
1960,9.758374517332413e-07,2.5122625402218546e-07,2.0762500052562416e-09,6.920833350854139e-10
1961,1.062373598870181e-06,2.772315497168165e-07,2.0844477810477713e-09,1.3896318540318475e-09
1962,1.0565698858044925e-06,3.056823061342584e-07,2.5367825617905737e-09,0.0
1963,1.0972892141580814e-06,3.1101717468118295e-07,1.2932106496776896e-09,0.0
1964,1.056785322361975e-06,3.145411540117493e-07,1.2167936658258327e-09,0.0
1965,9.937231197909568e-07,2.823574334342993e-07,1.0944086747954884e-09,1.6416130677043839e-09
1966,1.1454806099209236e-06,2.4981227397802286e-07,1.6617224263271169e-09,0.0
1967,1.1088325209129835e-06,2.583495870567276e-07,1.479100675272349e-09,4.930335584241163e-10
1968,1.0756940582723473e-06,2.959843072858348e-07,1.7965663401398047e-09,4.4914158503495116e-10
1969,9.72844532043382e-07,2.3571722351789504e-07,1.8167031212712459e-09,9.083515606356229e-10
1970,1.0103399290528614e-06,2.4741140691730834e-07,9.197450023812337e-10,1.8394900047624674e-09
1971,9.95307573248283e-07,2.3585243980051018e-07,5.138397485282553e-10,5.138397485282553e-10
1972,9.377908440910687e-07,2.1751822032456403e-07,1.5390440033513642e-09,0.0
1973,2.185985295000137e-06,2.205281504075174e-07,3.307922213924286e-09,5.513203782392395e-10
1974,9.214686542691197e-07,2.2839820701392455e-07,1.687671502548227e-09,0.0
1975,8.430144475823909e-07,2.5016282734213746e-07,2.2845920710778955e-09,0.0
1976,9.095934956349083e-07,2.1425725549306662e-07,5.713526873840635e-10,0.0
1977,8.339153509950847e-07,1.8982005656198453e-07,0.0,5.876781838942691e-10
1978,9.700985401650541e-07,2.1267317151796306e-07,2.3762365408686037e-09,0.0
1979,9.848871513895574e-07,2.3349373634573567e-07,5.851973350345929e-10,1.7555920051037788e-09
1980,8.470874490740243e-07,2.0068581818577513e-07,0.0,5.685150683554241e-10
1981,8.919024594433722e-07,1.9356181724106136e-07,6.325549528618524e-10,6.325549528618524e-10
1982,9.391951039106061e-07,2.414718380805425e-07,1.8622506869903077e-09,0.0
1983,9.037217409968434e-07,2.2040453018234984e-07,4.420721011477724e-09,1.2630632095778083e-09
1984,8.982664212453528e-07,2.3022063544431148e-07,5.799008495621649e-10,5.799008495621649e-10
1985,9.10755488803261e-07,1.9009164020644675e-07,1.8046674155058895e-09,0.0
1986,9.561204024066683e-07,2.2119651532648277e-07,1.7983456945813714e-09,5.994485463567401e-10
1987,8.903460297915444e-07,2.4809915544210526e-07,1.8332451112712533e-09,1.2221633705067347e-09
1988,9.192717129735684e-07,2.2247215269999288e-07,5.996553809062277e-10,0.0
1989,8.94015101948753e-07,2.2611062888699962e-07,1.6464366536794728e-09,0.0
1990,9.633214403947932e-07,2.1413198680875212e-07,4.358920835390023e-09,0.0
1991,9.665556035542977e-07,2.0925430987972504e-07,0.0,0.0
1992,9.388944590682513e-07,2.4409052912233165e-07,1.1019888335184191e-09,5.509944167592096e-10
1993,9.53851554186258e-07,2.248918207214956e-07,1.661762283333701e-09,0.0
1994,9.072873581317253e-07,2.2418437595206342e-07,2.6374633033121597e-09,1.5824779264761446e-09
1995,9.58689270191826e-07,2.103910929918129e-07,5.422450821690461e-10,5.422450821690461e-10
1996,8.88792328623822e-07,1.911036946466993e-07,1.067618438099771e-09,1.067618438099771e-09
1997,9.450736797589343e-07,1.836444596392539e-07,9.58978896292706e-10,0.0
1998,1.007982518785866e-06,2.0502955067058792e-07,9.536258449571733e-10,0.0
1999,8.889041396287212e-07,1.9057738143146707e-07,2.285100608734325e-09,0.0
2000,9.525276141175709e-07,2.222269870344462e-07,8.836062992401139e-10,0.0
2001,9.529135809316358e-07,2.2563240520412364e-07,1.3143635346768434e-09,4.3812117822561447e-10
2002,9.9409919585014e-07,1.997836989175994e-07,4.38122149670761e-10,4.38122149670761e-10
2003,1.045064323079714e-06,2.4584844027231156e-07,0.0,4.1669229178253886e-10
2004,1.0338045512980898e-06,2.1671573335879657e-07,0.0,4.404791253964646e-10
2005,9.831685474637197e-07,1.9591310262967454e-07,9.007499190971657e-10,0.0
2006,1.0953586979667307e-06,2.5036771944542124e-07,8.235779835885637e-10,1.2353669198716943e-09
2007,1.1216498023713939e-06,2.504538656467048e-07,7.988958938831558e-10,0.0
2008,1.2095385955035454e-06,2.5331766551062174e-07,1.2772318758180745e-09,0.0
2009,1.3102993534630514e-06,2.7035650873585837e-07,4.76819250749827e-10,4.76819250749827e-10
2010,1.5475145573873306e-06,3.013780087712803e-07,4.723793023408973e-10,0.0
2011,1.5311184142774437e-06,3.3115597375399375e-07,1.1471915639660324e-09,3.82397197240536e-10
2012,1.8982112806043006e-06,3.9897841475067253e-07,3.404252713057332e-10,3.404252713057332e-10
2013,2.022115722866147e-06,4.197633245439647e-07,1.1156500168141292e-09,0.0
2014,2.213951120211277e-06,5.199233896746591e-07,1.0827225921383743e-09,0.0
2015,2.157614517273032e-06,3.961020240694779e-07,2.2165753954528356e-10,0.0
2016,2.1643431864504237e-06,4.2793885768332984e-07,4.1426800878596737e-10,0.0
2017,2.1204086806392297e-06,4.077805897395592e-07,2.515611330355938e-10,0.0
2018,2.2345175239024684e-06,4.6827807409499655e-07,2.323319980845895e-09,0.0
2019,2.1614519027934875e-06,4.91830462578946e-07,0.0,0.0
