year,auront_VERB été_VERB,auront_VERB eté_VERB,auront_VERB fêté_VERB
1800,1.0592690159683116e-05,3.772997558826319e-08,0.0
1801,5.7338875194545835e-06,2.1430643926123594e-08,0.0
1802,6.075736109778518e-06,2.2378401354217203e-09,0.0
1803,8.07245396572398e-06,1.5602713787643552e-08,0.0
1804,9.875044270302169e-06,4.943701892301533e-09,0.0
1805,8.35806076793233e-06,5.401467717547348e-08,0.0
1806,1.7284251953242347e-05,4.610670600868616e-08,0.0
1807,1.893509761430323e-05,3.4163463169534225e-08,0.0
1808,1.4611645383411087e-05,1.155697759713803e-07,0.0
1809,1.2338824490143452e-05,9.03612189517844e-08,0.0
1810,1.2844955563195981e-05,2.574139479349924e-08,0.0
1811,1.7429198123863898e-05,4.512738271955641e-08,0.0
1812,1.3560086699726526e-05,3.200649700829672e-08,0.0
1813,1.1773286132665817e-05,2.8757416004054903e-08,0.0
1814,7.353784440056188e-06,2.8320094713762956e-08,0.0
1815,8.547501238354016e-06,2.966945977789237e-08,0.0
1816,1.0320290130039211e-05,1.1588019432906549e-08,0.0
1817,9.700877853902057e-06,2.0239355080775567e-08,0.0
1818,1.4440121958614327e-05,2.5034472272977837e-08,0.0
1819,1.1886110769410152e-05,1.7596784473994376e-08,0.0
1820,8.367055670532864e-06,2.1359666035891678e-08,0.0
1821,8.098254511423875e-06,1.7750679148775816e-08,0.0
1822,7.58036821935093e-06,1.804610860745015e-08,0.0
1823,6.869455773994559e-06,2.9648061783404955e-09,0.0
1824,7.658160029677674e-06,1.0105335235266466e-08,0.0
1825,8.871484169503674e-06,1.8491430608946757e-08,0.0
1826,1.3717554793402087e-05,3.170874407487645e-08,0.0
1827,1.6096124454634264e-05,6.91295483079557e-08,0.0
1828,1.0124385880772024e-05,6.879226077671774e-08,0.0
1829,1.3909120752941817e-05,2.0575622983187714e-08,0.0
1830,1.349169724562671e-05,1.1480519646056564e-08,0.0
1831,1.0352560821047518e-05,1.2472964883158966e-08,0.0
1832,9.460154615226202e-06,2.0294953273491956e-08,0.0
1833,1.032101317832712e-05,2.548398292390175e-08,0.0
1834,1.5474784959224053e-05,2.240287422239362e-08,0.0
1835,1.1349169653840363e-05,1.8907719834260206e-08,0.0
1836,1.1858763173222542e-05,1.68018754465038e-08,0.0
1837,9.427246368431952e-06,9.74104708006962e-09,0.0
1838,8.965163942775689e-06,1.3886756633496589e-08,0.0
1839,1.0662698514352087e-05,3.0063343814390464e-08,0.0
1840,8.239829185185954e-06,7.64362617644565e-09,0.0
1841,8.907869414542802e-06,2.6966304744746594e-08,0.0
1842,8.112305295071565e-06,1.475818312002275e-08,0.0
1843,9.07715002540499e-06,2.0674189471492355e-08,0.0
1844,8.616492777946405e-06,1.3172547497219966e-08,0.0
1845,1.0249204933643341e-05,2.1204865419122143e-08,0.0
1846,9.137706001638435e-06,1.3465353276842507e-08,0.0
1847,1.1499971151351929e-05,3.289866512545814e-08,0.0
1848,1.0540044968365692e-05,2.172209789819135e-08,0.0
1849,1.0553872925811447e-05,3.4355601030711114e-08,0.0
1850,9.036153642227873e-06,1.968808760466345e-08,0.0
1851,1.0484852282388601e-05,2.0638204034639784e-08,0.0
1852,1.1077692761318758e-05,3.450589147746541e-08,0.0
1853,6.813974323449656e-06,1.0749477752369785e-08,1.1943863675867306e-09
1854,8.270978469226975e-06,3.221311928314208e-08,0.0
1855,6.609259344259044e-06,1.4328730202350926e-08,0.0
1856,7.3692112891876604e-06,2.9509978460851016e-08,0.0
1857,5.774825240223436e-06,9.763017949637742e-09,0.0
1858,6.299629148998065e-06,1.3702292633865909e-08,6.361778659424999e-09
1859,6.473680059571052e-06,9.675129142294736e-09,5.092173349652285e-10
1860,7.195790658443002e-06,1.7393299245327398e-08,0.0
1861,7.5549737630353775e-06,1.3676294763342867e-08,0.0
1862,7.442478818120435e-06,1.7168348520613108e-08,0.0
1863,6.609880983887706e-06,9.989241434027463e-09,0.0
1864,6.446511633839691e-06,9.589456340108882e-09,0.0
1865,6.679953457933152e-06,6.589582213223366e-09,4.706844358715045e-10
1866,6.561765530932462e-06,9.244664589402873e-09,0.0
1867,5.539969606616069e-06,5.338092634588065e-09,9.7056229719783e-10
1868,6.620419298997149e-06,6.915823469455518e-09,0.0
1869,6.275810392253334e-06,3.125452252561445e-08,4.883519144627257e-10
1870,5.742076609749347e-06,1.77755516972411e-08,5.734048791339319e-10
1871,7.022722456895281e-06,1.911811864374613e-08,0.0
1872,6.442230642278446e-06,6.047339518033823e-09,0.0
1873,6.154211405373644e-06,2.9930022904522957e-09,0.0
1874,6.447200576076284e-06,7.169530746864439e-09,0.0
1875,6.82006020724657e-06,4.005069165202713e-09,0.0
1876,6.450493401644053e-06,5.441413541973361e-09,0.0
1877,6.0097859204688575e-06,6.80329748092845e-09,0.0
1878,6.646620931860525e-06,5.435179861734696e-09,0.0
1879,7.654984983673785e-06,6.109325489944695e-09,0.0
1880,1.0529118299018592e-05,1.2835692508872398e-08,0.0
1881,7.500326319132e-06,1.1853263259808955e-08,0.0
1882,6.821104307164205e-06,4.6587693702804245e-09,0.0
1883,6.49691219223314e-06,4.423537092179686e-09,0.0
1884,6.3897823565639555e-06,1.1222884843675729e-08,0.0
1885,6.7427795329422224e-06,2.2559724754955823e-08,0.0
