year,petit_ADJ are_NOUN,petit_ADJ phare_NOUN
1909,0.0,3.355599931254005e-08
1910,5.344150677544235e-10,2.1911017888953666e-08
1911,1.0640748282497725e-09,1.968538476671e-08
1912,0.0,2.292145295790249e-08
1913,5.30298971401777e-10,3.0227041813990496e-08
1914,1.3393487430235496e-09,2.8795998474606677e-08
1915,0.0,7.068456930880984e-09
1916,0.0,3.2962386153911893e-09
1917,0.0,1.2063067211798284e-08
1918,0.0,1.6080926812378493e-08
1919,2.762354567309444e-09,3.5910607265599026e-08
1920,2.2716695191604686e-09,5.073395348276222e-08
1921,3.0290989716519334e-09,2.423279227281583e-08
1922,0.0,3.615188326477892e-08
1923,1.0615948120573648e-09,3.71558197542754e-08
1924,0.0,1.418078698911529e-08
1925,1.0998177923937646e-09,2.6395627239494956e-08
1926,0.0,2.3406890314880968e-08
1927,0.0,2.898798545647452e-08
1928,0.0,1.0283437101854531e-08
1929,1.1140406375176326e-09,3.2307178043922136e-08
1930,0.0,2.6259009189288918e-08
1931,0.0,7.983749661377715e-09
1932,0.0,1.9727165900818022e-08
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,0.0,3.5944740517379614e-09
1935,0.0,1.6755597798123745e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,2.3923124592428735e-08
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,8.854507793643052e-09
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,4.819779064746399e-08
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,1.6705325123211878e-08
1947,0.0,1.0728783639279982e-08
1948,1.0871887834440486e-09,3.044128504825494e-08
1949,0.0,1.8652315247891238e-08
1950,0.0,1.701657836861159e-08
1951,0.0,3.6248767543156646e-08
1952,0.0,1.6871685715180718e-08
1953,0.0,1.7238124039309355e-08
1954,9.772536113672459e-10,1.074978994708431e-08
1955,9.385607846468247e-10,1.1262728971672686e-08
1956,0.0,2.3547081617891763e-08
1957,0.0,2.2971098467827744e-08
1958,8.272243445794913e-10,1.9853384713997002e-08
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,0.0,1.9378333604436193e-08
1961,6.948159270159238e-10,9.72742331128984e-09
1962,0.0,2.156265144215297e-08
1963,0.0,1.7458343104514995e-08
1964,0.0,1.2167936658258327e-08
1965,0.0,2.6265808417136327e-08
1966,0.0,1.3293779410616935e-08
1967,4.930335584241163e-10,1.824224149515885e-08
1968,0.0,1.0779397763283072e-08
1969,0.0,1.4533625192214572e-08
1970,0.0,2.66726049302779e-08
1971,0.0,5.138397374260251e-09
1972,0.0,1.1799337507056862e-08
1973,0.0,8.269805840122046e-09
1974,1.1251143350321513e-09,1.0126029126311664e-08
1975,0.0,7.996072248772634e-09
1976,0.0,1.828328638486809e-08
1977,0.0,1.7042667554978408e-08
1978,5.940591352171509e-10,1.4257419356233925e-08
1979,0.0,1.404473604083023e-08
1980,0.0,1.591842213599648e-08
1981,0.0,2.5934753900003216e-08
1982,0.0,2.4209258597807093e-08
1983,0.0,2.0840542958033836e-08
1984,0.0,2.841514074036766e-08
1985,0.0,5.353846477262891e-08
1986,0.0,1.7983455780079538e-08
1987,0.0,1.6499205335307465e-08
1988,5.996553809062277e-10,1.0194141308872418e-08
1989,0.0,6.585746503695589e-09
1990,0.0,1.471135790964695e-08
1991,0.0,1.9342836055091794e-08
1992,0.0,1.3223865835687576e-08
1993,0.0,5.096070943011455e-08
1994,0.0,1.5297287214721678e-08
1995,0.0,2.00630678182101e-08
1996,5.338092190498855e-10,2.028474987980644e-08
1997,0.0,1.1028257640433026e-08
1998,0.0,1.2873949128966444e-08
1999,0.0,3.8846710292972375e-08
2000,0.0,1.7230322502115314e-08
2001,0.0,1.9715453269952832e-08
2002,0.0,2.0153618329743495e-08
2003,0.0,1.4167538364695531e-08
2004,0.0,2.2023955992267474e-08
2005,0.0,2.026687329070853e-08
2006,1.2353669198716943e-09,2.8413441155450414e-08
2007,0.0,3.0757492386346286e-08
2008,0.0,5.449522832989828e-08
2009,0.0,2.7178697070695534e-08
2010,0.0,2.9759895270320413e-08
2011,0.0,4.665245967316878e-08
2012,0.0,3.710635418374686e-08
2013,0.0,3.263276332488019e-08
2014,2.1654451842767486e-10,3.5513301216427706e-08
2015,0.0,4.1228301314588656e-08
2016,2.0713400439298368e-10,4.142680087859674e-08
2017,0.0,4.050134086441837e-08
2018,2.5814667070633845e-10,3.6140532289064e-08
2019,0.0,4.4897383311148786e-08
