year,serait_VERB utile_ADJ,serait_VERB futile_ADJ
1800,1.0658717428668751e-06,0.0
1801,9.834284355747513e-07,2.3811825844433088e-09
1802,9.734604873301578e-07,4.475680270843441e-09
1803,9.849212574408739e-07,0.0
1804,1.4806387298449408e-06,0.0
1805,9.068779718290898e-07,0.0
1806,4.3801369997709116e-07,0.0
1807,6.604935833820491e-07,0.0
1808,7.206115242297528e-07,9.064295980465431e-09
1809,7.838835927032051e-07,2.0331274441787173e-08
1810,8.518061349604977e-07,0.0
1811,1.1607764918153407e-06,0.0
1812,8.134985023389163e-07,0.0
1813,8.023318969208049e-07,4.3136125782439194e-08
1814,8.307227403747675e-07,9.440030979135372e-09
1815,8.792948733571393e-07,0.0
1816,1.0521921467443462e-06,0.0
1817,1.2190319012006512e-06,0.0
1818,1.2707974974546232e-06,7.152706427149269e-09
1819,1.1603526672843145e-06,2.070210003424222e-09
1820,1.0679832485038787e-06,8.306536791735653e-09
1821,1.313550228587701e-06,1.97229765852569e-09
1822,1.1880355259563657e-06,1.2030739071633434e-08
1823,1.2145821983722271e-06,4.941343334508019e-09
1824,1.1924295222343062e-06,8.421112696055388e-10
1825,1.1948985729759443e-06,0.0
1826,1.2066938097632374e-06,7.0463874735082754e-09
1827,1.7872292801257572e-06,4.608636583469661e-09
1828,1.4033621482667513e-06,0.0
1829,1.581751007506682e-06,1.2002446148073886e-08
1830,1.4580259630747605e-06,1.1480519646056564e-08
1831,1.8210528196505038e-06,0.0
1832,1.6154783679667162e-06,0.0
1833,1.4966047956477269e-06,8.108539617524002e-09
1834,1.695150785963051e-06,7.467624740797874e-09
1835,1.2237076134624658e-06,1.3613558280667348e-08
1836,1.4362242382048862e-06,9.409050427677812e-09
1837,1.5536970749963075e-06,1.3915781860163179e-09
1838,1.3198730357544264e-06,3.787297142565649e-09
1839,1.355646986667125e-06,6.9914751765765e-10
1840,1.4503781358143897e-06,7.0066574764382494e-09
1841,1.5486363054151298e-06,7.704658244733764e-09
1842,1.4738058098373585e-06,2.683306021822318e-09
1843,1.6456654066132614e-06,0.0
1844,1.5582025980620529e-06,1.6465684371524958e-09
1845,1.4642517953689094e-06,2.7901139176833567e-09
1846,1.4642107544204919e-06,3.5127007969038004e-09
1847,1.6923935390877887e-06,2.6966118227278457e-09
1848,1.8021296455117408e-06,4.82713291560799e-09
1849,1.5418123666677275e-06,3.3517659758786067e-09
1850,1.4793222362641245e-06,4.073397619208663e-09
1851,1.4833709656159044e-06,0.0
1852,1.394558807987778e-06,1.3021090872200602e-09
1853,1.5025379980215803e-06,2.388772735173461e-09
1854,1.3498336102202302e-06,4.676098175337984e-09
1855,1.2906471056339797e-06,8.491099379170919e-09
1856,1.34244521632354e-06,5.694908100650764e-09
1857,1.326306005466904e-06,2.4407544874094356e-09
1858,1.426017206540564e-06,5.3830437884982985e-09
1859,1.3321125607035356e-06,1.5276520048956854e-09
1860,1.2843578360843821e-06,3.204028820036342e-09
1861,1.4454428765020566e-06,9.431927239234028e-09
1862,1.5044894325910718e-06,9.939570055905733e-09
1863,1.3895034953748109e-06,6.99246927027275e-09
1864,1.3851969242750783e-06,9.589456340108882e-09
1865,1.4638285392720718e-06,7.0602665935837194e-09
1866,1.4669823258373071e-06,7.784980660119345e-09
1867,1.6897489558687084e-06,2.426405742994575e-08
1868,1.5679160014769877e-06,1.1855697756857353e-08
1869,1.5812835272299708e-06,1.4650557211837167e-08
1870,1.465622858631832e-06,8.601073631098188e-09
1871,1.6611521687082131e-06,3.18635318130589e-09
1872,1.823877482820535e-06,4.8378714367913744e-09
1873,1.7078070868592476e-06,2.095101514498765e-08
1874,1.7236746998605668e-06,3.5847653734322193e-09
1875,1.6764074644015636e-06,4.577221712764867e-09
1876,1.6064261671999702e-06,2.418405919968336e-09
1877,1.603722807885788e-06,6.184816214727107e-09
1878,1.5146034684221377e-06,4.22736201599605e-09
1879,1.7460451999795623e-06,1.8327975581655664e-08
1880,1.7328185322185163e-06,3.8507077526617195e-09
1881,1.690135832177475e-06,2.091752326904839e-09
1882,1.7929608020494925e-06,3.3276925659464496e-09
1883,1.768151037140342e-06,5.687405213450347e-09
1884,1.6253377452812856e-06,1.9805090900604227e-09
1885,1.6926239823078504e-06,7.090199094506033e-09
1886,1.623046159693331e-06,9.680196200179125e-09
1887,1.7438757140553207e-06,1.9586774424595887e-09
1888,1.6276358110189904e-06,5.07249175996094e-09
1889,1.7285511830777978e-06,1.8795409673089125e-09
1890,1.7473994375905022e-06,2.6217545912032847e-09
1891,1.772670543687127e-06,8.286486163910922e-09
1892,1.586560529176495e-06,3.1342561879199593e-09
1893,1.4496912399408757e-06,4.310891643655168e-09
1894,1.6031116274461965e-06,1.5753848003896564e-08
1895,1.6147943142641452e-06,9.027921521465032e-09
1896,1.729008886286465e-06,8.255840455717589e-09
1897,1.632062435419357e-06,1.1653427112179315e-09
1898,1.7280615338677308e-06,3.3950129374460403e-09
1899,1.8484222437109565e-06,9.39688327150634e-09
1900,1.8656644442671677e-06,4.671947717582725e-09
1901,1.7995739653997589e-06,2.0119459875900247e-08
1902,1.4951814364394522e-06,3.437198747846537e-09
1903,1.8403950434731087e-06,8.100330184390714e-09
1904,1.6596842442595516e-06,1.3974025492302644e-08
1905,1.763431328072329e-06,7.741138396966107e-09
1906,1.7124990563388565e-06,9.259531807970234e-09
1907,1.8077093955071177e-06,3.599990305858114e-09
1908,1.7165305052913027e-06,2.2101250607420297e-08
1909,1.7009041357596288e-06,8.251475058784763e-09
1910,1.6679093732818728e-06,9.085056262847502e-09
1911,1.521094986856042e-06,1.755723388896513e-08
1912,1.8107948562828824e-06,1.0418842677495377e-08
1913,1.5680940350648598e-06,1.0075680734189518e-08
1914,1.6065488352978718e-06,2.0090231700464756e-09
1915,1.4890882766849245e-06,4.2410743361642744e-08
1916,1.4855048675599392e-06,8.789969641043172e-09
1917,1.7085689023588202e-06,1.0966424213165737e-08
1918,1.438094272998569e-06,2.1824114071478107e-08
1919,1.5054831692395965e-06,1.749491218561161e-08
1920,1.7052666407835204e-06,2.0445025228355007e-08
1921,1.6379852922909777e-06,1.8931869405491852e-08
1922,1.5346105328717385e-06,2.3609393551282665e-08
