year,serait_VERB utile_ADJ,serait_VERB futile_ADJ
1923,1.4193523156791343e-06,3.290944050604594e-08
1924,1.3445963986669085e-06,1.1602462102189293e-08
1925,1.3516760191123467e-06,2.639562701745035e-08
1926,1.2762328651660937e-06,1.671920735191179e-08
1927,1.2665519761867472e-06,1.6723836537835268e-08
1928,1.4808149444434093e-06,1.0283437212876834e-08
1929,1.7044822016032413e-06,4.4561625500705304e-09
1930,1.4999145605543163e-06,1.575540586884472e-08
1931,1.5819230156921549e-06,1.4826963656844327e-08
1932,1.5332391285483027e-06,1.4247397928102146e-08
1933,1.499215500189166e-06,2.2941325283909464e-08
1934,1.4689417184854392e-06,1.7972370258689807e-08
1935,1.4170448139338987e-06,1.795242710045386e-08
1936,1.487702434133098e-06,1.8187071404440758e-08
1937,1.6116631513796165e-06,1.6368453259474336e-08
1938,1.496185745963885e-06,2.852347158466273e-08
1939,1.3397587963481783e-06,2.5999884911698246e-08
1940,1.0853150342882145e-06,1.0143131667916805e-08
1941,9.710443009680603e-07,2.6563522936839945e-08
1942,1.034666183841182e-06,1.2136847082899749e-08
1943,9.435514698452607e-07,3.4838823381733164e-08
1944,1.2113712273276178e-06,2.8918675454292497e-08
1945,1.1284651009191293e-06,1.5249527862692958e-08
1946,1.2264492852409603e-06,2.7842208538686464e-08
1947,1.3554030147133744e-06,3.2186353138285995e-08
1948,1.3035393067184486e-06,1.522064252412747e-08
1949,1.20062009045796e-06,2.2579119018928395e-08
1950,1.3336742767933174e-06,3.084254984742074e-08
1951,1.351865762444504e-06,2.1322803078760444e-08
1952,1.4330388466987642e-06,6.326882129314981e-09
1953,1.290704517487029e-06,2.9089333608567358e-08
1954,1.4580623428628314e-06,1.4658803948464083e-08
1955,1.4632162219641032e-06,1.407841132561316e-08
1956,1.3561375453718938e-06,1.657016923672927e-08
1957,1.403887495143863e-06,2.297109880089465e-08
1958,1.278888817068946e-06,1.6544486669545222e-08
1959,1.4571405699825846e-06,1.4726420971555854e-08
1960,1.30596129110927e-06,1.7994166157109248e-08
1961,1.3132021194905974e-06,1.667558180429296e-08
1962,1.3565444305640995e-06,1.6489087428794846e-08
1963,1.3682168855666532e-06,1.8751554975438012e-08
1964,1.4522432820740505e-06,2.1293889318485526e-08
1965,1.2990631148568355e-06,1.8057743744748223e-08
1966,1.2712176840068423e-06,1.3293779410616935e-08
1967,1.1403866437831311e-06,2.7116845657815247e-08
1968,1.286341444028949e-06,1.8414805680322388e-08
1969,1.5092260809979052e-06,2.5433843475752838e-08
1970,1.651402158131532e-06,2.115413444414571e-08
1971,1.2085511116310954e-06,2.723350611688602e-08
1972,1.2173838968010386e-06,2.1546616935097518e-08
1973,1.112564518734871e-06,2.6463379043661917e-08
1974,1.121176410379121e-06,2.3627400480563665e-08
1975,1.0452008609718177e-06,2.2845920710778955e-08
1976,1.1655595244519645e-06,3.199575004941835e-08
1977,1.0913183814409422e-06,2.5857840313392444e-08
1978,1.0520786872803e-06,2.316830638449119e-08
1979,1.1885357480423409e-06,1.580032815695631e-08
1980,1.1194061926289578e-06,2.1603572264439208e-08
1981,1.039287781168241e-06,3.795329561739891e-08
1982,1.0546546036493964e-06,2.483000827169235e-08
1983,1.0622361514833756e-06,3.220811350956865e-08
1984,1.1487835536172497e-06,3.131464509920079e-08
1985,9.221850518770225e-07,1.9851341903631692e-08
1986,1.1599329354794463e-06,1.978180286243969e-08
1987,9.404546972291428e-07,2.0776777631681398e-08
1988,9.930292890203418e-07,2.878345739532051e-08
1989,1.1931177823498729e-06,2.6342986458871565e-08
1990,8.505344339937437e-07,2.6153525567451652e-08
1991,1.0492022965991055e-06,2.2859714121636898e-08
1992,8.193287044377939e-07,2.3692759754112558e-08
1993,8.818417995826167e-07,2.5480353826878854e-08
1994,1.159956354968017e-06,2.162719958676007e-08
1995,9.364572406411753e-07,2.6570008415660595e-08
1996,9.010699386635679e-07,1.5480466686312866e-08
1997,1.0261073839501478e-06,1.1507746755512471e-08
1998,8.463429139737855e-07,1.6688451509594415e-08
1999,9.693396805232624e-07,1.8737825513426287e-08
2000,8.495874794789415e-07,1.7230322058026104e-08
2001,1.0002306680689799e-06,1.445799924226776e-08
2002,8.670437523505825e-07,1.8401129509015846e-08
2003,8.808875122667814e-07,2.5834921757450502e-08
2004,9.148751587417792e-07,1.4095332012686868e-08
2005,8.908416475605918e-07,1.8465373230469595e-08
2006,8.857581406118697e-07,1.8942293067425453e-08
2007,7.953008775984927e-07,1.7975157362570826e-08
2008,7.769827448100841e-07,2.086145478585877e-08
2009,7.605266887367179e-07,1.3827758493789588e-08
2010,8.162714379977842e-07,1.6060896612657416e-08
2011,7.185243475760217e-07,1.4531093661673822e-08
2012,7.217015536298277e-07,1.463828702696901e-08
2013,7.909958412710694e-07,1.7850400269026068e-08
2014,6.834144983258739e-07,2.1870995681183558e-08
2015,6.354921424644999e-07,2.4160671685535817e-08
2016,7.278688940459688e-07,2.009199917551996e-08
2017,6.600964184144686e-07,1.7106156491308866e-08
2018,6.569832748937188e-07,2.4265787601507327e-08
2019,6.334102522487228e-07,2.1938495464723928e-08
