year,petit_ADJ art_NOUN,petit_ADJ phare_NOUN
1844,2.140538946093784e-08,6.586273748609983e-09
1845,7.812318791877715e-09,1.0044410636567136e-08
1846,1.1709002656346001e-09,5.269050973311096e-09
1847,5.3932236454556914e-09,7.550513103637968e-09
1848,1.609044403272364e-08,5.631655086713039e-09
1849,1.6758829879393033e-09,1.005529792763582e-08
1850,8.146795238417326e-09,4.073397619208663e-09
1851,1.2898877521649865e-09,1.7413483988093503e-08
1852,3.906327261660181e-09,1.9531636308300904e-09
1853,2.6873693936835252e-08,1.7915795513800958e-09
1854,1.506742686174789e-08,1.0391328686409906e-08
1855,1.6982198758341838e-08,1.1144567935161831e-08
1856,3.5204886728035234e-08,2.5885946719483854e-09
1857,2.1966791052818735e-08,1.9526036343364694e-09
1858,1.468102794888182e-08,4.893676019968041e-10
1859,2.7497735644033128e-08,2.189634606963864e-08
1860,2.8378540406492903e-08,1.7393299245327398e-08
1861,2.263662679524714e-08,1.744906619194353e-08
1862,2.304173052358749e-08,1.1746764450037972e-08
1863,1.448440001272644e-08,2.4973103585068657e-09
1864,3.691940475558653e-08,1.1507347186245909e-08
1865,4.706844425328427e-08,1.2237795277147967e-08
1866,2.530118803356629e-08,1.994901249746661e-08
1867,4.173418055586353e-08,1.844068364675877e-08
1868,2.0253483223875435e-08,2.272342025655405e-08
1869,3.4672985371742016e-08,3.906815315701806e-09
1870,3.1537267464187835e-08,7.167560944765228e-08
1871,2.230447138096281e-08,2.1242354542039266e-09
1872,2.53988243770209e-08,5.442605477412599e-09
1873,2.0951015311521104e-08,1.0176207432266438e-08
1874,5.3174020908652864e-08,1.4936523129449597e-08
1875,4.634436967521083e-08,1.4875970455463516e-08
1876,1.5054576962825195e-07,2.9625472519612117e-08
1877,3.401648751566455e-08,1.0514186854493346e-08
1878,5.3747890527144904e-08,1.3285995414946683e-08
1879,4.1543410711497586e-08,1.2218650757844784e-08
1880,4.620849325398524e-08,2.3104245849836502e-08
1881,3.974329437772539e-08,2.091752243638112e-08
1882,3.593907815790942e-08,2.7952617998039386e-08
1883,4.99227781891598e-08,1.64302811356265e-08
1884,2.6406787867472303e-08,3.300848661069722e-08
1885,2.964992407150646e-08,2.707167023885404e-08
1886,2.2587124282047455e-08,2.1296431285122708e-08
1887,4.1132226735740574e-08,2.0239666165267067e-08
1888,3.23371354138402e-08,3.4239318935647134e-08
1889,2.0674951528576457e-08,3.132568426877924e-08
1890,1.0487018642368895e-08,1.8352282360467598e-08
1891,2.2947192146460793e-08,2.103492668936724e-08
1892,1.2537024529635232e-08,3.761107403299491e-08
1893,1.23168328869383e-08,2.463366666205502e-08
1894,3.213785193523222e-08,2.3945848859341368e-08
1895,2.106515073485582e-08,2.2870735305602352e-08
1896,1.2383760572554081e-08,1.5921978624433564e-08
1897,2.913356778044829e-08,4.5448366847722355e-08
1898,2.7160104165702137e-08,3.734514297804026e-08
1899,1.326618814800895e-08,3.0954439012020885e-08
1900,2.5955264937316258e-08,2.8031685972429443e-08
1901,2.1237207714630557e-08,2.6825946797259803e-08
1902,2.1605249256317904e-08,2.700656126508605e-08
1903,2.5381035939631147e-08,1.8900770726304472e-08
1904,2.2573424907079698e-08,2.9022976022474722e-08
1905,1.5998353308788182e-08,3.0964555197687815e-08
1906,2.2634412566446827e-08,5.3499517427280097e-08
1907,1.3885677219160897e-08,1.7485667136440952e-08
1908,2.013669497813453e-08,2.7503778365911558e-08
1909,1.3752459060434319e-08,3.355599931254005e-08
1910,1.870452726038252e-08,2.1911017888953666e-08
1911,7.980560989828689e-09,1.968538476671e-08
1912,1.9795801164956828e-08,2.292145295790249e-08
1913,2.75755464018701e-08,3.0227041813990496e-08
1914,1.808120764223986e-08,2.8795998474606677e-08
1915,1.7671142660269368e-08,7.068456930880984e-09
1916,1.3184954461564757e-08,3.2962386153911893e-09
1917,2.1932848426331475e-08,1.2063067211798284e-08
1918,1.1486376294556067e-08,1.6080926812378493e-08
1919,1.1970203273037328e-08,3.5910607265599026e-08
1920,1.2872793941909322e-08,5.073395348276222e-08
1921,1.0601846234248313e-08,2.423279227281583e-08
1922,1.3280284150152255e-08,3.615188326477892e-08
1923,6.369568872344189e-09,3.71558197542754e-08
1924,3.351822430719409e-08,1.418078698911529e-08
1925,2.3096174084358267e-08,2.6395627239494956e-08
1926,4.01260994431496e-08,2.3406890314880968e-08
1927,3.01029075000514e-08,2.898798545647452e-08
1928,1.942427008128078e-08,1.0283437101854531e-08
1929,2.6736974856333973e-08,3.2307178043922136e-08
1930,5.2518018822667045e-09,2.6259009189288918e-08
1931,2.0529641986399838e-08,7.983749661377715e-09
1932,6.575722188983946e-09,1.9727165900818022e-08
1933,3.555905370156154e-08,1.261772819560747e-08
1934,1.0783422155213884e-08,3.5944740517379614e-09
1935,3.8298508364675854e-08,1.6755597798123745e-08
1936,2.0612015205756506e-08,1.8187071404440758e-08
1937,2.8959571851672194e-08,2.3923124592428735e-08
1938,1.037217134403079e-08,9.075650453382877e-09
1939,1.988226561167039e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,0.0
1941,2.066051862925633e-08,8.854507793643052e-09
1942,2.730790527039062e-08,1.517105907566929e-08
1943,2.9032352522051497e-08,2.0322646676618206e-08
1944,2.2492303131116387e-08,4.819779064746399e-08
1945,1.5249528306782167e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,1.6705325123211878e-08
1947,1.1920871401116528e-08,1.0728783639279982e-08
1948,2.0656586885436923e-08,3.044128504825494e-08
1949,1.0798709260129158e-08,1.8652315247891238e-08
1950,7.444753036267571e-09,1.701657836861159e-08
1951,9.595261474260042e-09,3.6248767543156646e-08
1952,9.49032352703938e-09,1.6871685715180718e-08
1953,7.54167928107563e-09,1.7238124039309355e-08
1954,2.736310134032749e-08,1.074978994708431e-08
1955,1.595553333899602e-08,1.1262728971672686e-08
1956,1.4825940697349438e-08,2.3547081617891763e-08
1957,4.4175189062301e-09,2.2971098467827744e-08
1958,6.617794756635931e-09,1.9853384713997002e-08
1959,1.7826719878044628e-08,1.1626121398933265e-08
1960,1.0381249748725452e-08,1.9378333604436193e-08
1961,3.335116405267513e-08,9.72742331128984e-09
1962,1.5220695148698837e-08,2.156265144215297e-08
1963,9.69907976156037e-09,1.7458343104514995e-08
1964,1.0342745937474973e-08,1.2167936658258327e-08
1965,1.1491291473930687e-08,2.6265808417136327e-08
1966,1.7725039436200518e-08,1.3293779410616935e-08
1967,1.2818872185960117e-08,1.824224149515885e-08
1968,1.706738020357257e-08,1.0779397763283072e-08
1969,1.7258679291254353e-08,1.4533625192214572e-08
1970,6.898087712148282e-09,2.66726049302779e-08
1971,3.1344224216134364e-08,5.138397374260251e-09
1972,3.950213012249293e-08,1.1799337507056862e-08
1973,1.3783009789047895e-08,8.269805840122046e-09
1974,7.875800289713908e-09,1.0126029126311664e-08
1975,1.4278700888326057e-08,7.996072248772634e-09
1976,1.8283285663223126e-08,1.828328638486809e-08
1977,1.116588538296881e-08,1.7042667554978408e-08
1978,8.910887250301869e-09,1.4257419356233925e-08
1979,6.43717057435822e-09,1.404473604083023e-08
1980,1.7055451828618118e-08,1.591842213599648e-08
1981,1.644642960707543e-08,2.5934753900003216e-08
1982,6.207502289967692e-09,2.4209258597807093e-08
1983,8.209910862255754e-09,2.0840542958033836e-08
1984,1.6237224120807525e-08,2.841514074036766e-08
1985,1.8046673599947383e-08,5.353846477262891e-08
1986,1.1988971038157104e-08,1.7983455780079538e-08
1987,1.0999470334560613e-08,1.6499205335307465e-08
1988,1.1993107784658008e-08,1.0194141308872418e-08
1989,9.329807371116772e-09,6.585746503695589e-09
1990,8.717841726291198e-09,1.471135790964695e-08
1991,8.20605139395525e-09,1.9342836055091794e-08
1992,1.2672871863017576e-08,1.3223865835687576e-08
1993,9.970573311424147e-09,5.096070943011455e-08
1994,2.004472143823932e-08,1.5297287214721678e-08
1995,1.735184240736487e-08,2.00630678182101e-08
1996,1.1209993155958387e-08,2.028474987980644e-08
1997,2.3015494066136455e-08,1.1028257640433026e-08
1998,1.0013071150005715e-08,1.2873949128966444e-08
1999,1.0511462422702067e-08,3.8846710292972375e-08
2000,2.0322944327411108e-08,1.7230322502115314e-08
2001,1.3143635679835342e-08,1.9715453269952832e-08
2002,1.2705542173918616e-08,2.0153618329743495e-08
2003,1.5417615240043148e-08,1.4167538364695531e-08
2004,1.3214374039449694e-08,2.2023955992267474e-08
2005,1.3961623857028371e-08,2.026687329070853e-08
2006,1.0294724850368198e-08,2.8413441155450414e-08
2007,1.47795736760159e-08,3.0757492386346286e-08
2008,5.534671554396908e-09,5.449522832989828e-08
2009,9.53638501499654e-09,2.7178697070695534e-08
2010,1.3698999934419476e-08,2.9759895270320413e-08
2011,3.0591775501687124e-09,4.665245967316878e-08
2012,6.468080210320082e-09,3.710635418374686e-08
2013,4.7415126269712005e-09,3.263276332488019e-08
2014,8.01214718182397e-09,3.5513301216427706e-08
2015,1.0417904455772842e-08,4.1228301314588656e-08
2016,1.284230832787614e-08,4.142680087859674e-08
2017,6.037467220609827e-09,4.050134086441837e-08
2018,7.486253561506118e-09,3.6140532289064e-08
2019,6.12237061048404e-09,4.4897383311148786e-08
