year,était_VERB in_ADJ,était_VERB fine_ADJ,etait_VERB in_ADJ
1800,3.772997558826319e-08,1.2576657937302116e-08,0.0
1801,3.333655484993869e-08,1.904946067554647e-08,0.0
1802,2.9091921760482364e-08,3.1329761895904085e-08,0.0
1803,2.3404069793286908e-08,5.851017448321727e-09,0.0
1804,6.426812149129546e-08,2.4718509905596875e-08,0.0
1805,2.842877755426798e-08,0.0,0.0
1806,3.7461699520235925e-08,2.881669125542885e-09,0.0
1807,5.124519120158766e-08,4.27043254092041e-08,0.0
1808,3.6257183921861724e-08,1.1330369531492579e-08,0.0
1809,5.1957702140725814e-08,4.518061036407062e-09,0.0
1810,4.914266327205041e-08,0.0,0.0
1811,3.760615285841595e-08,2.2563691359778204e-08,0.0
1812,6.934741492159446e-08,8.00162425207418e-09,2.6672082320544632e-09
1813,8.052076339026826e-08,2.8757416448144113e-09,0.0
1814,5.97868634599763e-08,6.293354282149721e-09,0.0
1815,7.282503844407984e-08,2.697223555614414e-09,0.0
1816,3.7081662185300956e-08,2.3176038865813098e-09,0.0
1817,7.7843672841027e-08,1.2454987263765815e-08,0.0
1818,6.079800130009971e-08,1.1921176934492905e-08,0.0
1819,6.417651121637391e-08,1.8631890696951814e-08,0.0
1820,5.6959109429044474e-08,2.3732962262101864e-08,0.0
1821,7.987805616949117e-08,3.648750634965836e-08,0.0
1822,8.020492714422289e-08,1.0025615893027862e-08,0.0
1823,6.127265805844218e-08,3.656594316225892e-08,0.0
1824,9.936913158981042e-08,6.736890156844311e-09,0.0
1825,7.660735690251386e-08,1.584979791857677e-08,0.0
1826,6.870227764466108e-08,7.927186018719112e-09,0.0
1827,9.493790997794349e-08,1.7512819638909605e-08,9.217273055917019e-10
1828,8.530240336313e-08,3.210305266065916e-08,9.172301251858528e-10
1829,1.4917326041086199e-07,4.6295149047637096e-08,0.0
1830,9.810625556383457e-08,3.652892388572582e-08,0.0
1831,7.639690835503643e-08,9.354723218280014e-09,0.0
1832,6.088486514954639e-08,1.488296597074168e-08,0.0
1833,7.066013552048389e-08,3.59092489077284e-08,1.1583628500844156e-09
1834,7.841006066655609e-08,9.334531370086552e-09,0.0
1835,7.260564416355919e-08,1.2100940693926532e-08,0.0
1836,8.669767481706003e-08,3.024337402735e-08,0.0
1837,5.148839221646995e-08,4.244313345225237e-08,0.0
1838,5.617824072601252e-08,4.86036455527028e-08,0.0
1839,7.271134450093086e-08,2.3771015378315496e-08,2.7965900706306e-09
1840,8.599079848181646e-08,1.7835128929277744e-08,0.0
1841,1.001605554051821e-07,2.8892468861840825e-08,1.2841097074556274e-09
1842,4.762868144325694e-08,1.9453969102301016e-08,0.0
1843,9.332919148619112e-08,1.8311423488626133e-08,5.906911071384968e-10
1844,9.385439625475556e-08,1.5916826967554698e-08,0.0
1845,5.859239493588575e-08,3.961961780873935e-08,0.0
1846,9.015931823341816e-08,2.4588905134237393e-08,0.0
1847,1.1919023990003552e-07,4.1527822958187244e-08,0.0
1848,7.401604307233356e-08,4.505324113779352e-08,8.045221711050488e-10
1849,9.301150782903278e-08,3.77073661184113e-08,8.379414939696517e-10
1850,6.992665646521345e-08,2.5119284430275002e-08,0.0
1851,9.222697627819798e-08,2.192809134271556e-08,0.0
1852,1.2239824798143673e-07,3.385483537954315e-08,6.510545436100301e-10
1853,7.76351143372267e-08,3.0456853039595444e-08,1.1943863675867306e-09
1854,7.481757080540774e-08,1.7145692865483397e-08,0.0
1855,9.074862816760287e-08,2.2289135870323662e-08,0.0
1856,4.970101485923806e-08,4.970101485923806e-08,0.0
1857,8.59145572462694e-08,3.9540225316159194e-08,0.0
1858,6.900083349137276e-08,5.0894229275399994e-08,0.0
1859,7.791025069536772e-08,2.49516496353408e-08,0.0
1860,7.918528410755243e-08,1.6477862629926676e-08,4.577183909670879e-10
1861,8.017138242166766e-08,2.5937801240161207e-08,0.0
1862,6.189641510445654e-08,2.5752521892741242e-08,0.0
1863,7.392038980924553e-08,3.5461809488879226e-08,0.0
1864,7.479775376850739e-08,5.6098315326380543e-08,0.0
1865,7.013198199956605e-08,5.601144792422019e-08,4.706844358715045e-10
1866,1.1044941317095436e-07,4.281739407474561e-08,0.0
1867,6.357183224281471e-08,2.7661025470138156e-08,0.0
1868,6.965222354438083e-08,2.5193358510477992e-08,4.93987406535723e-10
1869,7.276443625414686e-08,4.199826619810665e-08,0.0
1870,7.97032768673489e-08,3.669791226457164e-08,0.0
1871,5.098165090089424e-08,5.947859449406678e-08,0.0
1872,5.6844989160254045e-08,5.2611852652262314e-08,0.0
1873,9.278306833948591e-08,3.1725821969530443e-08,5.986004469882289e-10
1874,6.452577849813679e-08,3.584765551067903e-08,5.974609140757536e-10
1875,5.664312041631092e-08,4.63443683429432e-08,5.721527140956084e-10
1876,7.013377256726017e-08,3.4462285469771814e-08,6.04601479992084e-10
1877,7.174386240649255e-08,1.793596560162314e-08,0.0
1878,6.944951991272319e-08,6.2202616391005e-08,6.039088673581716e-10
1879,6.781350947449027e-08,4.032154521382836e-08,0.0
1880,6.867095692086878e-08,2.888030792291829e-08,0.0
1881,8.785359284502192e-08,4.113779539238749e-08,0.0
1882,5.856738738430067e-08,5.1912003584675404e-08,1.3310770263785798e-09
1883,5.308244865886991e-08,5.0554710639971745e-08,6.319338941018771e-10
1884,6.205595326491675e-08,4.951272813968899e-08,0.0
1885,6.703461252755005e-08,4.060750313783501e-08,6.445635691854079e-10
1886,5.0337018109303244e-08,3.291266637006629e-08,0.0
1887,7.312395666758675e-08,4.309090329002174e-08,0.0
1888,5.643147105161006e-08,4.882273429984707e-08,0.0
1889,4.8241552974559454e-08,4.8241552974559454e-08,0.0
1890,5.571228456346944e-08,4.0637196718762425e-08,0.0
1891,8.796423855983448e-08,5.864282570655632e-08,0.0
1892,4.638699024894777e-08,3.322311670217459e-08,0.0
1893,5.480990594719515e-08,5.665743074700913e-08,0.0
1894,5.1672621736997826e-08,3.150769600779313e-08,0.0
1895,6.680662067992671e-08,3.972285611553161e-08,0.0
1896,4.9535042734305534e-08,3.007484750128242e-08,0.0
1897,4.661370667236042e-08,4.3700350005337896e-08,0.0
1898,6.054439438685222e-08,3.168678830434146e-08,0.0
1899,5.5275783950037294e-08,4.532614283903058e-08,0.0
1900,4.2047531678690575e-08,4.671947806400567e-08,0.0
1901,3.856229824350521e-08,5.197527030986748e-08,0.0
1902,3.535404502486017e-08,4.959386856739911e-08,4.910283846193408e-10
1903,4.806195974538241e-08,4.968202560462487e-08,1.0800440541913758e-09
1904,5.2671325079245435e-08,3.869730136329963e-08,5.374625189347171e-10
1905,5.1091515018697464e-08,3.973784501454247e-08,5.160759042333041e-10
1906,4.2696733260072506e-08,3.395161840558103e-08,0.0
1907,5.1942716794428634e-08,3.7028470956101955e-08,0.0
1908,3.3397444809679655e-08,4.469363901193901e-08,0.0
1909,3.025541062129378e-08,5.666013080940502e-08,5.500983557560346e-10
1910,3.7943468811363346e-08,5.985448581213859e-08,0.0
1911,3.032613093978398e-08,3.8838731342139e-08,5.320374141248863e-10
1912,4.323819524643113e-08,4.115442919783163e-08,0.0
1913,3.606033160963307e-08,4.825720623102825e-08,0.0
1914,3.4153391226254826e-08,3.281404303834279e-08,0.0
1915,3.062998032987707e-08,3.180805663305364e-08,0.0
1916,2.8567400889301098e-08,3.84561182897869e-08,0.0
1917,3.5092558192673096e-08,4.276905585243185e-08,0.0
1918,2.986458014220261e-08,3.5607765624945387e-08,0.0
1919,2.1178051312631396e-08,5.800944435918609e-08,0.0
1920,5.6791737534922504e-08,4.921950491620919e-08,7.572231730534895e-10
1921,4.0892835784234194e-08,5.982470696608289e-08,7.572747429129834e-10
1922,4.500540740082215e-08,4.500540740082215e-08,0.0
1923,4.777176698667063e-08,5.944930947521243e-08,0.0
1924,2.9650736976805092e-08,7.477142105472012e-08,0.0
1925,4.6192347724627325e-08,6.158979459769398e-08,0.0
1926,2.452150482668003e-08,5.238685218955652e-08,0.0
1927,2.6758140592164636e-08,7.246995892273844e-08,0.0
1928,3.1992914983902665e-08,6.055801549109674e-08,0.0
1929,2.0052731031228177e-08,5.3473950600846365e-08,0.0
1930,1.8906487042613662e-08,6.932378227020308e-08,0.0
1931,3.9918749195066994e-08,4.5621426636444085e-08,0.0
1932,1.753525857850491e-08,6.13734059129456e-08,0.0
1933,2.064719240024715e-08,4.01473165823063e-08,0.0
1934,2.7557634396657704e-08,6.709684896577528e-08,0.0
1935,3.231436807027421e-08,5.2660450222674626e-08,0.0
1936,3.394919900756577e-08,3.8799086610197264e-08,0.0
1937,2.2664012888640173e-08,5.5400921183945684e-08,0.0
1938,1.9447821131279852e-08,4.537825049055755e-08,0.0
1939,1.6823456405745674e-08,5.047036566452334e-08,0.0
1940,3.296517903095264e-08,3.296517903095264e-08,0.0
1941,1.1806010391524069e-08,6.198155233505531e-08,0.0
1942,2.1239483061208375e-08,6.068423630267716e-08,0.0
1943,5.2258233296242906e-08,7.258088174921795e-08,0.0
1944,2.5705489292704442e-08,3.534504600111177e-08,0.0
1945,3.0499055725385915e-08,3.703456741277478e-08,0.0
1946,4.315542412314244e-08,3.3410650246423756e-08,0.0
1947,2.1457568166738383e-08,3.695469885656166e-08,1.1920870957027319e-09
1948,4.1313175103141475e-08,6.958008214041911e-08,0.0
1949,1.9634017078828947e-08,2.5524220959027843e-08,0.0
1950,2.4461330738745346e-08,3.509669355139522e-08,0.0
1951,2.5587365115598004e-08,5.650542789226165e-08,0.0
1952,2.319856839960721e-08,4.8506098693223976e-08,0.0
1953,3.5553629373907825e-08,4.201792691560513e-08,0.0
1954,1.3681550115052232e-08,4.202190595492539e-08,0.0
1955,1.1262729415761896e-08,4.223523575319632e-08,0.0
1956,1.2209598665435806e-08,5.232685040823526e-08,0.0
1957,2.297109880089465e-08,4.59421976017893e-08,0.0
1958,1.1581140491045971e-08,4.9633460008635666e-08,0.0
1959,2.325224279786653e-08,4.107896245386655e-08,0.0
1960,8.997083078554624e-09,4.221708493901133e-08,0.0
1961,1.667558180429296e-08,3.752005994783758e-08,6.948159270159238e-10
1962,1.331810839388936e-08,4.249110929777089e-08,0.0
1963,1.0992290633282664e-08,4.78487933719407e-08,0.0
1964,1.8251904876365188e-08,4.6846555079582686e-08,0.0
1965,1.4774516721161035e-08,2.8454625322638094e-08,0.0
1966,1.2185964237687585e-08,4.2096967689531084e-08,0.0
1967,1.627010703941778e-08,4.831728972476412e-08,0.0
1968,1.7516521566562915e-08,5.210042530734427e-08,0.0
1969,1.2716921737876419e-08,3.6788236457141466e-08,0.0
1970,8.277704743875347e-09,3.587005537042387e-08,0.0
1971,1.5415192677892264e-08,3.648262136835001e-08,0.0
1972,1.2312352026810913e-08,2.0520587895589415e-08,0.0
1973,1.0475087464101307e-08,3.142526239230392e-08,0.0
1974,1.1813700240281833e-08,2.025205780853412e-08,0.0
1975,1.2565256390928425e-08,2.6843956391076063e-08,0.0
1976,7.998937512354587e-09,1.7140580510499603e-08,0.0
1977,8.815172591880582e-09,2.056873604772136e-08,0.0
1978,1.6039596317796168e-08,2.7326720442033547e-08,0.0
1979,1.8141117053005473e-08,3.803782533395861e-08,0.0
1980,1.6486936260662333e-08,3.2973872521324665e-08,0.0
1981,1.0753434587229549e-08,3.0362638625547334e-08,0.0
1982,9.932003663948308e-09,3.041676066573018e-08,6.207502289967692e-10
