year,était_VERB in_ADJ,était_VERB fine_ADJ,etait_VERB in_ADJ
1983,1.4525227243211702e-08,2.7787390166622572e-08,0.0
1984,8.118611560803402e-09,2.8415142239168745e-08,0.0
1985,6.617113967877231e-09,3.2484013701150616e-08,0.0
1986,1.558566253834215e-08,3.416856841909066e-08,0.0
1987,7.944062296871834e-09,3.788706592899871e-08,0.0
1988,3.597932174415064e-09,3.418035632307692e-08,5.996553809062277e-10
1989,8.232182935330457e-09,2.7440611560791695e-08,0.0
1990,5.993515905799995e-09,3.214704236143007e-08,5.44865097484859e-10
1991,4.10302547493302e-09,3.106576684785978e-08,5.861465202094962e-10
1992,7.162927584403178e-09,3.250866953408149e-08,0.0
1993,8.308811416668505e-09,1.827938511667071e-08,0.0
1994,1.160483886764041e-08,3.797947201178431e-08,0.0
1995,8.675921314704738e-09,3.470368525881895e-08,5.422450821690461e-10
1996,8.540947504798169e-09,3.149474281372022e-08,0.0
1997,1.6782131240233866e-08,2.7330898433319817e-08,0.0
1998,1.2873949017944142e-08,3.003921378308405e-08,0.0
1999,1.96518641359944e-08,3.564757022900267e-08,0.0
2000,8.394259509714175e-09,2.1206551181762734e-08,0.0
2001,9.638665865452367e-09,2.8477876057309004e-08,0.0
2002,8.324320788233308e-09,3.24210382984802e-08,0.0
2003,1.0000615446870142e-08,3.000184634061043e-08,0.0
2004,6.166707589017051e-09,2.99525808600265e-08,0.0
2005,8.557123898356167e-09,3.377812163307681e-08,0.0
2006,5.353256948836815e-09,3.9943532925690306e-08,4.1178899179428186e-10
2007,5.991719120856942e-09,4.47381687251891e-08,0.0
2008,3.405951742863067e-09,5.747543596612559e-08,0.0
2009,1.1443662017995848e-08,5.960240656577298e-08,0.0
2010,1.0392344762522043e-08,9.353109930998471e-08,0.0
2011,6.118355155848576e-09,9.980566773037935e-08,0.0
2012,9.872333173177594e-09,1.3174458501907793e-07,0.0
2013,8.367375237128272e-09,1.3638820917094563e-07,0.0
2014,2.403644216997236e-08,1.504984368239093e-07,0.0
2015,5.984753581600444e-09,1.4186082353262464e-07,0.0
2016,8.906762438698479e-09,1.5431483291195036e-07,0.0
2017,7.2952728302766445e-09,1.4112579549419024e-07,0.0
2018,5.421080029321956e-09,1.4662731473435997e-07,0.0
2019,8.673358031785483e-09,1.426002143034566e-07,0.0
