year,soit_VERB utile_ADJ,soit_VERB futile_ADJ
1900,6.639356797677465e-07,1.5573159428683425e-09
1901,6.019071747687121e-07,0.0
1902,5.258913802208554e-07,0.0
1903,6.248054660318303e-07,0.0
1904,6.454924914578442e-07,5.374625189347171e-10
1905,6.167106789689569e-07,1.0321517862621477e-08
1906,5.14418445618503e-07,0.0
1907,5.569699510488135e-07,5.142843373384665e-10
1908,5.613717917185568e-07,0.0
1909,5.275443299979088e-07,0.0
1910,5.43500107141881e-07,0.0
1911,5.82580980790226e-07,1.5961122423746588e-09
1912,6.496148330370488e-07,2.0837684910901544e-09
1913,5.838591619067302e-07,1.060597942803554e-09
1914,5.337304855856928e-07,0.0
1915,4.1468283029644226e-07,0.0
1916,5.581630944107019e-07,3.2962386153911893e-09
1917,5.30774968865444e-07,0.0
1918,4.801305522050825e-07,0.0
1919,5.09194023834425e-07,3.6831393490643904e-09
1920,5.898768336010107e-07,7.572231730534895e-10
1921,5.141895371707506e-07,7.572747429129834e-10
1922,4.544808120954258e-07,0.0
1923,4.543625777841953e-07,0.0
1924,4.4862852632832073e-07,0.0
1925,4.6742255221943196e-07,2.1996355847875293e-09
1926,4.202094316951843e-07,0.0
1927,4.861062166128249e-07,6.689535148041159e-09
1928,3.5534986864149687e-07,1.1426041224282812e-09
1929,4.1219504964828957e-07,0.0
1930,4.054390956298448e-07,0.0
1931,4.972735609953816e-07,0.0
1932,4.449571804343577e-07,0.0
1933,4.2900276753243816e-07,1.1470662197865522e-09
1934,4.025810937946517e-07,0.0
1935,4.65566245111404e-07,1.196828414151696e-09
1936,4.0132806589099346e-07,0.0
1937,4.3565268015299807e-07,0.0
1938,4.0192165329244744e-07,0.0
1939,3.93057092651361e-07,0.0
1940,3.8290320958367374e-07,0.0
1941,4.102588491150527e-07,0.0
1942,2.791474855712295e-07,0.0
1943,3.048396877147752e-07,0.0
1944,3.7915597772553156e-07,3.2131861615880553e-09
1945,3.616316632815142e-07,4.357008087652048e-09
1946,4.1902524117176654e-07,0.0
1947,4.4703264734380355e-07,0.0
1948,3.87039193583405e-07,0.0
1949,3.7991821955074556e-07,0.0
1950,4.573205387714552e-07,1.0635361480382244e-09
1951,4.701678051333147e-07,0.0
1952,3.753950181817345e-07,0.0
1953,3.684648959279002e-07,6.464296653518886e-09
1954,3.87969691928447e-07,0.0
1955,3.4632893175512436e-07,6.569925492527773e-09
1956,3.5843891055264976e-07,1.744228317335228e-09
1957,3.666540635549609e-07,0.0
1958,3.4660700976019143e-07,4.1361216673863055e-09
1959,3.3095693652285263e-07,0.0
1960,3.2943165706456057e-07,4.152500121534786e-09
1961,3.5366130646252714e-07,0.0
1962,3.7861479995626723e-07,0.0
1963,3.5304651646583807e-07,0.0
1964,4.4899687168253877e-07,6.083968329129164e-10
1965,4.2080014850398584e-07,2.73602163147757e-09
1966,3.6003984860144556e-07,1.1078149508847446e-09
1967,3.963989740896068e-07,4.930335584241163e-10
1968,3.8491432974296913e-07,2.245707841908029e-09
1969,3.6424896165954124e-07,2.2708788183223305e-09
1970,4.175642231984966e-07,1.8394900047624674e-09
1971,3.406757400625793e-07,5.138397485282553e-10
1972,3.3858970027722535e-07,5.130146862875051e-10
1973,3.175605343130883e-07,2.205281512956958e-09
1974,2.9309228466445347e-07,3.937900228123681e-09
1975,2.6729728119789797e-07,2.2845920710778955e-09
1976,2.7482064979267307e-07,1.142705374768127e-09
1977,2.597537616111367e-07,2.938390863960194e-09
1978,2.607919498132105e-07,1.1881182704343018e-09
1979,2.727019534631836e-07,5.851973350345929e-10
1980,2.956278422061587e-07,5.685150683554241e-10
1981,2.770590583622834e-07,0.0
1982,2.4333408532584144e-07,6.207502289967692e-10
1983,2.7850543915519665e-07,0.0
1984,2.6559459342934133e-07,2.3196033982486597e-09
1985,2.688954339191696e-07,1.2031116103372597e-09
1986,2.649562702572439e-07,1.7983456945813714e-09
1987,2.4321050773323805e-07,3.0554083707556856e-09
1988,2.7943940494878916e-07,1.1993107618124554e-09
1989,2.3324518849676679e-07,3.2928733073589456e-09
1990,2.3701632301253994e-07,5.44865097484859e-10
1991,2.52043008686087e-07,5.2753188484189195e-09
1992,2.501514586583653e-07,0.0
1993,2.5369570266775554e-07,1.661762283333701e-09
1994,2.6743879288915196e-07,1.0549853213248639e-09
1995,2.7220701781516254e-07,1.626735190995987e-09
1996,2.695736611713073e-07,1.6014276571496566e-09
1997,2.0522148247437144e-07,4.79489448146353e-10
1998,2.722601664117974e-07,3.814503379828693e-09
1999,2.605014799428318e-07,0.0
2000,2.637564762153488e-07,8.836062992401139e-10
2001,2.527959281906078e-07,8.762423564512289e-10
2002,2.567395824826235e-07,8.76244299341522e-10
2003,2.3584783548358246e-07,3.333538334260311e-09
2004,2.4754928062975523e-07,3.0833537945085254e-09
2005,2.5356109745189315e-07,9.007499190971657e-10
2006,2.236014182699364e-07,1.2353669198716943e-09
2007,2.4805717657727655e-07,7.988958938831558e-10
2008,2.3671364601796085e-07,2.9802078582719105e-09
2009,2.446082874030253e-07,3.814554005998616e-09
2010,2.4422010369562486e-07,1.4171379625338432e-09
2011,2.6232447680740734e-07,1.1471915639660324e-09
2012,2.464678914293472e-07,1.7021263287730903e-09
2013,2.733342512328818e-07,3.3469500504423877e-09
2014,2.4209677462749823e-07,3.2481677347817595e-09
2015,2.5933931624422257e-07,1.5516027351836215e-09
2016,2.914375443197059e-07,2.899876117012923e-09
2017,2.5382519197592046e-07,1.7609279590047322e-09
2018,2.5401632797183993e-07,2.323319980845895e-09
2019,2.816290418650169e-07,4.08158040698936e-09
