year,étaient_VERB aux_ADP,étaient_VERB faux_ADJ,etaient_VERB aux_ADP
1839,8.096127999124292e-07,1.0696957275513341e-07,1.3982950353153e-09
1840,9.115024681705108e-07,1.242089240349742e-07,2.5478754661634184e-09
1841,7.479939085897058e-07,1.2584274600158096e-07,6.420548537278137e-10
1842,7.868794682508451e-07,9.592819338877234e-08,6.708265054555795e-10
1843,6.627554398619395e-07,1.7189111645166122e-07,0.0
1844,7.65654306178476e-07,9.714753446132818e-08,0.0
1845,8.816759873297997e-07,1.2611315014510183e-07,3.348136878855712e-09
1846,7.411798605971853e-07,1.1884637984849178e-07,5.854501328173001e-10
1847,7.933431902529264e-07,1.1163972857275439e-07,1.6179670936367074e-09
1848,7.707322424721497e-07,8.608387247477367e-08,0.0
1849,8.128032504828298e-07,1.3826034717112634e-07,1.6758829879393033e-09
1850,7.182757713053434e-07,1.0455053711666551e-07,6.788996032014438e-10
1851,6.320449870145239e-07,1.0190112931240947e-07,6.449438760824933e-10
1852,6.048296654626029e-07,7.226705633911479e-08,6.510545436100301e-10
1853,7.596297564305132e-07,1.1227231766497425e-07,5.971931837933653e-10
1854,6.692015972475929e-07,1.023545905809442e-07,0.0
1855,6.331176223284274e-07,1.353268999082502e-07,5.306937111981824e-10
1856,6.839067054897896e-07,1.0147290652184893e-07,1.5531567143511893e-09
1857,6.658378310930857e-07,1.366822601767126e-07,0.0
1858,6.533057330670999e-07,8.368186144025458e-08,0.0
1859,7.40402015253494e-07,7.129042955966725e-08,1.018434669930457e-09
1860,6.339399760690867e-07,9.886717577956006e-08,9.154367819341758e-10
1861,6.630644975302857e-07,8.913171711810719e-08,1.8863854922557266e-09
1862,7.246849804687372e-07,1.1882303851962206e-07,0.0
1863,7.431995641127287e-07,1.393499218238503e-07,0.0
1864,5.921489218962961e-07,9.685350477184329e-08,0.0
1865,5.958864903732319e-07,1.0590400023602342e-07,0.0
1866,6.860514076834079e-07,7.784980482483661e-08,0.0
1867,5.84763768074481e-07,1.3879041205200338e-07,4.85281148598915e-10
1868,5.621576519843074e-07,7.95319721191845e-08,4.93987406535723e-10
1869,6.275321879911644e-07,1.098791813092248e-07,4.883519144627257e-10
1870,6.410666628653416e-07,9.059797179133966e-08,5.734048791339319e-10
1871,8.16768533695722e-07,7.541035529357032e-08,1.0621177271019633e-09
1872,6.37994276075915e-07,1.0522370530452463e-07,6.047339295989218e-10
1873,5.872270207873953e-07,9.278306833948591e-08,0.0
1874,5.920837793382816e-07,7.408515045881359e-08,0.0
1875,5.795906758976344e-07,1.1900776542006497e-07,0.0
1876,5.405137244451907e-07,9.492243435715864e-08,0.0
1877,5.306571893015644e-07,1.0204946221392674e-07,0.0
1878,6.202143936206994e-07,8.092379033541874e-08,0.0
1879,6.390354201357695e-07,1.0263666183618625e-07,0.0
1880,5.975014687464864e-07,8.728270728397547e-08,0.0
1881,5.452500886349299e-07,1.5409241882480273e-07,0.0
1882,5.883360358893697e-07,6.322616030729478e-08,1.9966155395678697e-09
1883,5.384076757763978e-07,7.140852886777793e-08,1.2638677882037541e-09
1884,5.545425665332004e-07,9.506443632290029e-08,0.0
1885,5.459453404910164e-07,1.0248560755599101e-07,6.445635691854079e-10
1886,5.15631768394087e-07,8.131364381824824e-08,0.0
1887,4.929337933390343e-07,9.66280850889234e-08,1.3057849246322917e-09
1888,5.028107352700317e-07,8.68664216113757e-08,6.340614699951175e-10
1889,5.757660801464226e-07,9.523007804546069e-08,0.0
1890,4.404547837566497e-07,9.37277278012516e-08,1.3108772956016423e-09
1891,4.850781465393084e-07,6.756673087693343e-08,0.0
1892,5.215402438807359e-07,1.1659432885835486e-07,0.0
1893,5.099169015920779e-07,6.651089989873071e-08,0.0
1894,4.682043766024435e-07,8.444062871149072e-08,0.0
1895,5.428790359474078e-07,1.1676112166014718e-07,1.8055843487019274e-09
1896,6.026763799127366e-07,8.78657289149487e-08,0.0
1897,4.632237278201501e-07,1.1245557374195414e-07,0.0
1898,4.866185463470174e-07,9.279702339881624e-08,5.6583548957434e-10
1899,4.759245086916053e-07,8.788849470420246e-08,2.2110313580014918e-09
1900,4.6823299726383993e-07,1.0174463938028566e-07,1.5573159428683425e-09
1901,4.487757223614608e-07,8.327221223680681e-08,0.0
1902,4.1000870965035574e-07,7.021706238674597e-08,4.910283846193408e-10
1903,4.746793536014593e-07,9.720396576540224e-08,1.6200660812870638e-09
1904,4.149210610648879e-07,7.470728746739042e-08,5.374625189347171e-10
1905,4.845952616960858e-07,9.753834717685095e-08,0.0
1906,5.02586829043139e-07,5.401393821102829e-08,0.0
1907,5.204557282922906e-07,9.102832621010748e-08,0.0
1908,4.449718460364238e-07,7.710880822742183e-08,4.911389073214423e-10
1909,4.208252448734129e-07,5.831042670934039e-08,0.0
1910,4.804391551260778e-07,9.40570501484217e-08,0.0
1911,5.080957521386154e-07,9.523469657324313e-08,0.0
1912,4.59470953728669e-07,6.563870869058519e-08,0.0
1913,4.576480137075123e-07,8.909022852776616e-08,0.0
1914,5.076131515124871e-07,9.777245679742919e-08,0.0
1915,5.949284513917519e-07,1.1191723814363286e-07,0.0
1916,6.592477461708768e-07,7.361599330124591e-08,0.0
1917,6.217962891241768e-07,6.031533672512523e-08,0.0
1918,6.489802331088868e-07,7.925599732061528e-08,0.0
1919,5.322136189533921e-07,6.813807829075813e-08,9.207848372660976e-10
1920,5.209695359553734e-07,8.935233353213334e-08,7.572231730534895e-10
1921,4.816267278329178e-07,9.011569090944249e-08,0.0
1922,5.076019533589715e-07,5.82856891639949e-08,0.0
1923,4.5223939082461584e-07,9.554353397334125e-08,1.0615948120573648e-09
1924,4.39604406210492e-07,6.703644572780831e-08,0.0
1925,4.5752420874123345e-07,7.478760721824074e-08,1.0998177923937646e-09
1926,5.03805438256677e-07,8.136681373116517e-08,0.0
1927,4.916807938570855e-07,8.027441822378023e-08,0.0
1928,4.353321685357514e-07,8.569531217972326e-08,0.0
1929,5.102306204207707e-07,4.9017788938954254e-08,1.1140406375176326e-09
1930,4.3589955112111056e-07,9.663315125862937e-08,0.0
1931,4.402467652653286e-07,5.816731984964463e-08,0.0
1932,4.964670097251656e-07,1.0521155502374313e-07,0.0
1933,4.244145088705409e-07,9.635355979753513e-08,0.0
1934,3.7741978076155647e-07,5.990790441501304e-08,0.0
1935,3.8896922660569544e-07,5.6250936353308134e-08,1.196828414151696e-09
1936,3.892033362262737e-07,7.63857030960935e-08,0.0
1937,4.117295588912384e-07,6.799204044227736e-08,0.0
1938,4.3952076111963834e-07,9.464606876008475e-08,0.0
1939,3.76233629140188e-07,7.952905889396789e-08,0.0
1940,3.8290320958367374e-07,4.057252667166722e-08,0.0
1941,5.696400080523745e-07,5.60785480274717e-08,0.0
1942,3.732080529061932e-07,4.5513175450651033e-08,3.034211770724937e-09
1943,5.138726351106015e-07,6.387117679196308e-08,2.9032352077962287e-09
1944,4.948306582264195e-07,5.462416652335378e-08,0.0
1945,5.816605721520318e-07,6.317661416233022e-08,0.0
1946,5.290019657877565e-07,9.187928640130849e-08,1.3921104269343232e-09
1947,5.292866944728303e-07,7.390939771312333e-08,0.0
1948,4.283523935555422e-07,7.827759418432834e-08,1.0871887834440486e-09
1949,3.818816196599073e-07,6.381055328574803e-08,0.0
1950,4.1584263499316876e-07,7.019338710279044e-08,1.0635361480382244e-09
1951,4.701678051333147e-07,7.782823274737893e-08,0.0
1952,4.3550039663386997e-07,8.224947123380844e-08,0.0
1953,4.06173285227851e-07,6.572035005092403e-08,1.0773827385790469e-09
1954,3.957877083848871e-07,9.283909463420059e-08,0.0
1955,3.444518199557933e-07,5.255940394022218e-08,9.385607846468247e-10
1956,3.226822400392848e-07,6.802490304380626e-08,0.0
1957,3.843241529466468e-07,4.240818185508033e-08,8.835037701437898e-10
1958,3.929315539608069e-07,6.700517474200751e-08,0.0
1959,3.4568336104712216e-07,7.828255377262394e-08,0.0
1960,3.674962556488026e-07,6.297958066170395e-08,0.0
1961,4.1619475155130203e-07,6.80919640672073e-08,0.0
1962,3.5641795648189145e-07,9.576353932061465e-08,0.0
1963,4.0930117961579526e-07,6.466053292797369e-08,6.466053248388448e-10
1964,3.546953450950241e-07,7.726639950078606e-08,0.0
1965,3.835902475657349e-07,5.4720434405908236e-08,0.0
1966,3.838578663817316e-07,7.699313897546745e-08,5.539074754423723e-10
1967,3.96892005483096e-07,7.050380190776195e-08,9.860671168482327e-10
1968,4.2309136460971786e-07,6.512552630510982e-08,1.7965663401398047e-09
1969,3.8922863154766674e-07,6.540130925714038e-08,9.083515606356229e-10
1970,3.40305660984086e-07,8.369679704856026e-08,1.8394900047624674e-09
1971,3.1549760137750127e-07,7.039604810188393e-08,0.0
1972,3.11912941697301e-07,6.258779450263319e-08,0.0
1973,3.655254090517701e-07,6.174788325097325e-08,5.513203782392395e-10
1974,3.499105503124156e-07,4.331690206527128e-08,5.625571675160757e-10
1975,3.0899107628101774e-07,5.483020970586949e-08,1.1422960355389478e-09
1976,3.279564566582849e-07,6.056338719417909e-08,0.0
1977,3.2381066716880014e-07,5.465406971438824e-08,5.876781838942691e-10
1978,3.5227705552642874e-07,4.7524729041015235e-08,5.940591352171509e-10
1979,3.557999832537462e-07,6.437170441131457e-08,0.0
1980,3.30307244666983e-07,5.400893243745486e-08,0.0
1981,3.2576579656051763e-07,5.9460166568214845e-08,6.325549528618524e-10
1982,3.7058788393551367e-07,5.152226734139731e-08,0.0
1983,3.2460724241900607e-07,6.820541642582612e-08,6.315316047889041e-10
1984,3.4446111385477707e-07,5.3930779841948606e-08,1.1598016991243298e-09
1985,3.3266036325585446e-07,4.932757491360462e-08,0.0
1986,3.338928422635945e-07,6.474044056403727e-08,5.994485463567401e-10
1987,3.140959847769409e-07,6.905222704745029e-08,1.2221633705067347e-09
1988,3.609925443015527e-07,5.936588109989316e-08,0.0
1989,3.452028920492012e-07,5.4332410570623324e-08,1.0976244357863152e-09
1990,3.47079065932121e-07,6.592867407562153e-08,0.0
1991,3.1476068329538975e-07,5.8028504668072856e-08,0.0
1992,3.48228468283196e-07,5.234446831536843e-08,0.0
1993,3.218279402972257e-07,5.151462900698789e-08,0.0
1994,3.59222497081646e-07,5.485923537662529e-08,5.274926606624319e-10
1995,3.2263582738778496e-07,5.856247042856921e-08,0.0
1996,3.1654886356591305e-07,5.925282309249269e-08,0.0
1997,3.562606707419036e-07,5.4661796866639634e-08,1.438468344439059e-09
1998,3.642850856522273e-07,4.958854304959459e-08,1.9072516899143466e-09
1999,3.54647596623181e-07,6.901003501980085e-08,0.0
2000,3.591859467633185e-07,6.450326139884055e-08,8.836062992401139e-10
2001,3.504969470213837e-07,4.556460098115167e-08,0.0
2002,3.776612800265866e-07,5.6955880012310445e-08,4.38122149670761e-10
2003,3.946076105876273e-07,5.708684369665207e-08,0.0
2004,3.6780008372261364e-07,6.166708033106261e-08,4.404791253964646e-10
2005,4.125434713841969e-07,4.68389949048742e-08,4.5037495954858286e-10
2006,3.8131659607643087e-07,6.465086954676735e-08,4.1178899179428186e-10
2007,4.0184463045989105e-07,6.471056934742592e-08,7.988958938831558e-10
2008,3.8487254983010644e-07,6.045564049372842e-08,1.2772318758180745e-09
2009,4.014817989173025e-07,5.8171949035568105e-08,4.76819250749827e-10
2010,4.2703089775386616e-07,6.991214007712188e-08,0.0
2011,4.1910732306860154e-07,8.106820814646198e-08,3.82397197240536e-10
2012,4.929357828586944e-07,8.646802029943501e-08,3.404252713057332e-10
2013,5.304916044224228e-07,9.734046102494176e-08,0.0
2014,5.673466603184352e-07,1.1498514140839688e-07,0.0
2015,5.685515702680277e-07,1.0041086540013566e-07,0.0
2016,5.681685593117436e-07,1.0605261024920765e-07,0.0
2017,5.848796149621194e-07,8.729170986043755e-08,0.0
2018,5.470128030538035e-07,1.0997047894534262e-07,0.0
2019,5.777987439614662e-07,1.0305990372216911e-07,0.0
