year,seront_VERB aux_ADP,seront_VERB faux_ADJ
1898,9.392869249058577e-08,7.355861253444118e-09
1899,8.401918982769985e-08,1.6582735185011188e-09
1900,1.0382106552242476e-07,1.5573159428683425e-09
1901,8.941982088117584e-08,5.588738916095792e-10
1902,9.6732591714499e-08,2.9461704187383475e-09
1903,1.1826482704258012e-07,0.0
1904,7.416982583663412e-08,5.912087708281888e-09
1905,1.104402400642357e-07,2.580379465655369e-09
1906,8.590787814455325e-08,1.0288369045596824e-09
1907,1.1314255665695327e-07,1.028568674676933e-09
1908,1.1443536607202986e-07,5.40252820258047e-09
1909,8.856583705307841e-08,2.2003934230241384e-09
1910,8.22999197680474e-08,1.068830135508847e-09
1911,7.608134922065801e-08,1.5961122423746588e-09
1912,1.1825386181385511e-07,3.125652625612929e-09
1913,1.2143846506162959e-07,4.242391771214216e-09
1914,9.174538773137897e-08,7.366418142140674e-09
1915,9.660224975505116e-08,1.5314990164938536e-08
1916,8.460345513050527e-08,1.2086208478478966e-08
1917,8.882803825827068e-08,3.289927441585405e-09
1918,1.4932289182922887e-07,0.0
1919,1.0957339885431239e-07,1.8415696745321952e-09
1920,9.99534583989714e-08,3.028892692213958e-09
1921,9.011569090944249e-08,7.572747429129834e-10
1922,8.041949683956773e-08,6.640141769764796e-09
1923,1.2420659478706852e-07,0.0
1924,9.281969681751434e-08,0.0
1925,6.818870446068104e-08,5.499089184013428e-09
1926,5.4616079880887014e-08,1.1146138456652466e-09
1927,7.581472782902665e-08,4.4596899506643695e-09
1928,5.48449977655352e-08,3.4278122562625413e-09
1929,6.350031611646045e-08,5.570202965543558e-09
1930,6.827342247106571e-08,2.100720708497761e-09
1931,4.790249708008787e-08,1.0264820993199919e-08
1932,7.671675916753884e-08,3.287861094491973e-09
1933,1.238831544014829e-07,3.4411986593596566e-09
1934,9.585264137967897e-08,1.1981580172459871e-09
1935,5.505410882733486e-08,2.393656828303392e-09
1936,6.062357282843323e-08,6.0623572828433225e-09
1937,9.946983636766049e-08,2.5182236296217297e-09
1938,9.983215087938646e-08,0.0
1939,7.494084997006212e-08,1.5294050470515685e-09
1940,4.564409294971483e-08,0.0
1941,7.083606590185809e-08,0.0
1942,6.371844563091145e-08,3.034211770724937e-09
1943,7.548411673496958e-08,8.709705845433291e-09
1944,1.0924833127035072e-07,6.4263723231761105e-09
1945,8.06046500656521e-08,6.535512131478072e-09
1946,7.099762910911522e-08,2.7842208538686464e-09
1947,5.841226768943386e-08,4.7683483828109274e-09
1948,5.3272248834446145e-08,1.195907639583993e-08
1949,7.264586088240321e-08,9.817008317369869e-10
1950,5.530388036412148e-08,0.0
1951,4.691016641800161e-08,8.529121409139861e-09
1952,5.483298082253896e-08,8.435843135146115e-09
1953,5.0636987936059086e-08,1.0773827385790469e-09
1954,5.374894840315392e-08,0.0
1955,5.255940394022218e-08,1.220129064449793e-08
1956,5.319896456690287e-08,3.488456634670456e-09
1957,5.654424201084751e-08,2.6505113659425206e-09
1958,3.722509556158826e-08,8.272243445794913e-10
1959,5.890568499644644e-08,2.325224457422337e-09
1960,6.021125131816518e-08,6.920833350854139e-10
1961,4.7247482370949e-08,2.779263708063695e-09
1962,6.659054463398206e-08,3.170978146727066e-09
1963,6.72469511187046e-08,2.5864212993553792e-09
1964,6.996563856054294e-08,7.909158661334459e-09
1965,5.2531618166540284e-08,3.2832261354087677e-09
1966,5.871419261893607e-08,3.8773522170743036e-09
1967,5.324762497593838e-08,3.944268467392931e-09
1968,6.826952358984784e-08,2.6948494546985557e-09
1969,9.855614280240843e-08,5.904285060864822e-09
1970,6.990061934830649e-08,7.3579600190498695e-09
1971,5.755005028085236e-08,1.541519245584766e-09
1972,4.411926468605998e-08,2.565073486948677e-09
1973,5.733731989199242e-08,1.102640756478479e-09
1974,7.0882201441691e-08,3.937900228123681e-09
1975,5.140332248743107e-08,2.8557400888473694e-09
1976,5.0850388788603595e-08,1.7140580066410394e-09
1977,8.345030266809772e-08,2.3507127355770763e-09
1978,5.999996943728547e-08,2.970295565063452e-09
1979,6.144572073374377e-08,1.7555920051037788e-09
1980,6.083111531163254e-08,4.548120546843393e-09
1981,5.123695029363162e-08,3.795329828193417e-09
1982,7.076552910323386e-08,5.586751949948621e-09
1983,5.8732440577635714e-08,3.157658134966823e-09
1984,6.378909489512807e-08,3.479405208395292e-09
1985,5.3538467548186475e-08,6.015558051686298e-10
1986,5.2751470747125495e-08,1.1988970927134801e-09
1987,6.110816741511371e-08,6.110816852533674e-10
1988,6.056519186170561e-08,1.798966087207532e-09
1989,7.079677288857056e-08,2.7440609784434855e-09
1990,6.701840504774736e-08,2.179460389939436e-09
1991,6.682070363694947e-08,4.10302547493302e-09
1992,7.989419259502029e-08,4.4079553340736766e-09
1993,5.871559949355287e-08,2.2156829704300662e-09
1994,5.6969206185808474e-08,6.329911705904578e-09
1995,4.7175323203418884e-08,1.0844901643380922e-09
1996,4.6441403611652277e-08,1.6014276571496566e-09
1997,4.794894536974681e-08,1.438468344439059e-09
1998,6.055524048864669e-08,1.9072516899143466e-09
1999,3.93037282719888e-08,3.1991407301035224e-09
2000,5.036556061099873e-08,2.6508188977203417e-09
2001,5.783199696907104e-08,2.190605918883648e-09
2002,5.914649037208619e-08,4.81934359086722e-09
2003,5.0836460208092404e-08,3.333538334260311e-09
2004,5.2857493326730065e-08,0.0
2005,5.314424456059896e-08,2.251874686720612e-09
2006,5.394435831362898e-08,4.117890028965121e-09
2007,5.2327682464881065e-08,3.1955835755326234e-09
2008,7.5356680895311e-08,2.554463751636149e-09
2009,6.29401384344419e-08,6.198650481792356e-09
2010,6.471596236679034e-08,1.4171379625338432e-09
2011,1.2810306770916213e-07,5.353560705856353e-09
2012,1.3140415403012362e-07,3.744677901096338e-09
2013,8.032679943426047e-08,2.5102124823206395e-09
2014,9.029906583579717e-08,2.5985342766432495e-09
2015,1.02184124273208e-07,3.768178213903184e-09
2016,9.859578425919224e-08,3.935546111222266e-09
2017,1.3131490678164326e-07,2.7671724911471074e-09
2018,7.77021469389183e-08,1.8070267504555204e-09
2019,1.0790677862360099e-07,5.867272001580659e-09
