year,sont_VERB aux_ADP,sont_VERB faux_ADJ
1866,1.837742047428037e-06,3.6005536685479456e-07
1867,1.88871422324155e-06,2.9359509312598675e-07
1868,1.9077792785537895e-06,3.2454971687911893e-07
1869,1.6525829096281086e-06,3.1987050874704437e-07
1870,1.7632199842410046e-06,3.744333980648662e-07
1871,1.7142580190920853e-06,2.6871578029386e-07
1872,1.617058501324209e-06,3.3865100590446673e-07
1873,1.700623897704645e-06,3.292302324098273e-07
1874,1.5115761016204488e-06,2.5750566123861063e-07
1875,1.668397317189374e-06,3.7819293652319175e-07
1876,1.648143665988755e-06,3.869449471949338e-07
1877,1.7762791912900866e-06,3.574823779217695e-07
1878,1.53755195242411e-06,2.9833097414666554e-07
1879,1.7381030374963302e-06,3.0607719736508443e-07
1880,1.6095958699224866e-06,3.247430129249551e-07
1881,1.8560815533419373e-06,2.328817458874255e-07
1882,1.5779918385305791e-06,2.342695495372027e-07
1883,2.039250603047549e-06,2.3760713929732447e-07
1884,1.6425021840404952e-06,2.6934924335364485e-07
1885,1.5495307934543234e-06,2.7651776690618135e-07
1886,1.584970732437796e-06,2.6136530095755006e-07
1887,1.6263551287920563e-06,2.65727237547253e-07
1888,1.6929441244428745e-06,2.2889618378485466e-07
1889,1.650236981731723e-06,2.393282159118826e-07
1890,1.6379411817979417e-06,2.5365474698446633e-07
1891,1.531087605144421e-06,2.0716214521598886e-07
1892,1.6956325907813152e-06,2.664117744188843e-07
1893,1.5063486671351711e-06,2.691228075946128e-07
1894,1.5779054365339107e-06,2.4449971647300117e-07
1895,1.7044716287273332e-06,2.3833713669318968e-07
1896,1.752007278810197e-06,2.0344749884770863e-07
1897,1.5662205896660453e-06,2.726901868754794e-07
1898,1.654502966630389e-06,2.3086087708179548e-07
1899,1.6085252809716621e-06,2.3658034820073226e-07
1900,1.670480855864298e-06,1.8687791225602268e-07
1901,1.628558493393939e-06,2.4199238168876036e-07
1902,1.5987884580681566e-06,2.2194483051407587e-07
1903,1.609805622138083e-06,2.2032898527868383e-07
1904,1.414601342730748e-06,2.767932016922714e-07
1905,1.585385234648129e-06,2.312020086492339e-07
1906,1.5159911299633677e-06,2.2737295068964158e-07
1907,1.5263958630384877e-06,2.4119935915223323e-07
1908,1.6291077145069721e-06,2.2150364031858771e-07
1909,1.5809827118573594e-06,2.855010450275586e-07
1910,1.5770588106533978e-06,2.9125621381353994e-07
1911,1.5514210645051207e-06,2.5218574251084647e-07
1912,1.5237557136060786e-06,2.61512951738041e-07
1913,1.6264269788734964e-06,2.0416510437826219e-07
1914,1.848970896389801e-06,2.4376146257054643e-07
1915,2.293714260304114e-06,2.2736870164408174e-07
1916,2.2183685359777883e-06,2.1865049859570718e-07
1917,2.005759142775787e-06,2.0068556239039026e-07
1918,2.1847088191861985e-06,2.1134931671440427e-07
1919,1.7890849903778872e-06,2.2559228796126263e-07
1920,1.5659375094401184e-06,2.2792417553318955e-07
1921,1.5683159517720924e-06,2.6580343615023594e-07
1922,1.4291060779214604e-06,2.0658220023506146e-07
1923,1.6051313878051587e-06,2.579675424385641e-07
1924,1.5147659269132419e-06,2.0368766229239554e-07
1925,1.5540425692961435e-06,2.1006519546062918e-07
1926,1.540396283417067e-06,2.2180815051342506e-07
1927,1.5207542674033903e-06,2.7984555117654963e-07
1928,1.389406634189072e-06,2.7422498760643066e-07
1929,1.5150952776821214e-06,2.5845741902230657e-07
1930,1.380173557663511e-06,2.352807229044629e-07
1931,1.4062804893910652e-06,1.9617213808942324e-07
1932,1.3819975492879166e-06,2.6412482156956685e-07
1933,1.3684499435839825e-06,2.0303072290062119e-07
1934,1.4713380096509354e-06,2.33640818692038e-07
1935,1.3512192253983812e-06,2.7527053703124693e-07
1936,1.5216517113003647e-06,2.3521945990978566e-07
1937,1.2062291716574691e-06,1.825712132585977e-07
1938,1.3626440704683773e-06,2.1522255622130615e-07
1939,1.312229528593889e-06,1.6517574863428308e-07
1940,1.5113266726984875e-06,2.10469977446337e-07
1941,1.3990122624818468e-06,2.2726570136910595e-07
1942,1.5413795608765213e-06,2.8825010645050497e-07
1943,1.718715225251799e-06,2.1193616817072325e-07
1944,1.59052717663144e-06,2.4420214117526484e-07
1945,1.7231966467079474e-06,1.9606535772709321e-07
1946,1.5132239923332236e-06,2.227376683094917e-07
1947,1.3625555084217922e-06,2.5749082510628796e-07
1948,1.438350750504469e-06,2.337455953238532e-07
1949,1.5147643352975138e-06,2.3168139762219653e-07
1950,1.3719616163143655e-06,2.371685638991039e-07
1951,1.4371569250215543e-06,2.6227047555948957e-07
1952,1.2590495543918223e-06,1.8875199714329938e-07
1953,1.267002062377287e-06,2.219408372639009e-07
1954,1.2313395245655556e-06,2.247683283940205e-07
1955,1.2557943591673393e-06,2.0366769604152068e-07
1956,1.3055548606644152e-06,2.2762179696655949e-07
1957,1.2369052910798928e-06,2.191089407688196e-07
1958,1.2648259826164576e-06,2.663662428403768e-07
1959,1.3052259646428865e-06,2.5422451699341764e-07
1960,1.2215270999149652e-06,2.1523791815525328e-07
1961,1.3993592347105732e-06,2.0010698165151553e-07
1962,1.354007736154017e-06,1.9850322985348612e-07
1963,1.4904252338965307e-06,2.2113901820830506e-07
1964,1.317787564403261e-06,2.470091260420304e-07
1965,1.3390090316534042e-06,2.752437922026729e-07
1966,1.343225676464499e-06,2.2599425619773683e-07
1967,1.3459815590977087e-06,2.5489833888059366e-07
1968,1.4219822332961485e-06,2.5421414306947554e-07
1969,1.5687231780248112e-06,2.2118361187040136e-07
1970,1.3699601595362765e-06,2.33155361684112e-07
1971,1.4140870234768954e-06,2.2249261633078277e-07
1972,1.3661581306223525e-06,2.323956493910373e-07
1973,1.3783009080725606e-06,2.06193817575695e-07
1974,1.3191965990699828e-06,2.2221007611733512e-07
1975,1.3033597952016862e-06,1.981883599455614e-07
1976,1.3198247188483947e-06,1.9654532934509916e-07
1977,1.2352995781839127e-06,2.2625610540671914e-07
1978,1.2599994079209864e-06,1.92475155813554e-07
1979,1.2400331570461276e-06,1.977966945787557e-07
1980,1.3706898016607738e-06,1.7794521056657686e-07
1981,1.2961050970261567e-06,1.8154327108277357e-07
1982,1.381169226988277e-06,1.8932881573618943e-07
1983,1.30474427351146e-06,2.191414694152627e-07
1984,1.4085791235629586e-06,2.0064570094291412e-07
1985,1.3306414530234179e-06,1.8106830168562738e-07
1986,1.3451625591187621e-06,2.2239541408453078e-07
1987,1.328491634922102e-06,1.6499205912623438e-07
1988,1.2976541938769515e-06,2.1647559833581909e-07
1989,1.3956295106254402e-06,2.1897606927723245e-07
1990,1.2896956604890875e-06,1.9506170190197736e-07
1991,1.3422754818748217e-06,2.022205478624528e-07
1992,1.3504873095371295e-06,1.8513412669562967e-07
1993,1.3454734926199308e-06,1.8667128642846365e-07
1994,1.4041854683455313e-06,1.8092998743668431e-07
1995,1.402245743520325e-06,1.984617057360083e-07
1996,1.338793481409084e-06,1.6601467223154032e-07
1997,1.375175770590431e-06,1.6878028930022992e-07
1998,1.4342532494993065e-06,2.0121505883707869e-07
1999,1.3381549024416017e-06,1.992607678857894e-07
2000,1.4062594573260867e-06,1.833483054269891e-07
2001,1.3713192856812384e-06,2.1073628886369988e-07
2002,1.4129439023236046e-06,1.8795439871155395e-07
2003,1.4392551292985445e-06,2.0334583439307607e-07
2004,1.5570936966469162e-06,1.9248938087912393e-07
2005,1.4195818494044943e-06,1.941116067882831e-07
2006,1.4354964150697924e-06,2.1742458500284556e-07
2007,1.3537290897147614e-06,1.8734108664375526e-07
2008,1.3904798379371641e-06,1.9499073289352964e-07
2009,1.516762040409958e-06,2.1075410927551275e-07
2010,1.4280026334745344e-06,2.0926403010435024e-07
2011,1.3747179536949261e-06,3.0630016567556595e-07
2012,1.3882543044019258e-06,2.1038282227436866e-07
2013,1.274072360502032e-06,2.0025917990551534e-07
2014,1.2869240890722722e-06,2.5314054141745146e-07
2015,1.3130992329024593e-06,2.416067275134992e-07
2016,1.2757383274220047e-06,2.5104640144490986e-07
2017,1.248497937922366e-06,2.0451919624520087e-07
2018,1.1848932217617403e-06,2.3362274248484027e-07
2019,1.2198823924336466e-06,2.4770091044956644e-07
