year,étant_VERB aux_ADP,étant_VERB faux_ADJ,etant_VERB aux_ADP
1846,1.9085674396457364e-07,1.1123552745573306e-08,1.1709002656346001e-09
1847,2.3244794533638924e-07,8.629157832729106e-09,4.314578916364553e-09
1848,2.2607072480695933e-07,1.206783295515379e-08,2.4135665133151463e-09
1849,1.9607830381573876e-07,1.9272654583346593e-08,8.379414939696517e-10
1850,2.552662472510292e-07,1.8330290174617403e-08,2.0366988096043315e-09
1851,2.579775422173469e-07,1.2898877521649865e-08,5.159551008659946e-09
1852,2.526091675836284e-07,1.9531636308300904e-09,1.3021090872200602e-09
1853,1.833383058702509e-07,2.09017620989016e-08,1.7915795513800958e-09
1854,2.0159178060197291e-07,1.8704392701351935e-08,2.597832227113628e-09
1855,2.0590916349760846e-07,1.539011762474729e-08,3.1841622671890946e-09
1856,2.1278248030220936e-07,1.863788057221427e-08,3.106313539724681e-09
1857,2.3480058031211115e-07,2.5383847912507917e-08,3.4170564155999728e-09
1858,2.1336427913354328e-07,8.808616946964776e-09,9.787352039936081e-10
1859,1.858643319252451e-07,9.165912473463322e-09,2.5460866748261424e-09
1860,1.6203231334444013e-07,3.661747127736703e-09,1.3731551729012637e-09
1861,1.994852659170654e-07,1.3676294763342867e-08,6.13075279431996e-09
1862,1.766532595759429e-07,1.490935552794781e-08,1.8071945051545413e-09
1863,1.9079450908066065e-07,1.4484400345793347e-08,2.497310414018017e-09
1864,2.320648349041221e-07,1.102787461348953e-08,1.9178911792039344e-09
1865,1.7132913754380752e-07,3.388927893865912e-08,4.706844247692743e-09
1866,1.6153834830889835e-07,1.751620715140234e-08,1.4596839292835284e-09
1867,1.2957006845226715e-07,9.220341823379385e-09,4.85281148598915e-10
1868,1.8228135834075232e-07,1.5807597009143137e-08,9.87974813071446e-10
1869,1.5773767136906258e-07,9.278686263769487e-09,3.4184632902167778e-09
1870,1.284426867087518e-07,2.5803219116937726e-08,3.4404292748035914e-09
1871,2.389764957033691e-07,6.37270636261178e-09,4.248470908407853e-09
1872,1.838391177066967e-07,7.256807155187062e-09,3.628403577593531e-09
1873,1.9753815427847599e-07,1.0176207432266438e-08,4.1902031844287535e-09
1874,2.5451834062550915e-07,1.2546679251101978e-08,5.974609140757536e-10
1875,2.1341296507770835e-07,4.577221712764867e-09,2.2886108008712824e-09
1876,2.243071461904833e-07,1.6928840551599933e-08,5.441413319928756e-09
1877,1.725563665289087e-07,4.329371083855449e-09,5.566334393414252e-09
1878,1.4856158592202462e-07,6.039088784604019e-09,2.4156354694326865e-09
1879,1.912218799970944e-07,9.774920428640144e-09,3.665595160740054e-09
1880,2.0601285877219766e-07,9.626769603698904e-09,3.8507077526617195e-09
1881,1.77101696641202e-07,1.8128519130300447e-08,4.880755244407453e-09
1882,2.2162432156136447e-07,6.655385131892899e-09,6.655385131892899e-09
1883,2.862660659630478e-07,9.479008689083912e-09,0.0
1884,2.1389497995016882e-07,1.3203393933736152e-08,6.601696966868076e-10
1885,2.146396732571887e-07,1.6758653131887513e-08,7.090199150017185e-09
1886,2.187724226221377e-07,1.2906927970846027e-08,3.2267319927115068e-09
1887,3.146941718323859e-07,1.0446279397058333e-08,2.6115698492645834e-09
1888,2.339686804297969e-07,1.2047167707862627e-08,5.706553007911452e-09
1889,2.192797818878489e-07,1.0650732740202784e-08,5.6386229019267375e-09
1890,1.9597614997479695e-07,3.9326319978272295e-09,2.621754646714436e-09
1891,2.0843699743977595e-07,3.1871101313640793e-09,0.0
1892,1.905627700082846e-07,1.002961980134387e-08,1.2537024751679837e-09
1893,1.9214259383559806e-07,5.542574843531156e-09,6.158416554491453e-10
1894,2.2433479984762528e-07,5.041231432301174e-09,8.82215522857166e-09
1895,2.1065151023513806e-07,9.629783193076946e-09,6.6204757231957956e-09
1896,1.568609775404184e-07,1.1204354777305525e-08,4.7176231254830725e-09
1897,2.173364187507687e-07,1.1653427112179315e-09,1.7480140668268973e-09
1898,2.212416830849051e-07,5.6583546736987955e-09,1.13167097914868e-09
1899,1.6361631516303987e-07,3.8693048765026106e-09,2.7637891975018647e-09
1900,1.8791613021207354e-07,1.038210584169974e-08,2.07642125715779e-09
1901,1.5592581104062475e-07,7.265360757457984e-09,3.912117352289357e-09
1902,2.027947267890795e-07,2.9461704187383475e-09,1.9641135384773634e-09
1903,1.8522755396155333e-07,9.720396931811592e-09,3.2401321625741275e-09
1904,2.1982217646154822e-07,2.042357571951925e-08,3.2247751136083025e-09
1905,1.8836771042973766e-07,9.805441791854719e-09,8.773290538499623e-09
1906,2.1811342776345555e-07,1.18316245689698e-08,1.1317205839134203e-08
1907,1.7948523556299278e-07,7.199980611716228e-09,1.5428529565042481e-09
1908,1.817213939325768e-07,2.0627833663411366e-08,2.9468334439286537e-09
1909,1.936346221143026e-07,7.151278680339601e-09,3.850688656825696e-09
1910,1.6940958103006665e-07,2.6186338430989053e-08,1.068830135508847e-09
1911,2.04834399220033e-07,2.0217422402879492e-08,1.5961122423746588e-09
1912,1.6565958915748524e-07,1.5628263128064646e-09,2.0837684910901544e-09
1913,1.6333208918695163e-07,5.833288518886093e-09,1.060597942803554e-09
1914,1.5737348402211637e-07,3.3483718020477227e-09,8.705766774141921e-09
1915,2.638890561623697e-07,1.0602685840410686e-08,2.3561523843085297e-09
1916,1.9887306645927083e-07,9.888715624128963e-09,1.0987462051303964e-09
1917,1.8971914528265188e-07,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.8607929064273776e-07,5.743188147278033e-09,4.594550517822427e-09
1919,2.127012932451322e-07,6.4454939163738345e-09,7.366278698128781e-09
1920,2.211091731929571e-07,1.0601124422748853e-08,3.786115865267448e-09
1921,1.2949398275896584e-07,1.060184651180407e-08,3.7863738810983705e-09
1922,1.6231457600213162e-07,1.549366501762961e-08,3.6889677423879164e-09
1923,1.9002547713142803e-07,7.431163684401554e-09,0.0
1924,1.9982017418485043e-07,3.867487219366694e-09,1.1602461658100083e-08
1925,1.506750435531501e-07,9.898360353588487e-09,1.0998177923937646e-09
1926,1.7610898339626146e-07,1.5604593173179637e-08,0.0
1927,1.995711187419147e-07,1.0034302277972529e-08,1.1149224876660924e-09
1928,1.325420730946547e-07,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.403691154422404e-07,1.5596569369336066e-08,4.4561625500705304e-09
1930,2.19525318811975e-07,1.8906487042613662e-08,3.1510811737689437e-09
1931,1.4941017045799754e-07,1.2545892325022123e-08,2.2810713318222042e-09
1932,1.6548900427793e-07,9.863582839386709e-09,6.575721966939341e-09
1933,1.7550112829667341e-07,4.588264879146209e-09,3.4411986593596566e-09
1934,1.833181748622792e-07,1.4377896206951846e-08,3.5944740517379614e-09
1935,1.5439086009649827e-07,2.5133395809007197e-08,1.196828414151696e-09
1936,1.6247116985113053e-07,6.0623572828433225e-09,2.424942913137329e-09
1937,1.1332006266684402e-07,1.510934133364117e-08,2.5182236296217297e-09
1938,1.1150084588962272e-07,1.4261735792331365e-08,2.5930428915188486e-09
1939,1.1011716338771294e-07,2.2941076593951948e-08,3.058810094103137e-09
1940,1.5468275194052694e-07,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.2396310467011062e-07,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.365395263519531e-07,9.102635090130207e-09,2.1239482617119165e-08
1943,1.8871028828471026e-07,1.7419411690866582e-08,8.709705623388686e-09
1944,1.3174063084875343e-07,1.2852744646352221e-08,0.0
1945,1.1328221205531008e-07,8.714016175304096e-09,2.178504043826024e-09
1946,1.225057246756478e-07,2.3665876369705074e-08,8.352662561605939e-09
1947,1.2755332079450454e-07,9.536696765621855e-09,0.0
1948,1.2720109210384578e-07,8.697510267552389e-09,4.348755133776194e-09
1949,1.3056620751239478e-07,4.908504269707237e-09,7.853606542873592e-09
1950,1.4676799375834548e-07,1.0635361036293034e-08,3.190608444114673e-09
1951,1.226061243642107e-07,1.1727541604500402e-08,3.198420528427448e-09
1952,1.3813693244824066e-07,6.326882129314981e-09,6.326882351359586e-09
1953,1.0558350993505883e-07,6.464296653518886e-09,1.0773827385790469e-09
1954,1.2020219575248348e-07,9.772536557761669e-09,1.9545072227344917e-09
1955,1.567396550328226e-07,3.754243138587299e-09,9.385607846468247e-10
1956,1.0203735789637847e-07,3.488456634670456e-09,8.72114158667614e-10
1957,1.0602045180663211e-07,6.184526224473075e-09,1.7670075402875796e-09
1958,1.1498418217570361e-07,1.0753916868111446e-08,2.4816730892496253e-09
1959,1.3408794075076003e-07,8.525822714489095e-09,3.100299128533379e-09
1960,1.0588875298811473e-07,1.1073333361366622e-08,6.920833350854139e-10
1961,1.3409947496878516e-07,8.33779090214648e-09,1.3896318540318475e-09
1962,1.1922878118131308e-07,8.8787386332001e-09,3.8051738426858606e-09
1963,1.0668988181805616e-07,3.879631726988464e-09,0.0
1964,1.2472134414132086e-07,2.1902286206909594e-08,5.475571440705096e-09
1965,1.2804581572822826e-07,1.9699356812452606e-08,7.1136563306595235e-09
1966,1.2462917520217331e-07,7.200797291773142e-09,3.323444963676536e-09
1967,1.1684895340202672e-07,2.070740912074598e-08,1.972134178185314e-09
1968,1.4237788631410453e-07,1.6169096284102125e-08,1.3474247273492779e-09
1969,1.4306537193808921e-07,7.72098829315837e-09,4.995933444718048e-09
1970,1.1772736244197723e-07,1.6555409487750694e-08,9.197450023812337e-10
1971,1.0944786765776371e-07,1.2332153964678128e-08,4.11071787720374e-09
1972,1.210714657418066e-07,1.0260293947794707e-08,2.0520587451500205e-09
1973,1.4444593432472175e-07,1.0475087464101307e-08,1.102640756478479e-09
1974,1.2320002273913389e-07,8.438357568252286e-09,2.250228725575454e-09
1975,1.3364864015485978e-07,2.8557400888473694e-09,1.7134440533084216e-09
1976,1.0398618854878805e-07,1.2569759455516305e-08,1.142705374768127e-09
1977,9.814225876425553e-08,6.464460078348111e-09,1.7630345516828072e-09
1978,1.0871281952429257e-07,4.158414057542359e-09,5.346532327976661e-09
1979,1.2464703624814888e-07,5.851973128301324e-09,3.5111840102075575e-09
1980,1.1142895317561852e-07,5.6851505725319385e-09,2.8425752862659692e-09
1981,1.138598946237579e-07,9.488323904349727e-09,3.162774764309262e-09
1982,1.2352928990821965e-07,9.311253101884631e-09,4.966001831974154e-09
1983,1.1178109105003387e-07,1.3893695083311286e-08,3.1576580239445207e-09
1984,1.2989778497285442e-07,1.1018116197192285e-08,5.799008495621649e-10
1985,1.1309249259294774e-07,7.218669662023558e-09,6.015558051686298e-10
1986,1.1029853486110852e-07,6.593933843390687e-09,2.9972427317837003e-09
1987,1.0388388532733828e-07,7.944062296871834e-09,3.0554083707556856e-09
1988,7.79551994067873e-08,1.0194141530917022e-08,1.1993107618124554e-09
1989,1.1360413054717355e-07,4.390497743145261e-09,0.0
1990,1.0406923678374369e-07,1.4166492867673242e-08,1.089730194969718e-09
1991,1.172293023765647e-07,1.52398094144246e-08,1.1722930404189924e-09
1992,1.1625981954921372e-07,1.1019888113139586e-08,2.7549720282848966e-09
1993,1.1078415163012778e-07,7.754890063438324e-09,2.769603768548734e-09
1994,1.1024596335840187e-07,7.912389854425328e-09,3.164956019485743e-09
1995,1.0682228324121468e-07,7.0491861237087505e-09,5.964695848348356e-09
1996,1.0782946402443372e-07,6.939520069693117e-09,1.6014276571496566e-09
1997,1.3281857524916063e-07,8.630809844589749e-09,3.3564261370244708e-09
1998,1.339844377667987e-07,1.2397135762398648e-08,9.536258449571733e-10
1999,1.2156735157420329e-07,1.0054442611817649e-08,9.140402323914998e-10
2000,9.896390384955822e-08,7.95245647111642e-09,2.2090157481002848e-09
2001,1.1434962754464095e-07,1.1391150245287918e-08,8.762423564512289e-10
2002,1.1873110183913127e-07,1.0076809608960957e-08,4.38122149670761e-10
2003,1.3042468571811128e-07,5.8336921959778465e-09,4.1669229178253886e-10
2004,1.255365447150325e-07,1.4095332012686868e-08,1.761916529341434e-09
2005,1.12143367814177e-07,1.1259373877692269e-08,9.007499190971657e-10
2006,1.1447734316050173e-07,7.000412693969338e-09,2.0589450144825605e-09
2007,1.2103272128971554e-07,1.078509459517818e-08,1.1983438408247338e-09
2008,1.0430727437338305e-07,8.51487946817997e-09,2.554463751636149e-09
2009,1.1682071754393064e-07,1.0490023072406984e-08,0.0
2010,1.0675772310619891e-07,8.030448306328708e-09,0.0
2011,1.0477682854670434e-07,6.500752380844688e-09,7.64794394481072e-10
2012,1.0110630754844863e-07,5.446804340891731e-09,1.0212758416727752e-09
2013,9.845611192993431e-08,8.925200134513034e-09,1.1156500168141292e-09
2014,1.0502409386603517e-07,6.496335469563519e-09,6.496335552830246e-10
2015,9.752932061957154e-08,7.979671146074452e-09,8.866301581811342e-10
2016,1.0004572725819116e-07,1.0149566520567532e-08,1.8642060672924288e-09
2017,7.622302133913905e-08,6.792150397672003e-09,2.515611330355938e-10
2018,8.570469112179069e-08,8.776987137082415e-09,0.0
2019,8.622338532049412e-08,6.632568272380013e-09,1.02039510174734e-09
