year,petit_ADJ âne_NOUN,petit_ADJ fan_NOUN,petit_ADJ ane_NOUN
1800,2.2009151834367913e-08,0.0,0.0
1801,2.3811825400343878e-08,0.0,0.0
1802,1.1189200677108602e-08,4.475680270843441e-09,0.0
1803,4.095712213825209e-08,0.0,0.0
1804,7.4155526164076946e-09,0.0,0.0
1805,2.2743021688143017e-08,0.0,0.0
1806,2.0171682990621775e-08,0.0,0.0
1807,5.4092147649953404e-08,2.8469551160981155e-09,0.0
1808,1.5862517965814504e-08,0.0,2.2660739951163578e-09
1809,1.3554183553310395e-08,0.0,2.259030518203531e-09
1810,5.8503168531842675e-08,2.3401267590372754e-09,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0,0.0
1812,6.668020802180763e-08,0.0,0.0
1813,3.738464116054274e-08,5.751483289628823e-09,0.0
1814,6.293354282149721e-09,0.0,0.0
1815,5.394447111228828e-09,0.0,0.0
1816,8.806894413737609e-08,0.0,0.0
1817,4.0478710161551135e-08,0.0,1.0898113522728181e-08
1818,2.384235475716423e-09,0.0,1.1921177378582115e-09
1819,9.315945348475907e-09,0.0,0.0
1820,2.1359666035891678e-08,0.0,0.0
1821,2.070912508145284e-08,2.9584463767662328e-09,0.0
1822,1.5038423839541792e-08,1.0025615893027862e-09,0.0
1823,2.075364236020505e-08,0.0,0.0
1824,5.810567671460376e-08,0.0,0.0
1825,3.8743949160036095e-08,0.0,0.0
1826,4.403992281964975e-09,0.0,0.0
1827,5.530363722527909e-09,1.8434546111834038e-09,9.217273055917019e-10
1828,2.109629271274116e-08,1.0089531432555532e-08,0.0
1829,4.2865881511033876e-08,0.0,0.0
1830,1.7742621594152297e-08,0.0,7.30578508800761e-09
1831,2.182768810143898e-08,0.0,0.0
1832,2.4353944638733083e-08,0.0,1.6235963684607668e-08
1833,5.791814139399776e-09,0.0,1.1583628500844156e-09
1834,1.9602515832772838e-08,0.0,9.334530925997342e-10
1835,2.4958190181223472e-08,0.0,7.563087933704082e-10
1836,3.3603751947719473e-08,5.376600054063374e-09,0.0
1837,2.7135775293452014e-08,0.0,4.87052354003481e-09
1838,2.1461350030449466e-08,2.5248647617104325e-09,1.0099459268886335e-08
1839,1.7478688718597368e-08,0.0,0.0
1840,4.1402977046800515e-08,0.0,0.0
1841,3.5955071808757566e-08,0.0,2.5682194149112547e-09
1842,3.354132394051135e-08,0.0,0.0
1843,3.9576305843613824e-08,0.0,0.0
1844,3.1833653935109396e-08,0.0,0.0
1845,2.8459162138005922e-08,5.580227946389016e-10,0.0
1846,4.9763260401292086e-08,0.0,0.0
1847,1.3483059113639229e-08,0.0,5.3932236454556914e-09
1848,4.585776380849893e-08,8.045221711050488e-10,0.0
1849,2.4300303991253713e-08,0.0,0.0
1850,2.4440386603430397e-08,6.788996032014438e-10,6.788996032014438e-10
1851,2.8377531435808123e-08,0.0,0.0
1852,2.929745468449596e-08,0.0,0.0
1853,2.20961471342207e-08,0.0,0.0
1854,1.2469595134234623e-08,0.0,0.0
1855,5.041590256382733e-08,0.0,6.368324534378189e-09
1856,4.5559264527650356e-08,0.0,2.0708756931497874e-09
1857,4.29572786231347e-08,1.4644527812635033e-09,9.763018171682347e-10
1858,3.6213201326518174e-08,0.0,4.893676019968041e-10
1859,3.0553038987690684e-08,0.0,2.036869339860914e-09
1860,5.6757080812985805e-08,3.661747127736703e-09,9.154367819341758e-10
1861,4.6216444449243e-08,0.0,9.431927461278633e-10
1862,6.099281790739042e-08,4.517986262886353e-10,0.0
1863,4.345320192555846e-08,9.989241656072068e-10,0.0
1864,4.411149623351207e-08,0.0,9.589455896019672e-10
1865,5.695281757311932e-08,1.4120533076145136e-09,0.0
1866,4.573676132269e-08,0.0,3.8924903300596725e-09
1867,5.095452060288608e-08,0.0,4.85281148598915e-10
1868,6.57003269566303e-08,9.87974813071446e-10,0.0
1869,2.9789467004270875e-08,0.0,3.9068154267241084e-09
1870,6.76617730732687e-08,1.1468097582678638e-09,0.0
1871,1.1258448040507574e-07,0.0,0.0
1872,4.9588180672799353e-08,0.0,6.047339295989218e-10
1873,3.771182849332533e-08,1.7958013409646867e-09,5.986004469882289e-10
