year,grand_ADJ or_NOUN,grand_ADJ fort_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,0.0
1803,3.900678446910888e-09,1.1702034896643454e-08
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,2.881669125542885e-09
1807,8.540865348294346e-09,0.0
1808,9.064295980465431e-09,0.0
1809,2.259030518203531e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,1.0668832928217853e-08,1.8670457180292033e-08
1813,1.4378708224072057e-08,5.751483289628823e-09
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,0.0,0.0
1822,1.5038423839541792e-08,0.0
1823,6.917880934764753e-09,0.0
1824,4.463189817727198e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,6.165589039319741e-09,4.403992281964975e-09
1827,5.530363722527909e-09,0.0
1828,9.172301251858528e-10,3.668920500743411e-09
1829,4.286587973467704e-09,2.571952872898464e-09
1830,9.39315247805439e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.2741991461950875e-08,0.0
1834,1.8669061851994684e-09,0.0
1835,2.193295500774184e-08,0.0
1836,7.392825018825988e-09,0.0
1837,5.566312855087574e-09,0.0
1838,8.205810475558906e-09,0.0
1839,4.894032512581248e-09,0.0
1840,1.2102408852854296e-08,0.0
1841,4.494383976094696e-09,0.0
1842,1.0062397581833693e-08,0.0
1843,6.497602234034616e-09,0.0
1844,4.939705144924034e-09,0.0
1845,1.2834524387717039e-08,0.0
1846,1.1123552079439492e-08,0.0
1847,1.6179670936367074e-09,5.3932236454556914e-09
1848,5.63165514222419e-09,3.218088684420195e-09
1849,9.217356211621563e-09,0.0
1850,1.1541293254424545e-08,0.0
1851,3.8696632564949596e-09,6.449438760824933e-10
1852,2.6042181744401205e-09,0.0
1853,2.149895506065036e-08,5.971931837933653e-10
1854,4.676097953293379e-09,0.0
1855,2.1227748447927297e-09,5.306937111981824e-10
1856,3.1063135952358323e-09,0.0
1857,7.322263739784063e-09,4.881509085841174e-10
1858,1.1255454956948796e-08,2.936205500958522e-09
1859,5.601390906662118e-09,0.0
1860,4.577184048448757e-09,1.1442959468865865e-08
1861,6.602349444939648e-09,0.0
1862,1.8071945051545413e-09,0.0
1863,7.491931519609807e-09,0.0
1864,3.835782358407869e-09,0.0
1865,7.530951029455224e-09,0.0
1866,1.167747110120132e-08,2.238181906477621e-08
1867,1.4073153309368536e-08,0.0
1868,1.4819622196071691e-09,0.0
1869,4.88351925564956e-09,1.953407657850903e-09
1870,1.204150246181257e-08,0.0
1871,1.0621177048975028e-08,0.0
1872,4.8378714367913744e-09,0.0
1873,5.9860043588599865e-09,0.0
1874,1.0754296286830112e-08,1.0156835372754358e-08
1875,3.432916173551348e-09,5.721527140956084e-10
1876,3.627608879952504e-09,4.232210137899983e-09
1877,3.092407996341251e-09,3.710889595609501e-09
1878,4.22736201599605e-09,3.0195443923020093e-09
1879,4.887460214320072e-09,0.0
1880,4.492492378105339e-09,2.5671385017744797e-09
1881,9.064259565150223e-09,2.091752326904839e-09
1882,1.3310770263785798e-09,0.0
1883,1.2638677882037541e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,3.222817901438191e-09,0.0
1886,5.808117542471791e-09,1.2906927748801422e-09
1887,5.8760321608453125e-09,2.6115698492645834e-09
1888,5.072491537916335e-09,1.268122939990235e-09
1889,2.506054641582267e-09,6.265136742733546e-10
1890,3.277193294515257e-09,2.6217545912032847e-09
1891,5.736798036615198e-09,3.1871101313640793e-09
1892,7.522214851007902e-09,8.775916882086676e-09
1893,8.621783287310336e-09,6.7742580989182954e-09
1894,5.671385361338821e-09,6.301539290376468e-10
1895,5.416753046105782e-09,0.0
1896,3.538217385745668e-09,1.179405795248556e-09
1897,3.4960281336537946e-09,2.9133566670225264e-09
1898,6.2241903853177405e-09,2.8291773368493978e-09
1899,5.527578395003729e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,1.038210628578895e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,9.820567470342212e-09,5.401312397346203e-09
1903,2.1600881083827517e-09,5.400220270956879e-10
1904,4.299700151477737e-09,0.0
1905,7.741138396966107e-09,2.0643036169332163e-09
1906,3.600929110447737e-09,6.68743965759333e-09
1907,6.171411992550446e-09,3.5999904168804164e-09
1908,9.822778146428846e-10,4.911389073214423e-10
1909,2.2003934230241384e-09,2.200393367512987e-09
1910,3.7409054742809644e-09,1.6032452032632705e-09
1911,5.32037403022656e-09,5.320374141248863e-10
1912,4.688479104952847e-09,0.0
1913,4.7726907426159926e-09,5.30298971401777e-10
1914,6.027069177072519e-09,2.678697486047099e-09
1915,0.0,0.0
1916,4.394984820521586e-09,2.197492410260793e-09
1917,4.3865698851064394e-09,6.57985488317081e-09
1918,1.033773866510046e-08,0.0
1919,3.6831394045755417e-09,0.0
1920,3.786115865267448e-09,6.057785384427916e-09
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,2.21338064543275e-09,2.2133805899215986e-09
1923,1.0615948120573648e-09,0.0
1924,0.0,0.0
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,2.627989537096198e-08
1929,4.4561625500705304e-09,0.0
1930,2.100720708497761e-09,0.0
1931,5.7026783295555106e-09,9.124285327288817e-09
1932,4.383814644626227e-09,8.767629289252454e-09
1933,1.1470662197865522e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,2.424942913137329e-09
1937,7.55467088886519e-09,0.0
1938,3.889564337278273e-09,0.0
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,0.0
1947,5.960435478513659e-09,0.0
1948,2.174377566888097e-09,0.0
1949,9.817008317369869e-10,1.079870937115146e-08
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,0.0,2.1089607837865287e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,1.172704378049616e-08
1955,2.815682353940474e-09,3.754243138587299e-09
1956,2.616342476002842e-09,2.2674967681268754e-08
1957,8.835037701437898e-10,4.417518850718949e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,3.1002992395556817e-09,4.650448692800069e-09
1960,0.0,2.076250060767393e-09
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,1.9025869213429303e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,1.939815863494232e-09
1964,3.0419841090534305e-09,0.0
1965,2.7360217424998723e-09,2.188817405102128e-09
1966,5.539074865446025e-09,1.6617224263271169e-09
1967,5.916402701089396e-09,4.930335473218861e-09
1968,3.1439910119779313e-09,1.3474247273492779e-09
1969,1.8167031212712459e-09,1.3625273409534344e-09
1970,4.138852427448825e-09,3.2191075360898935e-09
1971,4.624557625731995e-09,5.652237344833111e-09
1972,6.669190699692962e-09,2.5650733759263744e-09
1973,4.410563081425067e-09,1.6539611902288698e-09
1974,7.313243399753588e-09,6.18812873165453e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,5.7135269293517865e-09,1.7140580621521906e-09
1977,3.5260691033656144e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,1.7555920051037788e-09,9.948355028654987e-09
1980,2.8425753417771205e-09,1.0233271119375331e-08
1981,3.795329717171114e-09,1.3283654176632353e-08
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,3.1576580239445207e-09,6.315316047889041e-10
1984,5.219107590548333e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,0.0
1987,1.8332451112712533e-09,6.721898593298192e-09
1988,3.5979322854373663e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,0.0,3.269190584909154e-09
1991,2.344586136349136e-09,5.861465202094962e-10
1992,3.30596661157756e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,4.4313659408601325e-09
1994,2.6374633033121597e-09,5.274926606624319e-10
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,5.871901631593346e-09,1.067618438099771e-09
1997,1.917957792585412e-09,1.342570443707558e-08
1998,4.7681292247858664e-09,5.72175506974304e-09
1999,5.027221361419976e-09,1.0054442278750741e-08
2000,3.97622823555821e-09,8.836062992401139e-10
2001,5.257454194218525e-09,3.943090687297257e-09
2002,3.943099347036849e-09,2.6287329535357173e-09
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,4.845270351605535e-09,4.404791309475797e-09
2005,3.15262471684008e-09,0.0
2006,4.941467901531382e-09,3.2943118233319524e-09
2007,5.192823337996089e-09,2.796135656346621e-09
2008,2.5544638071473003e-09,2.9802077194940324e-09
2009,2.860915504498962e-09,9.53638501499654e-10
2010,6.140931096965119e-09,1.8895172648747405e-09
2011,4.588766200352978e-09,3.059177577924288e-09
2012,3.4042526853017563e-09,4.425528443707805e-09
2013,8.367375126105969e-10,3.904775003338301e-09
2014,1.5158116428715118e-09,5.4136128913029324e-09
2015,4.43315073539452e-09,5.984753581600444e-09
2016,2.278474020567245e-09,1.6570720351438695e-09
2017,2.515611330355938e-10,4.528100394640688e-09
2018,3.6140533898887384e-09,3.872200171617379e-09
2019,1.275493877184175e-09,1.02039510174734e-09
