year,était_VERB utile_ADJ,était_VERB futile_ADJ,etait_VERB utile_ADJ
1943,4.470982162274595e-07,1.1612940831184915e-08,2.9032352077962287e-09
1944,5.141097858540888e-07,9.639558484764166e-09,0.0
1945,4.574858394335024e-07,2.3963544037997053e-08,2.178504043826024e-09
1946,5.081203084955632e-07,5.568441707737293e-09,0.0
1947,5.698176437363145e-07,2.0265479960812627e-08,0.0
1948,4.837989990846836e-07,1.195907639583993e-08,0.0
1949,4.7317979579020175e-07,9.817008539414473e-09,9.817008317369869e-10
1950,5.424034270617994e-07,4.2541445921528975e-09,1.0635361480382244e-09
1951,5.096150061945082e-07,8.529121409139861e-09,0.0
1952,4.2706454905783175e-07,1.0544804140977249e-08,2.1089607837865287e-09
1953,5.677807166648563e-07,5.386913581872932e-09,0.0
1954,5.21853451118659e-07,7.818028890937967e-09,0.0
1955,5.021300353291736e-07,7.508486277174597e-09,2.815682353940474e-09
1956,4.7617433551749855e-07,1.0465369904011368e-08,8.72114158667614e-10
1957,4.461693947632739e-07,1.0602045463770082e-08,8.835037701437898e-10
1958,4.830990292248316e-07,6.617794756635931e-09,1.6544486891589827e-09
1959,4.503184527493431e-07,9.300897829689347e-09,7.750747821333448e-10
1960,4.505462527504278e-07,8.305000243069571e-09,2.076250060767393e-09
1961,4.1619475155130203e-07,1.3896318540318475e-09,6.948159270159238e-10
1962,4.883306701231049e-07,8.244543714397423e-09,1.2683912808952869e-09
1963,5.121113986206183e-07,4.526237162849611e-09,6.466053248388448e-10
1964,5.13486952513631e-07,7.300761772910391e-09,0.0
1965,4.755205793571804e-07,1.3680108601477059e-08,2.73602163147757e-09
1966,4.6694401589775225e-07,8.862519607077957e-09,5.539074754423723e-10
1967,4.323904363445763e-07,9.860671390526932e-09,0.0
1968,4.7609009357074683e-07,1.122853987567396e-08,1.3474247273492779e-09
1969,5.150353103999805e-07,7.2668124850849836e-09,4.5417578031781147e-10
1970,4.566533959859953e-07,4.1388523719376735e-09,2.7592350626548523e-09
1971,4.0696107816984295e-07,9.762954888969944e-09,1.0276794970565106e-09
1972,3.883521060288331e-07,4.104117490300041e-09,1.5390440033513642e-09
1973,3.743465413208469e-07,3.859242703185828e-09,1.6539611902288698e-09
1974,3.814137699009734e-07,1.2376257352286757e-08,5.625571675160757e-10
1975,3.3697733670123853e-07,6.8537762132336866e-09,5.711480177694739e-10
1976,3.348126824676001e-07,6.8562320265641574e-09,0.0
1977,3.349765620441758e-07,4.7014254711541525e-09,1.1753563677885381e-09
1978,3.3445527947151277e-07,1.7821774056514528e-09,2.3762365408686037e-09
1979,3.417552534301649e-07,1.1118749476679568e-08,2.3407893401383717e-09
1980,3.257591458805109e-07,1.193881615790815e-08,0.0
1981,2.9287295433277905e-07,8.223214109648325e-09,0.0
1982,3.0665060535284283e-07,3.7245013739806154e-09,0.0
1983,2.9618831831612624e-07,1.326216381158929e-08,6.315316047889041e-10
1984,3.0212834190024296e-07,6.958810416790584e-09,0.0
1985,2.833327812368225e-07,6.617113967877231e-09,6.015558051686298e-10
1986,2.8953365927009145e-07,5.395036861699509e-09,5.994485463567401e-10
1987,3.104294989952905e-07,7.944062296871834e-09,3.0554083707556856e-09
1988,2.7344285058461537e-07,1.0793796967334401e-08,5.996553809062277e-10
1989,3.117253299933509e-07,1.3171493229435782e-08,1.0976244357863152e-09
1990,2.6698390342971834e-07,1.0897301727652575e-08,5.44865097484859e-10
1991,2.7841960559271683e-07,8.7921980806982e-09,0.0
1992,2.6943627062792075e-07,1.4325855168806356e-08,0.0
1993,2.747446785633656e-07,1.0524494165053966e-08,5.539207426075166e-10
1994,3.159680943554122e-07,1.2132331583813993e-08,0.0
1995,3.155866465931467e-07,8.675921314704738e-09,1.626735190995987e-09
1996,2.348760546055928e-07,9.60856638698715e-09,0.0
1997,2.7139103053741565e-07,1.1507746755512471e-08,9.58978896292706e-10
1998,2.713065612169885e-07,5.2449422582867555e-09,1.9072516899143466e-09
1999,2.7238399979978567e-07,5.941261704833778e-09,1.3710603763428253e-09
2000,2.8805564511458215e-07,7.510653432518666e-09,0.0
2001,2.8653124672928243e-07,7.886181485616817e-09,0.0
2002,3.2859162502063555e-07,9.63868718173444e-09,4.38122149670761e-10
2003,3.191862845142168e-07,8.333845613606172e-09,4.1669229178253886e-10
2004,3.048115502224391e-07,7.928623979580607e-09,4.404791253964646e-10
2005,2.72927223932129e-07,1.4862373554080932e-08,0.0
2006,2.8084008363293833e-07,1.1118302722934459e-08,8.235779835885637e-10
2007,2.6243731099384604e-07,9.586750948642475e-09,1.1983438685803094e-09
2008,2.584265814675746e-07,1.575252639440805e-08,1.2772318758180745e-09
2009,2.584360458968149e-07,1.7642312499788204e-08,9.53638501499654e-10
2010,2.5130577796517173e-07,2.172944846279279e-08,0.0
2011,2.6844284661819984e-07,2.0649448373433188e-08,0.0
2012,2.6144661546823045e-07,2.6893596682953103e-08,0.0
2013,3.2130719773704186e-07,2.900689999307815e-08,2.789125042035323e-10
2014,3.029457786851708e-07,3.5080212512639264e-08,0.0
2015,3.0500078196382674e-07,3.0588740429493555e-08,0.0
2016,3.6538438052957645e-07,3.604131748602413e-08,0.0
2017,2.7445318551144737e-07,3.547011928617394e-08,0.0
2018,3.0590379651584954e-07,3.5624239558273985e-08,0.0
2019,3.0943482443035464e-07,3.1122048937959335e-08,0.0
